Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,angles,velocity,roughness
1,0.2408028990030288,-0.5707166194915771,-0.3563810288906097,0.2743728458881378,-0.7262327075004578,-0.4028960466384887,0.3897927403450012,-0.9182164669036864,-0.3980471193790436,0.3785155415534973,-0.8193471431732178,-0.200511485338211,0.2408042203263932,-0.5707169190813521,0.3897089321938473,-0.9182970507355314,0.3785167204573734,-0.819345805651997,-5.791047800042925,,
2,0.2310642004013061,-0.5706483721733093,-0.3487088680267334,0.2696102857589721,-0.7264800667762756,-0.4029402136802673,0.4295398294925689,-0.8753019571304321,-0.4088669121265411,0.3800524175167084,-0.8213765025138855,-0.198103055357933,0.2350658439446967,-0.5706041241434859,0.4030929113961412,-0.903047257912256,0.3803307088374882,-0.8209351477757048,-4.799733870858527,59.47883575106387,
3,0.2272739112377166,-0.5705877542495728,-0.3466093838214874,0.2660517990589142,-0.7267234921455383,-0.4065539538860321,0.4238881170749664,-0.8771427273750305,-0.437954843044281,0.3820792436599731,-0.8231593370437622,-0.1979811340570449,0.2300081491760786,-0.5705092070624289,0.4153088469930409,-0.8895915623493552,0.3819607553659733,-0.8223787376293302,-3.262845441515927,92.21330576055604,0.14882576761143632
4,0.2256503999233245,-0.57034832239151,-0.3429735004901886,0.2647877335548401,-0.7269812226295471,-0.4024310410022735,0.4184772074222564,-0.8886346220970154,-0.4340260922908783,0.383927047252655,-0.8236067891120911,-0.1940063834190368,0.2260975473520486,-0.5704481124381928,0.4256369730883162,-0.8791066750300364,0.3832557672967377,-0.8235747528416768,-1.5390047344091562,103.43044242640624,0.14486636162623626
5,0.2236768752336502,-0.570349931716919,-0.3445200324058532,0.2639056146144867,-0.7273865342140198,-0.4047644138336181,0.4195737242698669,-0.884390652179718,-0.4303536415100097,0.3846056759357452,-0.8245344758033752,-0.1941168010234832,0.2234852686764554,-0.5704311710106923,0.4338492180714504,-0.8719834854191955,0.3841286571628688,-0.8244838163211036,0.1140548256604208,99.18357360417464,0.11046759601194385
6,0.2226533889770507,-0.570385217666626,-0.3402501344680786,0.2634677290916443,-0.7277206182479858,-0.3982890844345093,0.4305512011051178,-0.8741673231124878,-0.4150573015213012,0.3845277726650238,-0.8250328898429871,-0.1939600706100464,0.2220428722399844,-0.570459502553631,0.4398033358403652,-0.868206109132754,0.3845738403232601,-0.8251229656014645,1.5218449450672,84.46740716440675,0.08378875076511563
7,0.2224370837211609,-0.5705410838127136,-0.3429285287857055,0.2634819447994232,-0.7281191945075989,-0.39900603890419,0.4529363214969635,-0.8594875335693359,-0.4091871678829193,0.384475976228714,-0.8251926302909851,-0.1940051168203354,0.2214759688469535,-0.5705240070120994,0.4431730875391231,-0.8676709659579455,0.3846609331964399,-0.8255421260728943,2.5575460681944397,62.142067387634384,0.0737237383227733
8,0.2220605909824371,-0.5707292556762695,-0.3481670916080475,0.2634686529636383,-0.7287689447402954,-0.3994767963886261,0.4564608633518219,-0.8584000468254089,-0.4030227363109588,0.3843723237514496,-0.8256277441978455,-0.1935344934463501,0.2214470562146721,-0.5706084706262018,0.4436283292717846,-0.8701326058896207,0.3845071458848154,-0.8257970527010842,3.130368565604669,34.369349844613765,0.2280677686832172
9,0.2218779921531677,-0.5707316994667053,-0.3519371747970581,0.2633915543556213,-0.7290418744087219,-0.4028668403625488,0.4402523040771484,-0.8812662363052368,-0.4077670872211456,0.3840389549732208,-0.8259047269821167,-0.1934116333723068,0.2216654334161284,-0.5706952691954557,0.4412635215435477,-0.8749574871847008,0.3842419159879442,-0.8259297461137811,3.2076599839240143,4.63748509916071,0.40377253327878204
10,0.2220429927110672,-0.5707420706748962,-0.360462337732315,0.2632569372653961,-0.7291679978370667,-0.4095308780670166,0.4351771771907806,-0.8820618391036987,-0.4099810421466827,0.3837763369083404,-0.8259350657463074,-0.1932394653558731,0.2219304325687533,-0.5707703157427862,0.4368516011742364,-0.8810276405684496,0.3839765987278636,-0.825961484069685,2.8428252287933624,-21.890085307839115,0.5081290573949668
