Frame #,leg pink X,leg pink Y,arm pink X,arm pink Y,back orange X,back orange Y,shoulder orange X,shoulder orange Y,neck green X,neck green Y,back orange X_smoothed,back orange Y_smoothed,neck green X_smoothed,neck green Y_smoothed,leg pink X_smoothed,leg pink Y_smoothed,angles,velocity,roughness
9.0,474.0,1306.844482421875,404.5,902.5,551.14111328125,933.9639892578124,435.0,763.5,554.5,735.5,551.1189137650935,933.7730168501108,554.573449574705,735.495988884312,474.13994234631826,1307.023166581412,169.3525591955613,-0.3071699540168993,0.0007010578972924218
10.0,474.0,1306.844482421875,404.5,902.5,551.2345581054688,933.6493530273438,435.0,763.5,554.5,735.5,551.1835374521812,933.7186633721374,554.5702779587857,735.4999593151811,474.0647834459983,1306.9727704472134,169.3335847056055,-1.1384693973485582,0.0007762647820163153
11.0,473.8541564941406,1306.8541259765625,404.5,902.5,551.3236694335938,933.6062622070312,435.0,763.5,554.5,735.5,551.2624567371284,933.6715486624864,554.5837405178589,735.5082458706191,474.0121433196565,1306.9573960277894,169.30738139682492,-1.5721985268339722,0.0005895046705119912
12.0,474.0,1307.13720703125,404.5,902.5,551.1350708007812,933.7341918945312,435.0,763.5,554.5,735.5,551.3495417260112,933.6323683656484,554.6231338812784,735.5209108746859,473.98784145933,1306.959896517462,169.28019525235737,-1.631168668052965,0.00029406520065649835
13.0,474.22222900390625,1307.3419189453125,404.5,902.5,551.4375,933.4812622070312,435.5,763.5,554.5,735.5,551.4380911801663,933.6036168693178,554.6872033706605,735.5366164616893,473.9905906102924,1306.9607523359205,169.25644808928917,-1.4248297840924806,8.15852597805621e-05
14.0,474.0,1307.0,404.5,902.5,551.5759887695312,933.6915893554688,435.5,763.5,555.0,735.6666870117188,551.5198512432514,933.5880548513896,554.7650168860631,735.5528685308584,474.01571681017754,1306.9506778700131,169.23853768423126,-1.074624303474252,1.7565116268094818e-05
15.0,473.9059753417969,1306.8291015625,404.5,902.5,551.6832275390625,933.6146850585938,435.5,763.5,555.0,735.5,551.5871156842518,933.5875942380134,554.8432579176548,735.5668146804652,474.05820546403623,1306.935042990121,169.22744540446402,-0.6655367860344086,4.508465656532713e-05
16.0,474.2482299804687,1306.7518310546875,404.3999938964844,902.5166625976562,551.7089233398438,933.4788818359376,435.5,763.5,555.0,735.5,551.6363785406766,933.6019340115696,554.9154177274569,735.5758831979259,474.11246558904577,1306.9271585955523,169.22345173292655,-0.2396202922483326,8.848680012546676e-05
17.0,473.8888854980469,1306.6566162109375,404.5,902.5,551.5865478515625,933.5632934570312,435.5,763.5,555.0,735.6666870117188,551.670007882206,933.6267422632916,554.9863498545454,735.5781579792531,474.1705353320853,1306.935979918214,169.22657092350886,0.1871514349386416,0.00011457851672706694
18.0,474.39007568359375,1306.858154296875,404.5,902.5,551.5865478515625,933.5632934570312,435.0,763.5,555.0,735.6666870117188,551.6943590964175,933.652842531452,555.0689468778703,735.5732043702702,474.2218920180924,1306.9577167897362,169.23665570545086,0.6050869165198947,0.0001232137943069976
19.0,474.3603515625,1307.3603515625,404.5,902.5,551.790283203125,934.00439453125,435.5,763.5,555.0,735.5,551.7162360215217,933.668587807217,555.1750732796967,735.5629511464258,474.2562537445157,1306.9778267388745,169.25318718856389,0.991888986781646,0.00012019714949209183
20.0,474.3418884277344,1307.22216796875,404.5,902.5,551.8746948242188,933.6085205078124,435.0,763.5,555.0,735.5,551.7405133672206,933.664862544827,555.3061142243082,735.5510207239747,474.2679157281213,1306.982141169712,169.27479200158268,1.296288781127828,0.00010477485420144425
21.0,474.13726806640625,1307.0,404.5,902.5,551.5,933.5,435.5,763.5,555.5,735.5,551.7692066270619,933.6387828818788,555.4493159861768,735.5404300859075,474.2581030726938,1306.9681441817722,169.29891174525886,1.4471846205708516,7.360234974149648e-05
22.0,474.1166687011719,1306.6666259765625,404.5,902.5,551.8157348632812,933.6558227539062,435.5,763.5,556.0,735.5,551.8007207796707,933.5935684561985,555.5838229004903,735.531810850107,474.2334188527945,1306.9470537298157,169.32236325341387,1.4070904893003444,3.456547058352152e-05
23.0,474.39007568359375,1306.858154296875,404.5,902.5,551.8968505859375,933.5872802734376,435.5,763.5,556.0,735.6666870117188,551.8300605864246,933.53647022812,555.6932853063817,735.5239471896016,474.202594458279,1306.9360433700897,169.34283656695564,1.2283988125062706,9.018661660645374e-06
24.0,474.13726806640625,1307.0,404.5,902.5,552.0,933.5,435.5,763.5,555.5,735.5,551.8517009830476,933.4772090160858,555.7748071887521,735.516072802423,474.17462613403575,1306.948333024849,169.36012336729732,1.0372080205007703,7.355996084277133e-06
25.0,474.13726806640625,1307.0,404.5,902.5,551.8345336914062,933.360107421875,435.5,763.5,555.5,735.5,551.8636295959358,933.4264214691028,555.8364948758913,735.5096698577825,474.1581262974206,1306.988168280674,169.3757935857207,0.9402131054019948,1.375426223512284e-05
26.0,474.13726806640625,1307.0,404.5,902.5,551.8345336914062,933.360107421875,436.0,763.5,556.0,735.5,551.8689235695974,933.392962192152,555.8875381802536,735.5081772934521,474.15992277286136,1307.0511396470054,169.39154003404593,0.9447868995147246,1.1367417937148668e-05
27.0,474.2252197265625,1307.18017578125,404.5,902.5,551.8345336914062,933.360107421875,435.5,763.5,556.0,735.5,551.8736707105138,933.3809234016004,555.9314117741665,735.5150762933023,474.1826726011997,1307.1266922947812,169.4076913942538,0.9690816124714274,4.04613161322887e-06
28.0,474.0,1307.155517578125,404.5,902.5,551.8345336914062,933.360107421875,435.5,763.5,556.0,735.5,551.8834094627138,933.3881407817934,555.9666823119314,735.5318048919331,474.2228014792138,1307.2009037274545,169.422965502407,0.9164464891932766,5.938508687555437e-07
29.0,474.3418884277344,1307.22216796875,404.5,902.5,551.9071655273438,933.4214477539062,436.0,763.5,556.0,735.5,551.9007944965056,933.4069705733002,555.9912312216665,735.5565383795472,474.2701252238052,1307.2594032462507,169.4352173279299,0.7351095313737233,2.4894601704236175e-06
30.0,474.3603515625,1307.3603515625,404.5,902.5,551.9718017578125,933.4436645507812,436.0,763.5,556.0,735.6666870117188,551.9255845321361,933.4269507023658,556.0049332768972,735.5844197384423,474.31042810672966,1307.290773137804,169.44235408818778,0.4282056154727343,1.4273982296817717e-05
31.0,474.5,1307.5,404.5,902.5,552.0,933.5,436.0,763.5,556.0,735.6666870117188,551.9562579687004,933.4383529606991,556.0098340869858,735.6092232500285,474.3308999432106,1307.2903403715252,169.44293972687382,0.0351383211619804,4.179067004313474e-05
32.0,474.3418884277344,1307.22216796875,404.5,902.5,551.9718017578125,933.4436645507812,436.0,763.5,556.0,735.5,551.9915567033532,933.4353348663294,556.0090837904554,735.6253158005998,474.32544873336315,1307.262667603681,169.43646573210356,-0.3884396862156336,7.7750508178908e-05
33.0,474.1136474609375,1307.04541015625,404.5,902.5,551.9718017578125,933.4436645507812,436.0,763.5,556.0,735.6666870117188,552.0306576386506,933.4174873887688,556.0057606282992,735.6287481958973,474.2962088416899,1307.220112441998,169.42339938530364,-0.7839808079950217,0.00010349698109998855
34.0,474.3418884277344,1307.22216796875,404.5,902.5,552.0652465820312,933.3623046875,436.0,763.3333129882812,556.0,735.6666870117188,552.072284062356,933.3892675745448,556.0021153978371,735.6178652549843,474.25083561138536,1307.1774365039594,169.40506625238248,-1.0999879752694142,0.0001045511595004028
35.0,474.1136474609375,1307.04541015625,404.5,902.5,552.0,933.3382568359376,436.0,763.3333129882812,556.0,735.6666870117188,552.114399194274,933.3577633156832,555.9993436018963,735.5942369378771,474.19867099347783,1307.1461058383743,169.38334662748835,-1.3031774936479223,8.111369606480251e-05
36.0,474.22222900390625,1307.3419189453125,404.5,902.5,552.426025390625,933.3002319335938,436.0,763.5,556.0,735.5,552.155884298453,933.3298886718072,555.9977587951756,735.5631070262612,474.14856922507926,1307.1315292865168,169.36009980160537,-1.3948095529786997,4.7103041291218816e-05
37.0,474.0748291015625,1306.8638916015625,404.5,902.5,552.2910766601562,933.2511596679688,436.5,763.5,556.0,735.5,552.1995134357553,933.3102435385612,555.9971623450161,735.5320448456911,474.1085071676792,1307.1329754530043,169.33634508664258,-1.425282897767488,1.9611988508701847e-05
38.0,474.22222900390625,1307.3419189453125,404.5,902.5,552.1654663085938,933.360107421875,436.0,763.5,556.0,735.5,552.2528717971501,933.30058419633,555.9972235823758,735.5082596848898,474.08563493885754,1307.1443047577957,169.3116673565699,-1.4806638043609155,6.182094348061727e-06
39.0,474.0,1307.0,404.5,902.5,552.1654663085938,933.360107421875,436.0,763.5,556.0,735.5,552.3242425871592,933.3010487416188,555.9977449971643,735.4963518820662,474.0853962709829,1307.154953863692,169.28454687607845,-1.627228829486853,3.992578205844032e-06
40.0,473.8639526367187,1307.0748291015625,404.5,902.5,552.1827392578125,933.2987670898438,436.0,763.5,556.0,735.5,552.4153243905059,933.3120138942628,555.9987525587468,735.4974799994168,474.1091149362067,1307.1518942138828,169.25369249846494,-1.8512626568104904,9.791550894348526e-06
41.0,474.3603515625,1307.3603515625,404.5,902.5,552.6666870117188,933.4031982421876,436.0,763.5,556.0,735.5,552.5168850080872,933.3347968279174,556.0004058869127,735.5095773486719,474.1515334623919,1307.123322635621,169.21948128443518,-2.052672841786034,1.912090391728529e-05
42.0,474.1136474609375,1307.04541015625,404.9696960449219,902.4091186523438,552.7849731445312,933.2150268554688,436.5,763.5,556.0,735.5,552.6115737705416,933.3703021824882,556.0027677844283,735.5279850100148,474.2010574453818,1307.0638713152766,169.18440496698403,-2.104579047068569,2.0024665124305235e-05
43.0,474.2113952636719,1307.21142578125,404.6666564941406,902.3333129882812,552.5755004882812,933.4921875,436.5,763.5,556.0,735.5,552.6817759781081,933.4163874796516,556.005514865098,735.546478483761,474.2433209274757,1306.9789610100847,169.1522367942854,-1.9300903619188148,9.859697006656612e-06
44.0,474.3928527832031,1306.7261962890625,405.0,902.5,552.693359375,933.2186889648438,436.5,763.5,556.0,735.6666870117188,552.7169885418394,933.465861943552,556.0077133919738,735.5591547635682,474.2662260699427,1306.8846689055315,169.1265443621507,-1.5415459280814048,1.3670337877093592e-05
45.0,474.4074096679687,1306.74072265625,405.0,902.5,552.9368286132812,933.7669067382812,436.5,763.5,556.0,735.6666870117188,552.7180850080622,933.5070576441982,556.0078169476186,735.5630641894115,474.2646871277717,1306.8016612534088,169.10925298512947,-1.037482621273398,5.5521182965525617e-05
46.0,474.2416687011719,1306.5,405.0,902.5,553.0,933.5,436.5,763.5,556.0,735.5,552.6987554158346,933.5274504843912,556.0040402220841,735.5599356777208,474.2432420014277,1306.7459150417496,169.09956748086535,-0.5811302558475973,0.00011054427613068402
47.0,474.0780029296875,1306.7518310546875,405.0,902.5,552.3560180664062,933.5555419921876,436.5,763.5,556.0,735.5,552.682373894609,933.5183395743765,555.9951925174659,735.5550595196087,474.21427110187216,1306.721693761528,169.09370912011565,-0.3515016449819086,0.0001192165446862543
48.0,474.169921875,1306.830078125,405.0,902.5,552.2523803710938,933.4214477539062,436.5,763.5,556.0,735.5,552.6921863897581,933.4777096952798,555.9818896059871,735.5537044730212,474.1919664985934,1306.72113430767,169.0862011576055,-0.4504777506087976,6.786265262999422e-05
49.0,474.169921875,1306.830078125,405.2988586425781,902.5,553.0928344726562,933.4214477539062,436.5,763.5,556.0,735.5,552.7392893389427,933.4105370092572,555.9678089935512,735.557830914073,474.1855417638933,1306.7301232902512,169.07254318840506,-0.8194781520262495,2.1701343341694964e-05
50.0,474.03704833984375,1306.716064453125,405.2988586425781,902.5,552.5,933.5,436.5,763.5,556.0,735.6666870117188,552.8170947998544,933.3278735295048,555.9603740737435,735.5655366478213,474.1952052914045,1306.7358159230598,169.05173129859148,-1.2487133888151902,3.560622010891673e-05
51.0,474.03704833984375,1306.716064453125,405.2988586425781,902.5,553.0872802734375,933.1243286132812,436.5,763.5,556.0,735.6666870117188,552.9053062406834,933.2452215018282,555.970081811014,735.5732362323394,474.212499456516,1306.731260146657,169.0271103544669,-1.477256647473837,6.663715710538472e-05
52.0,474.5319213867187,1306.7518310546875,405.5,902.5,553.0872802734375,933.1243286132812,436.5,763.5,556.0,735.5,552.9794715863884,933.1792938312828,556.0078225986115,735.5782554021943,474.22603061512143,1306.7162362008908,169.00530980881692,-1.3080327389997135,4.8652853487802515e-05
53.0,474.7886047363281,1306.78857421875,405.5,902.5,553.0872802734375,933.1243286132812,436.5,763.5,556.0,735.5,553.0211968085056,933.14342893905,556.0801874114156,735.5795063596893,474.23179470390613,1306.695900051263,168.99392888734354,-0.682855288402493,3.195514055983753e-05
54.0,474.1190490722656,1306.517822265625,405.5,902.5,553.0872802734375,933.1243286132812,436.5,763.5,556.0,735.6666870117188,553.0252528809991,933.1439298258558,556.184043653393,735.5764864083279,474.24137334634474,1306.6782053431791,168.99876717912292,0.2902975067627267,0.00014473599241027175
55.0,473.8869934082031,1306.689208984375,405.5,902.5,553.0872802734375,933.1243286132812,436.5,763.5,556.0,735.5,553.0010506951011,933.1791423788574,556.3035212184523,735.5686699918251,474.27865970844175,1306.670252019058,169.0213271158821,1.353596205549934,0.0003896142506200787
56.0,474.1111145019531,1306.5167236328125,405.5,902.5,552.8345336914062,933.360107421875,436.5,763.5,557.0,735.6666870117188,552.9682000433918,933.241197323365,556.4134669661541,735.5561369046495,474.3647291006122,1306.674839252516,169.0575451649677,2.173082945137139,0.0005659101299162684
57.0,474.398681640625,1306.830078125,405.5,902.5,552.8172607421875,933.2987670898438,436.5,763.5,556.5,735.5,552.9480428608854,933.3192329308756,556.4898700410197,735.5404026750451,474.50263318413306,1306.6895399679397,169.0987800611406,2.4740937703728605,0.0004816528288923941
58.0,474.9059753417969,1306.8291015625,405.5,902.5,552.9071655273438,933.4214477539062,436.5,763.5,556.5,735.5,552.9548075983597,933.402476565094,556.5208544728813,735.5242889439739,474.6742169745216,1306.7091212237488,169.13502440780317,2.174660799755088,0.0002191217605298589
59.0,475.1166687011719,1306.6666259765625,405.5,902.5,552.9071655273438,933.4214477539062,436.5,763.5,556.5,735.5,552.9906144604936,933.4819546724038,556.5106004180772,735.5107582325008,474.8499103096034,1306.7291202333713,169.15874098719124,1.4229947632838955,6.970485945662678e-05
60.0,474.8863525390625,1306.6514892578125,405.5,902.5,553.1942749023438,933.626953125,436.5,763.5,556.5,735.5,553.0464920072254,933.5509986443844,556.4754480996762,735.5016335579047,475.0025138998949,1306.7473950695385,169.16734493618688,0.5162369397385191,0.0001744949284579283
61.0,475.169921875,1306.830078125,405.5,902.5,553.1942749023438,933.626953125,436.5,763.5,556.5,735.5,553.1079934886352,933.6053967809272,556.4364689327256,735.4971010844333,475.1156653943101,1306.7631666931964,169.16333252711084,-0.2407445445624034,0.00035709490808223096
62.0,475.169921875,1306.830078125,405.5,902.5,553.1253051757812,933.6085205078124,436.5,763.5,556.0,735.5,553.1615236031247,933.6431879179617,556.4114948411549,735.4960535409199,475.184653997351,1306.77576430932,169.1523719499953,-0.6576346269315536,0.00037799307707076006
63.0,475.16351318359375,1306.710693359375,405.5,902.5,553.1942749023438,933.626953125,436.5,763.5,556.5,735.5,553.1978876134352,933.6635330039252,556.4085684518825,735.4967981917031,475.21295109336734,1306.7842404056555,169.14059490439485,-0.7066227360280664,0.0002263076175272006
64.0,475.16351318359375,1306.710693359375,405.5,902.5,553.1942749023438,933.626953125,436.5,763.5,556.5,735.5,553.2125330371481,933.6650586109068,556.424092317074,735.497735026732,475.20801968470096,1306.7870543677911,169.13249285984733,-0.4861226728507972,6.920267668287581e-05
65.0,475.169921875,1306.830078125,405.5,902.5,553.1942749023438,933.626953125,436.5,763.5,556.5,735.5,553.2043802032134,933.6451068000996,556.4471679939727,735.4978400588412,475.1782156734246,1306.781827992493,169.13018727809046,-0.1383349054123073,1.743825060495345e-05
66.0,475.169921875,1306.830078125,405.8101806640625,902.5,553.1942749023438,933.626953125,436.5,763.5,556.5,735.5,553.1749649249638,933.6009863379644,556.4668171095238,735.4969262284187,475.13166532770754,1306.7664458843492,169.13390567969253,0.2231040961243025,4.260763188665539e-05
67.0,475.169921875,1306.830078125,405.8101806640625,902.5,553.1253051757812,933.6085205078124,437.5,763.5,556.5,735.5,553.1282743181339,933.5330339595768,556.4774393823324,735.4956983339944,475.0768696945827,1306.741383584351,169.1429466832749,0.5424602149412294,7.186419046579807e-05
68.0,475.0,1306.6231689453125,405.9696960449219,902.4091186523438,553.1253051757812,933.6085205078124,437.0,763.3333129882812,556.5,735.5,553.0708268489066,933.4478942051784,556.4807586271955,735.4956001066323,475.0233514002538,1306.711057433397,169.15647659477025,0.8117946897220918,7.478449414359027e-05
69.0,474.8863525390625,1306.6514892578125,405.8101806640625,902.5,552.9852905273438,933.2647094726562,436.5,763.5,556.5,735.5,553.0113078650354,933.3594657734636,556.4848600056679,735.4984222213967,474.9805532412383,1306.6825425479096,169.17386387367227,1.0432367341212512,6.098644479911977e-05
70.0,474.8863525390625,1306.6514892578125,405.8101806640625,902.5,552.9852905273438,933.2647094726562,436.5,763.5,556.5,735.5,552.9592184623351,933.2856446454248,556.5012032643624,735.5056547648079,474.9551407827921,1306.662613160161,169.19461984681595,1.2453583886207298,4.536036689190285e-05
71.0,475.0,1306.6824951171875,406.0,902.5,552.821533203125,933.052490234375,436.5,763.5,556.5,735.5,552.9225642730152,933.2418358606344,556.5402771861121,735.5176688554852,474.94904011975655,1306.6553745082915,169.2182102298665,1.415422983031931,3.3245219017675745e-05
72.0,475.1136474609375,1306.6514892578125,405.8101806640625,902.5,552.9117431640625,933.2794189453124,437.0,763.5,556.5,735.5,552.905438915696,933.2349506462782,556.6067910622756,735.5330128843287,474.9600763329178,1306.6614923340712,169.24391988454653,1.5425792808025562,2.3640358764853672e-05
73.0,474.8863525390625,1306.6514892578125,406.0,902.5,552.9117431640625,933.2794189453124,437.0,763.5,556.5,735.5,552.9068048528522,933.261352596421,556.6961605316261,735.5483797148562,474.9840801220553,1306.6783719635823,169.27073369212076,1.6088284544537146,1.4665955657735537e-05
74.0,474.8863525390625,1306.6514892578125,406.2988586425781,902.5,552.9117431640625,933.2794189453124,437.0,763.5,557.0,735.6666870117188,552.9211762310183,933.3092319611094,556.7948613848572,735.5598717414167,475.0158336043623,1306.70064232306,169.2972190006313,1.5891185106318062,6.364327872474673e-06
75.0,475.169921875,1306.830078125,406.3999938964844,902.4833374023438,552.9718017578125,933.4436645507812,437.5,763.5,557.0,735.6666870117188,552.9407259839057,933.3633317963912,556.8858777949927,735.5653733528789,475.0485953764802,1306.7212051526508,169.32164291449476,1.465434831808352,1.8749959167525607e-06
76.0,475.0,1306.6231689453125,406.0,902.5,552.9718017578125,933.4436645507812,437.5,763.5,557.0,735.5,552.9577786524544,933.4097446397944,556.9564598772473,735.5662533954966,475.0744524527243,1306.7331433489055,169.34248532299074,1.2505445097588108,5.877998351996545e-06
77.0,475.169921875,1306.830078125,406.2988586425781,902.5,552.9718017578125,933.4436645507812,437.5,763.5,557.0,735.5,552.9668590978586,933.4393383178848,557.0029990848683,735.5664193791062,475.0865862168451,1306.7320386865067,169.3590615659323,0.994574576494074,1.865896885959176e-05
78.0,475.169921875,1306.830078125,406.2988586425781,902.5,552.9718017578125,933.4436645507812,437.5,763.5,557.0,735.5,552.9658446909917,933.4490146350344,557.0303962046776,735.5692022589933,475.0821001551182,1306.717913416746,169.37178382329574,0.7633354418061344,3.1701746901143825e-05
79.0,475.0,1306.6231689453125,406.2988586425781,902.5,552.9718017578125,933.4436645507812,437.5,763.5,557.0,735.6666870117188,552.9561520752358,933.4408993088972,557.0474963816915,735.5748678393549,475.0634712001591,1306.695780126277,169.38185406762906,0.6042146599992293,3.4088032648037034e-05
80.0,475.0,1306.6231689453125,406.2988586425781,902.5,552.9718017578125,933.4436645507812,437.5,763.5,557.0,735.5,552.9421012269669,933.4203468010818,557.0617235969404,735.5806877937194,475.0375920568929,1306.6737070212937,169.39051912696203,0.519903559978161,2.468504995048266e-05
81.0,475.0,1306.6231689453125,406.2988586425781,902.5,552.8912963867188,933.3623046875,437.5,763.5,557.0,735.6666870117188,552.9294755358432,933.3934839505011,557.0754045426511,735.5830106848964,475.0130598122434,1306.6588418664735,169.39828189786863,0.465766254395703,1.2682448795885448e-05
82.0,475.0,1306.6231689453125,406.5,902.5,552.8145141601562,933.235595703125,437.5,763.5,557.0,735.6666870117188,552.9234305424958,933.3646729524104,557.0854390121741,735.5796714711586,474.9976603867357,1306.653782116302,169.4046051224724,0.3793934762256867,5.937394918027301e-06
83.0,475.1136474609375,1306.6514892578125,406.2988586425781,902.5,552.984130859375,933.3729858398438,437.5,763.5,557.5,735.5,552.9267549356356,933.3348261712266,557.0869273552842,735.571238577929,474.9972168362677,1306.655359045502,169.40840281246184,0.2278613993672706,5.742307865286681e-06
84.0,474.8863525390625,1306.6514892578125,406.2988586425781,902.5,552.984130859375,933.3729858398438,437.5,763.5,557.0,735.5,552.9398535326887,933.3019551607756,557.0787173078735,735.5601870376412,475.01504139775534,1306.6561071277697,169.4089568093748,0.0332398147781987,1.0786168647497028e-05
85.0,475.0,1306.6824951171875,406.2988586425781,902.5,553.0,933.1860961914062,438.0,763.5,557.0,735.5,552.9623696368603,933.2640564928886,557.066126835757,735.5487482253011,475.05081639905546,1306.6475855483443,169.40642625013817,-0.151833554198788,1.769238996887748e-05
86.0,475.1136474609375,1306.6514892578125,406.5,902.5,552.9571533203125,933.3857421875,438.0,763.5,557.0,735.6666870117188,552.9946110275743,933.2226753008352,557.0579833916531,735.5376590853109,475.09944371847024,1306.6244456526597,169.40148846024772,-0.2962673934268878,2.086040545484635e-05
87.0,475.1136474609375,1306.6514892578125,406.5,902.5,553.07861328125,933.2574462890624,438.0,763.5,557.0,735.5,553.0372867837399,933.1852114316424,557.0605645919629,735.5268534109166,475.15170799810994,1306.5880517453377,169.394519412826,-0.4181428453023272,1.8434543759938193e-05
88.0,475.3418884277344,1306.77783203125,406.5,902.5,552.9830322265625,933.1299438476562,437.5,763.5,557.0,735.5,553.0897951070846,933.1643413936604,557.0732058216721,735.5166950793724,475.1974303900405,1306.548229832556,169.38511067452103,-0.5645242982990339,1.4919913029709592e-05
89.0,475.28369140625,1306.3262939453125,406.3910217285156,902.2564086914062,553.1790771484375,933.0716552734376,437.5,763.5,557.0,735.5,553.1483365246947,933.1735201556016,557.0881988220053,735.5081453881718,475.22954468177034,1306.5212896974904,169.37237902003707,-0.763899269037438,1.5596392210418404e-05
90.0,475.2301635742187,1306.3651123046875,406.3910217285156,902.2564086914062,553.1622924804688,933.0753784179688,437.5,763.5,557.5,735.5,553.2051156314117,933.2198679904234,557.0951368571073,735.5020545677244,475.2464157565663,1306.52334608165,169.35595233414736,-0.9856011533827314,2.097038589714845e-05
91.0,475.0,1306.5,406.5,902.5,553.1447143554688,933.10595703125,437.5,763.5,557.0,735.5,553.2494290648424,933.2985770147588,557.0873399535128,735.4986232232858,475.2508439478521,1306.5615160600576,169.33702900415545,-1.1353997995144027,2.4027783929060937e-05
92.0,475.5,1306.5,406.2988586425781,902.5,553.386962890625,933.634033203125,437.5,763.5,557.0,735.5,553.271025435299,933.3932470627714,557.0656917140689,735.4974113960526,475.2472578550816,1306.6285515613874,169.31863199820256,-1.103820357173504,1.63044245192005e-05
93.0,475.2252197265625,1306.81982421875,406.2988586425781,902.5,553.4916381835938,933.6611328125,437.5,763.5,557.0,735.5,553.2653990741867,933.4830679601948,557.0371421626816,735.4976438598127,475.2400193061991,1306.704799728937,169.30448065785424,-0.8490804208992131,7.1234493370394065e-06
94.0,475.13726806640625,1307.0,406.5,902.5,553.2672119140625,933.6088256835938,437.5,763.5,557.0,735.5,553.2385352020447,933.5522711255504,557.0102627167087,735.4985323815555,475.23312249433513,1306.7666926694685,169.29692239070533,-0.4534960289345235,2.12563773148398e-05
95.0,475.2252197265625,1306.81982421875,406.5,902.5,553.1637573242188,933.4210815429688,437.5,763.5,557.0,735.5,553.2068962281762,933.5951170042848,556.991852535194,735.499484298352,475.22936649363294,1306.7969905943887,169.29531141172208,-0.0966587389950746,5.52652601820858e-05
96.0,475.2252197265625,1306.81982421875,406.5,902.5,553.0183715820312,933.6483154296876,437.62744140625,763.7843017578125,557.0,735.5,553.1908285671977,933.614162353749,556.9858255877493,735.5001733137716,475.2289307109282,1306.790894331068,169.29607611687928,0.045882309431704,6.589747399746766e-05
97.0,475.2301635742187,1306.6348876953125,406.5,902.5,553.0177001953125,933.50146484375,437.5,763.5,557.0,735.5,553.2048052605606,933.6155452863692,556.9933096133549,735.5005069922809,475.229076242152,1306.755151317515,169.29451137427895,-0.0938845560193613,3.666384573065673e-05
98.0,475.2301635742187,1306.6348876953125,406.5,902.5,553.27099609375,933.7235717773438,437.5,763.5,557.0,735.5,553.2507850543076,933.6058914424948,557.0127916393105,735.5005438116394,475.2254960791943,1306.7022632566857,169.28708100745183,-0.4458220096273635,1.4354158330460454e-05
