Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.62856525182724,-0.4849835634231567,-0.3470240235328674,0.5683965682983398,-0.6202441453933716,-0.3156397640705108,0.414696455001831,-0.7677173614501953,-0.5330773591995239,0.6817485690116882,-0.7043445110321045,-0.0899310111999511,0.6285665521449288,-0.4849838234751316,0.6817439575914765,-0.7043435578258327,0.4146960488580307,-0.7677171194402848,50.73210314068274,,
2,0.6285128593444824,-0.4841960966587066,-0.3475024104118347,0.5676347017288208,-0.6205816864967346,-0.3105700016021728,0.4145731031894684,-0.7677150964736938,-0.5347422361373901,0.681307852268219,-0.7045932412147522,-0.0900051072239875,0.6287821498172255,-0.4840691562443718,0.6816879527085714,-0.7044556898347457,0.4145505206249019,-0.7675192224829139,50.67163568163378,-3.62804754293748,
3,0.6293076872825623,-0.4832107424736023,-0.35556361079216,0.5675525665283203,-0.6205424070358276,-0.3123553991317749,0.4144520461559295,-0.7673285603523254,-0.5579289197921753,0.6812980771064758,-0.7053146958351135,-0.0900051966309547,0.6289844398614968,-0.483226737205145,0.6816998625807209,-0.7045668994722326,0.4144290343883317,-0.7673193118847839,50.58597554975878,-5.139607912500139,0.0003173353820600558
4,0.6292837262153625,-0.4822579324245453,-0.2997240722179413,0.5672791004180908,-0.6202296018600464,-0.2360343039035797,0.4142763316631317,-0.7671213150024414,-0.4593928158283233,0.6812373995780945,-0.704878568649292,-0.0888770967721939,0.6291646188750567,-0.4825163258152923,0.6818151680434742,-0.7046881280016635,0.4143514571491856,-0.7671183774160546,50.50239000417974,-5.015132734742451,0.0001955700995386501
5,0.6294277906417847,-0.4816767871379852,-0.3490596413612366,0.5676393508911133,-0.6196886301040649,-0.2581166326999664,0.4142735302448272,-0.7667621374130249,-0.5225541591644287,0.682233452796936,-0.7036828398704529,-0.0816018134355545,0.629326441120219,-0.4819704074918983,0.6820210729872626,-0.7048381902245933,0.4143289283578002,-0.7669197627495749,50.43648415479952,-3.954350962812896,0.0001588166684328044
6,0.6293681263923645,-0.4814801216125488,-0.2595063745975494,0.5676422715187073,-0.6198720335960388,-0.202125683426857,0.414225161075592,-0.7667203545570374,-0.4576669335365295,0.6825476288795471,-0.7047936320304871,-0.080550342798233,0.629486345298955,-0.4815855443404134,0.6822643869921713,-0.7050254255551776,0.4143603248853494,-0.7667262968411301,50.39108846556777,-2.7237413539052113,0.00028166577025649493
7,0.6293650269508362,-0.481497585773468,-0.2217499166727066,0.5677689909934998,-0.6199448704719543,-0.1658413410186767,0.4144474267959595,-0.7666565775871277,-0.4271970093250274,0.6827225089073181,-0.7056630849838257,-0.0805721059441566,0.6296663760863827,-0.4813249167367102,0.6824767371053188,-0.7052322179787542,0.4144318415943664,-0.7665384948904899,50.35902295314332,-1.9239307454671464,0.0005528511725336044
8,0.6299765110015869,-0.4812244176864624,-0.2258551567792892,0.5682363510131836,-0.6197159886360168,-0.1669511497020721,0.4146486520767212,-0.7662934064865112,-0.4274126291275024,0.6826754808425903,-0.705523669719696,-0.0800855159759521,0.6298847591782173,-0.4811328329540679,0.6826014416066676,-0.7054188286788962,0.4145211381386776,-0.7663554653885079,50.328324273740655,-1.841920764159681,0.000521165752614031
9,0.6302593350410461,-0.4812135100364685,-0.2347014248371124,0.5682931542396545,-0.6197194457054138,-0.1747472882270813,0.4146820306777954,-0.7661930918693542,-0.43917316198349,0.6825852990150452,-0.7056383490562439,-0.0795648545026779,0.6301507917044875,-0.4809547465756222,0.6826096895000755,-0.7055423932631899,0.414604881619578,-0.7661770425708666,50.28744846893417,-2.452548288388954,0.00020145357282430173
10,0.6304088234901428,-0.4809125363826751,-0.2440370321273803,0.568423330783844,-0.6196359992027283,-0.1779907047748565,0.4146813750267029,-0.766072154045105,-0.4667705595493316,0.6825281977653503,-0.7056649923324585,-0.0796017721295356,0.6304657365498502,-0.4807538180212593,0.6825039541907034,-0.7055751695076197,0.4146659742028265,-0.7660052575644704,50.22880994892384,-3.518311200620019,0.00012874172382421216
