Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow X,Elbow Y,Elbow X_smoothed,Elbow Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Shoulder Pink X_smoothed,Shoulder Pink Y_smoothed,angles,velocity,roughness
1.0,285.3634033,1035.556396,736.3815918,1217.349976,466.9603271,1208.039673,466.96199375655056,1208.0413466150617,736.3832891762939,1217.350458364477,285.36600251444736,1035.5568287810115,138.4529647836065,,
2.0,286.8243713,1035.630737,736.4804077,1216.921509,467.2363281,1208.659668,466.9924956716004,1208.1817910788045,736.4685348856049,1217.3023691299609,285.93432937249213,1035.6193705647647,138.39767414824576,-3.317438121644045,
3.0,286.2346802,1036.374146,736.5811768,1217.46521,466.772583,1208.5,467.0193550409772,1208.290050574886,736.5690338142202,1217.2411596388276,286.44830341083394,1035.6461868838824,138.3136564050737,-5.04106459032414,0.0004126233616020298
4.0,286.5987549,1035.644043,736.2789307,1217.348633,466.641449,1208.358521,467.03616075891784,1208.3509197879216,736.6927776468185,1217.1512221000437,286.8686897569158,1035.6225827932635,138.2189249041645,-5.683890054550602,0.0004159355338773038
5.0,287.3418884,1035.341919,736.8786621,1216.587524,467.3608398,1208.034424,467.03278207890634,1208.367941001292,736.8375593450528,1217.019669972613,287.1759620727973,1035.5599952333791,138.12403408379134,-5.693449222389972,0.00034850308723294185
6.0,287.550354,1035.25061,737.3986206,1216.919556,467.4513245,1208.449463,467.0007291680613,1208.356333240439,736.9934887856248,1216.839625884271,287.3693098929282,1035.4868177789983,138.0338673280078,-5.410005347012543,0.0002739672431473264
7.0,287.4624023,1035.462402,737.1617432,1216.840698,466.7912292,1208.447388,466.94164416208906,1208.3337604485553,737.1513535660392,1216.6143955578195,287.46528485938836,1035.4312721335664,137.94994464952532,-5.035360708948815,2.9506307659499194e-05
8.0,287.3612061,1035.299438,737.1691284,1216.803711,466.6593933,1208.302368,466.8698504140495,1208.3143378773814,737.3101592380052,1216.3636673867036,287.4947494525092,1035.4079571506154,137.87268842413005,-4.635373523716453,5.733929665598357e-05
9.0,287.6141663,1035.385864,737.5170288,1215.971436,466.823761,1208.124512,466.80570389287334,1208.3043232641091,737.4780838797012,1216.1268829565283,287.4956478637009,1035.413046325776,137.80341291122932,-4.156530774043858,0.00010372634967115803
10.0,287.4813538,1035.417969,737.9310303,1215.581055,466.823761,1208.124512,466.7661990324306,1208.2975202259538,737.6681392373669,1215.9564621628467,287.50334161624954,1035.4265535498994,137.74578665058476,-3.4575756386732337,0.00016181065814701136
11.0,287.3858337,1035.489624,737.5795288,1215.897705,466.641449,1208.358521,466.7590282227011,1208.2729872387158,737.8918829562264,1215.9020216178603,287.54091123006725,1035.4189847515415,137.70639885474088,-2.363267750632758,0.0003089252985545914
12.0,287.1831055,1035.408447,737.795105,1216.007202,466.641449,1208.358521,466.78044036562665,1208.1985391675278,738.1521387424332,1215.995435297698,287.6108193326957,1035.360198800458,137.69430259145005,-0.7257757974497281,0.0006788881603768324
13.0,287.8362427,1035.323975,738.5495605,1216.089478,466.823761,1208.124512,466.8161365138386,1208.0387046515027,738.437728029162,1216.2442757343033,287.69153210807866,1035.2279793461914,137.7198441460449,1.5324932756902854,0.001449424248255059
14.0,288.0886536,1035.172607,739.1491699,1216.732788,467.0443115,1207.5,466.84620301332154,1207.76188640982,738.7258173573151,1216.6333306122344,287.7436202812059,1035.013699084771,137.79332460600895,4.408827597843583,0.0027624745475303154
15.0,287.6730652,1034.886353,738.8969116,1217.318604,467.0443115,1207.5,466.85320514847257,1207.343830622549,738.9914277128181,1217.1305607028714,287.72374814090045,1034.7226855640604,137.9238367960485,7.830731402373203,0.004610631985919883
16.0,287.4891968,1033.904053,739.0165405,1217.450439,466.7345276,1206.680664,466.8285817671483,1206.7694772363902,739.2159393347586,1217.6941690149545,287.59832329567286,1034.3675728453718,138.11799415743238,11.649441683032364,0.006761610670544872
17.0,287.4503479,1033.710449,739.5595093,1218.099243,466.641449,1206.358521,466.7728083326369,1206.0357195224517,739.3894237705256,1218.2785963695444,287.35122294976196,1033.9564686274714,138.3779987535927,15.60027576961886,0.008724140833723184
18.0,287.381958,1033.618042,739.5994873,1219.335815,466.6704407,1205.015015,466.6902864800446,1205.153768537294,739.5095713729423,1218.840400424004,286.9868660386327,1033.4834902206103,138.6994576500346,19.28753378651379,0.009784894852833459
19.0,286.3155518,1033.117432,739.5375977,1219.462402,466.5,1204.227417,466.5842240432429,1204.1477876501808,739.5802724632566,1219.3455619750882,286.52985505413267,1032.9292560668257,139.0705888658239,22.267872947359137,0.009281576576931735
20.0,285.8304749,1032.122559,739.3699341,1219.365967,466.5,1202.776611,466.4555767967972,1203.0489108196734,739.6088797617041,1219.7747813330466,286.01892435775846,1032.2704763203087,139.47403171042305,24.206570675948456,0.007129736696660708
21.0,285.4331055,1031.666626,739.6448975,1220.365967,466.6082458,1202.108276,466.3060322292144,1201.8875292418013,739.6022617468587,1220.1223182640372,285.4958578897564,1031.4913158111706,139.89067865056415,24.998816408466386,0.00413883265215207
22.0,285.1666565,1030.729614,739.944458,1220.533325,466.2234192,1200.5,466.1413494702019,1200.687446773318,739.5647767369468,1220.390218248213,284.99547310421246,1030.591446522771,140.30380076872316,24.78732708954055,0.0015905518095405712
23.0,284.4041443,1029.515259,738.9589844,1220.203979,465.5,1199.044312,465.97007463332307,1199.4635583192517,739.4989907825368,1220.5819446895332,284.54097627913563,1029.5896170777128,140.70179829278723,23.879851443844014,0.00032437116748804557
24.0,284.1071472,1028.591675,739.4703979,1220.520996,465.5,1199.044312,465.79719783661307,1198.2240436497318,739.4068413602828,1220.6964340416423,284.1431558634132,1028.5222250473605,141.0785354046995,22.604226714735773,0.0002484265390026885
25.0,283.7702942,1027.405762,739.512207,1220.730957,465.956665,1196.454956,465.6203295505936,1196.9771280781567,739.2916734648517,1220.7251343568814,283.8009428818289,1027.4372254667269,141.4315381163624,21.180162699773746,0.0007105216192249162
26.0,283.6123962,1026.37207,739.4968262,1220.825073,465.956665,1196.454956,465.43556285151226,1195.7381451252595,739.1631913296907,1220.65703136754,283.5035587171164,1026.385298835051,141.75989520216427,19.701425148113003,0.0011594880119505724
27.0,283.0654602,1025.306641,738.7643433,1221.0,465.0260315,1193.927124,465.2483378413254,1194.530624594251,739.0417934287149,1220.4912895990385,283.2347624465517,1025.410286080303,142.06369431473985,18.22794675453451,0.0014027532575636547
28.0,283.0878601,1024.363037,739.0407104,1220.206055,464.9192505,1193.407227,465.0774167681656,1193.3799486576931,738.955931844336,1220.2488459008405,282.978365066321,1024.540674813669,142.34497821608144,16.87703408049572,0.0014416559054690817
29.0,282.8340149,1023.810913,738.6496582,1219.93335,464.9114685,1192.338501,464.94839463697866,1192.3044766998416,738.9325456543841,1219.9729989084458,282.72422454929705,1023.7846019326016,142.60860287817076,15.817479725358794,0.0012801229950190286
30.0,282.7908325,1023.012146,738.7816162,1219.426758,464.9077148,1191.218506,464.88424384767,1191.3103285738346,738.9872460384186,1219.716602388526,282.47348178925,1023.1307583959824,142.8616114146992,15.180512191707294,0.0009305660116861017
31.0,282.040802,1022.764648,739.3719482,1219.275391,464.9114685,1190.338501,464.8999024416945,1190.3918419710917,739.1209376959011,1219.523131205809,282.2395311321646,1022.555561190242,143.1112895766463,14.980689716825282,0.000502912362643281
32.0,281.8763428,1022.174744,739.5629883,1219.437012,465.0443115,1189.5,465.0009323622035,1189.536204772873,739.3247443804776,1219.4124823623436,282.0415379152124,1022.0340405345928,143.3631462942289,15.111403054955872,0.00017195412926961423
33.0,281.5730896,1021.423096,739.6141357,1219.489624,465.1887207,1188.707275,465.1831383850655,1188.731390769322,739.5883518284636,1219.37806860998,281.89302633737515,1021.5498955664874,143.6195800305924,15.386024181810283,2.9644199288404633e-05
34.0,281.7994995,1021.169739,739.7924805,1219.293091,465.1887207,1188.707275,465.4314279349015,1187.97664861292,739.9037141854159,1219.3940866152302,281.79380665985514,1021.1010772587952,143.87887456124108,15.557671838920442,1.4548827157604645e-05
35.0,281.9641418,1020.85791,739.8086548,1219.5,465.6391602,1186.965576,465.71903262006407,1187.2910428657542,740.261370907758,1219.4273320290945,281.7322617975361,1020.7007444767908,144.13418238553976,15.318469457920967,1.4403874334196522e-05
36.0,281.8893738,1020.482788,740.7382813,1219.745239,466.1082458,1186.608276,466.01045612148175,1186.7132118759373,740.6454719387184,1219.448967358156,281.69714471367234,1020.3749356542066,144.373288661496,14.3463765573739,6.231981965930287e-05
37.0,281.8947449,1019.924438,741.5186768,1219.417969,466.5,1186.223389,466.2701643476955,1186.291240706306,741.0357551524854,1219.4434716975752,281.6905988184947,1020.1563607118818,144.58011641163503,12.409665008342472,0.0004800690037814626
38.0,281.7093201,1019.976013,741.4928589,1219.270264,466.6082458,1186.108276,466.4738418231683,1186.0697965421411,741.41654135673,1219.4119640250872,281.73326812623856,1020.0738609990822,144.73753100109417,9.444875367548208,0.0017954366717746987
39.0,281.7198792,1019.78009,741.7297363,1219.37146,466.6082458,1186.108276,466.61546643042425,1186.0812423674854,741.7832912233416,1219.3693013564737,281.85785537914137,1020.14143100491,144.83020093651407,5.560196125194352,0.004373577506167037
