Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Neck Green X,Neck Green Y,Back Orange X_smoothed,Back Orange Y_smoothed,Neck Green X_smoothed,Neck Green Y_smoothed,Leg Pink X_smoothed,Leg Pink Y_smoothed,angles,velocity,roughness
1.0,371.8444519,1237.0,460.5,1697.5,416.6515198,1072.348511,521.6825562,1241.682495,535.5,1017.159424,521.6783593951122,1241.681529161576,535.5017444416446,1017.159170563242,460.5014592316884,1697.496941227973,175.87891158678173,,
2.0,371.8444519,1237.0,460.4153137,1697.174805,416.6515198,1072.348511,521.5,1241.5,535.5,1017.5,520.9516365886797,1241.5501729463797,535.024155066791,1017.2435581325244,459.8069278016011,1696.8357723322406,175.90369621258347,1.487077548104594,
3.0,371.6913452,1235.864258,459.3743591,1696.420532,416.6231995,1072.0,519.8619385,1241.612793,534.5,1017.219727,520.1505317747688,1241.3960084288042,534.5052275326509,1017.288222095182,459.0318634417394,1696.187307654473,175.9465817864564,2.5731344323753547,0.00016382216053776564
4.0,371.0,1235.666626,458.5,1695.298828,416.6231995,1072.0,519.8619385,1241.612793,534.5,1017.219727,519.2273934897034,1241.205469112889,533.9293067571233,1017.2605442594528,458.1352332070755,1695.5676808172195,176.00721766506595,3.638152716573586,0.00032133832786816486
5.0,370.6581116,1235.222168,457.1111145,1694.888916,415.2873535,1071.287354,518.0844116,1240.603394,533.0370483,1016.716064,518.1664443035979,1240.978509418644,533.3087802915769,1017.1389795125486,457.13208707813754,1694.994473527173,176.0897564109061,4.952324750408366,0.0006096398323833782
6.0,369.5,1235.0,456.0,1694.376831,414.5,1070.5,516.7401733,1240.5,532.5,1017.5,516.9812306382107,1240.7241590929102,532.675742166557,1016.917743669916,456.0879112002299,1694.478198549538,176.2010353778542,6.676738016886361,0.0011432663980540541
7.0,368.6581116,1234.222168,454.9074097,1694.036987,413.8692932,1070.601318,515.5,1240.5,532.0,1017.5,515.7017439742394,1240.4511646241813,532.0630722331,1016.6141714726087,455.0952701631735,1694.0161503484967,176.34848964069255,8.847255770301103,0.0017215140406150774
8.0,367.5,1233.5,454.222229,1693.341919,413.1768799,1070.278931,514.3966064,1240.084351,531.0,1015.5,514.3593001327966,1240.162501256582,531.4854328546909,1016.271306215947,454.24427464346417,1693.593377567058,176.53792894954378,11.36635853107407,0.002641020183397004
9.0,366.0,1233.333374,453.2592468,1693.592651,412.2787781,1070.278809,512.8977051,1240.102295,531.0,1015.5,512.9777906808409,1239.8580526687322,530.9296321659808,1015.944954182086,453.596377890878,1693.1904621190797,176.77122695587474,13.997880379857293,0.0036278962216763004
10.0,364.829071,1232.906006,452.829071,1692.906006,411.1555481,1070.0,511.5808716,1239.580811,530.5,1015.5,511.57366773770224,1239.5418760489051,530.3587253405259,1015.6796157700838,453.16703066183106,1692.795126996062,177.0443066292349,16.38478040161033,0.004195065937612517
11.0,363.5,1232.5,453.0,1692.5,410.7106934,1068.836426,510.5714417,1239.277832,530.1358032,1015.691345,510.1612900857135,1239.2278236993236,529.7274936515387,1015.4922073195004,452.9210595820669,1692.4122491229878,177.34626938953048,18.11776561773399,0.0038749498582551028
12.0,361.6666565,1232.0,452.8639526,1692.278931,409.6913452,1068.864258,508.5,1239.0,528.9000244,1015.5,508.7584847957448,1238.939603776752,529.0002292720899,1015.3745454810668,452.7831108116375,1692.0659906360245,177.66029760165924,18.841692727725672,0.0026287302063793547
13.0,361.5,1231.5,453.0,1691.623169,408.5,1068.5,507.5,1238.5,528.0,1015.333313,507.3877804895056,1238.7050403477722,528.1611451400978,1015.307884751076,452.66001006246705,1691.7911183428323,177.96627556976634,18.35867808642604,0.0010958494613277762
14.0,359.5,1231.5,452.3986816,1690.869263,407.1418457,1068.390015,506.0270386,1238.418945,527.5357056,1015.369019,506.0722058250548,1238.5473696716774,527.2152860494839,1015.2774862985676,452.46588786921154,1691.6160635345832,178.2445101229207,16.694073189261758,0.00032301502409084874
15.0,358.5,1231.5,452.5,1691.5,406.5,1068.5,504.7402039,1238.5,526.0,1015.5,504.8284171767142,1238.4781702042278,526.1843099220677,1015.2811587282388,452.140842775274,1691.546457135691,178.4796499677192,14.108390687910628,0.0010202142249193346
16.0,357.5,1231.5,451.6095276,1692.0,404.777771,1068.341919,503.5,1238.5,525.0,1015.333313,503.6604523156946,1238.4957606426506,525.1005451992868,1015.3306278184688,451.6587252714942,1691.561101534419,178.66383206432505,11.05092579635027,0.0029175531170919813
17.0,356.1594238,1231.289795,450.7210999,1691.863892,404.2787781,1068.278809,502.5,1238.810181,524.0,1015.192993,502.5566650966294,1238.589078598456,524.0005424620036,1015.44559903409,451.0242036644101,1691.6243143598726,178.79819904090758,8.06201859495161,0.004835330541297208
18.0,355.5,1231.5,450.3650818,1691.769897,402.777771,1068.341919,501.6278992,1238.581421,523.0888672,1015.744446,501.4921174828483,1238.743243370638,522.9201435953233,1015.6423431098096,450.26295655578696,1691.7039662240718,178.89234995540977,5.649054870131636,0.0055060958598886186
