Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.6429269313812256,-0.5226552486419678,-0.5495462417602539,0.5704553127288818,-0.6708019971847534,-0.5386673808097839,0.4650397896766662,-0.810160219669342,-0.8215449452400208,0.6858534812927246,-0.7348580956459045,-0.0636473670601844,0.642926027627501,-0.5226555366747133,0.6858533969740354,-0.7348587858568956,0.4650396970680615,-0.8101601884541773,43.18235518480441,,
2,0.6433609127998352,-0.5216505527496338,-0.4458349943161011,0.5713253617286682,-0.6636829376220703,-0.4378235936164856,0.4674935042858124,-0.8085302114486694,-0.7116808891296387,0.6861608624458313,-0.7371180057525635,-0.0627070292830467,0.643543138421457,-0.521914775325795,0.6860967695461402,-0.7360725409785103,0.4665821464351386,-0.8089006568880291,43.06829234019964,-6.843770676286027,
3,0.6443934440612793,-0.520768404006958,-0.4511515200138092,0.5720292329788208,-0.6596583724021912,-0.4438703060150146,0.4688704311847687,-0.8073064684867859,-0.7209080457687378,0.6863970756530762,-0.7377689480781555,-0.0619020536541938,0.6441042816913418,-0.521271535714768,0.6863204337050689,-0.7371219037793697,0.4679298027150356,-0.807784645949925,42.902279434120054,-9.960774364775205,0.001349404443618769
4,0.6447203755378723,-0.5205820798873901,-0.4619638621807098,0.5723331570625305,-0.6597535610198975,-0.4577451944351196,0.469282865524292,-0.8065652847290039,-0.7421703338623047,0.6866050958633423,-0.7380573153495789,-0.0604251138865947,0.6445656557906372,-0.5207925328367964,0.6865104369923444,-0.7378972778516161,0.4689518541544372,-0.8069152192336486,42.73146864936217,-10.248647085472982,0.0009903595397784688
5,0.6448845863342285,-0.5205458998680115,-0.4592632055282593,0.5725715756416321,-0.660228967666626,-0.4572534561157226,0.4694613218307495,-0.8062482476234436,-0.748706042766571,0.6866432428359985,-0.7383435368537903,-0.0599546357989311,0.6449036320523701,-0.5204984055537998,0.6866618369888172,-0.7383687469426164,0.4696126551633052,-0.8063313538671454,42.58660645240474,-8.691731817445998,0.0006676199207685075
6,0.645093560218811,-0.520496129989624,-0.422500729560852,0.5726432204246521,-0.6602904796600342,-0.4248620867729187,0.469708651304245,-0.806093156337738,-0.711659848690033,0.6866575479507446,-0.7383794784545898,-0.0599605217576026,0.6451168501691462,-0.5203672974358189,0.6867775022002622,-0.7385765320604077,0.4699613289588469,-0.8060082134294341,42.482192276075025,-6.264850579782717,0.0008971745669483354
7,0.6451976895332336,-0.5204834938049316,-0.4176697134971618,0.5727971196174622,-0.6602172255516052,-0.4194795191287994,0.4698832631111145,-0.8060683608055115,-0.7018529772758484,0.6868283152580261,-0.7383702397346497,-0.0598516762256622,0.6452213826539451,-0.5203522340936682,0.6868640971278458,-0.7386009894033048,0.4700952482268286,-0.8058773536372769,42.41938951984999,-3.768165373501944,0.00208829940961385
8,0.6451936364173889,-0.5205267667770386,-0.4178125560283661,0.5729154348373413,-0.6604478359222412,-0.4151318669319153,0.4699077904224396,-0.806087851524353,-0.6842727661132812,0.6869941353797913,-0.7383560538291931,-0.0598388873040676,0.6452424253662381,-0.5204016124852789,0.6869285102802589,-0.7385298902276902,0.4701197273389397,-0.8058557511652765,42.39077394613114,-1.7169344231311356,0.0033747912289287373
9,0.6451504230499268,-0.5205546021461487,-0.4189824759960174,0.5729790329933167,-0.660491943359375,-0.4110912382602691,0.4699028134346008,-0.8060811161994934,-0.675855278968811,0.6870006918907166,-0.7383416295051575,-0.0597567595541477,0.6452062680623749,-0.5204746034164848,0.6869768149801825,-0.738434300896894,0.4701183797343984,-0.8058720776030442,42.385437136357666,-0.3202085864084836,0.0031828333786968056
10,0.6450666785240173,-0.5205790996551514,-0.4115550220012665,0.5730974674224854,-0.6606530547142029,-0.4039021730422973,0.4701084792613983,-0.8059539198875427,-0.6713526844978333,0.6870138049125671,-0.7383301258087158,-0.0592428036034107,0.6451345212343392,-0.5205482934259741,0.6870148837487297,-0.7383571152185269,0.4701389011817082,-0.8058823209208751,42.39320042441979,0.4657972837273405,0.0020682323288107192
11,0.6450357437133789,-0.5205839276313782,-0.401082694530487,0.5732994675636292,-0.6606255173683167,-0.3928170800209045,0.4702202081680298,-0.8057693243026733,-0.6634116172790527,0.6870211362838745,-0.7383379340171814,-0.059115957468748,0.6450415676436676,-0.5206170086015295,0.687048577093744,-0.7383129682174482,0.4701935323623412,-0.8058719973613806,42.407130006775546,0.8357749413454485,0.0009797379597354966
12,0.6450147032737732,-0.5205972194671631,-0.4015827476978302,0.5734623670578003,-0.6605193614959717,-0.3947236239910126,0.4704591631889343,-0.8056808114051819,-0.6652600765228271,0.6870501637458801,-0.7383373379707336,-0.0589081309735775,0.6449355292794413,-0.5206862630616319,0.6870828571138525,-0.7382955108821143,0.4702702554698904,-0.8058475562086109,42.42410890743935,1.0187340398280753,0.0003463657619665456
13,0.6448869705200195,-0.5206992626190186,-0.4095343053340912,0.5735312700271606,-0.6605815291404724,-0.4023468792438507,0.4704510867595672,-0.8057722449302673,-0.6718029975891113,0.6871398091316223,-0.7383320927619934,-0.0589012764394283,0.6448216558606404,-0.5207648221044898,0.6871207766035232,-0.7382876663105392,0.4703483317970415,-0.805823596477935,42.443855424140146,1.1847910020479446,9.936569318541419e-05
14,0.6446992754936218,-0.520850419998169,-0.4135217368602752,0.5735902190208435,-0.6605959534645081,-0.4053365588188171,0.4704572856426239,-0.8058200478553772,-0.6760216951370239,0.6871886849403381,-0.7383460998535156,-0.0588500797748565,0.6447056484488787,-0.520858331865777,0.6871632999874454,-0.7382714938105566,0.4704114061042141,-0.8058127842644014,42.467226056195045,1.4022379232939386,3.520271417998328e-05
15,0.6445901393890381,-0.5209634304046631,-0.4150892198085785,0.5736030340194702,-0.660627007484436,-0.4079668819904327,0.4704574644565582,-0.8058425188064575,-0.6788807511329651,0.6871970295906067,-0.7383099794387817,-0.0588475801050663,0.6445946648053975,-0.5209665333810887,0.6872098574474673,-0.7382355291466018,0.470454021332119,-0.8058215853535721,42.49467927241712,1.6471929733246782,2.812886489510464e-05
16,0.64446622133255,-0.5211201310157776,-0.4157935380935669,0.5736142992973328,-0.6606475710868835,-0.4060181081295013,0.4704559743404388,-0.8058472871780396,-0.6722572445869446,0.6872572898864746,-0.7382051348686218,-0.0587716698646545,0.644495690290988,-0.5210839073543176,0.6872588675666518,-0.7381783225456503,0.4704814242123091,-0.8058505178126643,42.52543614823834,1.8454125492731064,3.1197575466667076e-05
17,0.6443678736686707,-0.5212125182151794,-0.4169732928276062,0.5736252665519714,-0.6606587171554565,-0.4070019721984863,0.4704789519309997,-0.8058516383171082,-0.6719832420349121,0.6872578263282776,-0.7380596995353699,-0.0584789328277111,0.6444126944793034,-0.5212021166173999,0.6873078862120162,-0.7381076652411251,0.4705052623143395,-0.8058961437423015,42.557436885439586,1.9200442320746447,2.6138273393778115e-05
