Frame #,Right_Knee (X),Right_Knee (Y),Right_Knee (Z),Left_Knee (X),Left_Knee (Y),Left_Knee (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Left_Hip (X),Left_Hip (Y),Left_Hip (Z),Nose (X),Nose (Y),Nose (Z),Left_Hip (X)_smoothed,Left_Hip (Y)_smoothed,Left_Knee (X)_smoothed,Left_Knee (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,angles,velocity,roughness
1,0.5489482283592224,-0.9181246161460876,0.1179818511009216,0.3936021327972412,-0.9140472412109376,0.0001864703226601,0.528115451335907,-0.7578077912330627,0.0171921383589506,0.3959463834762573,-0.759175717830658,-0.017634117975831,0.4809244275093078,-0.4946321249008178,0.2344742268323898,0.3959462663329673,-0.7591777200355888,0.3936007208793118,-0.9140488429283196,0.4809244604341676,-0.4946277880674128,196.94026550291807,,
2,0.5469377040863037,-0.9188873767852784,0.1211391985416412,0.3934207856655121,-0.9144359827041626,0.000189284372027,0.5272692441940308,-0.7576139569282532,0.0166306663304567,0.3959355354309082,-0.7592144012451172,-0.0170174594968557,0.4806475639343261,-0.4991820752620697,0.2761377692222595,0.3959860759370959,-0.7593492351079397,0.3933588425334154,-0.9142186092249268,0.4805870269722024,-0.497745524689363,196.94375498904344,0.2093691675224818,
3,0.5459815263748169,-0.919222891330719,0.12075986713171,0.3930147290229797,-0.9144909381866456,-0.0032689706422388,0.5267391204833984,-0.757515549659729,0.0164047665894031,0.3959766626358032,-0.759411096572876,-0.0167708992958068,0.4803471267223358,-0.5020616054534912,0.2669253349304199,0.396049121928458,-0.7595700024345307,0.3931469285214616,-0.9143639485629492,0.4802869937241292,-0.5004759092045412,196.94086160091356,-0.1736032877926163,2.0370541879177065e-05
4,0.5453062653541565,-0.9194691777229308,0.1214338913559913,0.3928480446338653,-0.9144896268844604,-0.0007456758175976,0.5263131260871887,-0.7575146555900574,0.0156312976032495,0.3960805535316467,-0.7596613764762878,-0.0159557275474071,0.4799541234970093,-0.5030711889266968,0.2652547657489776,0.3961513247518133,-0.7598690457173177,0.3929865073984424,-0.9144705314364974,0.4800557599654422,-0.5025446418948228,196.91915629871704,-1.3023181317913668,0.00017156775886574053
5,0.5448969006538391,-0.9194942712783812,0.1270520240068435,0.3928425014019012,-0.9145326018333436,0.0033420131076127,0.5260913372039795,-0.7575196027755737,0.0155391097068786,0.3962383270263672,-0.759975016117096,-0.0158484224230051,0.4797757863998413,-0.5039011836051941,0.2409431487321853,0.3962959332643376,-0.7602448711244665,0.3928851662714926,-0.9145385809514666,0.4799142083383146,-0.5038515940590942,196.87009133490628,-2.943897828645845,0.0005559785204821866
6,0.5447868704795837,-0.9197998642921448,0.1322076618671417,0.3928751051425934,-0.9145556688308716,0.0097996070981025,0.5259418487548828,-0.7576706409454346,0.0154776275157928,0.3964444398880005,-0.7607411742210388,-0.0157721135765314,0.4797683656215668,-0.5041006803512573,0.2363799512386322,0.3964726425167326,-0.76066544890541,0.392835408526249,-0.91458056718112,0.4798676159257132,-0.5044606855732457,196.79261680903952,-4.648471552005731,0.0011353284557386084
7,0.5446720123291016,-0.9200719594955444,0.137813851237297,0.3928731083869934,-0.9145938754081726,0.0156299266964197,0.5259370803833008,-0.7577174305915833,0.0154693108052015,0.3967576324939728,-0.7612885236740112,-0.0157581958919763,0.4799036681652069,-0.5039693117141724,0.2446185946464538,0.3966611149215425,-0.7610808251359065,0.3928190736164145,-0.9146149841298328,0.4799046134633549,-0.5045415757914322,196.69319833649104,-5.9651083529087146,0.0015543675316407484
8,0.5446205139160156,-0.9204420447349548,0.1379792690277099,0.3928622603416443,-0.9146081805229188,0.0210423581302166,0.5257945656776428,-0.7580408453941345,0.0139797208830714,0.3968627452850342,-0.7618055939674377,-0.014217585325241,0.4800989925861358,-0.5039252042770386,0.2393729388713836,0.3968374638657411,-0.7614438013818162,0.3928149274042086,-0.9146594268266828,0.4800023449534804,-0.5042988423721471,196.58317974904423,-6.601115246808149,0.0013204134529503002
9,0.5445972681045532,-0.9206074476242064,0.1410332918167114,0.3928441107273102,-0.9146100878715516,0.0195754040032625,0.5258197784423828,-0.7579017877578735,0.0143935643136501,0.3970349431037903,-0.7617993950843811,-0.0146018052473664,0.4803560078144073,-0.5037760138511658,0.1958213895559311,0.396981057254924,-0.7617289453173054,0.392805871562492,-0.9147249451781108,0.4801361285697729,-0.5039160769627499,196.4752772262466,-6.474151367858667,0.0006587558325859924
10,0.5445953607559204,-0.9210888147354126,0.1452074199914932,0.3928245007991791,-0.9148260951042176,0.02092563547194,0.5257006883621216,-0.7581844329833984,0.0144300544634461,0.3971040248870849,-0.7619887590408325,-0.0146242650225758,0.4803592264652252,-0.5033721923828125,0.1584269553422927,0.3970791815306773,-0.761940586718346,0.392783491185309,-0.9148130538402772,0.4802886471978257,-0.5035265979972126,196.3807714711691,-5.670345304648663,0.00016948269631266913
11,0.5445483326911926,-0.92129784822464,0.1439693868160247,0.3927402794361114,-0.9149872064590454,0.0200171824544668,0.5255902409553528,-0.7584794163703918,0.0144316023215651,0.3971118330955505,-0.7620208859443665,-0.0146207008510828,0.4803438484668731,-0.5032800436019897,0.1605820804834365,0.3971285672817617,-0.7621069339261094,0.3927493509313275,-0.9149163552895424,0.480453494625341,-0.5032090189955761,196.30804789886977,-4.363414337960307,0.0002224316659703923
