Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Shoulder Green X_smoothed,Shoulder Green Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Head Pink X_smoothed,Head Pink Y_smoothed,angles,velocity,roughness
1.0,955.9408569,936.0689697,709.2785645,1016.062622,265.454132,1007.5,494.791992,1011.61401,494.7902881350995,1011.6133441472,955.9407892364712,936.0701926225332,265.4533607275934,1007.5012596659312,169.6695282623573,,
2.0,955.9408569,936.0689697,709.2785645,1016.062622,265.454132,1007.5,494.791992,1011.61401,494.8021786323766,1011.604012148096,956.0922305729111,935.9648551970308,265.42231914628763,1007.4939439649312,169.6662675365961,-0.195643545670805,
3.0,956.3857422,935.6448364,710.0830078,1015.81134,265.454132,1007.5,495.144806,1011.46722,494.8021732149181,1011.5999863535004,956.2165390101894,935.8557721065092,265.39258654659056,1007.4890576638333,169.660182906831,-0.3650777859058962,3.9872169116725846e-06
4.0,956.3857422,935.6448364,710.0830078,1015.81134,265.477264,1007.45453,494.716064,1011.63458,494.7863047094344,1011.6037484448004,956.2935481974556,935.7363339407548,265.3688340043586,1007.4876830900236,169.6508131771935,-0.5621837782507555,9.34770722602123e-06
5.0,956.3857422,935.6448364,710.0830078,1015.81134,265.29245,1007.45752,494.791992,1011.61401,494.7609722385081,1011.6137325045332,956.3161935440188,935.5970833227906,265.35937467333343,1007.4887533701798,169.63743912167516,-0.8024433311004486,1.8961336308758857e-05
6.0,956.3857422,935.6448364,710.0830078,1015.81134,265.29245,1007.45752,494.57251,1011.66919,494.7387445618965,1011.625488938766,956.2928468171342,935.4298952256052,265.3734063548687,1007.4886193039184,169.6195026935553,-1.0761856871920372,3.387904831553634e-05
7.0,956.1036987,935.2370605,710.0707397,1015.532349,265.399994,1007.47498,494.716064,1011.63458,494.7304819186801,1011.6340807812162,956.2438447826806,935.2349371296,265.4161623486093,1007.4819410639304,169.59695896320054,-1.352623821285306,4.321986916180028e-05
8.0,956.1036987,935.2370605,710.0702515,1015.569031,265.449493,1007.5,494.644104,1011.6441,494.73870777398633,1011.6360705575328,956.1931925531998,935.0254292843684,265.484836150635,1007.4643718314586,169.57067441825285,-1.577072696861137,4.627895602308797e-05
9.0,955.9944458,934.666687,710.1082764,1015.453796,265.420227,1007.69861,494.716064,1011.63458,494.7554065554319,1011.6303418777122,956.1593026590964,934.8260539072024,265.56746277106964,1007.436308449628,169.54278520707896,-1.6733526704331323,3.58693826524692e-05
10.0,956.227417,934.5,710.0995483,1015.527588,265.775543,1007.3233,494.791992,1011.61401,494.7648740202327,1011.6179326874844,956.1494448581628,934.6648750260812,265.64546458440304,1007.4052300234252,169.51671378437703,-1.5642853621159247,1.585457589228477e-05
11.0,956.227417,934.5,710.1082764,1015.453796,265.813263,1007.2478,494.857513,1011.62341,494.7505626806833,1011.6012887511964,956.1603182617416,934.5627174078932,265.69951112412997,1007.3836859134108,169.49652566293153,-1.2112872867299984,9.8786245775279e-06
