Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),corrected_angles,Right_Elbow (X)_smoothed,Right_Elbow (Y)_smoothed,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.2958480417728424,-0.4460735619068146,-0.4442684650421142,0.5072923898696899,-0.5241129398345947,-0.5141876935958862,0.757807731628418,-0.5482494235038757,-0.4343158006668091,165.24533314489258,0.5072918033434022,-0.5241205326937385,0.2958508820979135,-0.4460734349760423,0.7578108185949033,-0.548248589913606,165.2412007548436,,
2,0.2993866503238678,-0.4466375112533569,-0.449805736541748,0.5022988319396973,-0.5236963629722595,-0.508973240852356,0.7579004168510437,-0.5451852679252625,-0.4009826481342315,164.01066110718,0.5046268824042802,-0.5237484545846858,0.2984028742141966,-0.4466497667121205,0.7579332884404688,-0.5463813031577673,164.98755882052922,-15.218516058862406,
3,0.3020324409008026,-0.4472719430923462,-0.455963522195816,0.5013472437858582,-0.5235087275505066,-0.5082138776779175,0.7579755783081055,-0.5437422394752502,-0.3957369923591614,163.57651224427423,0.5023242873018976,-0.5234363471968971,0.3006568775301641,-0.4471953504010356,0.7580398398102423,-0.5447437543506294,164.61409179183076,-22.408021721907403,0.007179026622077234
4,0.3037036955356598,-0.4478391408920288,-0.4589707255363464,0.5006631016731262,-0.5233966112136841,-0.5073941349983215,0.7580856680870056,-0.5431183576583862,-0.3918768763542175,163.39321811721118,0.5006393084596681,-0.523237941208996,0.3024260977399606,-0.4476838884575393,0.7581137661523194,-0.5434906344933264,164.22123152224097,-23.57161617538736,0.005685982652213641
5,0.3035838305950165,-0.4481552243232727,-0.4658775329589844,0.4992026388645172,-0.5231142640113831,-0.5124043822288513,0.7581000924110413,-0.5427576899528503,-0.3952862322330475,163.3726121237786,0.4996571853003219,-0.5232004772460349,0.3036754147859127,-0.4481023939345493,0.7581388830361837,-0.5426650313786674,163.86879924875805,-21.145936408975103,0.0038293592352093985
6,0.303741455078125,-0.4483246207237243,-0.4728406965732574,0.4993077516555786,-0.5231060981750488,-0.518507719039917,0.7581800818443298,-0.5425468683242798,-0.404683381319046,163.36866328725932,0.499298542101858,-0.5233593949834947,0.3045018345673291,-0.4484527860806319,0.7581037407473444,-0.5422106868516672,163.57425309782982,-17.672769055693607,0.0033435219909972993
7,0.3043646216392517,-0.4487103521823883,-0.4751861989498138,0.4997030198574066,-0.5237178206443787,-0.5182334780693054,0.7581605315208435,-0.5423120856285095,-0.4061110615730285,163.10879668269092,0.4993655049271013,-0.5237317136831382,0.3050614580457104,-0.4487485841493305,0.7580078340695514,-0.5420147762467074,163.32116115330098,-15.185516671730852,0.003365512670659557
8,0.304625540971756,-0.4490547776222229,-0.4731695353984833,0.4997946321964264,-0.5243222117424011,-0.5123484134674072,0.7581636905670166,-0.5422453284263611,-0.4042094647884369,162.8790088871824,0.4996049643923963,-0.5243127490376702,0.3054845380161391,-0.4490095702332726,0.7578669385875608,-0.541955181991441,163.0749616230569,-14.77197181464419,0.004047634908240758
9,0.3055404126644134,-0.4491519033908844,-0.4626185297966003,0.5000649690628052,-0.5253339409828186,-0.489743560552597,0.7575908899307251,-0.5420588254928589,-0.3747741281986236,162.32892589067023,0.4997729863716795,-0.5250789856668624,0.3058180987857968,-0.4492578298727594,0.7577129624952739,-0.5419345848211562,162.79985231866854,-16.50655826330194,0.0018142611970446481
10,0.3060465455055237,-0.4497012197971344,-0.4543530344963074,0.5002081394195557,-0.5260499119758606,-0.4823682010173797,0.7573937177658081,-0.5418739914894104,-0.3626643121242523,162.05498374305216,0.4996882775930258,-0.5259941366057056,0.3060146031827468,-0.4495161310033223,0.757585013622445,-0.5418954354718591,162.47196961485315,-19.67296222892344,0.0010981919239474022
