Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Neck Green X,Neck Green Y,Back Orange X_smoothed,Back Orange Y_smoothed,Neck Green X_smoothed,Neck Green Y_smoothed,Leg Pink X_smoothed,Leg Pink Y_smoothed,angles,velocity,roughness
1.0,335.6036072,1230.815308,428.8448792,1695.689819,386.379303,1066.379272,485.5,1243.333374,501.5,1015.5,485.49608103615896,1243.3332281456885,501.4875607939794,1015.499910202069,428.8408532173021,1695.6880764968096,176.87612764266976,,
2.0,334.5857239,1230.223755,428.1411438,1695.717773,386.615387,1065.480713,484.5,1243.0,501.5,1015.5,485.09222883833274,1243.0398430862288,502.0556390272192,1015.2525388659808,428.5005138002398,1695.7206592600048,176.97893145636,6.168228821413777,
3.0,334.1898193,1229.5,428.0,1695.5,386.1136475,1064.95459,484.5,1242.5,501.319458,1015.416687,484.71239417011776,1242.768547437475,502.8366625183026,1015.0011955571852,428.25364370581144,1695.7635203372715,177.1654610137637,11.191773444222122,0.0035050000801870327
4.0,333.8156738,1229.184326,427.9811401,1695.833374,385.3603516,1064.639648,484.5,1242.5,502.0,1015.5,484.36318307249866,1242.5321920590316,503.9088065339982,1014.7614653832626,428.1640141954898,1695.8196146284872,177.43413664239733,16.12053771801868,0.006878572695251902
5.0,333.3911133,1228.906616,427.9811401,1695.833374,385.0,1064.623169,483.9166565,1242.269897,502.7657776,1014.22522,484.0314547846145,1242.329679848903,505.1507331952174,1014.5737998891146,428.2518049090362,1695.882185515863,177.77508424223143,20.45685599004571,0.010587672391640003
6.0,332.5,1228.5,428.7710571,1696.087524,384.6515198,1064.348511,483.8312683,1242.362183,509.0,1013.809509,483.6935567644294,1242.149302888271,506.259979989071,1014.484585707235,428.4944004547876,1695.9381612164038,178.15517865272318,22.80566462950503,0.012767805693031598
7.0,331.8156738,1227.815674,428.9791565,1696.135376,384.1458435,1064.46875,483.5869446,1242.021729,509.0,1013.809509,483.3300168953857,1241.97735821343,506.8671966358606,1014.5124979875212,428.84116161681794,1695.9755157362374,178.5186338315138,21.80731072743697,0.006414970526367409
8.0,331.3621521,1227.168701,429.5,1696.0,383.1555481,1064.0,483.1515198,1241.848511,505.0697937,1013.958923,482.93822330940753,1241.806561540665,506.6900514245211,1014.6244587703573,429.23383713580137,1695.989622435481,178.80118403993035,16.953012504993126,0.002429985935244825
9.0,330.5,1226.5,429.5,1695.842285,383.0576782,1063.74353,482.3621521,1241.831299,507.4588928,1015.623535,482.5373390174678,1241.6397449134722,505.65167995419984,1014.7440033807146,429.62266120012634,1695.9844394827142,178.95023845100962,8.943264664756612,0.008788898158088906
10.0,330.5,1226.5,429.5,1695.842285,382.3484802,1062.651489,482.0632935,1241.198364,508.6969604,1016.69696,482.16297842116217,1241.487460120473,503.9298932995439,1014.7929946593332,429.9731714622369,1695.968594468677,178.94368486454857,-0.3932151876631451,0.0263851830536792
11.0,328.597229,1225.930542,430.7920532,1696.015259,382.2113953,1062.788574,481.7121277,1241.253784,498.3086548,1014.135803,481.85545674275335,1241.3611655822692,501.92904070995894,1014.7383267016652,430.2675814296152,1695.9507310400988,178.80121937288465,-8.547929499835618,0.04275428702933593
12.0,328.597229,1225.930542,430.7920532,1696.015259,381.625,1062.53125,481.7121277,1241.253784,498.3086548,1014.135803,481.64911876240575,1241.2664767735516,500.1632613099682,1014.60663707391,430.50735565078753,1695.9383967508234,178.58153456030934,-13.181088754518557,0.04246533002215518
13.0,328.597229,1225.930542,430.7920532,1696.015259,381.0,1062.5,481.7121277,1241.253784,498.3086548,1014.135803,481.56721176375305,1241.201414044069,499.082486443288,1014.4585526527682,430.71568693975144,1695.940381404685,178.36353576973556,-13.079927434426397,0.025008567789929013
14.0,328.597229,1225.930542,430.7920532,1696.015259,380.6515198,1062.113647,481.5,1241.333374,498.3086548,1014.135803,481.6208838213481,1241.160529252859,498.9275761184773,1014.3489230040108,430.9311348494284,1695.9688177002586,178.21968776816195,-8.630880094416966,0.007518910723326213
15.0,328.597229,1225.930542,430.7920532,1696.015259,380.5,1062.0,481.8156738,1241.184326,498.3086548,1014.135803,481.8084260944682,1241.140846250785,499.6768565738845,1014.3016881325492,431.18889317903455,1696.0377701459745,178.19356874664328,-1.5671412911200375,0.006230229664118811
16.0,328.597229,1225.930542,430.7920532,1696.015259,380.1801758,1061.973022,481.8156738,1241.184326,502.7471313,1014.408081,482.11355478823106,1241.1444866589725,501.0821781050907,1014.3074798024364,431.49817673998865,1696.157905355746,178.2891949316963,5.737571103181267,0.018467475500659886
17.0,326.620697,1224.620728,432.0,1696.155151,380.5,1062.0,482.5,1241.0,502.7310486,1014.633911,482.50568577590207,1241.175677662543,502.76298194999873,1014.337837224817,431.830696534067,1696.329739088942,178.4736100995908,11.064910073669123,0.027430426776627853
18.0,326.8364868,1224.710693,432.555542,1696.571411,380.6515198,1062.113647,483.0,1241.0,504.6999817,1014.582703,482.94630961534335,1241.234143680247,504.3215288368453,1014.3657996973308,432.13082273412823,1696.5396872764452,178.68982928961162,12.97315140125022,0.022496254542451646
19.0,327.5857239,1224.776245,433.0327759,1696.942627,380.7886047,1062.211426,483.9156189,1241.396606,507.5,1014.5,483.4020487398003,1241.310163219579,505.44384676942497,1014.382048172644,432.34346368845536,1696.7621004601572,178.87443727075,11.07647886830307,0.009731746826958208
20.0,328.0892944,1224.845215,432.3691406,1696.887085,380.6515198,1062.348511,484.0,1241.5,504.4956665,1014.645752,483.8584571399206,1241.385934674293,505.9629617963415,1014.3987737604108,432.4411109141467,1696.966287649107,178.9737933224877,5.961363104261181,0.0030264283792963385
21.0,328.3227539,1225.137573,432.1083374,1697.074951,380.6515198,1062.348511,484.0946045,1241.51355,507.3030396,1013.69696,484.32495858495986,1241.442806366609,505.8760300849686,1014.43974942753,432.4320755662157,1697.1243396581367,178.95484285663971,-1.1370279508787462,0.009113278039817693
22.0,329.0,1225.0,432.1842957,1697.344116,382.0,1062.0,484.5,1241.540039,504.6455383,1014.524353,484.82665418651993,1241.4692022955032,505.3212864654119,1014.5224715633468,432.3483912101945,1697.2171417634866,178.8095499013264,-8.717577318799385,0.022400130697915462
23.0,330.3333435,1225.333374,432.1842957,1697.344116,382.5319214,1062.248169,485.5909119,1241.511353,504.6455383,1014.524353,485.3894969972859,1241.4643935865831,504.5300459253104,1014.6437652374308,432.22696886566,1697.2388968841365,178.5539336566982,-15.33697467769116,0.0317667586613139
24.0,331.7579346,1225.464233,432.1842957,1697.344116,383.5,1062.241699,486.0,1241.333374,504.2689514,1015.1474,486.0290780922556,1241.4367969364816,503.7665791980477,1014.7777976635692,432.0973699848507,1697.1997432910523,178.22278026707215,-19.869203377563167,0.03035291248164939
25.0,332.5,1226.5,432.0,1697.0,384.6515198,1062.348511,486.5,1241.298828,499.8070068,1014.807007,486.7465024828891,1241.398468944914,503.26512778689465,1014.8848650798016,431.97896694100194,1697.1238719888654,177.8609453961875,-21.710092253078983,0.019927441843039958
26.0,333.6666565,1226.333374,431.9144592,1696.94104,385.5,1063.0,487.5909119,1241.511353,504.1722107,1014.615356,487.528930899436,1241.3589609616251,503.1821624596461,1014.922297449522,431.88265419376734,1697.0418136223543,177.51345027792402,-20.849707095808867,0.008066773163011796
27.0,334.5,1226.5,431.6430664,1696.879028,386.3484802,1062.886353,488.4090881,1241.030273,506.1247864,1014.791992,488.35367613750407,1241.3212207738611,503.5889349788575,1014.8532468108892,431.81240991347016,1696.979648549854,177.21814145270952,-17.718529512870305,0.0018426737918600723
28.0,336.402771,1227.125,431.6430664,1696.879028,386.53125,1063.625,489.5,1241.333374,506.1247864,1014.791992,489.1957328598006,1241.2805519450228,504.4992338602139,1014.6573167611898,431.7661017203263,1696.950264476056,177.00285104307753,-12.917424577919403,0.003431426584924037
29.0,338.0,1227.408691,431.6430664,1696.879028,386.53125,1063.625,489.5,1241.333374,501.9482727,1015.051697,490.0356720028552,1241.2270576616334,505.87958574139543,1014.346621343625,431.7385791726161,1696.9503917761072,176.8836660845763,-7.151097510073328,0.010198572328694078
30.0,339.6666565,1227.587158,432.1083374,1697.074951,388.5,1063.5,491.415802,1241.254272,503.5,1015.0,490.8646747315652,1241.1512629015283,507.6100284570297,1013.98026300711,431.73034049076335,1696.9641208521873,176.85975185968897,-1.434853493240098,0.01715234123141098
31.0,340.5810852,1228.026978,432.1937256,1697.133911,389.53125,1063.625,491.6897583,1241.155151,513.1383667,1012.830017,491.68684061970873,1241.0499425860894,509.45301908388745,1013.6603139116102,431.76034155360526,1696.971014556756,176.9076270682854,2.872512515785388,0.01930547263619054
32.0,342.3071289,1227.891357,431.5304565,1697.168457,389.9009094,1064.360352,492.5,1240.810181,513.1383667,1012.830017,492.5185413267345,1240.9279679104789,511.1112385793625,1013.4982707229096,431.87505646177,1696.9546285219471,176.9840701923493,4.5865874438339915,0.014576155198471285
33.0,343.8591003,1228.140869,432.1687317,1696.637817,390.6515198,1064.348511,493.0984802,1240.765137,513.1383667,1012.830017,493.38245921558854,1240.794831020865,512.356769379548,1013.5644249365188,432.14615327159174,1696.9062352399792,177.04108763241226,3.4210464037778365,0.006467778104560738
34.0,344.7640991,1228.343628,433.0984802,1696.765137,391.3063049,1064.900879,494.5,1240.5,515.0,1013.545471,494.29734739916097,1240.6585380374202,513.1284295153706,1013.8509773610344,432.65752206079304,1696.8215334200177,177.04489783207168,0.228611979565585,0.0016934619448643671
35.0,346.5857239,1228.776245,433.5,1696.5,392.8364868,1064.710693,495.0,1240.5,510.0,1015.0,495.2688117884515,1240.521233097684,513.5271390412095,1014.2717671194658,433.4866796967475,1696.6941157659546,176.98725942710257,-3.458304298146686,0.0028679106713536424
36.0,348.3621521,1229.168701,434.5,1696.5,394.2113953,1064.788574,496.2597961,1240.5,513.6060791,1015.0,496.2847847021912,1240.3795425534045,513.727942883249,1014.6956333415806,434.68055644694,1696.5125796779694,176.88352696764596,-6.223947567396522,0.005768875802890306
37.0,349.6666565,1229.5,435.6278992,1696.418579,394.777771,1065.341919,497.2690735,1240.353394,512.0,1015.0,497.31634568895447,1240.229260274059,513.8808737051554,1014.990610475413,436.22417098522254,1696.2653361171965,176.7605031227667,-7.381430692756226,0.00562163361340178
38.0,349.6666565,1229.5,435.6278992,1696.418579,396.2893066,1065.163574,498.5,1240.0,517.0632935,1015.138367,498.3238858741728,1240.070759875424,514.0657867056578,1015.056814877203,438.0116564942561,1695.9512157290633,176.6425028935334,-7.080013753998173,0.002845522047077195
39.0,353.0814819,1230.481445,441.0,1695.5,396.8999939,1065.5,499.57547,1240.018921,512.3148193,1014.358032,499.2667360552406,1239.911283096107,514.3125694415967,1014.8421644266951,439.84415467877113,1695.5886110839342,176.54341992757904,-5.9449779572611305,0.0006657364459338305
40.0,354.3333435,1229.666626,442.8977356,1694.897705,398.1699219,1065.169922,499.6610718,1239.661011,517.6060791,1015.0,500.1112492972858,1239.763126389604,514.6481829967529,1014.3489356947558,441.4765570683255,1695.2154218708135,176.46765578494362,-4.545848558125272,0.0003448485288822827
41.0,355.4556885,1230.345947,443.6057739,1695.086548,398.6515198,1065.113647,501.1577454,1239.5,515.694397,1014.233643,500.8334134854812,1239.639461536776,515.1250773951192,1013.6384785780292,442.7006283149659,1694.879176957856,176.41710763553496,-3.032888964519316,0.0009155691737119059
42.0,356.597229,1230.125,443.6278992,1694.418579,399.6071472,1064.964233,501.3174744,1239.682495,513.9727783,1012.64624,501.41722626618673,1239.550485575181,515.8030641764185,1012.829983381085,443.41570015142264,1694.6243114361534,176.3971341252231,-1.1984106187122734,0.001507086099588332
43.0,357.6740723,1229.674072,443.4122009,1694.412231,400.5319214,1064.248169,501.8422546,1239.5,513.7166748,1012.5,501.8520185410056,1239.5019593660072,516.6842557504398,1012.0821851544258,443.645851191931,1694.4828802103723,176.41476793933495,1.058028846711636,0.002112501375447116
