Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),corrected_angles,Right_Elbow (X)_smoothed,Right_Elbow (Y)_smoothed,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.2357200384140014,-0.4325395822525024,-0.536215603351593,0.4741785824298858,-0.5153411626815796,-0.5593156814575195,0.7722612619400024,-0.5355488061904907,-0.4473760426044464,164.7293833233971,0.474182233054237,-0.5153414533191523,0.2357263557495993,-0.432540264233223,0.7722666156572278,-0.5355488416498136,164.7291977692454,,
2,0.2350687384605407,-0.433714210987091,-0.5303246974945068,0.4749326407909393,-0.5159197449684143,-0.5578277707099915,0.7852534055709839,-0.5335283279418945,-0.4593032002449035,164.33018153574858,0.4770126272561023,-0.5157193812440731,0.2354637187941762,-0.4338732037637792,0.778884085669837,-0.5343052126722492,164.75943751920585,1.814384997627485,
3,0.2352346032857895,-0.4360240995883941,-0.5304334759712219,0.480302482843399,-0.5159346461296082,-0.557407796382904,0.7880159616470337,-0.5323547124862671,-0.4543329179286957,164.99463359459787,0.4797842047214256,-0.5160853075730711,0.2354162588619415,-0.435048110960958,0.7848026875075307,-0.5331355509566947,164.796829735184,2.243532958688661,2.557888506707841e-05
4,0.2353887408971786,-0.4364043176174164,-0.5246624946594238,0.482783168554306,-0.5159966945648193,-0.5476586818695068,0.7897078394889832,-0.5316190123558044,-0.4353047311306,165.079656625775,0.4824210782556504,-0.5164245900970447,0.2357451726206481,-0.435951647640882,0.7895694854470531,-0.5320766924202018,164.81785188428157,1.2613289458545296,6.735017091264467e-05
5,0.2358424365520477,-0.436561644077301,-0.522865891456604,0.4850434362888336,-0.5170746445655823,-0.5465134382247925,0.7915050387382507,-0.5316241383552551,-0.4322946667671203,164.8132742642356,0.4848346221257972,-0.5167192732065462,0.2365151351301921,-0.436543246086036,0.7930656291901825,-0.5311199367822332,164.8031070810642,-0.8846881930412565,0.0005354378915477956
6,0.236958622932434,-0.4366882145404815,-0.5232200026512146,0.4868470430374145,-0.5171524286270142,-0.5467191934585571,0.7936164140701294,-0.5314943790435791,-0.4327283799648285,164.82813051637288,0.4869430576001535,-0.5169524186083485,0.2376755315555089,-0.4368549493481521,0.7954254512905166,-0.530236684826879,164.74265682885755,-3.6270151323998334,0.0016474910006867378
7,0.2392959594726562,-0.4366526901721954,-0.5229865908622742,0.4883527457714081,-0.5171335935592651,-0.5471817255020142,0.7963133454322815,-0.5293293595314026,-0.4344545304775238,164.35996136766903,0.4886854424174864,-0.5171160457987972,0.239072751183407,-0.4369657163970727,0.796891629523468,-0.5294164371110077,164.6390657109916,-6.215467071957619,0.0033862490100924725
8,0.2412589490413665,-0.4366341531276703,-0.5232723951339722,0.4900993704795837,-0.5171396136283875,-0.5475717782974243,0.7987130880355835,-0.5287623405456543,-0.4353354275226593,164.22924360703473,0.490027102081127,-0.517215524964741,0.2404965312408211,-0.4369661446968211,0.7977092842202981,-0.5286857582669408,164.50628146171113,-7.967054956827724,0.003948172420132771
9,0.2427628934383392,-0.4369478821754455,-0.5259424448013306,0.4917403757572174,-0.5171793699264526,-0.5479851961135864,0.7983598709106445,-0.5272886157035828,-0.4345529973506927,164.02713605466602,0.4909649183528026,-0.5172665176104153,0.2417472580224567,-0.4369302957450716,0.7980882356389363,-0.5280948391151368,164.3647045486149,-8.49461478577382,0.0028024848822400016
10,0.2429990768432617,-0.4369053840637207,-0.5265499353408813,0.4915363490581512,-0.5172833800315857,-0.5481202006340027,0.7977616190910339,-0.5274041891098022,-0.4352010190486908,163.97152360832763,0.4915334879494911,-0.5172879290436878,0.2426948521887408,-0.4369029001677237,0.7982025389380205,-0.527685559794561,164.23454268030184,-7.809712098783166,0.0010875120678230151
