Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Neck Green X,Neck Green Y,Back Orange X_smoothed,Back Orange Y_smoothed,Neck Green X_smoothed,Neck Green Y_smoothed,Leg Pink X_smoothed,Leg Pink Y_smoothed,angles,velocity,roughness
1.0,366.1466675,1225.853394,467.5,1684.189819,414.3086548,1064.135742,512.5,1232.5,529.5,1014.0,512.500496988097,1232.502757453864,529.5020276151533,1014.0002951314052,467.5013707817416,1684.191194012431,178.75990472030998,,
2.0,366.0,1225.5,467.1375732,1684.322754,414.3086548,1064.135742,512.5,1232.5,537.5,1015.0,512.501460313354,1232.5006421765827,530.8311201756178,1014.1150747267612,467.1546887902164,1684.0271488276396,178.88104504020347,7.26841919360993,
3.0,365.5,1225.5,466.5,1683.5,414.0,1063.862793,512.5,1232.5,537.5,1014.5,512.5024463425624,1232.4988566481306,531.6970437543841,1014.1887472249437,466.85277227627967,1683.9169070877294,179.02875413759975,8.862545843776388,0.00035294996899596314
4.0,365.5,1225.5,466.5,1683.701172,413.8533325,1063.853394,512.5,1232.5,529.5,1014.0,512.5029509379726,1232.4965092904151,531.8846957826752,1014.2030743809192,466.625893444619,1683.8964027254672,179.12550900344192,5.805291950530318,0.00064948067009171
5.0,365.5,1225.5,466.5,1683.9375,413.8533325,1063.853394,512.5,1232.5,529.5,1014.0,512.5023206963476,1232.4935185814445,531.4894522500168,1014.167461676325,466.4812392075692,1683.9744088516995,179.13533150022835,0.5893498071856129,0.0035715410982692618
6.0,365.5,1225.5,466.5,1683.9375,414.1555481,1064.0,512.5,1232.5,529.5,1014.0,512.4999917435684,1232.491412573856,530.790737166516,1014.1067565664226,466.405430091416,1684.130148290684,179.06525845744758,-4.204382566845766,0.008053247608137729
7.0,365.5,1225.5,466.5,1684.5,414.2380981,1063.676147,512.5,1232.5,529.5,1014.0,512.4958881118952,1232.493851602969,530.0771149806185,1014.0458482350696,466.3752051335753,1684.3225744428182,178.94838387597855,-7.012474888142037,0.01223473957957143
8.0,365.5,1225.5,466.6013184,1684.869263,414.1555481,1064.0,512.5,1232.5,529.5,1014.0,512.490905928687,1232.506742493292,529.5383769292278,1014.0007627182893,466.36957512086906,1684.5082850156784,178.82299119644594,-7.523560771956568,0.008820882778821797
9.0,365.5,1225.5,466.2893066,1684.836426,414.3086548,1064.135742,512.5,1232.5,529.5,1014.0,512.4873103722744,1232.5379940743355,529.2432798699634,1013.9770812139114,466.3769874599941,1684.6606027988448,178.71809574277842,-6.293727220051437,0.0030489119622064166
10.0,365.5,1225.5,466.2893066,1684.836426,414.1555481,1064.0,512.5,1232.740234,529.5,1014.0,512.4887922830023,1232.5971454446856,529.1689753224682,1013.9725622338566,466.39455328077486,1684.7806933613133,178.64786984449802,-4.213553896823896,0.0006760457566045084
11.0,365.5,1225.5,466.2893066,1684.836426,414.5,1063.758301,512.5,1232.740234,529.5,1014.0,512.4999376825358,1232.6945828078535,529.2458141145983,1013.9809210055932,466.4213744502418,1684.8950318191255,178.61274282505076,-2.1076211668355427,0.0013993882114706371
