Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.7083220481872559,-0.4626829922199249,-0.3210459351539612,0.6388421058654785,-0.6199228763580322,-0.3496958613395691,0.4801253080368042,-0.7997413277626038,-0.6981105208396912,0.7817670702934265,-0.709959864616394,-0.0383746959269046,50.64118826172148,0.7083220678955825,-0.4626824472746288,0.7817674968613068,-0.7099597633808353,0.4801268942415113,-0.7997392039427118,50.64118883439755,,
2,0.7085669636726379,-0.4628273546695709,-0.3723081946372986,0.6392844319343567,-0.6217026114463806,-0.4657714962959289,0.4830809533596039,-0.8015432953834534,-0.7723890542984009,0.7787411212921143,-0.7095822095870972,-0.0679592043161392,49.527159545525706,0.7084433281105766,-0.4627458010197201,0.7794867406003189,-0.7098009623971959,0.4826437214991665,-0.8006887852628782,50.301667429968326,-20.371284265753644,
3,0.7085886001586914,-0.4628345370292663,-0.3729816377162933,0.63962721824646,-0.6226019263267517,-0.4683175683021545,0.4852596223354339,-0.8022674322128296,-0.7824059128761292,0.7763633728027344,-0.7095459699630737,-0.0804742723703384,48.70375994112453,0.708486060610271,-0.4628067092143286,0.7774339083275901,-0.7096605794991093,0.4849352668721418,-0.8015165927502341,49.79318583272851,-30.50889583438888,0.014273773377295414
4,0.7085250020027161,-0.462859958410263,-0.365533173084259,0.6402769684791565,-0.6232954263687134,-0.450418472290039,0.487349271774292,-0.8022974133491516,-0.7755763530731201,0.7758862376213074,-0.709553062915802,-0.0787350609898567,48.36075427656192,0.7083909018722181,-0.4628648793253072,0.7757750186032674,-0.7095506684181553,0.4868253037369992,-0.802146616135761,49.24564636639981,-32.85236797972203,0.012224096328128068
5,0.7083103656768799,-0.4628861546516418,-0.3739991784095764,0.6410754919052124,-0.6238132119178772,-0.4647848308086395,0.488581895828247,-0.8023601174354553,-0.8039131164550781,0.7744285464286804,-0.7095531225204468,-0.0803055241703987,47.91862650835685,0.7081323385435158,-0.4629216911795556,0.7745808548038942,-0.7094737827134953,0.488223427003118,-0.8025674021742294,48.74943950421558,-29.772411731053836,0.008390051334133413
6,0.7078204154968262,-0.4629689753055572,-0.3759090900421142,0.642804741859436,-0.6238443851470947,-0.4586599171161651,0.4891042113304138,-0.8024994134902954,-0.798794686794281,0.7738103270530701,-0.7095497846603394,-0.079986423254013,47.77091575098393,0.7077250463406722,-0.4629783883080665,0.7738305852115075,-0.7094262578463362,0.489133601012763,-0.8028179734684472,48.35570513943944,-23.6240618865682,0.007547160521294808
7,0.7073673605918884,-0.4629992842674255,-0.3754761517047882,0.6435776948928833,-0.6238440275192261,-0.460022360086441,0.4891676604747772,-0.8027495741844177,-0.801006555557251,0.7737498879432678,-0.7093645334243774,-0.0792862027883529,47.790089042953184,0.7072204019901416,-0.4630340521088696,0.7734393913429027,-0.7094027765986995,0.4896359982851264,-0.8029570625222968,48.08049287370767,-16.51273594390645,0.012154877834182716
8,0.7065302133560181,-0.4630692303180694,-0.3738524615764618,0.6439496874809265,-0.6239083409309387,-0.4520023167133331,0.4897640645503998,-0.8028243184089661,-0.7974202632904053,0.7735419273376465,-0.7093594670295715,-0.0789320617914199,47.75898903550558,0.7066930400583086,-0.4630846364663948,0.7732940267180615,-0.7093982269803979,0.4898522787179165,-0.8030355919942768,47.91333058885768,-10.029737090999191,0.024490335093915093
9,0.7058548331260681,-0.4631494879722595,-0.3711791634559631,0.6444347500801086,-0.6239815950393677,-0.4499582648277282,0.4897368848323822,-0.8031914830207825,-0.7941057682037354,0.7733917832374573,-0.7093678116798401,-0.0791411474347114,47.777308215728965,0.7062199411464554,-0.4631235450109443,0.7732846585533835,-0.7094063647237,0.4899102455168925,-0.8030833888497421,47.82821026562759,-5.107219393805593,0.027588367560549117
10,0.7056929469108582,-0.4631551802158355,-0.3787806630134582,0.6446846723556519,-0.6239749789237976,-0.4687552750110626,0.4899877905845642,-0.803191065788269,-0.8084588050842285,0.7733939290046692,-0.7093680500984192,-0.0785780251026153,47.76402290988421,0.7058586102102217,-0.4631435244537152,0.77332549207536,-0.7094176472141247,0.4899195948112909,-0.8031105611819022,47.79415443927643,-2.043349581069407,0.021150782091812512
11,0.7056178450584412,-0.4631599485874176,-0.3846721351146698,0.6447739601135254,-0.6239739060401917,-0.478292167186737,0.4899720847606659,-0.8032053112983704,-0.8016495704650879,0.7734034061431885,-0.7093876600265503,-0.0794203579425811,47.77357698830349,0.7056332420376725,-0.4631390776649546,0.7733619801342371,-0.7094187563259448,0.4899603577342378,-0.8031174225264763,47.78311713648976,-0.6622381672005417,0.011660176812290785
12,0.7056116461753845,-0.4631227850914001,-0.3849547803401947,0.6450767517089844,-0.6239420771598816,-0.4772264361381531,0.4899487495422363,-0.8032110929489136,-0.796477735042572,0.7732766270637512,-0.7094405889511108,-0.0805199146270752,47.74092405255351,0.7055341446332823,-0.4631084247100125,0.7733675746705788,-0.7093948784599889,0.4900791873686583,-0.8031052751377208,47.774347547545254,-0.5261753366701782,0.004450558452091427
13,0.7056565880775452,-0.463093101978302,-0.3834931254386902,0.6452086567878723,-0.623913049697876,-0.4742189645767212,0.4901788234710693,-0.8031712174415588,-0.7980661392211914,0.7732875943183899,-0.709430992603302,-0.0801522880792617,47.71090894632988,0.7055280554288083,-0.4630543660283558,0.7733348278156662,-0.7093342632027908,0.4902891182163379,-0.8030827241304099,47.75558406860923,-1.1258087361613889,0.0009948179224998827
14,0.705641508102417,-0.4629838764667511,-0.3848728239536285,0.6452531814575195,-0.6238348484039307,-0.4782963395118713,0.4904843866825104,-0.8030388951301575,-0.8110135197639465,0.7731893062591553,-0.7093177437782288,-0.0806591063737869,47.656344617150694,0.7055721561258221,-0.4629837566101379,0.7732652902852721,-0.7092331176921596,0.4905723582017745,-0.8030655267014344,47.722084297976,-2.0099862379940703,0.0001450714059462378
15,0.7056301832199097,-0.4628718793392181,-0.3843812644481659,0.64527827501297,-0.6237979531288147,-0.4755735099315643,0.4909445941448211,-0.8029389977455139,-0.8161224126815796,0.7731011509895325,-0.709152102470398,-0.0804882124066352,47.58521099095083,0.7056253707123162,-0.4629055160715896,0.7731616510111194,-0.7090980012227038,0.4908881672745719,-0.8030704851060335,47.67458176845078,-2.850151771513083,0.0002674990267350893
