Frame #,Elbow Pink X,Elbow Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Shoulder Green X_smoothed,Shoulder Green Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Head Pink X_smoothed,Head Pink Y_smoothed,angles,velocity,roughness
27.0,725.9198608,982.8287964,979.5,899.5,264.543365,998.864563,495.5,1011.0,495.5223188797089,1010.9996826844306,979.4830203753888,899.3305196127321,264.59349607280683,998.8350769339676,163.92563772209863,2.6381116912938296,0.0001215381598274954
28.0,725.6391602,982.9656372,979.0443115,899.5,264.921234,998.853699,495.5,1011.0,495.5477636910022,1010.9862212222968,979.2808421281402,899.6331609297653,264.6988529937136,998.8447057478468,163.96574620817833,2.4065091647821646,7.467290543972121e-05
29.0,725.6391602,982.9656372,978.9603271,900.0396729,264.921234,998.853699,495.5,1011.0,495.58879480832206,1010.9730645818072,979.1408282592424,899.9003438435633,264.80655125267566,998.856016278722,164.00263069648094,2.213069298156256,4.7641800782386724e-05
30.0,725.6391602,982.9656372,978.8754883,900.1762695,264.921234,998.853699,495.735626,1010.93964,495.6359053842968,1010.9604744846838,979.0606571086464,900.1403466944245,264.9153033489894,998.8685755792832,164.0369913407322,2.0616386550750576,3.188324140401138e-05
31.0,725.2495117,983.1005859,979.2409668,900.5,264.921234,998.853699,495.735626,1010.93964,495.6783237157689,1010.9493381041104,979.0161085962284,900.3715426493071,265.0301562014944,998.8807464437272,164.06956094142777,1.9541760417348544,2.0789652448578136e-05
32.0,725.2495117,983.1005859,979.2409668,900.5,264.974884,998.846558,495.735626,1010.93964,495.70859297947703,1010.9406712682312,978.973512695728,900.6170400446848,265.15690110253166,998.889034163712,164.1009869191894,1.885558665698568,1.2178197495044296e-05
33.0,725.3794556,983.4528198,979.0,900.5,265.357727,998.898376,495.735626,1010.93964,495.72552077179193,1010.9352121496167,978.905423082184,900.8957835956212,265.295943746932,998.8884917375382,164.13163610313697,1.8389510368535864,6.242836306136696e-06
34.0,725.2389526,983.6104126,978.7796021,901.1293335,265.440491,998.996033,495.735626,1010.93964,495.7341529310327,1010.9333841175544,978.8004562246924,901.2141313313626,265.44033781748067,998.8745669509708,164.16139674293402,1.7856383878228144,3.1903744046019697e-06
35.0,725.2389526,983.6104126,978.5,901.7333374,265.649261,998.808594,495.735626,1010.93964,495.7433205329462,1010.9354421721508,978.663057073616,901.5648871332874,265.57867311941294,998.8455456825684,164.1897315631432,1.7000892125508926,2.596513344835916e-06
36.0,725.3026733,984.149292,978.3585815,902.3585815,265.649261,998.808594,495.735626,1010.93964,495.7620094122971,1010.9414884833212,978.5066422898026,901.9365748861576,265.70004307600414,998.8038321559496,164.21617523577174,1.586620357712718,3.909958308022e-06
37.0,725.1390381,984.3394775,978.5,902.5,265.921234,998.710266,495.735626,1010.93964,495.79565108655794,1010.9512338477388,978.3471555713624,902.326211954604,265.79829933839704,998.755199378541,164.24110065354634,1.4955250664758069,5.525689075636156e-06
38.0,725.0,984.5,978.5,902.5,265.921234,998.710266,495.735626,1010.93964,495.8434819678748,1010.9636626377276,978.201028344342,902.744158977024,265.87439376466676,998.706974801859,164.26624579097862,1.508708245936532,4.356578765755053e-06
39.0,725.0,984.5,977.7600708,902.800415,265.921234,998.710266,496.0,1011.0,495.8983382823752,1010.9769649111588,978.085112753885,903.2062635384876,265.93611281642575,998.6666154147156,164.29454263033017,1.6978103610932749,2.707474321091254e-06
40.0,724.6414185,984.6414185,978.0922852,903.7815552,265.921234,998.710266,496.0,1011.0,495.94950837102994,1010.9889854058416,978.0137322080718,903.7204789296472,265.9946813833535,998.640926327538,164.32923753591075,2.081694334834765,1.622162819518067e-05
41.0,724.4769897,984.8754883,977.7333374,904.5,266.0,998.5,496.0,1011.0,495.9872121276651,1010.9979638825956,977.9927231886724,904.2794564049144,266.059220786151,998.6349036024028,164.37275162013327,2.6108450533513405,6.206116900953846e-05
42.0,724.3830566,985.0423584,978.1245117,904.8237305,265.94516,998.56134,496.0,1011.0,496.00607215613127,1011.0030361915472,978.0152609324012,904.8626851746502,266.13185616072616,998.649635839153,164.42578176915234,3.181808941143913,0.0001302437163587327
43.0,724.6829224,985.4085083,978.0922852,905.2184448,266.360992,998.761902,496.0,1011.0,496.0062589677754,1011.0042432887362,978.063055391474,905.4425236842246,266.2065211548124,998.680742093297,164.48689484983242,3.666784840805235,0.0001769317542096439
44.0,724.6744385,985.6550293,978.0396729,906.0396729,266.360992,998.761902,496.0,1011.0,495.9929963496021,1011.002249759171,978.1121586348744,905.9893256545868,266.2726032124258,998.7193840540068,164.55270169820847,3.9484109025625,0.0001613844404486062
45.0,724.7157593,985.9141235,978.3193359,906.7345581,266.360992,998.761902,496.0,1011.0,495.9755400721633,1010.9980815065052,978.1403925528368,906.4769330159596,266.3211664539673,998.7554560459904,164.61861178765062,3.954605366529336,9.191763259450019e-05
46.0,724.5,986.227417,978.1762695,906.8754883,266.360992,998.761902,496.0,1011.0,495.9659249732326,1010.993007491484,978.1338653752748,906.8898102110732,266.3494842694688,998.780520275228,164.67996435680823,3.681154149456347,2.7472786457773245e-05
47.0,724.1245117,986.1762695,978.0922852,907.2184448,266.360992,998.761902,496.0,1011.0,495.9769861436796,1010.9884715551166,978.0907524710124,907.2285300522882,266.3613694283766,998.7891408332712,164.7331425194401,3.1906897579119686,2.6854593330157816e-05
48.0,723.9944458,986.333313,978.0343628,907.6391602,266.247742,998.842346,496.0,1011.0,496.01899064320946,1010.98583084955,978.0210355110992,907.5101081057792,266.36407242773146,998.7792931914968,164.77636449825104,2.593318728656868,9.408497195369163e-05
49.0,723.7333374,986.5,978.0343628,907.6391602,266.360992,998.761902,495.735626,1010.93964,496.09514442388047,1010.9856673716254,977.9423332707584,907.7634483612504,266.36423207952447,998.752727216121,164.81008867020256,2.023450317091146,0.00017301079227621314
50.0,724.227417,986.5,977.5678101,907.9729004,266.360992,998.761902,496.321838,1010.93964,496.19850357900935,1010.9868242646996,977.8732443030244,908.0220584781136,266.3653279148142,998.714971398408,164.83702796923083,1.6163579416962648,0.00019552852655210342
51.0,724.1351929,987.0220337,977.8609619,908.3394775,266.399689,998.600342,496.5,1011.0,496.3139127885156,1010.9859825851944,977.8263302865014,908.316217353389,266.36779907844425,998.6740513259044,164.86165707191705,1.4777461611731724,0.00014081154839764334
52.0,724.2504272,987.1674805,977.7333374,908.5,266.399689,998.600342,496.5,1011.0,496.4249581478686,1010.97869031667,977.803867090448,908.6667775643848,266.37109958780286,998.637829736492,164.88913593934265,1.6487320455360075,5.6519125456793675e-05
53.0,724.5,987.5,977.8571167,909.1190186,266.399689,998.600342,496.5,1011.0,496.52068011879135,1010.9617577273063,977.7988817117216,909.0821426476924,266.3759419148785,998.6112455644457,164.92387314953746,2.0842326116883214,1.990994783073214e-05
54.0,724.3735962,988.1433105,977.9556885,909.5,266.399689,998.600342,496.5,1011.0,496.5972268048804,1010.9357422182642,977.800751147458,909.5590430306764,266.385337225651,998.5950527450284,164.96825733468802,2.663051109033745,6.514276620786127e-05
55.0,724.3735962,988.1433105,977.8609619,910.3394775,266.399689,998.600342,496.643066,1010.87903,496.6550746224617,1010.905974616017,977.8017064725368,910.0867882296106,266.40391888885097,998.5865389512368,165.0220925566064,3.230113315102585,0.00014669033415571053
56.0,724.1082764,988.6082764,977.7333374,910.5,266.399689,998.600342,496.72464,1010.86377,496.6957190559472,1010.8813426797952,977.8002519265008,910.652926559626,266.4358015298365,998.5814146839564,165.08293898717935,3.650785834377075,0.00018477496165776567
57.0,724.1082764,988.6082764,977.7281494,911.4208374,266.399689,998.600342,496.72464,1010.86377,496.7202723732915,1010.8713290117824,977.7998780791964,911.2472089257805,266.48187014643565,998.5757155032012,165.14712148817992,3.8509500600343927,0.0001463084122456354
58.0,723.6951294,988.6856079,977.8410034,911.670105,266.5,998.5,496.72464,1010.86377,496.7295822348564,1010.8826395742564,977.8049627453596,911.8622834459568,266.5379764411926,998.5669780379689,165.21093982879427,3.829100436860813,7.029837237503223e-05
59.0,723.6602173,989.0048218,977.7333374,912.5,266.6315,998.63147,496.72464,1010.86377,496.72455010215987,1010.9165514110716,977.8171485669104,912.4921854609722,266.5956067858098,998.5546502483036,165.2717126849376,3.64637136859983,1.7250847681572508e-05
60.0,723.6205444,989.4196167,977.8410034,913.329895,266.732025,998.524536,496.72464,1010.86377,496.7061003701281,1010.9676910089768,977.8339362864534,913.1308286736426,266.64544957005086,998.5401425798286,165.32848863316482,3.406556893633592,8.89983544133598e-06
61.0,723.5380859,989.7079468,977.9556885,913.5,266.732025,998.524536,496.631439,1011.11108,496.6749173478306,1011.0251100383742,977.849402892047,913.7715128268998,266.682263409515,998.5266275819812,165.3822596418681,3.2262605221967533,2.044322167075354e-05
62.0,723.5380859,989.7079468,977.7333374,914.5,266.732025,998.524536,496.637329,1011.17865,496.6311749796996,1011.0761169366996,977.8561105008044,914.406887356158,266.7082863269149,998.518300611869,165.43545993097712,3.192017346540865,2.0852389748935294e-05
63.0,723.6391602,990.0343628,977.8571167,915.1190186,266.732025,998.524536,496.552002,1011.12531,496.5746089822319,1011.1113701573636,977.84713724598,915.029274126942,266.73329440827797,998.5190823059486,165.49082922674427,3.3221577460290064,9.146093989216087e-06
64.0,723.8325195,990.2504272,977.9556885,915.5,266.732025,998.524536,496.552002,1011.12531,496.50528614967607,1011.128272656026,977.8179659096534,915.6319154052804,266.7713888979154,998.5310412881988,165.55016893056407,3.5603822291881215,6.120913211368128e-06
65.0,724.0635986,990.4381714,977.7333374,916.5,266.732025,998.524536,496.396454,1011.13385,496.4249679869768,1011.1310033577918,977.7683273110453,916.2104147639916,266.8361156778588,998.5527096664216,165.6135268409899,3.801474625549304,1.8355082730998877e-05
66.0,723.956665,990.5449829,977.6321411,916.6280518,266.94812,998.48584,496.396454,1011.13385,496.3384914555875,1011.127951433642,977.7031168321116,916.7625472911112,266.9361580272728,998.577614975018,165.67894981006796,3.925378144684259,2.665215991980404e-05
67.0,723.6046753,990.6220703,977.8571167,917.1190186,267.136719,998.611389,496.289215,1011.06372,496.2545102813069,1011.128133117541,977.6314886093868,917.2852863049972,267.07343029742043,998.593952076819,165.74268162822565,3.823909089461494,1.651486332986142e-05
68.0,723.7636108,991.1122437,977.3917236,917.6873779,267.136719,998.611389,496.289215,1011.06372,496.1848442478626,1011.1378125914188,977.5642791764674,917.7702455047478,267.24376501658713,998.58645446156,165.79972172944147,3.4224060729491157,1.1998073456463674e-05
69.0,723.6771851,991.2421265,977.3763428,918.3311768,267.136719,998.611389,495.944458,1011.12433,496.1415469951129,1011.1586386926134,977.510128229094,918.201367734524,267.4394299940976,998.540394768349,165.84468711491556,2.6979231284451544,7.085029925155115e-05
70.0,723.6771851,991.2421265,977.5,918.5,267.96402,998.405334,496.092865,1011.42145,496.13187559395385,1011.1884525661444,977.471584000828,918.5576251742388,267.6543882858071,998.446108015054,165.87274702821207,1.6835947977909882,0.00024142655193162688
71.0,723.2052612,991.3912354,977.5,918.8535767,268.325287,998.529785,495.944458,1011.12433,496.1538161109629,1011.2240087481864,977.4439241015718,918.819288479846,267.89364727132937,998.3020682158738,165.8803393503363,0.4555393274534935,0.0005176640966941462
72.0,723.2052612,991.3912354,977.5,918.8535767,268.363647,998.0,496.414215,1011.26227,496.1960018415981,1011.262851203371,977.4176666660824,918.9748535192964,268.1824343945086,998.1150864380812,165.86562965827,-0.8825815239782742,0.0008283981373296585
73.0,723.2052612,991.3912354,977.3389282,919.6610718,268.363647,998.0,496.414215,1011.26227,496.24320391847584,1011.302721606162,977.382206764144,919.0273190852864,268.56544995083476,997.8966905275296,165.82880218379643,-2.209648468414116,0.0010675978329919718
74.0,723.2052612,991.3912354,977.2399292,918.800415,268.5,997.277283,496.218384,1011.31262,496.28372408475934,1011.3398582822332,977.32773485138,918.9977542586334,269.0916824975695,997.656082611347,165.77200988623594,-3.407537853629492,0.0011466522886805562
75.0,723.7642822,991.4769897,977.2399292,918.800415,269.681366,997.36438,496.316772,1011.38531,496.31329351808273,1011.3683498888976,977.245575114358,918.9217188923508,269.7933823450576,997.3928745351128,165.6986606437085,-4.400954551645668,0.0010436359649167205
76.0,723.7642822,991.4769897,977.1390381,918.6605225,270.596649,997.185669,496.316772,1011.38531,496.3337683623251,1011.381237122624,977.1292378921283,918.8372834267832,270.6744997282927,997.0946435651704,165.61212215472776,-5.192309338845007,0.0008197329073457127
77.0,723.7642822,991.4769897,977.1390381,918.6605225,272.153717,996.72168,496.316772,1011.38531,496.3491470201746,1011.3727479223392,976.9774954601364,918.7708416289744,271.7168345679678,996.7420079160768,165.51448163360163,-5.8584312675674255,0.0005808334282005308
78.0,723.7642822,991.4769897,977.1390381,918.6605225,272.895233,996.480957,496.316772,1011.38531,496.3617762451707,1011.340687493306,976.797633936364,918.7289086525436,272.8987709665607,996.3188108730102,165.4060206652528,-6.507658100929348,0.00041074926328860063
79.0,723.6724854,991.3798218,976.1245117,918.8237305,274.377167,996.020325,496.316772,1011.38531,496.37010781503966,1011.2880218004768,976.6045483141222,918.6991507937248,274.21435804675485,995.8221993828485,165.2856026336794,-7.225081894405321,0.0003371434338650611
80.0,723.5,991.3713989,976.2654419,918.6806641,276.082916,995.252014,496.396454,1011.13385,496.3687076503827,1011.2226358777592,976.413543563524,918.6585213363196,275.68341347890566,995.2679794319896,165.15171950533014,-8.032987700955232,0.0003456589276227998
81.0,723.1937256,990.8833618,976.2654419,918.6806641,277.16275,994.571228,496.387177,1011.06921,496.3507139524118,1011.15478195583,976.231666072956,918.5838745168492,277.349205976952,994.6886591913992,165.00371666981667,-8.880170130807983,0.0003990099778981434
82.0,722.9603271,990.9603271,976.1245117,918.5230103,278.895233,994.480957,496.396454,1011.13385,496.3117465865366,1011.0934807072332,976.055448459769,918.4606940795636,279.26407510313527,994.1246957446436,164.84265825363013,-9.663504971192085,0.0004410745022599954
83.0,722.9603271,990.9603271,975.8609619,918.3394775,281.256622,993.351013,496.289215,1011.06372,496.2531766872649,1011.0441673049206,975.8769470903012,918.287505051126,281.4684309411223,993.6113635600008,164.6712917153409,-10.281992297353211,0.00041775290166115196
84.0,722.9603271,990.9603271,975.9483032,918.0230103,283.872314,992.679932,496.090454,1010.94574,496.18283712024623,1011.008402170051,975.6931797918757,918.075412671122,283.9740704073409,993.1631974316064,164.4926743443746,-10.7170422579793,0.0003232365153272559
85.0,722.5576782,990.944458,975.6205444,917.8134155,286.95462,992.395935,496.214661,1010.96973,496.1128591363257,1010.984769387103,975.5133073446556,917.8436517608138,286.7606812460157,992.7604396089786,164.307625760993,-11.102915002895202,0.00021485919160236909
86.0,722.5529175,991.2156982,975.2718506,917.5791626,290.395721,992.307068,495.943542,1011.05377,496.05591982278173,1010.9704251707263,975.3597513703974,917.6132822419598,289.7843944982455,992.347324163384,164.1122544698754,-11.722277467055733,0.00017060447508322385
87.0,722.5529175,991.2156982,975.1428833,917.2877197,290.395721,992.307068,495.926239,1010.98358,496.02149529139007,1010.9632446663304,975.2619310038592,917.4015552082022,292.9906078482177,991.8501325417058,163.89744473052843,-12.888584360818529,0.00028526963202243975
88.0,722.333313,991.0055542,975.1428833,917.2877197,297.210175,991.438416,496.090454,1010.94574,496.01356009724736,1010.9636495895376,975.2455172443472,917.2188000184196,296.3324675755529,991.2109926941802,163.65146038698103,-14.759060612844335,0.0007393546358287439
89.0,722.5,991.2666626,975.3601074,917.1654663,301.120453,990.554626,496.08905,1011.01526,496.0308141938518,1010.9748793155768,975.3228627799896,917.0683652031772,299.8105705463529,990.422951822124,163.3649948211057,-17.187933952519074,0.0016986849963829434
90.0,722.6596069,991.2363281,975.5,916.8535767,305.191345,990.101624,496.090454,1010.94574,496.0687311667457,1011.0015890063928,975.4882623227788,916.9483251724962,303.5350050312529,989.552558689498,163.0365245505768,-19.70821623173549,0.0029092611027538625
91.0,722.666687,991.0055542,975.5,916.8535767,310.035095,989.403503,495.943542,1011.05377,496.121179563711,1011.047613899194,975.7177398522452,916.8528048523756,307.77051377780333,988.7427640582696,162.6757854238928,-21.64434760103973,0.003512703487465805
92.0,722.6596069,991.2363281,975.8609619,916.6605225,314.033173,988.622925,496.289215,1011.06372,496.18086451883937,1011.1138590412448,975.9721757212228,916.7724451540428,312.90639154809253,988.1906651674044,162.30409199730647,-22.30160559517913,0.00274941767977259
93.0,722.7796021,991.1293335,976.3193359,916.7345581,319.27597,988.147278,496.309509,1011.19049,496.24008818337984,1011.1971462974788,976.2048584470062,916.6957626369484,319.31325894967415,988.093083785172,161.9510486023624,-21.182603696644833,0.0011508878003690297
94.0,722.7796021,991.1293335,976.6414185,916.6414185,324.673126,987.514587,496.132385,1011.22931,496.2925915489672,1011.2906423308564,976.3746521499644,916.6130648814022,327.09024719374446,988.5589232736214,161.64747886271138,-18.21418437906061,0.0007508628967853551
95.0,722.7796021,991.1293335,976.6414185,916.6414185,330.326569,987.930603,496.5,1011.5,496.3354720252492,1011.3861211499016,976.4613819136392,916.5225160085088,335.75657299028944,989.5039274102191,161.4138785617056,-14.01601806034762,0.003264011505918597
96.0,722.7796021,991.1293335,976.5,916.5,335.182281,987.774292,496.305756,1011.62909,496.3705257758101,1011.4773905474945,976.47600371135,916.4359554328672,343.99753736444165,990.564046504974,161.24330865118387,-10.23419463130324,0.007053870762043426
97.0,722.7796021,991.1293335,976.5,916.5,341.391724,988.25238,496.5,1011.5,496.4050206297613,1011.5626188300656,976.460123231716,916.3814636036448,349.62521053131036,991.0793862179376,161.0823742316149,-9.656065174138462,0.006959612037881754
98.0,722.7796021,991.1293335,976.5,916.5,347.054047,989.495483,496.5,1011.5,496.451222373084,1011.6431030593104,976.4751577059905,916.400402449946,349.9256014942609,990.2027540937986,160.83055909921765,-15.108907943834424,0.0035072962029751857
99.0,722.7796021,991.1293335,976.5,916.5,352.428864,990.011719,496.5,1011.5,496.5235977388839,1011.7192716988566,976.5849580185924,916.5378533615976,342.4801192246636,987.1604727426908,160.38919373358488,-26.481921937966604,0.012780259013900196
100.0,722.7796021,991.1293335,976.5,916.5,356.463928,991.261169,496.418884,1012.06195,496.63351054798915,1011.7885036620536,976.8360406261186,916.8271566770204,326.3225450598478,981.622310084557,159.74137039264636,-38.86940045631093,0.043356648653138735
101.0,722.7796021,991.1293335,976.5,916.5,356.463928,991.261169,496.717712,1011.8949,496.78336625670875,1011.8480998576885,977.2408935328106,917.2733108378708,302.9261376723563,974.0208363559354,158.97391488749446,-46.047330309114045,0.06568688920115531
102.0,724.3585815,992.3585815,978.5,918.5,222.5,948.676453,497.041656,1011.9375,496.96401691418765,1011.9010046257748,977.772839653338,917.8450555307754,276.2290376839953,965.5674369052414,158.21512683853587,-45.527282937515565,0.04960376523894679
103.0,724.3193359,992.7345581,978.7345581,918.6806641,222.5,948.676453,497.171326,1012.06232,497.1577721220254,1011.9588407464546,978.3776086476772,918.4832722599106,251.27294325809427,957.8252064610788,157.56558538193377,-38.97248739612564,0.017279787902277133
104.0,724.4769897,992.8754883,978.9077148,919.2184448,222.5,948.676453,497.5,1012.0,497.3452042820922,1012.0394048244716,978.9935928021551,919.120439262918,232.1458082811116,952.0533855962336,157.0734866927576,-29.525921350570457,0.012426231077612501
105.0,724.4769897,992.8754883,978.9077148,919.2184448,222.5,948.676453,497.5,1012.0,497.51151002249503,1012.1594446441046,979.5656198228768,919.6970638742196,220.59321987011165,948.759016283596,156.74265659213185,-19.849806037544795,0.034951035841208546
106.0,725.7972412,993.7508545,980.5,920.5,224.162704,950.982117,497.605774,1012.08655,497.6492986962293,1012.3258076952502,980.0487466722942,920.1690140939338,215.98895106767552,947.6852747789222,156.54926222159244,-11.603662232364512,0.052721588739822904
107.0,726.1245117,994.5230103,980.6806641,920.7345581,224.310562,950.840576,497.670166,1012.61755,497.7576412574152,1012.5297779913536,980.4116218756498,920.5111938324436,216.25585189027703,948.114690797922,156.45640946927085,-5.571165139295431,0.050229859598214764
108.0,726.1245117,994.5230103,980.6806641,920.7345581,224.561401,951.204651,498.0,1012.7597,497.8396679361255,1012.7486774446062,980.6435628925816,920.721152995001,218.97076401690435,949.2386308592672,156.42523165700993,-1.870668735655272,0.03463085598170517
109.0,726.1245117,994.5230103,980.6806641,920.7345581,224.561401,951.204651,497.8591,1013.14087,497.90074554068326,1012.9542218330567,980.7578926240716,920.8184935255846,222.16091865236967,950.422346203356,156.42302172996966,-0.1325956224161473,0.017956894460507182
110.0,726.1245117,994.5230103,980.6806641,920.7345581,224.561401,951.204651,497.8591,1013.14087,497.94694819955345,1013.122672458532,980.785739671996,920.8369171539427,224.6488794011615,951.3121408431308,156.4280342183871,0.3007493050461107,0.006806908338226866
111.0,726.1245117,994.5230103,980.6806641,920.7345581,224.561401,951.204651,498.0,1013.26794,497.9829549134673,1013.2416021763562,980.7640081225404,920.8125375582202,226.02377025639652,951.8126479539004,156.43028866031298,0.1352665155530985,0.0016994598151059608
112.0,726.1245117,994.5230103,980.6806641,920.7345581,224.561401,951.204651,498.0,1013.26794,498.01020829022474,1013.311280110382,980.7245741930956,920.7743688261828,226.404889621875,951.9949909126028,156.42874576060495,-0.0925739824816673,0.00021411792187785606
