Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Elbow (X)_smoothed,Right_Elbow (Y)_smoothed,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.2575436234474182,-0.5315280556678772,-0.408968985080719,0.4463167190551758,-0.6256091594696045,-0.4273635447025299,0.7052448987960815,-0.6454448699951172,-0.371231198310852,0.4463205326588543,-0.6256158813392546,0.257551595899874,-0.5315349997668352,0.7052462212694173,-0.6454441987707967,157.88782979846258,,
2,0.2569120526313782,-0.5285120606422424,-0.4166381657123565,0.4401834607124328,-0.6246265172958374,-0.4176568686962127,0.7016884684562683,-0.6460163593292236,-0.3335528671741485,0.445136752085756,-0.6253890275887585,0.2578625615453546,-0.5300129993259114,0.7037746396734155,-0.6458050035338742,157.74241265045646,-8.725028880367063,
3,0.2580516934394836,-0.5279015898704529,-0.4172930419445038,0.4411538541316986,-0.6248716711997986,-0.4025644659996032,0.7019469738006592,-0.6461972594261169,-0.2672888934612274,0.4444737277874357,-0.6252215046928126,0.2581605859445707,-0.5287252455929159,0.7026062631531993,-0.6461345220539751,157.5458547272022,-11.793475395255657,0.001307689446490548
4,0.2583990395069122,-0.5275359749794006,-0.4307350516319275,0.4441525340080261,-0.6252321004867554,-0.4047412872314453,0.702316164970398,-0.6463909149169922,-0.287751704454422,0.4446137325896039,-0.6251462369220038,0.2584101889434076,-0.5278298470084111,0.7019546181584024,-0.6464080019181161,157.37950819935634,-9.980791670751614,0.0006610243743300084
5,0.2584060132503509,-0.5274848937988281,-0.4353903830051422,0.4450632631778717,-0.6253823041915894,-0.4054448306560516,0.7017115950584412,-0.6465403437614441,-0.2824280560016632,0.4454979989365721,-0.6251653904014833,0.2585508041227065,-0.5273758983404031,0.7018965194889208,-0.6466100028234795,157.2947140177543,-5.087650896122113,0.0022319341189657275
6,0.2585368752479553,-0.5277343392372131,-0.435760498046875,0.4483200907707214,-0.6252263784408569,-0.4070636928081512,0.7020553350448608,-0.6465798616409302,-0.280548632144928,0.4467953122083485,-0.6252625287639235,0.2585134055198088,-0.5273180169266554,0.7023704288932082,-0.6467329041885529,157.30423599367333,0.5713185551417155,0.00665417672897963
7,0.2584911286830902,-0.5277515053749084,-0.4441542625427246,0.4497731626033783,-0.625515341758728,-0.4057759046554565,0.7020889520645142,-0.6469002962112427,-0.2535425424575805,0.4480699327237643,-0.6254206292251293,0.2582481426796404,-0.5275578463220685,0.7031994669894107,-0.6467753775770344,157.38701707071596,4.966864622557523,0.013794602218970622
8,0.2584707736968994,-0.5281955003738403,-0.4422118961811065,0.4503452479839325,-0.6260594725608826,-0.4061892330646515,0.7047687768936157,-0.6468757390975952,-0.2699104845523834,0.4489565842673046,-0.6256363169535151,0.2577544945909461,-0.5279868019926653,0.7041321577512963,-0.6467437724093246,157.50203867241325,6.901296101837602,0.013662648706807327
9,0.2583992481231689,-0.52864009141922,-0.4412983059883117,0.4498810172080993,-0.6261655688285828,-0.4071508944034576,0.7055531740188599,-0.6468181610107422,-0.2718997895717621,0.4492738141832195,-0.6259259859735198,0.2571027624853526,-0.5285151010401021,0.7049064205551389,-0.6466550511562833,157.60347422161598,6.086132952164007,0.006905102912251983
10,0.255657821893692,-0.5293663144111633,-0.4468482434749603,0.448707640171051,-0.6260687708854675,-0.4196741580963135,0.7068033218383789,-0.646397054195404,-0.2909741699695587,0.449045570638884,-0.6263198319628284,0.2564295778862059,-0.5290835639039352,0.7053286003306473,-0.6465366813883361,157.65204610081307,2.9143127518250367,0.0018211245432308855
