Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Elbow (X)_smoothed,Right_Elbow (Y)_smoothed,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Elbow (X)_smoothed_smoothed,Right_Elbow (Y)_smoothed_smoothed,Right_Shoulder (X)_smoothed_smoothed,Right_Shoulder (Y)_smoothed_smoothed,Right_Pinky (X)_smoothed_smoothed,Right_Pinky (Y)_smoothed_smoothed,angles,velocity,roughness
221,0.2999620735645294,-0.5306206941604614,-0.4147477447986603,0.4650898277759552,-0.6293551325798035,-0.3527362644672394,0.6907006502151489,-0.6433194875717163,-0.1408102661371231,0.464684526251601,-0.6292827206628132,0.2998699909577155,-0.5306553025909403,0.6904788230662413,-0.6428626116506905,0.4659178002906703,-0.6294104270275441,0.2999293236554007,-0.5307830451664408,0.6871906673992579,-0.6433939876991479,153.32449880192158,-17.05867680109975,0.00029256388088556303
222,0.2999395728111267,-0.5305609107017517,-0.4163720905780792,0.4639354050159454,-0.62920081615448,-0.3574657738208771,0.7028754353523254,-0.6441486477851868,-0.1628955155611038,0.4640481527017832,-0.6292257965932834,0.2998191227975318,-0.5305959439837206,0.6985901903914536,-0.6434114334300568,0.4651699412551153,-0.6293365748538401,0.2998852433122532,-0.5307082046933528,0.6917504765961365,-0.6434009659915113,153.08535352340772,-14.348716710831582,0.0013780907602913375
223,0.2999202609062195,-0.530560314655304,-0.4173300266265869,0.463289201259613,-0.6291176080703735,-0.3636735677719116,0.7100174427032471,-0.6445990800857544,-0.1777923256158828,0.4635826831371464,-0.629178880623075,0.2998258887463663,-0.5305806885830503,0.7063102421374922,-0.6441023851744223,0.4645350380079276,-0.6292734971615344,0.2998615014858985,-0.5306571982492317,0.697574382812679,-0.6436815336646755,152.90010042045543,-11.115186177137277,0.0034179594325233144
224,0.2999809086322784,-0.5305682420730591,-0.4166442453861236,0.4633108675479889,-0.6291224360466003,-0.3666746616363525,0.7127889394760132,-0.6448252201080322,-0.2006251215934753,0.4633410116481437,-0.629150365334796,0.2998698080730818,-0.5306121856391149,0.7124552348155405,-0.6448131799939586,0.4640574274640139,-0.6292242444308391,0.2998648241207718,-0.5306391932051848,0.7035267236138237,-0.6441341921963886,152.77253789798658,-7.653751348130982,0.005685479664091568
225,0.2999021410942077,-0.5306322574615479,-0.4143477082252502,0.4633146226406097,-0.6291286945343018,-0.3667109906673431,0.7143901586532593,-0.6452709436416626,-0.1946444064378738,0.4633483105982735,-0.6291462657404228,0.2999291774845923,-0.5306841312025963,0.7162523323662714,-0.6454654224545798,0.4637737807177177,-0.6291930529546725,0.2998905654663,-0.5306571684041491,0.7086169671148027,-0.644666684299665,152.7033247326867,-4.152789917993118,0.007355999045396513
226,0.2998806238174438,-0.5307957530021667,-0.408136785030365,0.4635023176670074,-0.6291311383247375,-0.3632686734199524,0.7160797119140625,-0.6455718874931335,-0.1889144778251648,0.4635844523360914,-0.6291668658566154,0.2999813705207659,-0.5307821790397361,0.717203777522933,-0.6460017088580123,0.4636980493650671,-0.6291825781154496,0.2999268874880863,-0.5307071726583836,0.7120516912780546,-0.645200694123004,152.690740046754,-0.7550811559616477,0.008100044537020177
227,0.2998673021793365,-0.5309727787971497,-0.4094105958938598,0.46364226937294,-0.6292082667350769,-0.3632541298866272,0.7063650488853455,-0.6456822752952576,-0.1860889047384262,0.4639742044372982,-0.6292057545945527,0.2999992416744664,-0.5308872524621092,0.7148981065501022,-0.6463551940313442,0.4638085113939595,-0.6291918487070909,0.2999558291626383,-0.5307792045798737,0.7131902573868731,-0.64566249408634,152.73001885328745,2.356728392006744,0.007957506236928983
228,0.2998489737510681,-0.5309940576553345,-0.4081295728683471,0.4637935161590576,-0.629241406917572,-0.3604795932769775,0.7019189596176147,-0.6458178758621216,-0.1794376075267791,0.4643854441203387,-0.629250854072762,0.2999482243075596,-0.5309801778650148,0.7089163995168511,-0.6464322083231102,0.4640392844845111,-0.6292154508533594,0.2999527872206069,-0.5308595938939301,0.7114807142388638,-0.6459703797810481,152.81187036721835,4.911090835853997,0.0069766550565244865
229,0.2995621860027313,-0.5309858918190002,-0.4087451100349426,0.4638185799121856,-0.6292248964309692,-0.3604785501956939,0.6989390254020691,-0.6459259390830994,-0.1699989140033722,0.4646414643208585,-0.6292869635274214,0.2997886772297389,-0.5310457114644779,0.6989912062630823,-0.6461242005105665,0.46428015641905,-0.6292440559229844,0.2998871432242598,-0.5309340409221492,0.7064849110485508,-0.6460319080728557,152.92103761172058,6.5500346701338685,0.0051745964556799895
230,0.2996285557746887,-0.5311151146888733,-0.4050877690315246,0.4651909470558166,-0.6293248534202576,-0.3600759208202362,0.7083560228347778,-0.646260678768158,-0.1729325503110885,0.4645583271581844,-0.6292996068482739,0.2994863581145442,-0.531074861642671,0.6854958542294781,-0.6453556399229978,0.4643914247147037,-0.6292662762931004,0.2997268291803737,-0.530990369210358,0.6980892883209214,-0.645761400812913,153.03567078624567,6.877990471505768,0.0028420853515405413
231,0.2995032370090484,-0.5311270952224731,-0.4014050960540771,0.4654114544391632,-0.6294023990631104,-0.3577526211738586,0.7032421231269836,-0.6463085412979126,-0.1714761853218078,0.4640110355756219,-0.6292801043613349,0.2990307421644166,-0.5310660401029328,0.6700596491986796,-0.6441560934279386,0.464239269059071,-0.6292718075203945,0.2994483943739909,-0.5310206375673882,0.6868774326720245,-0.6451192778589236,153.12833870479628,5.560075113036191,0.0008973932434510445
232,0.2990811169147491,-0.5310855507850647,-0.4019443392753601,0.4652911722660064,-0.6294031143188477,-0.3555875420570373,0.6428037881851196,-0.6458510756492615,-0.1603414267301559,0.4630082189100604,-0.6292307845268258,0.2984548902272861,-0.5310255438863779,0.6557468515143696,-0.6427182110552017,0.4637468489994668,-0.6292553983229673,0.2990509927153091,-0.5310226000949844,0.6744252002089625,-0.6441588511374351,153.1699748224582,2.4981670597145467,0.0008416451918389759
233,0.2976897060871124,-0.5309041738510132,-0.43013796210289,0.4618601202964782,-0.6291669607162476,-0.3703524172306061,0.6252287030220032,-0.6392647624015808,-0.1642045676708221,0.461730035959762,-0.6291673860590106,0.2978442451317513,-0.5309665193681972,0.6462885214995929,-0.6413854274794759,0.4629401237835849,-0.6292201934173848,0.2985682936818862,-0.5310001678042698,0.6631705287252146,-0.6430494816742516,153.13823713042427,-1.904261522034858,0.0037708474167264076
234,0.2972899377346039,-0.530846893787384,-0.4387226104736328,0.4596078097820282,-0.629068911075592,-0.3714728951454162,0.6200872659683228,-0.6374150514602661,-0.1621273607015609,0.4604882848583151,-0.6291156020361901,0.2973235922727549,-0.5309056350938809,0.6445444911893484,-0.640538509340805,0.461959388213477,-0.629178356864907,0.2980704131182338,-0.5309623547201145,0.6557201137108681,-0.6420450927408728,153.02917911774043,-6.543480761030764,0.008505922071374997
235,0.2967151403427124,-0.5308416485786438,-0.4518897533416748,0.4570999443531036,-0.628932774066925,-0.3748259544372558,0.6240912675857544,-0.637545645236969,-0.1373189240694046,0.4596114469037328,-0.6291018408499605,0.2970235340116351,-0.5308585860658068,0.6510990812877719,-0.6404271003380263,0.4610202116895794,-0.6291477504589283,0.2976516614755944,-0.5309208472583917,0.6538717007416296,-0.6413978957797339,152.8646347368369,-9.872662854211285,0.011111506974024589
236,0.2966044545173645,-0.5308523178100586,-0.4484394192695617,0.4575684368610382,-0.6289383769035339,-0.3792892098426819,0.6801923513412476,-0.6415761113166809,-0.1590186953544616,0.4593110655695559,-0.6291423201054173,0.2970393277750199,-0.5308366656445155,0.6639229121657144,-0.6410544750225217,0.4603365532415701,-0.6291455783175238,0.2974067279953647,-0.5308871746128413,0.6578921853112635,-0.6412605274768487,152.68527141752733,-10.761799158574377,0.008654706727811075
237,0.2968041896820068,-0.5308645367622375,-0.4417640268802643,0.4604245722293854,-0.6292839646339417,-0.3781909644603729,0.7125616669654846,-0.6441441774368286,-0.1804267317056656,0.4596044508938706,-0.6292362740523143,0.297397478147839,-0.5308454907822582,0.6793570774080716,-0.6421934573911803,0.4600437123024904,-0.6291818566114399,0.2974030280563544,-0.530870501080608,0.6664781421499867,-0.6416336994425811,152.5312161082301,-9.243318557834073,0.003569371037265672
238,0.2979268431663513,-0.5308647751808167,-0.4400030672550201,0.461001992225647,-0.6294572949409485,-0.3779501318931579,0.7049134373664856,-0.6449123620986938,-0.1775600910186767,0.4603326039123896,-0.6293669206561148,0.298042535075277,-0.5308851454401148,0.6937938236351868,-0.6435119382179338,0.4601592689464502,-0.6292558822293097,0.2976588308639235,-0.5308763588244105,0.6774044147440667,-0.642384994952722,152.42563849017984,-6.334657083015713,0.0011150027678525948
239,0.2990378439426422,-0.5309076905250549,-0.4433866441249847,0.4622421264648437,-0.6296058893203735,-0.3787563741207123,0.7019166946411133,-0.6452656388282776,-0.1763387471437454,0.461249173118576,-0.6295089484932697,0.2988510573870074,-0.5309506008230199,0.7049875380107451,-0.6447165579853571,0.4605952306153005,-0.6293571087348937,0.298135721473157,-0.5309060556238542,0.6884376640507379,-0.6433176201657761,152.37148939511286,-3.2489457040185243,0.002636673900772966
240,0.3001265227794647,-0.5309655070304871,-0.445768803358078,0.4625181555747986,-0.6296461820602417,-0.3783410489559173,0.7008075714111328,-0.6455021500587463,-0.1546708792448043,0.4621203423875085,-0.629637439690813,0.2996696165257963,-0.5310323409606215,0.7123556193480198,-0.6456368584658855,0.4612052753241836,-0.6294692411172614,0.2987492794942126,-0.530956569758561,0.6980048461696505,-0.64424531548582,152.35814079894712,-0.8009157699444813,0.0047134899404823105
241,0.3010085225105285,-0.531240701675415,-0.4464767277240753,0.4627957940101623,-0.6296701431274414,-0.3833355903625488,0.7165732979774475,-0.645930290222168,-0.1703459322452545,0.4627894070508169,-0.629733765209147,0.3003621444630018,-0.5311181259229699,0.71648414319464,-0.6462333711148318,0.4618389280148368,-0.6295750507540157,0.2993944254817282,-0.5310211922243245,0.7053965649796462,-0.645040537737425,152.3702568861957,0.7269652349151556,0.004572487463050077
242,0.3010219037532806,-0.5312564373016357,-0.451119601726532,0.4631731808185577,-0.6298118233680725,-0.3873054981231689,0.7204709053039551,-0.6463176608085632,-0.1719678491353988,0.4631953875432406,-0.6297877735022329,0.300846794246366,-0.5311962148933314,0.7184567873428725,-0.6465584808208564,0.4623815118261983,-0.6296601398533025,0.2999753729875832,-0.5310912012919273,0.7106206539249368,-0.6456477149707979,152.3942423220535,1.439126151466894,0.002806670008231801
243,0.3008902072906494,-0.5312371850013733,-0.4518041610717773,0.4632007479667663,-0.6298140287399292,-0.3875554800033569,0.7165641784667969,-0.6464738845825195,-0.1717449426651001,0.4633592950609718,-0.6297983028996056,0.3011078772453208,-0.5312584772571126,0.7193796674718247,-0.646705908686761,0.4627726251201077,-0.6297154050718237,0.3004283746906782,-0.5311581116780015,0.7141242593436921,-0.6460709924571834,152.42117400463297,1.615900954769245,0.0011384348549985117
244,0.3009341955184936,-0.5312663316726685,-0.4546020328998565,0.4632085263729095,-0.6298159956932068,-0.3888737559318542,0.7145669460296631,-0.6465868353843689,-0.17209292948246,0.4633571136570929,-0.6297736608638171,0.3011820795678981,-0.5313012540847762,0.7201073424600279,-0.6467702850616076,0.4630064205349017,-0.6297387073886209,0.3007298566415661,-0.5312153686407115,0.7165174925902265,-0.6463507094989531,152.44702970335197,1.551341923139944,0.00028821269303423735
245,0.3009389638900757,-0.531305193901062,-0.4541379511356354,0.463259607553482,-0.629817545413971,-0.3949063718318939,0.7213007211685181,-0.6467778086662292,-0.2145572453737259,0.4632931020655905,-0.6297318070836365,0.3011315218794614,-0.5313238055021178,0.7210935553975197,-0.6468234884418195,0.4631210931471772,-0.6297359472666268,0.3008905227367242,-0.531258743385274,0.7183479177131438,-0.6465398210760994,152.47152590662031,1.4697721961005072,3.619020811610269e-05
246,0.3009870052337646,-0.5313054919242859,-0.4415487647056579,0.4633801877498626,-0.6297369599342346,-0.393012136220932,0.7237815856933594,-0.6469385027885437,-0.2136144787073135,0.4632794459682114,-0.6296987834361287,0.3010195228754791,-0.5313261815888579,0.7223803194966507,-0.6469065162520505,0.4631844342755908,-0.6297210817344272,0.3009421227922262,-0.5312857186667077,0.7199608784265464,-0.6466864991464794,152.49656821168892,1.5025383041165696,1.3511610600019057e-06
247,0.3009225130081177,-0.5313073396682739,-0.4318756461143493,0.4633877873420715,-0.629547655582428,-0.391786128282547,0.724443793296814,-0.647016704082489,-0.2167341858148574,0.4634222751983954,-0.6297041765243002,0.30089764035078,-0.5313081971050853,0.7237383783172329,-0.6470324238392393,0.4632795706447125,-0.6297143196503759,0.3009243298156477,-0.531294710042059,0.7214718783828208,-0.6468248690235827,152.52484949783346,1.6968771686720174,2.299493366993523e-06
248,0.3009447157382965,-0.5313013195991516,-0.4322125911712646,0.4638086557388305,-0.6297285556793213,-0.3912045955657959,0.728484570980072,-0.6472820043563843,-0.2173603773117065,0.4638107050432206,-0.629774160842433,0.3008031815218412,-0.5312698742877413,0.7248841374958629,-0.6471949418177907,0.4634920244041156,-0.6297382561271984,0.3008758704981251,-0.5312847757403322,0.7228367820280375,-0.6469728981412655,152.55883111011232,2.0388967367318855,1.5095888807590077e-05
249,0.3006464540958404,-0.5312271118164062,-0.4239687621593475,0.4638197124004364,-0.6298409700393677,-0.3837451338768005,0.7267122268676758,-0.6474111676216125,-0.2132118344306945,0.4645067651333504,-0.629924996292542,0.3007615806952841,-0.5312127488797541,0.7256632875257442,-0.6473783392548388,0.4638979206958095,-0.6298129521933356,0.3008301545769886,-0.5312559649961011,0.72396738422712,-0.6471350745866945,152.60015305462414,2.479316670709295,4.997827351178252e-05
250,0.3006427586078644,-0.5311382412910461,-0.4059090614318847,0.4661012589931488,-0.6302570700645447,-0.3659028112888336,0.7259390354156494,-0.6476122736930847,-0.2116863429546356,0.4655389983563789,-0.6301601643726197,0.3007889033518447,-0.5311410809286577,0.7261274178471959,-0.6475658074829637,0.4645543517600372,-0.6299518370650491,0.3008136540869309,-0.5312100113691236,0.7248313976751505,-0.647307367745202,152.64942288966031,2.9561901021702397,9.681264749800275e-05
251,0.30111825466156,-0.5311247706413269,-0.405413269996643,0.467629462480545,-0.6305693984031677,-0.3621929287910461,0.7251594066619873,-0.6478054523468018,-0.1994339078664779,0.466903347454653,-0.6304716537123288,0.3008938363046472,-0.5310622015882179,0.7264876918203726,-0.6477449217045793,0.4654939500378834,-0.6301597637239611,0.3008457269740173,-0.5311508874567611,0.7254939153332395,-0.6474823893289531,152.70634379305503,3.415254203682707,0.00013210779939059578
252,0.3012598752975464,-0.5310134291648865,-0.4048840403556824,0.4678217768669128,-0.6308144330978394,-0.3611377775669098,0.7246349453926086,-0.647865891456604,-0.194523811340332,0.4685661970549683,-0.6308427209062729,0.3010805357964738,-0.5309855728971846,0.7269891321827934,-0.6479096707423202,0.4667228488447172,-0.630432946596886,0.3009396505029998,-0.5310847616329303,0.7260920020730612,-0.6476533018943003,152.77007261234567,3.82372915743872,0.00014106154725906865
253,0.3013347685337066,-0.5308140516281128,-0.4007914364337921,0.4699836373329162,-0.6310520172119141,-0.360122948884964,0.7274892330169678,-0.6480556726455688,-0.1931624561548233,0.4704593647581934,-0.6312490664113226,0.3013507099880935,-0.5309202638405637,0.7277849896946919,-0.6480594628557096,0.4682174552101076,-0.6307593945226607,0.3011040742970373,-0.5310189625159835,0.7267691971217137,-0.6478157662788645,152.83952598360457,4.167202275534123,0.0001255549431099881
254,0.3013929724693298,-0.5307958722114563,-0.4086338877677917,0.4720471203327179,-0.6315356492996216,-0.3754727244377136,0.7293620109558105,-0.6481545567512512,-0.2113320976495742,0.4724699285485705,-0.6316586818945259,0.3017009554118708,-0.5308712125068631,0.7288771229999903,-0.6481964014190074,0.4699184445454928,-0.6311191094714068,0.3013428267429707,-0.5309598625123352,0.7276123674730245,-0.6479680203349222,152.9133933290924,4.432040729269602,9.6282473699077e-05
255,0.3019472658634186,-0.5308076739311218,-0.4242560863494873,0.4745577275753021,-0.6321898102760315,-0.3913429975509643,0.7303735017776489,-0.6482919454574585,-0.2221630662679672,0.4744428423485075,-0.6320342162726947,0.3021157331608217,-0.5308361715828195,0.7301368391493058,-0.6483225541630241,0.4717282036666987,-0.631485152191922,0.3016519893101111,-0.5309103861405289,0.7286221561435369,-0.6481098338661634,152.98991190035974,4.591114276040571,6.251140686871568e-05
256,0.3023706674575805,-0.5308066606521606,-0.4351449608802795,0.476775050163269,-0.6325251460075378,-0.4103791415691376,0.7321732044219971,-0.6484822630882263,-0.2591975629329681,0.4762080825768404,-0.6323405299864246,0.3025629940604026,-0.5308057532179227,0.7313726742496204,-0.6484385054719654,0.4735201552307554,-0.6318273033097231,0.3020163912102279,-0.5308685329714864,0.7297223633859701,-0.6482413025084844,153.0666576367732,4.604744184806577,3.0326132067660164e-05
257,0.3033637404441833,-0.5308195352554321,-0.4337892830371856,0.4780583679676056,-0.6326146721839905,-0.4052202403545379,0.7327800989151001,-0.6485446095466614,-0.2450310289859771,0.4776240010773195,-0.6325545869499658,0.3029997058593911,-0.5307672863765672,0.7323998904910312,-0.6485434281138263,0.4751616935693811,-0.6321182167658203,0.3024097170698934,-0.5308280343335187,0.7307933742279943,-0.6483621527506211,153.14056621726402,4.434514829450222,8.632832043309481e-06
258,0.3037724494934082,-0.5308172106742859,-0.4329445660114288,0.479251891374588,-0.6326971650123596,-0.4014919102191925,0.7331063747406006,-0.6485876441001892,-0.2389707565307617,0.4786158495014809,-0.6326715680156686,0.303387053500308,-0.5307108816788839,0.7330838632911707,-0.6486359683304281,0.476543355942221,-0.6323395572657596,0.3028006516420594,-0.5307811732716646,0.7317095698532647,-0.6484716789825438,153.20827369397122,4.062448602431914,1.3297606988058205e-05
259,0.3037877082824707,-0.5307725667953491,-0.4332998991012573,0.4790907800197601,-0.6326364874839783,-0.3991462290287018,0.7329205274581909,-0.6487678289413452,-0.2368268966674804,0.4791904382091049,-0.6327038320223549,0.3037060899001652,-0.5306347997632729,0.7333510136203109,-0.6487151996818288,0.4776021888489746,-0.6324852671683977,0.3031628269453019,-0.5307226238683077,0.7323661473600831,-0.6485690872622575,153.26673374221767,3.5076028947867144,5.986705253331164e-05
260,0.303787499666214,-0.5304526090621948,-0.4268063008785248,0.4790223240852356,-0.6326299905776978,-0.3752472996711731,0.732772946357727,-0.6488258838653564,-0.1727943867444992,0.4794201979213277,-0.632674326438208,0.3039625936139591,-0.5305471257352287,0.7331775398424447,-0.6487814712009531,0.4783293924779159,-0.6325608908763217,0.303482733612765,-0.5306524246150758,0.7326907043530276,-0.6486540408377354,153.31390617414547,2.8303459156683175,0.000146261603909918
261,0.3038310408592224,-0.5303561091423035,-0.4252820312976837,0.4789484739303589,-0.6325548887252808,-0.3751029968261719,0.7323816418647766,-0.6488314270973206,-0.1778138130903244,0.4794055743123319,-0.6326084132579048,0.3041781916827287,-0.5304624070180288,0.7325756616836862,-0.648836862947454,0.4787598652116822,-0.6325798998289549,0.3037609168407506,-0.5305764175762566,0.7326446872852909,-0.6487271696816225,153.34917452822435,2.1161012447328176,0.00024257356389341227
262,0.3043065667152405,-0.5303522348403931,-0.4165245294570923,0.4789673388004303,-0.63248211145401,-0.3715295791625976,0.7323014736175537,-0.6488401889801025,-0.1801433563232422,0.4792353729649095,-0.6325274002328094,0.3043760387133953,-0.5303952717373643,0.7315936494894221,-0.6488845027420967,0.4789500683129731,-0.6325588999904967,0.3040069655898085,-0.5305039592406994,0.7322242721669432,-0.648790102905812,153.3731865747081,1.4407227890239938,0.00030627675332635515
263,0.3048714995384216,-0.5303817391395569,-0.4163710176944732,0.4791658818721771,-0.6324792504310608,-0.3723665475845337,0.7318190932273865,-0.6488872766494751,-0.1819942742586136,0.4789629464870804,-0.6324452771798713,0.3045722923496469,-0.5303551763977411,0.7303290406868888,-0.6489267037785437,0.478955219582616,-0.6325134508662467,0.3042330962937439,-0.5304444461035158,0.7314661795749212,-0.6488447432549045,153.3870743691027,0.8332676636763381,0.00031554632459581197
264,0.304885596036911,-0.5303604602813721,-0.4222992360591888,0.4782518744468689,-0.6323667764663696,-0.3728363811969757,0.7273694276809692,-0.648914635181427,-0.1651055812835693,0.4786038287244855,-0.632368501307315,0.3047768048847479,-0.5303447792125688,0.7289354057257265,-0.6489632492711748,0.4788146632393639,-0.6324554710426741,0.3044505797301455,-0.5304045793471369,0.7304538700352431,-0.6488921456614125,153.39136489196656,0.2574313718321264,0.0002875920579498978
265,0.3048863112926483,-0.5303499698638916,-0.4260523021221161,0.4781682789325714,-0.6322587728500366,-0.3731800615787506,0.727372407913208,-0.649060845375061,-0.1712423264980316,0.4781495518413315,-0.6322976435968279,0.3049967980725092,-0.5303611411975371,0.7276042730224666,-0.6489913978143788,0.478548618680151,-0.6323923400643356,0.3046690670670909,-0.530387204087297,0.7293140312301322,-0.648931846522599,153.3851558306468,-0.3725436791859238,0.00026374108188092436
266,0.3050787150859833,-0.5303633809089661,-0.4431117177009582,0.47808837890625,-0.6322445273399353,-0.3848208487033844,0.7269151210784912,-0.6490581035614014,-0.1791606545448303,0.4775906078795617,-0.6322297525711088,0.3052364251071654,-0.5303977659968947,0.7265301641636809,-0.6490078935209745,0.4781654143599153,-0.6323273050670448,0.3048960102831207,-0.5303914288511361,0.7282004844035513,-0.6489622653219494,153.36615102564488,-1.1402883001147757,0.00028248813965715185
267,0.3054805696010589,-0.5304955244064331,-0.4688526690006256,0.4780000448226928,-0.6322097182273865,-0.4025821685791015,0.7263595461845398,-0.6490173935890198,-0.1955729871988296,0.4769414509461256,-0.6321610662579934,0.3054924678309528,-0.5304466131475187,0.7258822264427907,-0.6490115482456934,0.4776758289943994,-0.6322608095434241,0.3051345933022535,-0.5304135025696892,0.7272731812192468,-0.6489819784914472,153.33178795212189,-2.06178441137979,0.00036226652669135636
268,0.3055144548416137,-0.5305050611495972,-0.4650062620639801,0.4757845401763916,-0.6321436762809753,-0.4006858766078949,0.725770115852356,-0.6489931344985962,-0.155328944325447,0.4762544468668019,-0.6320898151613323,0.3057518301491912,-0.5305002164613667,0.7257874649457182,-0.649004463859646,0.4771072761433604,-0.6321924117905873,0.3053814880410285,-0.5304481881263603,0.7266788947098352,-0.6489909726387268,153.28100134750417,-3.047196277062767,0.0004819866226033602
269,0.3063974678516388,-0.5305910706520081,-0.4414153397083282,0.4749125838279724,-0.631958544254303,-0.3817231059074402,0.7256786227226257,-0.6489829421043396,-0.1627939045429229,0.4756094773200466,-0.6320181669869975,0.3059949851704628,-0.5305537253832195,0.7263107518219271,-0.6489912233199923,0.4765081566140349,-0.6321227138691513,0.3056268868928022,-0.5304904030291041,0.7265316375546719,-0.648991072911233,153.21559998348965,-3.924081840871167,0.0005646282226891531
270,0.3062988221645355,-0.5305977463722229,-0.4514656364917755,0.4746924042701721,-0.6319531202316284,-0.4022306799888611,0.7257037162780762,-0.6489431262016296,-0.2183333486318588,0.4750838023290534,-0.6319525116692714,0.3062043750047527,-0.5306061233037334,0.7274270845664962,-0.6489769230636129,0.4759384149000422,-0.6320546329891992,0.3058578821375824,-0.530536691138956,0.7268898163594016,-0.6489854129721848,153.14035559455047,-4.514663336350964,0.0005187270017327215
271,0.3063731789588928,-0.5307262539863586,-0.4509371519088745,0.4749900102615356,-0.6319669485092163,-0.4033723771572113,0.729581892490387,-0.6489440202713013,-0.2320859581232071,0.4747255129819669,-0.6319025338287484,0.3063720783204023,-0.5306600465648827,0.7290060294607783,-0.6489653425079319,0.475453254132812,-0.6319937933250187,0.3060635606107105,-0.5305860333093267,0.7277363015999524,-0.6489773847864835,153.06174011851343,-4.71692856222262,0.00033658737718632396
272,0.306555688381195,-0.5307372212409973,-0.4505285024642944,0.4749923646450043,-0.6319201588630676,-0.4019210636615753,0.7318081259727478,-0.6489705443382263,-0.2318642437458038,0.4745481371013199,-0.6318798639100418,0.3065007259111586,-0.5307199943921815,0.7308327288601465,-0.6489581405119758,0.4750912073202151,-0.6319482215590277,0.3062384267308899,-0.5306396177424686,0.7289748725040303,-0.6489696870766802,152.9860946052745,-4.538730794335493,0.00013004860629719898
273,0.306644856929779,-0.5307649970054626,-0.462781697511673,0.4751054644584656,-0.6319178342819214,-0.4158143103122711,0.7336001992225647,-0.6489735245704651,-0.249808132648468,0.4745403584456092,-0.6318958825958488,0.3065963150265141,-0.530788722787452,0.7326620290114524,-0.6489553338312104,0.4748708677703727,-0.6319272859737559,0.3063815820491397,-0.5306992597604618,0.7304497351069993,-0.6489639457784921,152.9181687065644,-4.0755539226069,3.15289692027249e-05
274,0.306237131357193,-0.5307651162147522,-0.4737707078456878,0.4741208553314209,-0.6319092512130737,-0.4235517680644989,0.7342590689659119,-0.6489749550819397,-0.2477613687515258,0.4746707092735857,-0.6319575467779422,0.3066559485741987,-0.5308619361990251,0.7342701303486553,-0.6489565766922973,0.4747908043716579,-0.6319393902954302,0.3064913286591634,-0.530764330335887,0.7319778932036617,-0.648960998144014,152.86045700823055,-3.4627019000299697,7.090401937935525e-05
275,0.3062372803688049,-0.5307669639587402,-0.4720869362354278,0.4741612076759338,-0.6319525837898254,-0.4217664301395416,0.734644889831543,-0.6489755511283875,-0.2452922463417053,0.4748754718493785,-0.6320612775975237,0.3066557135035433,-0.5309227059878258,0.7354705208989679,-0.6489623067489702,0.4748246713627463,-0.6319881452162674,0.3065570825969154,-0.5308276805966624,0.7333749442817841,-0.6489615215859962,152.8131528758301,-2.83824794402733,0.0001681404251056737
276,0.3064452111721039,-0.5308014750480652,-0.4718861579895019,0.4741673767566681,-0.6319940686225891,-0.4183071255683899,0.7348618507385254,-0.6489652395248413,-0.2417355626821518,0.4750398078419242,-0.6321870120257124,0.3065467936884197,-0.5309386554635565,0.7360960541126448,-0.6489740267745135,0.4749107259544177,-0.6320676919400452,0.306552967033517,-0.53087207054342,0.7344633882141282,-0.6489665236614028,152.77433550122305,-2.3290424764229556,0.0002227495547276471
277,0.3064441084861755,-0.5307778716087341,-0.4696364402770996,0.4745618999004364,-0.6321209669113159,-0.4166758060455322,0.7350360751152039,-0.6489769220352173,-0.2063015699386596,0.4749976850481131,-0.6322961300349789,0.306268088386723,-0.5308654630992634,0.7359815627887282,-0.6489936182154035,0.4749455095918962,-0.6321590671780184,0.3064390155747993,-0.5308694275657574,0.735070658043968,-0.6489773614830029,152.74024757938506,-2.045275310279635,0.00019071793529795998
278,0.3065789341926574,-0.5308577418327332,-0.4519557654857635,0.475247710943222,-0.6323177814483643,-0.4027293026447296,0.735531747341156,-0.6490129828453064,-0.205806091427803,0.4745714853123998,-0.6323372547890324,0.3057752672584835,-0.5306586924502673,0.7349861439795935,-0.649022159424779,0.4747958998800978,-0.6322303422224237,0.3061735162482728,-0.5307851335195614,0.735036852418218,-0.6489952806597132,152.70588374585662,-2.061830011705865,0.00010124704989568329
279,0.3059571087360382,-0.5307658314704895,-0.4475904405117035,0.4757381975650787,-0.6325842142105103,-0.391632080078125,0.7358032464981079,-0.6490328907966614,-0.1751029193401336,0.4736484261743049,-0.6322616766700656,0.3050726797327726,-0.530291893773409,0.7330676527329607,-0.649058955915571,0.4743369103977808,-0.6322428760014803,0.3057331816420726,-0.5305878376211004,0.734249172544115,-0.6490207507620563,152.6662110829511,-2.3803597743318505,2.873831700694865e-05
