Frame #,Nose (X),Nose (Y),Nose (Z),Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Shoulder (X)_smoothed_smoothed,Right_Shoulder (Y)_smoothed_smoothed,Nose (X)_smoothed_smoothed,Nose (Y)_smoothed_smoothed,Right_Pinky (X)_smoothed_smoothed,Right_Pinky (Y)_smoothed_smoothed,angles,velocity,roughness
11,0.2594340741634369,-0.4798181653022766,-0.8911898732185364,0.3265079855918884,-0.4584441781044006,-0.5574130415916443,0.3738143444061279,-0.4502376616001129,-0.2849605083465576,0.3194474577903747,-0.4454953074455261,0.0035112081095576,0.317566992277534,-0.4567775463753074,0.2530699471848981,-0.4840674538443873,0.3214462012939792,-0.4425472640160443,0.3199818848892893,-0.4576745244229021,0.2545056636781964,-0.4839986736114645,0.3220094832082644,-0.4419154139155451,107.6149189458148,464.7503460125901,5.284825591171612
12,0.252376526594162,-0.481626808643341,-0.7691503763198853,0.3201402723789215,-0.4563169181346893,-0.546381413936615,0.3769530951976776,-0.4438292384147644,-0.3578707575798034,0.3246510326862335,-0.4436179995536804,-0.1707028895616531,0.3155155672926638,-0.4568744489367734,0.2510476164701569,-0.4840453479765693,0.321605287541523,-0.4424484029830683,0.3181836228158898,-0.4573880207938665,0.2530973044093802,-0.4840148243350954,0.3219482608226393,-0.4420676716110109,114.99099280560289,442.5644315872856,4.349094082863785
13,0.2475955039262771,-0.4816927909851074,-0.7185946106910706,0.3157315552234649,-0.4567629694938659,-0.5311371088027954,0.3277796804904938,-0.4511690437793731,-0.403046190738678,0.3237265348434448,-0.4432521164417267,-0.3000400364398956,0.3120960942272214,-0.457535464408045,0.248339215096083,-0.4842820947829874,0.3216847004512196,-0.4417310090873556,0.315745107492636,-0.4574797452536326,0.2511809331883776,-0.4841218901986043,0.3219207659029645,-0.4418856040775968,122.60582018788772,456.8896429370898,1.952235908106693
14,0.2485601603984832,-0.4862149953842163,-0.6208750605583191,0.3160762190818786,-0.4567523598670959,-0.5217647552490234,0.3375340104103088,-0.4462960362434387,-0.3984368443489074,0.3224157094955444,-0.441360741853714,-0.2595161497592926,0.30762572957339,-0.4587190995062724,0.2452633400229892,-0.4847777959419239,0.3212860214817634,-0.4407421388344831,0.3124993449442385,-0.45799819387369,0.2488111658067333,-0.4843858264536212,0.3217096286881327,-0.4414021015040632,130.17721231533716,454.28352764696655,0.42040729664437393
15,0.2383099645376205,-0.4860503375530243,-0.3375223577022552,0.3030541837215423,-0.4585442245006561,-0.3322370946407318,0.3372755646705627,-0.4503480792045593,-0.2900614738464355,0.3184642493724823,-0.4399405121803283,-0.2195603549480438,0.3031880809071254,-0.4601993147812717,0.2423251696794769,-0.4853747796135541,0.32018866536817,-0.4400234537446775,0.3087792210651044,-0.4588891935368325,0.2462205095940206,-0.4847832909861234,0.3211122545196391,-0.4408438040382355,136.84070558062393,399.8095959172065,0.18449608986141391
16,0.2390379160642624,-0.4881675839424133,-0.1716855615377426,0.2934467792510986,-0.4585194587707519,-0.2044878005981445,0.3359034657478332,-0.449818342924118,-0.2413399517536163,0.3183426558971405,-0.4383482635021209,-0.2664847373962402,0.3002703211965487,-0.4615562100183407,0.2400511790698591,-0.4858631294824869,0.3183927110562445,-0.4401304297878021,0.3053800465409214,-0.4599568166300746,0.2437589408606649,-0.4852167230379045,0.3200149050603128,-0.4405641307963436,141.83650202852968,299.7477868743448,1.2137038256614383
17,0.240287646651268,-0.4857225716114044,0.295711874961853,0.295304536819458,-0.464993417263031,0.1233709156513214,0.3376278877258301,-0.453147292137146,-0.0471090823411941,0.3179300129413605,-0.4388157725334167,-0.1671996861696243,0.3001503358318311,-0.4622760582949259,0.2388188193044935,-0.4860924099726966,0.3161086036295361,-0.4414155401080368,0.3032912506155196,-0.4608797831935563,0.2417885544106007,-0.4855678419330884,0.3184344726082669,-0.4409155124325027,144.7227549192989,173.17517344615283,4.051654881854967
18,0.234510600566864,-0.485693871974945,0.3973326086997986,0.2916563153266907,-0.4681941270828247,0.205007791519165,0.3369170427322387,-0.4537663459777832,0.0684697777032852,0.3167996704578399,-0.4388883411884308,0.0514106601476669,0.3032750796842167,-0.4619581897949643,0.2387386758703565,-0.4860255804393235,0.3137339161917996,-0.4438459993799675,0.3032862487803024,-0.4613047887162292,0.2405723184869147,-0.4857511763048284,0.3165370615713622,-0.4420981310701062,145.19297589396467,28.213258479946717,8.300436582352392
19,0.234510600566864,-0.485693871974945,0.3973326086997986,0.2916563153266907,-0.4681941270828247,0.205007791519165,0.3369170427322387,-0.4537663459777832,0.0684697777032852,0.3167996704578399,-0.4388883411884308,0.0514106601476669,0.3089258190709026,-0.4605363493347188,0.2396188769508505,-0.485728564305467,0.3117916623988876,-0.4469491278635034,0.3055422242758951,-0.4609920464123274,0.2401924973648689,-0.4857419697548811,0.3146271868289007,-0.4440456581761079,142.6913717398024,-150.09624924973593,13.21221857096364
20,0.250548243522644,-0.4851275086402893,-0.5209736227989197,0.3410468399524688,-0.4503054022789001,-0.4566584825515747,0.353117972612381,-0.4324669539928436,-0.3574082255363464,0.2946609258651733,-0.4679153561592102,-0.2068172544240951,0.315405675070857,-0.4583490386760272,0.241036786356428,-0.485327722525229,0.3107669574223787,-0.4499735112002887,0.3094869879792537,-0.4599316025027887,0.2405301300854792,-0.4855759382170685,0.3130778275962702,-0.4464200233637833,135.72784649544028,-417.8115146617278,22.00264044192309
