Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow X,Elbow Y,Elbow X_smoothed,Elbow Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Shoulder Pink X_smoothed,Shoulder Pink Y_smoothed,angles,velocity,roughness
1.0,290.1300964,1016.06665,734.7581177,1221.064941,465.1608582,1186.207275,465.1570808467048,1186.2213451319108,734.7573177806191,1221.0662854738346,290.1316233321196,1016.070007648728,143.17346407882258,,
2.0,289.6091003,1015.972717,734.7581177,1221.064941,465.0960083,1184.985474,465.1180823629523,1185.3998356445422,734.7607317086334,1221.050125245038,289.4015740314463,1016.18130172133,143.34839656588966,10.495949224024912,
3.0,288.6436768,1016.198669,734.7207642,1221.090698,465.0607605,1184.427124,465.0782732110243,1184.710554288491,734.7706583703821,1221.0311891953388,288.7116207324369,1016.3597813348462,143.60992045073547,15.691433090748887,0.003749035084637377
4.0,288.0688171,1016.871765,734.7648926,1221.007446,465.0607605,1184.427124,465.0361678862728,1184.254906956337,734.7913307194906,1221.0093994624158,288.09905403095695,1016.6530089195032,143.89030635252868,16.823154107592586,0.0031623780883332166
5.0,287.5450745,1017.109314,734.8421631,1221.051636,464.9014893,1184.2052,464.9877189079289,1184.105247927048,734.8223568913919,1220.990120333833,287.59818459103826,1017.0937913403916,144.13809580170428,14.867366950535938,0.0021277974086760533
6.0,287.2465515,1017.444031,734.8218994,1220.899536,464.9364319,1184.43811,464.92576617949754,1184.3083685749973,734.8583352665539,1220.9845352119423,287.2374935727253,1017.700796748247,144.31519276842758,10.625818003397852,0.0024166094781553266
7.0,287.2420349,1018.578247,734.8421631,1221.051636,464.9364319,1184.43811,464.8407021188602,1184.8907301972597,734.8899537573669,1221.0083796367169,287.0378637169716,1018.4797664784498,144.39444780372142,4.7553021176304355,0.006802666300033432
8.0,286.838623,1019.366516,734.9725952,1221.188721,464.6958008,1186.351563,464.7220484006973,1185.861122048449,734.9063475020763,1221.0798903368852,287.01143148575625,1019.4257898884424,144.3579479278914,-2.1899925498019,0.016770945227179493
9.0,287.1510315,1020.923828,734.946167,1221.292969,464.3778992,1187.395386,464.5598604183262,1187.211929981796,734.8985295482805,1221.216991389265,287.1590827236298,1020.5282077278214,144.1961267341965,-9.70927162169346,0.02696435646513126
10.0,287.3418884,1021.62146,734.946167,1221.292969,464.358551,1188.641479,464.34600364993094,1188.918232662979,734.8628769834563,1221.432237240541,287.4666478577488,1021.7757975666666,143.9076151904427,-17.310692625227944,0.034444421088041376
11.0,287.9153748,1023.069031,734.7816162,1221.426758,464.0396729,1190.960327,464.0775518669252,1190.9309925627897,734.8027314783737,1221.724951902786,287.9025666244599,1023.1576215952732,143.4999971256749,-24.457083886068176,0.03757057767388296
12.0,288.368042,1024.884766,734.5420532,1221.809937,464.358551,1192.641479,463.7635882779816,1193.165610470923,734.7269863559825,1222.0743283471816,288.41951239863755,1024.6583001966922,142.99153024281935,-30.50801297133262,0.03545319292301192
13.0,289.1691284,1026.055542,734.7193604,1222.764282,463.3794556,1195.186523,463.4315250658816,1195.494369890683,734.6470545149322,1222.440393763205,288.959965646669,1026.2504315710028,142.413009929131,-34.711218821301486,0.028061264209895014
14.0,289.4418945,1028.022949,734.6740723,1223.022217,463.0443115,1197.5,463.1253702588376,1197.7529255322104,734.5750860501537,1222.7758760043075,289.46340522924197,1027.8863149378676,141.80771704588113,-36.317572994991565,0.017023757145087092
15.0,289.4418945,1028.022949,734.6740723,1223.022217,462.6082458,1200.108276,462.89261306645574,1199.7671645356138,734.524115091698,1223.0430177115102,289.87234181400515,1029.490734243101,141.22686723621842,-34.85098857976254,0.006465217029641572
