Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,angles,velocity,roughness
1,0.198828250169754,-0.4996255040168762,-0.4999736547470093,0.1769301891326904,-0.6677729487419128,-0.5563503503799438,0.1973935067653656,-0.859842836856842,-0.5081456899642944,0.2988938093185425,-0.7442995309829712,-0.2368520945310592,-22.471541732957107,0.1988285861466504,-0.4996259367988131,0.1973913239194083,-0.8598443628963387,0.2988941903808021,-0.7442978112247134,-22.47212733015111,,
2,0.1910341829061508,-0.5022295713424683,-0.4737009406089782,0.1769154667854309,-0.671256422996521,-0.4934534728527069,0.1958060711622238,-0.8631438612937927,-0.4596233963966369,0.286737710237503,-0.751502275466919,-0.2219012975692749,-20.24584420712289,0.1948803064096395,-0.5008578887286348,0.1960422350578129,-0.8616489722204236,0.2920889670363597,-0.7488017297210754,-21.972715699293907,29.96469785143219,
3,0.1882083266973495,-0.5028731226921082,-0.4483015537261963,0.1765848249197006,-0.6718911528587341,-0.4713268578052521,0.195661649107933,-0.8644570708274841,-0.447185754776001,0.2814895510673523,-0.7559893131256104,-0.2160637080669403,-19.049548676051415,0.1914164485158353,-0.5019262373178588,0.1947103805020082,-0.8631990402784069,0.2861934244294054,-0.7526822476784417,-21.256609202875165,42.96638978512455,0.02347833238036679
4,0.1884846240282058,-0.5029208064079285,-0.4449272453784942,0.17624431848526,-0.6717828512191772,-0.4687338471412658,0.1938567459583282,-0.8647406101226807,-0.4456782639026642,0.2813063263893127,-0.7565981149673462,-0.2137311697006225,-19.247170009412272,0.1887343334156005,-0.5027321575202611,0.1934311027113436,-0.8643293456043767,0.2818111043932098,-0.7555221106040877,-20.541741026139857,42.89209060411849,0.015563286893015992
5,0.1878369450569152,-0.5028977990150452,-0.4521602988243103,0.1755583584308624,-0.6717461943626404,-0.47673299908638,0.1915914714336395,-0.864873468875885,-0.4539109766483307,0.2798415720462799,-0.7565762400627136,-0.2130737900733947,-19.340532664016298,0.1868746086999898,-0.503266519445152,0.1922606961468432,-0.8650057475700053,0.2791026691069823,-0.7572106397138074,-19.967883734600203,34.43143749237919,0.011586731982078146
6,0.1875026226043701,-0.5032997131347656,-0.4544897675514221,0.1751643419265747,-0.671639084815979,-0.4800750315189361,0.1906573623418808,-0.8647944927215576,-0.4561318159103393,0.2791902124881744,-0.7570220828056335,-0.2124551832675933,-19.36831925394965,0.185685757811493,-0.5035898900521727,0.1912589992710374,-0.8653069086643034,0.2778497309515779,-0.7579081860559195,-19.59576751102202,22.32697341469091,0.021587628610172646
7,0.1852170377969741,-0.5035896897315979,-0.4559609889984131,0.175030916929245,-0.6720395684242249,-0.4738100171089172,0.1904159635305404,-0.8649972081184387,-0.4378175139427185,0.2784908711910248,-0.7571889162063599,-0.2121741622686386,-19.369374252908855,0.1849481347961687,-0.5037904919127987,0.1904629592144721,-0.8653699727524221,0.277627844928604,-0.757926145059016,-19.422418134332975,10.40096260134277,0.05521854291366333
8,0.184518501162529,-0.5036570429801941,-0.4539984464645386,0.1750016212463379,-0.6719709038734436,-0.4688410460948944,0.1901487112045288,-0.8650431036949158,-0.4356672465801239,0.278814285993576,-0.7568920850753784,-0.2117863893508911,-19.53098663599029,0.1844729144698354,-0.5039460899388747,0.1898726207514277,-0.8653334743038827,0.2779797931710087,-0.7575980588137096,-19.40545081052064,1.0180394287400674,0.08094990069277352
9,0.1842321455478668,-0.5039898157119751,-0.4648318886756897,0.1749986112117767,-0.6719157099723816,-0.473427951335907,0.1896537244319915,-0.8651203513145447,-0.4419770538806915,0.2789237797260284,-0.7567999362945557,-0.2123263329267501,-19.673651008884576,0.1841416634736212,-0.5041024863393924,0.1894576108930233,-0.8652990971420621,0.2785317949079125,-0.7571897357445684,-19.487291178540893,-4.910422081215131,0.07061138024913552
10,0.1835843622684478,-0.5044404864311218,-0.4871648252010345,0.1751301288604736,-0.6719204187393188,-0.4853508174419403,0.1889891922473907,-0.8653600811958313,-0.4449202418327331,0.2791142761707306,-0.7568159103393555,-0.2127086371183395,-19.874859670581472,0.1838999428422586,-0.5042699405064136,0.1891735316348384,-0.8653180373685324,0.2790435444838905,-0.7568608378346271,-19.61361554891455,-7.5794622224193375,0.041590720809027606
