Frame #,Right_Knee (X),Right_Knee (Y),Right_Knee (Z),Left_Knee (X),Left_Knee (Y),Left_Knee (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Left_Hip (X),Left_Hip (Y),Left_Hip (Z),Nose (X),Nose (Y),Nose (Z),Left_Hip (X)_smoothed,Left_Hip (Y)_smoothed,Left_Knee (X)_smoothed,Left_Knee (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,angles,velocity,roughness
1,0.5615519285202026,-0.9230233430862428,0.1446987986564636,0.4164502620697021,-0.9191814064979552,-0.0006208876729942,0.5541369915008545,-0.760736346244812,0.0201398823410272,0.4257609248161316,-0.7635753154754639,-0.0203934404999017,0.4958453774452209,-0.5050033926963806,0.3426712155342102,0.425754809210803,-0.76357637269384,0.416449450204845,-0.9191787851744924,0.4958379768577223,-0.5050055701132685,191.74279275458753,,
2,0.5615610480308533,-0.9262080788612366,0.1310145407915115,0.4164909124374389,-0.9194913506507874,0.0075070229358971,0.554279088973999,-0.7607935070991516,0.0175374094396829,0.425580620765686,-0.7635847330093384,-0.0177237689495086,0.4959088265895843,-0.505923867225647,0.2627980709075928,0.4255908204824661,-0.7635845868163003,0.4164325613684157,-0.919323832175174,0.4958154974504866,-0.505599428786914,191.79040346526352,2.856642640559812,
3,0.561531662940979,-0.9275375008583068,0.1295194178819656,0.4164237380027771,-0.9196447134017944,0.0082447482272982,0.5545538663864136,-0.7608538269996643,0.0174533892422914,0.4254354536533355,-0.7635899782180786,-0.0176169034093618,0.4958610832691192,-0.5060948133468628,0.2832584977149963,0.425422642688636,-0.7635565021341324,0.4164024277246605,-0.9194164383333384,0.4957932103216866,-0.5061491208409856,191.86536243059777,4.4975379200548105,0.0003739635164262456
4,0.5615254044532776,-0.9281500577926636,0.1239231824874877,0.4164111614227295,-0.9194855093955994,0.0128102237358689,0.5547165274620056,-0.7607869505882263,0.015726625919342,0.4252597689628601,-0.7634528279304504,-0.0158826000988483,0.4957562983036041,-0.5065740942955017,0.2711193561553955,0.4252531933972511,-0.7634629869281114,0.4163489008875779,-0.9194223390760582,0.4957758900177673,-0.5066181456689027,191.95355038782836,5.291277433835262,0.00042824103289966617
5,0.5614134073257446,-0.9287313222885132,0.1246255412697792,0.4162609279155731,-0.919469118118286,0.0163311529904603,0.5547200441360474,-0.7607918977737427,0.0157769564539194,0.4250773787498474,-0.7634283304214478,-0.0159361381083726,0.4957184493541717,-0.5069813132286072,0.2499068975448608,0.4250807487339944,-0.7632863952745381,0.4162670534682654,-0.919333947135133,0.4957676688004782,-0.5069851326595249,192.04652092714363,5.578232358916466,0.0004145208450211183
6,0.5613872408866882,-0.9286311268806458,0.1231054067611694,0.4160297214984894,-0.919282078742981,0.0154513958841562,0.5547022223472595,-0.7607104778289795,0.0154028823599219,0.4247778952121734,-0.763238787651062,-0.0155640123412013,0.4956909716129303,-0.5074333548545837,0.2617824673652649,0.4248941956198146,-0.7630240055627951,0.4161565510395896,-0.9191693284044886,0.4957667997053832,-0.5072464168273052,192.141717291467,5.7117818594014125,0.00038511344790444706
7,0.5608787536621094,-0.927521288394928,0.1242081001400947,0.416016012430191,-0.9186937212944032,0.0070406734012067,0.5546973943710327,-0.7603185772895813,0.0154893891885876,0.4246343076229095,-0.762475848197937,-0.0156478248536586,0.4956755042076111,-0.5074731111526489,0.2658422589302063,0.4246688892199,-0.7626873347528587,0.4160197778178703,-0.9189616097384729,0.4957605191939418,-0.5074170032719797,192.24280432817253,6.065222202332166,9.677802079688895e-05
8,0.5599705576896667,-0.9267515540122986,0.1234423145651817,0.4160001277923584,-0.9184017181396484,0.0079663163051009,0.5545502305030823,-0.7602092027664185,0.0132541712373495,0.424292653799057,-0.7621201276779175,-0.0134180858731269,0.495636373758316,-0.5075275897979736,0.2708650529384613,0.4243647769247952,-0.7622959642759661,0.4158608897847249,-0.9187425843324946,0.4957228652589073,-0.5075287064019146,192.35998716385197,7.0309701407666125,0.00012566634497167107
9,0.5590885281562805,-0.9268714785575868,0.1215648353099823,0.4156183302402496,-0.9183951020240784,0.008404741063714,0.5539881587028503,-0.7601999044418335,0.0126245012506842,0.4237406253814697,-0.7617797255516052,-0.0127895968034863,0.4955927431583404,-0.5075302720069885,0.272170752286911,0.4239285980119471,-0.7618689176515683,0.4156866598637354,-0.9185278543197968,0.495617347320861,-0.5076234593987194,192.51002771824972,9.002433263864873,0.0005587597595368147
10,0.5577124953269958,-0.926932156085968,0.1210203096270561,0.4155187904834747,-0.9183768630027772,0.0079005751758813,0.5531742572784424,-0.7600265145301819,0.0126711633056402,0.4232338964939117,-0.761455237865448,-0.0128334807232022,0.4954263269901275,-0.507681131362915,0.2773367762565613,0.4233016456983182,-0.7614199257621292,0.4155076319655735,-0.9183121364182176,0.4954050009399942,-0.5077428328079934,192.71518308984872,12.30932229594032,0.0020479576603467725
11,0.5557824373245239,-0.9269174337387084,0.1179982498288154,0.4154378175735473,-0.9183672666549684,0.0060003902763128,0.552480936050415,-0.759806215763092,0.0130955977365374,0.4227520525455475,-0.7612393498420715,-0.0132667664438486,0.4951732456684112,-0.5078608393669128,0.3132030069828033,0.4224340838270576,-0.7609598756501381,0.4153379771335567,-0.9180779081724164,0.4950567183520493,-0.5079174207613748,193.0000716792377,17.093315363338206,0.005589589447671231
12,0.5539422631263733,-0.9267339110374452,0.115590251982212,0.4151897132396698,-0.9180957078933716,0.0089559201151132,0.5518240332603455,-0.7595441937446594,0.0125800129026174,0.4215891659259796,-0.7607918977737427,-0.0127433994784951,0.4948177337646484,-0.5080745816230774,0.3315760195255279,0.4213039564907153,-0.7605027656505482,0.415193778934469,-0.9178114334671754,0.4945668797765601,-0.5081594121640322,193.38614385835584,23.164330747088684,0.011775222758723967
13,0.5520428419113159,-0.9259373545646667,0.1157108023762703,0.4150167107582092,-0.917541801929474,0.0060727153904736,0.5513579249382019,-0.7584832310676575,0.0126958442851901,0.4203023016452789,-0.7596170902252197,-0.0128583936020731,0.4944024682044983,-0.5083833336830139,0.3520568907260895,0.4199336000342539,-0.7600674499118396,0.4150896359983529,-0.9175151841191298,0.4939632832455196,-0.5084598882179044,193.8849326042398,29.927324753037396,0.01962815602538662
14,0.5505834221839905,-0.9258416891098022,0.1179218366742134,0.4149884581565857,-0.9169469475746156,0.0066242571920156,0.5502225756645203,-0.7584452033042908,0.0133254779502749,0.4184690713882446,-0.7593799233436584,-0.0134561462327837,0.4931609034538269,-0.5087358355522156,0.3521961271762848,0.4183934538821416,-0.7596714386192895,0.4150336764108769,-0.9172087504073516,0.4933068747036372,-0.5087913027748001,194.4925591845691,36.45759481975858,0.026054008375719494
15,0.5498100519180298,-0.9262681603431702,0.1179543659090995,0.4149809181690216,-0.9167458415031432,0.0085199661552906,0.5489778518676758,-0.7586713433265686,0.0133082149550318,0.416487842798233,-0.7593936920166016,-0.0134276645258069,0.4923933744430542,-0.5091795921325684,0.3556134104728699,0.4167875578838374,-0.7593227403493611,0.4150225625962556,-0.9169192362215104,0.4926770089530596,-0.5091151699752713,195.18801921144805,41.72760161273686,0.027223615531358963
16,0.5488844513893127,-0.9268230199813844,0.1178871542215347,0.4149718284606933,-0.9166114926338196,0.0122226364910602,0.547485888004303,-0.758677065372467,0.0130198905244469,0.4149197340011596,-0.7592352032661438,-0.0131397508084774,0.491786926984787,-0.5095604062080383,0.3574009537696838,0.4152243134275392,-0.7590195757228708,0.4150387369855273,-0.916669804917098,0.4921461011752317,-0.5093938510189566,195.9364743512868,44.907308390324374,0.021602404121572775
17,0.5482035875320435,-0.9278593063354492,0.112565241754055,0.4149973690509796,-0.9165900349617004,0.0157853476703166,0.5460831522941589,-0.758661687374115,0.0117905447259545,0.4134156405925751,-0.7589871287345886,-0.0119235981255769,0.4916534423828125,-0.5098128914833069,0.3946773707866668,0.4137844439594254,-0.7587594876871705,0.4150512009395953,-0.9164749056791802,0.4917557161555758,-0.5096031031553998,196.69677709909053,45.618164868224085,0.01196294921677292
18,0.5477483868598938,-0.9281190037727356,0.1067958921194076,0.4149932265281677,-0.9165621995925904,0.0142766563221812,0.5448695421218872,-0.7584750056266785,0.0112860416993498,0.412444144487381,-0.7586293816566467,-0.011432746425271,0.4915898144245147,-0.5098143815994263,0.3957464098930359,0.4124997806322684,-0.7585492593970089,0.4150201841764804,-0.9163436381210438,0.4915054752691528,-0.5097402238036395,197.4306984675867,44.03528210977015,0.0038173845945363616
19,0.547157347202301,-0.928057849407196,0.1077400743961334,0.4150030314922333,-0.9163051843643188,0.011131783016026,0.5438246130943298,-0.7581189274787903,0.0112791080027818,0.4113587141036987,-0.7583457827568054,-0.0114301964640617,0.4913633465766907,-0.509794294834137,0.3829606473445892,0.4113504305372948,-0.758406581343898,0.414905554632914,-0.9162857686851004,0.4913571384540145,-0.5098234276051049,198.11073336654516,40.80209393750806,0.0011902925921304694
20,0.5467692613601685,-0.9280009865760804,0.1098827719688415,0.4148484766483307,-0.9163067936897278,0.0111655816435813,0.5428516268730164,-0.757989764213562,0.0112755373120307,0.4102795720100403,-0.7581902146339417,-0.0114301713183522,0.49122354388237,-0.5096733570098877,0.3784627318382263,0.4102789498201351,-0.758351602519348,0.4146776098995496,-0.9163136124134134,0.4912481032139492,-0.5098820995590272,198.72419286762369,36.8075700647114,0.0036902844357699104
21,0.5464765429496765,-0.92782062292099,0.1102814152836799,0.4145066142082214,-0.9163228869438172,0.0193448942154645,0.5420141220092773,-0.7579900026321411,0.0105150043964385,0.409435898065567,-0.7581912875175476,-0.0106828939169645,0.4911773204803467,-0.5096672773361206,0.3766857087612152,0.4092144273442709,-0.7583934226596821,0.414326836236956,-0.9164371948316358,0.4911075752506517,-0.509942660452541,199.27282233406385,32.91776798640967,0.0075578964321182445
