Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Shoulder Green X_smoothed,Shoulder Green Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Head Pink X_smoothed,Head Pink Y_smoothed,angles,velocity,roughness
1.0,972.3685303,916.3685303,718.8399048,1014.877747,264.8265991,1000.475342,495.5409851,1013.814209,495.5413523846401,1013.8142096016944,972.36818389795,916.3679207692728,264.82815750921435,1000.4753563649316,165.14092873098355,,
2.0,972.2415771,915.4219971,719.2903442,1014.627625,264.3103027,1001.05835,495.5873108,1014.256592,495.5398801075717,1013.841529534778,972.1199126440686,915.8133476770008,264.5408711099794,1001.2185668867248,165.18418389804137,2.595310023469324,
3.0,971.8112793,914.9725952,719.2903442,1014.627625,264.5,1002.5,495.5409851,1013.814209,495.5366837828131,1013.855537287091,971.8932125243985,915.3554718089174,264.24886933643523,1001.8978824289308,165.2535373788985,4.161208851427887,0.00034056099158361123
4.0,971.8112793,914.9725952,719.3638916,1014.5,263.843689,1002.625183,495.5409851,1013.814209,495.53090254677954,1013.8517689426913,971.7079660708514,915.061574182378,263.9496896782083,1002.469536025533,165.3383466281609,5.088554955744371,0.00044112408467167434
5.0,971.5,914.7217407,719.3638916,1014.5,263.7997131,1003.074768,495.5,1013.842285,495.5229151801802,1013.836265502292,971.5799888596874,914.9554238987575,263.64664966352325,1002.9226559847988,165.4315407397035,5.591646692556083,0.00048161035593522725
6.0,971.3434448,915.3092651,719.2496948,1014.579285,263.2969055,1003.067505,495.5,1013.842285,495.51369965616544,1013.8224864319852,971.5172471459222,915.0207912049244,263.35082518083385,1003.276442503816,165.52813339237915,5.795559160538346,0.00047582914012218435
7.0,971.5,915.5,719.1036377,1014.835205,263.0802307,1003.089905,495.5,1013.842285,495.5040510039004,1013.826641787587,971.5168896825024,915.218331054678,263.0803998257036,1003.5635326990958,165.62411380761137,5.758824913933154,0.0001305930214702332
8.0,971.6565552,915.6907349,718.8060913,1015.270935,262.9439697,1003.72699,495.5,1013.842285,495.4943380484726,1013.86291338689,971.5658539057988,915.5054018884904,262.8576326576891,1003.8101056742069,165.71544479217008,5.479859073522562,2.2447224787321712e-05
9.0,971.7652588,915.7652588,719.1991577,1015.714111,262.67099,1004.077576,495.5,1013.842285,495.4849245505797,1013.9384002418368,971.6458583750529,915.8481164172456,262.7042787705305,1004.0252973175208,165.79777381309424,4.939741255449803,3.3067965230486596e-05
10.0,971.7652588,915.7652588,719.2298584,1015.752686,262.5,1004.5,495.5,1013.842285,495.4768437844985,1014.0486335786952,971.7398296926305,916.2212770856124,262.63588067335485,1004.2049426417116,165.86735277583284,4.174737764316205,0.00012915074365027569
11.0,971.7129517,916.7034302,719.2039795,1015.797363,262.5,1004.5,495.4717102,1014.276733,495.4721059535389,1014.1761893178226,971.8356716246,916.6017791913912,262.65596180564205,1004.343740119081,165.92273368531363,3.322854568847333,0.0002745138722117239
12.0,971.9559326,917.0440674,719.2039795,1015.797363,262.7619019,1004.360962,495.4717102,1014.276733,495.47319144102255,1014.2947462635792,971.926329924778,916.9656035365484,262.7530332053913,1004.4450303262158,165.9660374368302,2.598225090993651,0.00038013871731681367
13.0,972.0680542,917.5,719.1771851,1015.887146,262.8899231,1004.434082,495.4289856,1014.571045,495.4817773859833,1014.3779494270008,972.008417662242,917.2927713807944,262.90348221385614,1004.521790968788,166.0027531971389,2.2029456185225627,0.00035009572858477446
14.0,971.9810181,917.6097412,719.3208618,1016.127319,263.3652039,1004.552185,495.4289856,1014.571045,495.4974311614734,1014.4090161494084,972.0815047641912,917.575434561784,263.08026716061704,1004.590623756072,166.03998626243484,2.233983917756177,0.00019611654234274128
15.0,972.3046265,917.8046265,719.6281738,1016.379822,263.4180908,1004.564636,495.5873108,1014.256592,495.5174973359498,1014.3861618319164,972.1480294843028,917.8217622898634,263.2631999721902,1004.6647543174612,166.08406928173972,2.644981158292694,5.667801031072497e-05
16.0,972.1947632,918.0574951,719.6281738,1016.379822,263.4099426,1004.826965,495.5873108,1014.256592,495.53888690663695,1014.3214636257256,972.2128096652388,918.0528952104372,263.44457036875053,1004.75042486929,166.13875208578298,3.280968242596032,5.2573720646815815e-05
17.0,972.2040405,918.2674561,719.5,1016.721741,263.4099426,1004.826965,495.5873108,1014.256592,495.56081473205984,1014.2352315121152,972.2812559272102,918.295063392515,263.62618981491283,1004.8473999800802,166.20459055891632,3.950308388000394,0.00015526399714202395
18.0,972.2040405,918.2674561,719.5,1016.721741,263.6989746,1005.073425,495.5873108,1014.256592,495.5864337551427,1014.150095590687,972.3562600942232,918.5704169025538,263.8101151518005,1004.9518753729284,166.27929590112828,4.482320532717381,0.00023506051849594075
19.0,972.6221313,918.9567871,719.5,1016.721741,263.9629517,1005.0,495.6381836,1013.96582,495.62215005852454,1014.086548977748,972.435601682766,918.890112262745,263.9900909681187,1005.059299465804,166.35855973315986,4.755829921895156,0.00020851454174427894
20.0,972.392334,919.3635254,719.5336304,1017.135864,264.0881958,1005.124084,495.6381836,1013.96582,495.67496193846097,1014.0589393727648,972.5120133278094,919.2527942988308,264.14948876128113,1005.165398852284,166.437183571248,4.71743028528806,0.00010808111265550398
21.0,972.607666,919.6364746,719.538147,1017.090393,264.4134521,1005.256409,495.6381836,1013.96582,495.748993707943,1014.0721012017644,972.5756494720208,919.6487385164104,264.26647943156655,1005.2656305834446,166.51040828810562,4.39348301145742,2.9062074369340588e-05
22.0,972.6617432,920.1246948,719.5336304,1017.135864,264.4215698,1005.369263,495.9166565,1014.282043,495.8427371393952,1014.1210793030152,972.6172523998208,920.0660243058916,264.3233021267949,1005.354716016764,166.57500759180132,3.875958221742053,3.463117140727003e-05
23.0,972.6739502,920.5,719.4263306,1017.164063,264.4257507,1005.42572,495.9166565,1014.282043,495.9483092486528,1014.1950349964492,972.6310783601946,920.4948930761662,264.31507555790955,1005.4274215509688,166.62965846901076,3.2790526325663905,0.00010883119150217928
24.0,972.6221313,920.9567871,719.3513794,1017.533081,264.3252869,1005.529785,495.9166565,1014.282043,496.0529318756346,1014.2825692392946,972.6169507474556,920.9292223125752,264.2539550025443,1005.4802582014988,166.6746210317715,2.6977537656438244,0.000186509661579431
25.0,972.6142578,921.3551636,719.7103882,1017.913879,264.0583801,1005.551453,496.3259277,1014.325928,496.14217285164415,1014.3744582244389,972.5804936228242,921.365702806893,264.16651751614415,1005.5129981799788,166.7112498983342,2.1977319937616357,0.00021562079094683036
26.0,972.5,921.7810669,719.5011597,1018.122925,264.0,1005.5,496.3259277,1014.325928,496.20441796242017,1014.4628733249316,972.5311927197558,921.80142829652,264.08544760701704,1005.5289769301768,166.74171538615033,1.82792926896866,0.00018766139002840036
27.0,972.5,922.0,719.5011597,1018.122925,264.0,1005.5,496.1687317,1014.637878,496.23469359109663,1014.5397743370908,972.4788254248124,922.2309480058344,264.03928220533123,1005.5337333465296,166.76878132995537,1.6239566283024942,0.00012527080943399097
28.0,972.3187866,922.5842285,719.5011597,1018.122925,264.0,1005.5,496.1687317,1014.637878,496.2351058700959,1014.5973271838532,972.429180663585,922.6450370351624,264.04438218310855,1005.5326537870636,166.7953146607283,1.5919998463760976,5.991001216188119e-05
29.0,972.1806641,923.420166,719.3493042,1018.333313,264.0,1005.5,496.1687317,1014.637878,496.2118599343554,1014.6302755409332,972.3804706579788,923.0339824819368,264.1013154475765,1005.5291318365256,166.8236230642408,1.698504210748979,1.686183573403684e-05
