Frame #,hand X,hand Y,body X,body Y,shoulder X,shoulder Y,shoulder X_smoothed,shoulder Y_smoothed,body X_smoothed,body Y_smoothed,hand X_smoothed,hand Y_smoothed,velocity,roughness,angles
24,362.6175537109375,1351.670166015625,382.9674377441406,1845.68798828125,210.26547241210935,1182.3193359375,210.27177522117228,1182.545143367826,383.1265410654818,1845.546965170964,362.7215096569073,1351.901860134857,4.415173722121182,4.0393670637375654e-05,27.269593230291303
25,362.5,1352.0,382.6907958984375,1845.9407958984375,210.01315307617188,1182.9298095703125,209.90340289866992,1182.7904993202517,382.85933303152495,1845.929595972452,362.5724147312366,1352.019126485705,4.02248322397142,1.753615572759335e-05,27.336634617357493
26,362.5,1352.5,382.7586975097656,1846.2716064453125,209.6399078369141,1183.1654052734375,209.54453949172404,1183.0335218344903,382.7371862493383,1846.251112293559,362.4473508319743,1352.1477738571784,3.5028486789635593,6.402397925821494e-05,27.395015428673553
27,362.39111328125,1352.2711181640625,382.8159484863281,1846.584716796875,209.15850830078125,1183.344970703125,209.2081756313489,1183.254354302508,382.7437702128532,1846.5065343949357,362.34226999866746,1352.268445763899,2.8930715263011564,0.00013821253272569938,27.44323328744524
28,362.39111328125,1352.2711181640625,382.878173828125,1846.6500244140625,208.87472534179688,1183.3914794921875,208.9108605965847,1183.4384089146365,382.8460319953843,1846.6995684594344,362.2506904135273,1352.3680069044738,2.2260530363854514,0.00021271234027390174,27.480334171384996
29,362.0,1352.5,383.0856018066406,1846.897216796875,208.6688232421875,1183.6236572265625,208.6670400206339,1183.5797021419578,383.0044819586391,1846.840372168234,362.1662689478742,1352.4423127863722,1.5376610196318552,0.00027176425487032246,27.505961855045527
30,362.0,1352.5,383.1844177246094,1846.8602294921875,208.20416259765625,1183.481201171875,208.48306513452076,1183.679763734754,383.1816349806995,1846.941442331731,362.0827212885732,1352.4944035287012,0.8650222766544857,0.0003054985027307423,27.52037889298977
31,362.0,1352.5,383.32867431640625,1846.7529296875,208.48214721679688,1183.9464111328125,208.3539132890604,1183.7453451775807,383.3470379500718,1847.013006746063,361.99279904732145,1352.5314457037582,0.2416041171414917,0.0003084791232460743,27.52440562827546
32,362.0,1352.5,383.51812744140625,1847.2548828125,208.37945556640625,1183.8197021484375,208.26462494460583,1183.7871739397815,383.47932089617024,1847.0604174184143,361.8895737567053,1352.5617893076237,-0.2971322603968218,0.0002799854563919275,27.519453423935513
33,361.8312683105469,1352.6378173828125,383.5318908691406,1847.1937255859375,208.1706390380859,1183.71826171875,208.1955415433623,1183.819169728952,383.56652990766247,1847.0857999489367,361.7705752598295,1352.5924936590643,-0.7017447485732475,0.00022293720085573516,27.50775767812596
34,361.72222900390625,1352.5714111328125,383.64788818359375,1847.0716552734375,208.03428649902344,1183.8970947265625,208.1277371820738,1183.856268759082,383.6057425867233,1847.0927443382184,361.6417570902763,1352.6280385118978,-0.9095603042097622,0.0001448673026216945,27.492598339722463
35,361.6036071777344,1352.8153076171875,383.64788818359375,1847.0716552734375,208.03428649902344,1183.8970947265625,208.0465652892529,1183.910792742354,383.60223939172573,1847.089781533458,361.51777532995106,1352.6703661890374,-0.8671504178260392,6.487090450012262e-05,27.478145832758695
36,361.1687316894531,1352.6378173828125,383.57769775390625,1847.1458740234375,208.13609313964844,1183.9073486328125,207.94469830633105,1183.9889046706985,383.5678538508351,1847.0902542392787,361.417202663562,1352.7192350912642,-0.5665001737944664,1.715244449134033e-05,27.468704163195454
37,361.1687316894531,1352.6378173828125,383.4570007324219,1847.095458984375,208.11111450195312,1183.970703125,207.82537376416695,1184.088374640007,383.5178863957218,1847.109656177328,361.3544471230144,1352.7717532923682,-0.0726587972778958,3.1527310598270036e-05,27.467493183240823
38,361.46734619140625,1352.81787109375,383.3969421386719,1847.155517578125,207.36819458007812,1184.263671875,207.7026174557762,1184.1988155181546,383.466737171678,1847.161905415772,361.3332110063408,1352.8216404160917,0.4860294881053306,9.700135845832723e-05,27.475593674709245
39,361.3461608886719,1352.980712890625,383.3997497558594,1847.208740234375,207.49314880371097,1184.4315185546875,207.5953061021936,1184.3053807886038,383.4238404309103,1847.2550007124587,361.345973368489,1352.8604428603091,0.9699106773229716,0.00015656913669620425,27.491758852664628
40,361.5,1353.0,383.3883056640625,1847.2568359375,207.49314880371097,1184.4315185546875,207.5179771041512,1184.394641104661,383.39189234927744,1847.3867753026143,361.37901673515466,1352.8814593038248,1.2844682245695085,0.00015763624505874313,27.513166656407453
41,361.38720703125,1352.821533203125,383.42572021484375,1847.4327392578125,207.49314880371097,1184.4315185546875,207.47508538683135,1184.4591491806034,383.36805546267374,1847.542543331262,361.4184075227019,1352.8836365593777,1.4001309664366346,0.00010298094309067164,27.53650217251473
42,361.38720703125,1352.821533203125,383.3309326171875,1847.8291015625,207.5,1184.5,207.46158990903567,1184.4983604839083,383.3470553644792,1847.6968955912257,361.45337083447,1352.8721487322746,1.335481053383134,3.981433795792702e-05,27.558760190071116
43,361.46734619140625,1352.81787109375,383.3309326171875,1847.8291015625,207.5,1184.5,207.46732392607197,1184.51663598275,383.3244398100374,1847.8204259594736,361.4771156227687,1352.8557461801552,1.1314202644402371,8.349898738153945e-06,27.577617194478453
44,361.674072265625,1352.977783203125,383.3811340332031,1847.97900390625,207.5,1184.5,207.48156279013816,1184.5203898995055,383.298938292471,1847.8891690609944,361.487116366579,1352.8436319651564,0.8349050612879694,1.4132148139750629e-05,27.591532278833252
45,361.46734619140625,1352.81787109375,383.27679443359375,1848.16015625,207.5,1184.5,207.4959528347492,1184.5157338791305,383.27353818659,1847.8927344994495,361.48552203981177,1352.8433985990744,0.4931539041358945,3.933755541156136e-05,27.59975151056885
46,361.329833984375,1352.6175537109375,383.2296142578125,1847.7027587890625,207.5,1184.5,207.50554755679565,1184.5071147409042,383.25484570316854,1847.8375165495129,361.4780436299524,1352.8591451750726,0.1517134027115219,6.330965368989816e-05,27.60228006728071
47,361.4245300292969,1352.9810791015625,383.2009582519531,1847.6312255859375,207.5,1184.5,207.5085184952576,1184.497071128523,383.250622968198,1847.7431955443533,361.4705395076097,1352.8895849274506,-0.1495394968864616,7.318130798031003e-05,27.5997877423326
48,361.5,1353.0,383.2649841308594,1847.564697265625,207.5,1184.5,207.50533388867584,1184.486925352246,383.26656867639736,1847.6343945025656,361.46577604577067,1352.9282464489363,-0.3829127754442396,6.616565090523859e-05,27.593405862741864
49,361.5,1353.0,383.2702331542969,1847.5142822265625,207.5,1184.5,207.4980135088557,1184.4779139085206,383.3039745873389,1847.532632544562,361.4632156791627,1352.9667478202146,-0.5360066854109391,4.768188707763957e-05,27.584472417985015
50,361.5,1353.0,383.3560485839844,1847.4886474609375,207.5,1184.5,207.48969961050696,1184.472090184631,383.3591462647942,1847.4526154461391,361.4615029259187,1352.998701304138,-0.6069045806374618,2.6620527840955538e-05,27.574357341641058
51,361.5,1353.0,383.4571533203125,1847.4892578125,207.49314880371097,1184.4315185546875,207.48442010823865,1184.4723977553967,383.4244909743469,1847.40274712352,361.4610579661132,1353.0214794313033,-0.5965899704001743,1.029066910434765e-05,27.56441417546772
52,361.5,1353.0,383.5328369140625,1847.35888671875,207.5,1184.5,207.4867067470121,1184.481755371571,383.4905822830642,1847.3870385954483,361.46470378149934,1353.0357411885022,-0.5083652160730878,2.2509338082018316e-06,27.555941421866503
53,361.3102416992187,1353.1551513671875,383.5328369140625,1847.35888671875,207.5,1184.5,207.5007364408608,1184.501594147508,383.54810587754326,1847.4058437726665,361.47580888749286,1353.0442274249112,-0.3567149980113981,2.8102642925805992e-06,27.549996171899647
54,361.5,1353.0,383.5760803222656,1847.3780517578125,207.5,1184.5,207.528882200316,1184.5304178809856,383.58870833773295,1847.4550539545885,361.4950743099611,1353.0506269089078,-0.1760576287417592,9.253813709838308e-06,27.547061878087284
55,361.5,1353.0,383.6233825683594,1847.5882568359375,207.5,1184.5,207.5700214024289,1184.562749227065,383.60467322891185,1847.5254937035083,361.518396664344,1353.0580822701895,-0.0154056674823976,1.571277345291988e-05,27.546805116962577
56,361.5754699707031,1352.9810791015625,383.5251770019531,1847.553955078125,207.5,1184.5,207.61869681505223,1184.5891319069246,383.5881486681356,1847.6042406550396,361.537682873467,1353.0672715232176,0.0831608625799873,1.6273290224531475e-05,27.54819113133891
57,361.5727233886719,1353.1424560546875,383.4927062988281,1847.6959228515625,207.9761962890625,1184.751953125,207.66657576445053,1184.5983522539495,383.53076396059424,1847.677909260391,361.54420059385893,1353.0755557679768,0.1067522353623218,1.0494457755549342e-05,27.549970335261616
58,361.5727233886719,1353.1424560546875,383.4068908691406,1847.833984375,207.6236572265625,1184.6688232421875,207.7060625235281,1184.5820507897902,383.4244877572074,1847.7368272825609,361.532486355737,1353.078620140127,0.0785337234547967,3.7866420235215287e-06,27.55127923065253
59,361.5727233886719,1353.1424560546875,383.3214721679687,1847.84814453125,207.6236572265625,1184.6688232421875,207.7333907800271,1184.5392794220445,383.26447394243365,1847.7788013333764,361.502979615672,1353.0736828289434,0.04684607770713,6.197731797729279e-07,27.552059998614315
60,361.4245300292969,1352.9810791015625,383.3214721679687,1847.84814453125,207.96202087402344,1184.1602783203125,207.74903157410384,1184.4774229178909,383.0533901105301,1847.8107451233495,361.46228454973294,1353.0616031366096,0.062424975737727,1.4142975951000128e-07,27.55310041487661
61,361.4245300292969,1352.9810791015625,382.7171020507813,1847.809326171875,207.60044860839844,1184.5408935546875,207.7561123406844,1184.4088675981543,382.8044585415028,1847.8465403235584,361.420767502653,1353.0464148517303,0.153768490884758,4.930982987183182e-07,27.555663223058023
62,361.2255859375,1353.1380615234375,382.4230651855469,1847.80419921875,207.73841857910156,1184.361083984375,207.7581895317739,1184.3467589933996,382.5398316414801,1847.9011994673133,361.3883884730146,1353.0335030398785,0.3155396755840201,3.4103840208506553e-06,27.56092221765109
63,361.5,1352.977783203125,382.2174987792969,1847.886474609375,207.7488250732422,1184.2911376953125,207.75705988671763,1184.3027254255037,382.2842662614097,1847.9836737003675,361.37080343302694,1353.0284071493886,0.5155956001030404,1.0812262759927028e-05,27.569515477652807
64,361.2255859375,1353.1380615234375,382.10833740234375,1847.94287109375,207.7488250732422,1184.2911376953125,207.75175796399995,1184.285898315496,382.0582137788908,1848.0918459077884,361.3676332273547,1353.0364146301683,0.709559312671999,1.9381182413215575e-05,27.58134146619734
65,361.4245300292969,1352.9810791015625,381.8083190917969,1848.3369140625,207.7488250732422,1184.2911376953125,207.73954697589505,1184.3015314903205,381.87414224463976,1848.212739023039,361.3733441538954,1353.0616053299734,0.8534061908368784,2.2395683317792938e-05,27.59556490271129
66,361.4245300292969,1352.9810791015625,381.72802734375,1848.4609375,207.7488250732422,1184.2911376953125,207.71825103687723,1184.349130561924,381.73638189450406,1848.3285395139585,361.38007290810253,1353.1047177254077,0.9154468010662242,1.698628214236852e-05,27.610822349395725
67,361.5,1353.15771484375,381.7337951660156,1848.60302734375,207.7488250732422,1184.2911376953125,207.6886741362734,1184.4211529130798,381.6430106439632,1848.4252353126149,361.38130205233426,1353.161153494504,0.8858783482666155,7.620499580271473e-06,27.625586988533502
68,361.3174743652344,1353.3175048828125,381.5652160644531,1848.4166259765625,207.64488220214844,1184.605712890625,207.65598269106684,1184.5037462763055,381.5885466891234,1848.4982652674764,361.37456197330744,1353.2214108903322,0.7750694666685121,1.977227543868126e-06,27.638504812977978
69,361.3174743652344,1353.3175048828125,381.5652160644531,1848.4166259765625,207.6236572265625,1184.6688232421875,207.62925851167893,1184.5804831302091,381.5662878133019,1848.5516244236364,361.3613936977851,1353.2745226840457,0.6007560136117007,4.4227937184735944e-06,27.64851741320484
70,361.3174743652344,1353.3175048828125,381.4502868652344,1848.5848388671875,207.6236572265625,1184.6688232421875,207.61926482049017,1184.637785674597,381.5696271909783,1848.5921496513895,361.34488936131135,1353.312200412851,0.3767481132990014,1.3914142045998776e-05,27.65479654842649
71,361.3174743652344,1353.3175048828125,381.7337951660156,1848.60302734375,207.6236572265625,1184.6688232421875,207.6352665744782,1184.668889359763,381.5931482904993,1848.6239666240083,361.3270870599867,1353.3309652895805,0.1113613010906533,2.6976862502028217e-05,27.656652570111333
72,361.3174743652344,1353.3175048828125,381.7146301269531,1848.6444091796875,207.6236572265625,1184.6688232421875,207.6817907267271,1184.6743730754863,381.63454483732806,1848.6464229509384,361.3080572183897,1353.3317594605344,-0.1876477334436543,4.091700616635864e-05,27.653525107887273
73,361.3174743652344,1353.3175048828125,381.75494384765625,1848.6678466796875,207.6236572265625,1184.6688232421875,207.75616081953265,1184.6598626069251,381.69630924605394,1848.6553123199749,361.2867396963075,1353.318338604929,-0.5072095932685983,5.393562741246722e-05,27.64507161466613
74,361.3174743652344,1353.3175048828125,381.75494384765625,1848.6678466796875,207.89157104492188,1184.4759521484375,207.84819036570977,1184.6326632538512,381.7844597840733,1848.64569058745,361.26242025682535,1353.2957029798115,-0.8253326137331385,6.353816697667164e-05,27.63131607110391
75,361.2191467285156,1353.2469482421875,381.75494384765625,1848.6678466796875,208.0430145263672,1184.7269287109375,207.9433399496317,1184.5989988491194,381.9030922242083,1848.6148793225952,361.2354883850787,1353.2689000997675,-1.1119771232893785,6.608675626148444e-05,27.612783119049087
76,361.0188598632813,1353.1666259765625,381.8230590820313,1848.5753173828125,208.2836151123047,1184.57275390625,208.02832568300013,1184.5629530487358,382.04711609379194,1848.5645887191056,361.2067704952306,1353.2420463416224,-1.3339567159709986,5.858008626912135e-05,27.590550507116237
77,361.3174743652344,1353.3175048828125,382.2330932617187,1848.5439453125,207.89157104492188,1184.4759521484375,208.0951474717184,1184.5267122409464,382.1980752112939,1848.5012758871248,361.17641899103745,1353.217769233759,-1.4599754976632795,4.1501574705874566e-05,27.566217582155183
78,361.1788024902344,1353.1788330078125,382.41015625,1848.3369140625,207.96844482421875,1184.4102783203125,208.1401432089222,1184.4907871715352,382.32707707821794,1848.43440356083,361.1442662709202,1353.1974531518058,-1.462767342205069,2.0498200922334725e-05,27.541838126451765
79,361.1788024902344,1353.1788330078125,382.5081481933594,1848.3251953125,208.12452697753903,1184.47705078125,208.15997254795175,1184.4542793109188,382.4044226723128,1848.373332072847,361.111652023001,1353.1818691157337,-1.3210400568635805,5.6830016858953694e-06,27.519820792170705
80,361.0175476074219,1353.155029296875,382.59075927734375,1848.393798828125,208.3406219482422,1184.58837890625,208.15018756268265,1184.41650799077,382.4110373026578,1848.3245969041056,361.0822907598095,1353.1712871779237,-1.0278114410504458,8.718021994917772e-06,27.50269060148653
81,361.0175476074219,1353.155029296875,382.4085693359375,1848.2928466796875,208.2808074951172,1184.3778076171875,208.10859608279873,1184.3795951574054,382.34591108406306,1848.2909481274653,361.06050526190256,1353.16500507125,-0.6049984974127653,3.693850368954705e-05,27.49260729319632
82,361.0175476074219,1353.155029296875,382.1808471679687,1848.185546875,207.8562164306641,1184.3616943359375,208.0392649286779,1184.3492464915694,382.2260871944141,1848.2717961671433,361.0479772338329,1353.1610260010343,-0.1122902182589058,8.455993283490291e-05,27.49073578955867
83,361.0175476074219,1353.155029296875,381.8787841796875,1848.27392578125,207.92762756347656,1184.12939453125,207.9524008513907,1184.331895958121,382.07941167769286,1848.264080516852,361.0414277163377,1353.1564067633049,0.3608978769510429,0.00012824691130446697,27.49675075417452
84,361.0175476074219,1353.155029296875,381.8865661621094,1848.3228759765625,207.9113922119141,1184.2847900390625,207.8606158100713,1184.330056073513,381.9340773388428,1848.2637101004752,361.03265990578944,1353.148278550172,0.7175239036913439,0.00013827947582446535,27.50870948590271
85,361.0175476074219,1353.155029296875,381.8473205566406,1848.2972412109375,207.63038635253903,1184.473876953125,207.7754071096412,1184.3399026806203,381.8105687566085,1848.2679419825577,361.0109748176889,1353.135256691924,0.8783384496631186,0.00010332920902662783,27.52334846006376
86,361.0175476074219,1353.155029296875,381.7210388183594,1848.3262939453125,207.85256958007812,1184.2884521484375,207.70596660733383,1184.3531451746658,381.7190501759537,1848.2776474838795,360.9672266013948,1353.1187768135708,0.8032433369361058,4.6687362353158535e-05,27.536735849012697
87,361.0175476074219,1353.155029296875,381.6251525878906,1848.30224609375,207.65597534179688,1184.4359130859375,207.65985108848145,1184.3614548522748,381.6610377821455,1848.29775296988,360.8983087839026,1353.1036851622748,0.5040678798718545,1.2848476777175025e-05,27.545136980343894
88,360.7841491699219,1353.08740234375,381.7210388183594,1848.3262939453125,207.6255340576172,1184.5,207.64402112288113,1184.3604062562977,381.6326295489791,1848.3350988443551,360.8102576854495,1353.0972705054735,0.0454679569798344,3.116480794237393e-05,27.54589477962689
89,360.7014465332031,1353.017333984375,381.6251525878906,1848.30224609375,207.6359405517578,1184.314453125,207.6648931362361,1184.3508772953355,381.62762322958673,1848.394298463815,360.7182899564771,1353.1063159960354,-0.46732644551291,8.812723582782148e-05,27.53810600553501
90,360.8599548339844,1353.0335693359375,381.6251525878906,1848.30224609375,207.86666870117188,1184.131103515625,207.72722586476044,1184.336981902522,381.6397143306094,1848.4733628746517,360.6434421849951,1353.1330748084165,-0.9142395626603416,0.0001357926298059021,27.52286867949067
91,360.2596435546875,1353.140380859375,381.6315002441406,1848.6630859375,207.76190185546875,1184.322021484375,207.83225522743243,1184.3217986017255,381.6633735193021,1848.5617891679071,360.60653422349446,1353.1726035384754,-1.195392951945777,0.00013314271893398244,27.502945463624908
92,360.69580078125,1353.30419921875,381.72406005859375,1848.6715087890625,207.82781982421875,1184.426025390625,207.9749002931921,1184.3045321053762,381.69391932830865,1848.6431532973584,360.62062781261665,1353.213836133425,-1.2628834847546957,8.338047044950131e-05,27.481897405545663
93,360.24835205078125,1353.313720703125,381.7794494628906,1848.8045654296875,207.9720458984375,1184.2086181640625,208.14081249179532,1184.281313544299,381.7276840688115,1848.7013018843688,360.68483675347386,1353.2444285613249,-1.1342657908563325,2.8908008777245025e-05,27.462992975698057
94,361.1551208496094,1353.3101806640625,381.7335815429687,1848.744140625,208.37777709960935,1184.244384765625,208.3065491371792,1184.2480953576892,381.762236527497,1848.7265904680044,360.7839468292467,1353.2566107452851,-0.8793460334226921,8.15324498936736e-06,27.448337208474346
95,361.1551208496094,1353.3101806640625,381.7335815429687,1848.744140625,208.57962036132812,1184.314208984375,208.4458180417608,1184.20335830248,381.7959256268423,1848.7190068676712,360.8956587311499,1353.2506165816471,-0.5846396182533908,2.1649720900732192e-05,27.43859321483679
96,360.8575744628906,1353.1424560546875,381.8309631347656,1848.73876953125,208.73577880859375,1184.16259765625,208.54019042694512,1184.1498934791591,381.82685712355186,1848.687302338226,361.0007558779184,1353.2339745803297,-0.3177141555725171,4.2005059950597284e-05,27.43329797891058
97,361.0188598632813,1353.1666259765625,381.88531494140625,1848.4659423828125,208.71485900878903,1184.1064453125,208.5883461654444,1184.09503710921,381.8524884685384,1848.6449713956056,361.08863210524214,1353.217369272818,-0.1172048319645568,4.696295137166961e-05,27.431344565044505
98,361.1788024902344,1353.1788330078125,381.8929748535156,1848.6026611328125,208.6140289306641,1183.994140625,208.60792504712157,1184.0484915575723,381.8704649575198,1848.6049262012564,361.15614829855383,1353.2095695502665,-0.0056536628419934,3.5020533731442974e-05,27.43125033733047
99,361.1788024902344,1353.1788330078125,381.8929748535156,1848.6026611328125,208.49905395507812,1183.9599609375,208.62798490342917,1184.0182535455972,381.8798472687454,1848.5754145315077,361.20427366218223,1353.2141538857095,0.0027051031072744,1.718179453435749e-05,27.43129542238226
100,361.3174743652344,1353.3175048828125,381.8929748535156,1848.6026611328125,208.49905395507812,1183.9599609375,208.67501139297033,1184.0066972563695,381.8814643498551,1848.5588404791467,361.2363120524057,1353.2292494983,-0.0878288269587557,4.6639656973936434e-06,27.429831608599613
101,361.1788024902344,1353.1788330078125,381.8273010253906,1848.5059814453125,208.49905395507812,1183.9599609375,208.75883646352895,1184.008931477572,381.8769469966584,1848.5526700632056,361.25750139372,1353.2495500592065,-0.2395896339903203,2.696474793481938e-06,27.425838448033108
102,361.3174743652344,1353.3175048828125,381.8141479492187,1848.4556884765625,208.71485900878903,1184.1064453125,208.8654769172031,1184.0144547741456,381.86702816797936,1848.550606875107,361.274546326047,1353.269057603139,-0.3800802979618112,7.546550793854747e-06,27.41950377640041
103,361.3174743652344,1353.3175048828125,381.85888671875,1848.5389404296875,209.2337951660156,1184.0462646484375,208.9615257422708,1184.0114836490868,381.85038275529007,1848.543982337117,361.2946716879152,1353.2835137378418,-0.4225963434724633,9.303574546172063e-06,27.412460504009204
104,361.3174743652344,1353.3175048828125,381.8440551757813,1848.6976318359375,209.16783142089844,1183.9976806640625,209.00921532646672,1183.9918575039806,381.82416326233766,1848.524789107144,361.32433810977267,1353.292097913867,-0.3049331062012328,4.811722593502465e-06,27.407378285572516
105,361.3174743652344,1353.3175048828125,381.85888671875,1848.5389404296875,209.16783142089844,1183.9976806640625,208.9848636859074,1183.954335625835,381.78618340415227,1848.4902422782595,361.3674982174808,1353.297849749585,-0.0267997524954921,6.706916458942532e-06,27.406931623030925
106,361.3174743652344,1353.3175048828125,381.695556640625,1848.5006103515625,209.17930603027344,1184.059814453125,208.8911824097201,1183.9052620849286,381.7373566805129,1848.445953795644,361.4236178536699,1353.3062312765496,0.3392950187935639,2.8154918784583976e-05,27.412586540010818
107,361.5,1353.15771484375,381.7580871582031,1848.3125,208.54217529296875,1183.66064453125,208.75740496609015,1183.856261856186,381.6828718658977,1848.40471644073,361.48686273234455,1353.3219992955492,0.6751174358720391,5.761570124016555e-05,27.42383849727535
