Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),corrected_angles,Right_Elbow (X)_smoothed,Right_Elbow (Y)_smoothed,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.2177272289991378,-0.4303103685379028,-0.4963663816452026,0.4596685767173767,-0.5138203501701355,-0.5903576612472534,0.7591835856437683,-0.5315817594528198,-0.5390594601631165,164.35075289760425,0.4596694281220722,-0.5138206128633374,0.2177272653135126,-0.4303099822012144,0.759183334946332,-0.5315813473321989,164.3505589144395,,
2,0.2210373282432556,-0.4303768575191498,-0.4985240697860718,0.4631792306900024,-0.5139084458351135,-0.5698665380477905,0.7680877447128296,-0.528846025466919,-0.4808181822299957,163.77182246698953,0.4620635298456756,-0.5139685794311215,0.2202376806521103,-0.4303531228574201,0.7643357933066798,-0.5298367066300635,164.18287130509947,-10.061256560401262,
3,0.2223724573850631,-0.4303790330886841,-0.5000923275947571,0.464913934469223,-0.5139784812927246,-0.561235785484314,0.7717182636260986,-0.5271624326705933,-0.4668739736080169,163.4424907207124,0.4641536369697355,-0.5141129106828762,0.2225026293673815,-0.4303957333760148,0.7688641135758258,-0.5283074608925747,163.933352916923,-14.97110329058728,0.0033481381824886575
4,0.2248669266700744,-0.4304532408714294,-0.5001864433288574,0.4668609201908111,-0.5143287777900696,-0.5534334182739258,0.7730307579040527,-0.5271246433258057,-0.4444283246994018,163.27678541858972,0.4657266246181384,-0.5142480181329876,0.2243308034567804,-0.4304370889234423,0.7723522162006892,-0.5271409517675675,163.6644527207936,-16.13401176776449,0.0028859864281836193
5,0.2261568009853363,-0.4304806888103485,-0.498282641172409,0.4667732119560241,-0.514426052570343,-0.5441550016403198,0.7741614580154419,-0.5263358354568481,-0.4201602339744568,162.98615062496958,0.4667113088061073,-0.5143670735509597,0.2256225896726116,-0.4304767972042261,0.7746840532866733,-0.5263846142373018,163.4180941260309,-14.781515685762656,0.002001929216922619
6,0.2266007661819458,-0.4304905831813812,-0.4982683956623077,0.4666910171508789,-0.5145012736320496,-0.5429799556732178,0.7750177979469299,-0.526434063911438,-0.4176998734474182,162.9307382794466,0.4671737602577585,-0.5144649737328081,0.2263844892299083,-0.4305146218226897,0.7760007040815031,-0.5259971288703627,163.21789667804765,-12.01184687899456,0.0017181757214026596
7,0.2265326678752899,-0.4305343329906463,-0.5022649765014648,0.4667136669158935,-0.5145289301872253,-0.5458348393440247,0.7757131457328796,-0.5259998440742493,-0.4384330809116363,162.85056757610914,0.467267596448747,-0.5145409191070593,0.2267168335999946,-0.4305501719365351,0.7765818220726746,-0.5258848023175658,163.072007377502,-8.753358032739698,0.0024545679488285647
8,0.2264653146266937,-0.430604487657547,-0.5023010969161987,0.466889351606369,-0.5146018862724304,-0.5476475358009338,0.776543915271759,-0.5260422229766846,-0.4368649125099182,162.8578787930143,0.4671688760030461,-0.5145986389009831,0.2267772939144305,-0.4305828158282093,0.7767265351645213,-0.5259399887991514,162.9767732174165,-5.714049605128935,0.00510579495754832
9,0.2264080643653869,-0.4306076765060425,-0.5007989406585693,0.4668682813644409,-0.5146055817604065,-0.5442562699317932,0.7763313055038452,-0.5262379050254822,-0.4245777428150177,162.89726005302373,0.4670242922665854,-0.5146445435947213,0.226732074232398,-0.4306121289134013,0.7766755786244052,-0.5260686009089607,162.92113080731605,-3.3385446060276536,0.0059288482609876365
10,0.2263609617948532,-0.4306648671627044,-0.5043050050735474,0.4668369889259338,-0.5146984457969666,-0.5454404354095459,0.776367723941803,-0.5262671709060669,-0.4283042550086975,162.8786315892214,0.4669252904910896,-0.5146852095779197,0.2267114255338424,-0.4306387104453856,0.7765800141797085,-0.5262044912094561,162.89124758861308,-1.7929931221777906,0.004726970300975627
11,0.2263455986976623,-0.4306700527667999,-0.5054814219474792,0.4668082594871521,-0.5147033929824829,-0.5467644929885864,0.7766376733779907,-0.5263013243675232,-0.4334838390350342,162.88102240255546,0.4669053667547158,-0.5147252933141948,0.226782303660387,-0.4306648226634006,0.7765045519163948,-0.5263129529407072,162.87463571711135,-0.9967122901042558,0.0027631636592334303
12,0.2269653379917144,-0.4307146966457367,-0.5047545433044434,0.4671036899089813,-0.5147076845169067,-0.5450230836868286,0.7766764760017395,-0.526350200176239,-0.4247025549411773,162.87552134065527,0.4669525170319262,-0.5147663370374712,0.2269444488394336,-0.4306943698089248,0.7764520298429538,-0.5263861237034916,162.86291802412418,-0.7030615792297112,0.0011820542183915265
13,0.2277049273252487,-0.4307253062725067,-0.5035592913627625,0.467203676700592,-0.5148355960845947,-0.5429340600967407,0.7766350507736206,-0.5263795852661133,-0.4180185496807098,162.78562983586266,0.4670295849840214,-0.5148067084566618,0.2271497581030394,-0.4307319778318894,0.7763970630536048,-0.526433591104021,162.85272137829512,-0.6117987497441391,0.00035713574846303354
14,0.2276881784200668,-0.4307396709918976,-0.5035245418548584,0.4672176241874695,-0.5148789882659912,-0.5440123081207275,0.7765838503837585,-0.5263978838920593,-0.4229423701763153,162.77755295670875,0.4670958432975894,-0.5148428822725706,0.2273360727135296,-0.4307812325137501,0.7763169967904463,-0.5264719526575232,162.8447038428665,-0.4810521257172695,7.657541132469658e-05
15,0.2275662124156952,-0.4307692646980285,-0.5039888620376587,0.4671810269355774,-0.5148946046829224,-0.5444581508636475,0.7762548923492432,-0.526443362236023,-0.4281942248344421,162.79445474224212,0.4671235381771645,-0.5148716491423259,0.2274586261547215,-0.4308426650370656,0.7762109956119103,-0.5265163466227514,162.84137223811246,-0.1998962852422892,2.3775134242333702e-05
16,0.2274200767278671,-0.4309452474117279,-0.5068832039833069,0.467166543006897,-0.5149001479148865,-0.5453909635543823,0.7760918140411377,-0.5265804529190063,-0.4316050708293915,162.86595617837042,0.467105831361239,-0.5148920101660156,0.2275046791798011,-0.4309126815422937,0.7761038746161973,-0.526575713199045,162.84483726075248,0.2079013584017275,3.776829032822651e-05
17,0.2273703664541244,-0.4310040175914764,-0.5089759826660156,0.4671594798564911,-0.5149040818214417,-0.5469222664833069,0.7760341167449951,-0.5266989469528198,-0.4324035942554474,162.90238233893365,0.4670562857115186,-0.5149056909352518,0.2274892744702476,-0.4309844814833956,0.7760370227043722,-0.5266522190699514,162.85555045669187,0.6427917563632946,7.381869747687777e-05
18,0.2273170799016952,-0.4310756921768188,-0.5126308798789978,0.4668563604354858,-0.5149104595184326,-0.5534806847572327,0.7759904861450195,-0.5267426371574402,-0.4381149113178253,162.90274082837004,0.4670018124952715,-0.5149162176536498,0.2274407789023941,-0.4310507179945901,0.7760519442029795,-0.5267437181141457,162.8723479780984,1.0078512843909948,0.00010181886378819435
19,0.2273123562335968,-0.4311242997646332,-0.5122939944267273,0.4668465852737427,-0.5149037837982178,-0.5534346103668213,0.7759571671485901,-0.5268996953964233,-0.438355416059494,162.94461646769923,0.4669714630504892,-0.5149272042905917,0.2273864379898184,-0.4311064465286811,0.7761718833373716,-0.5268470962201042,162.89336757907506,1.261176058600313,9.705676140856483e-05
20,0.2273397594690323,-0.4311911463737488,-0.5121716856956482,0.4669220149517059,-0.5148932933807373,-0.553302526473999,0.77602618932724,-0.5269728899002075,-0.441407561302185,162.9802117698746,0.4669846938368842,-0.5149406521259979,0.2273437590389805,-0.4311509919750683,0.7763861302310519,-0.5269606685480727,162.91712831164966,1.4256439544760724,6.688379416982912e-05
