Frame #,Right_Knee (X),Right_Knee (Y),Right_Knee (Z),Left_Knee (X),Left_Knee (Y),Left_Knee (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Left_Hip (X),Left_Hip (Y),Left_Hip (Z),Nose (X),Nose (Y),Nose (Z),Left_Hip (X)_smoothed,Left_Hip (Y)_smoothed,Left_Knee (X)_smoothed,Left_Knee (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,angles,velocity,roughness
1,0.5707823038101196,-0.6801270842552185,0.0714750662446022,0.4751528203487396,-0.67645263671875,-0.0231834724545478,0.5696598291397095,-0.5692000985145569,0.0079041682183742,0.47440305352211,-0.5705944895744324,-0.0083585893735289,0.5122524499893188,-0.3892226815223694,0.2002477049827575,0.4744030708315304,-0.5705941735566002,0.4751526290900633,-0.6764531758257054,0.5122519219048338,-0.3892223517728179,192.19306695725476,,
2,0.5701789259910583,-0.6795496344566345,0.0763062760233879,0.4751407206058502,-0.6764582991600037,-0.0261261984705925,0.5696743130683899,-0.5691755414009094,0.0095200613141059,0.4744918346405029,-0.5705859065055847,-0.0100073749199509,0.5143256187438965,-0.389226496219635,0.1759726703166961,0.4745333866287677,-0.5705246918017038,0.4751842750430103,-0.6764784516206297,0.5133188532498234,-0.3889970207025398,192.2808509819474,5.267041481558294,
3,0.5699223279953003,-0.6792799830436707,0.0712248533964157,0.4751895368099212,-0.6764562129974365,-0.0293910503387451,0.5696755051612854,-0.5691080689430237,0.0095002735033631,0.47470223903656,-0.5705010890960693,-0.0099864769726991,0.5151186585426331,-0.3890979886054992,0.1380525827407837,0.4746518171788011,-0.5704562349939413,0.4752146243255119,-0.6765253340618116,0.5142166262886013,-0.3887314916109973,192.4031808247008,7.339790565204112,0.000596706772743691
4,0.5696514248847961,-0.679254949092865,0.0734142065048217,0.4752728641033172,-0.6764975786209106,-0.0317338593304157,0.5696834325790405,-0.5689937472343445,0.0118574993684887,0.4748071730136871,-0.5703697800636292,-0.0123257804661989,0.515146791934967,-0.3885493874549866,0.1233004927635192,0.4747491692908111,-0.5703911036457572,0.4752417917988769,-0.6766082167848577,0.5148370219892584,-0.3884047518601944,192.51727598640883,6.845709702482168,0.00032558324140822143
5,0.569581151008606,-0.6792571544647217,0.0761184841394424,0.475281149148941,-0.6766839623451233,-0.0331905521452426,0.5697740912437439,-0.5688652396202087,0.0135690448805689,0.4748400151729584,-0.5702939629554749,-0.0140311541035771,0.5149426460266113,-0.3879132568836212,0.1427974998950958,0.4748213065888489,-0.5703326961767877,0.4752634102473747,-0.6767294907542616,0.5151599343362161,-0.3880233817364187,192.59620419682776,4.735692625135357,0.0004293617539306725
6,0.5695382356643677,-0.6792598962783813,0.0804970860481262,0.4752745330333709,-0.6768554449081421,-0.0327889770269393,0.5698758959770203,-0.5688022375106812,0.0148247256875038,0.474851131439209,-0.5702545046806335,-0.0152834253385663,0.5149049758911133,-0.387451708316803,0.1428368091583252,0.474869778274362,-0.5702838843263799,0.4752774373731063,-0.6768790140337597,0.5152393025925405,-0.3876159735132982,192.6301832174029,2.038741234508734,0.0012146106516231245
7,0.5695174932479858,-0.6792820692062378,0.0834905281662941,0.4752747714519501,-0.677143394947052,-0.0325904227793216,0.5699233412742615,-0.5687716603279114,0.015636283904314,0.4748750030994415,-0.5702530145645142,-0.0160888507962226,0.5148875117301941,-0.3871437609195709,0.1485119611024856,0.4749003175125223,-0.5702455484360519,0.4752826983585647,-0.6770383945938346,0.5151652465219041,-0.3872192497881151,192.6230356288154,-0.4288553152508711,0.002999888526154192
8,0.5694781541824341,-0.6792877316474915,0.0836799666285514,0.4752737581729889,-0.677310585975647,-0.0341188199818134,0.570025622844696,-0.5687358379364014,0.0167962796986103,0.4748827815055847,-0.5702390670776367,-0.0172391664236783,0.5148606300354004,-0.3868010640144348,0.1305252164602279,0.4749201204561125,-0.5702164511527689,0.4752788040733559,-0.6771883398948038,0.5150263513877741,-0.3868648704351951,192.58607266186667,-2.217778016923262,0.003782351573062521
9,0.5694173574447632,-0.6792829036712646,0.0831725597381591,0.4752543270587921,-0.6773460507392883,-0.0348868928849697,0.5701935887336731,-0.5686559677124023,0.0168595481663942,0.4749535918235779,-0.5702010989189148,-0.0173048395663499,0.5148504972457886,-0.3865726888179779,0.1380344927310943,0.4749354541215447,-0.5701942844843315,0.4752658237474336,-0.67731547484971,0.5148865220401435,-0.3865723791252393,192.5321986930302,-3.2324381301873473,0.002914863067764593
10,0.5693902969360352,-0.6792805790901184,0.0824097245931625,0.4752542078495025,-0.6773682236671448,-0.0382364466786384,0.5702016353607178,-0.5686231255531311,0.0179819278419017,0.4749500453472137,-0.5701742768287659,-0.0184157155454158,0.5147948861122131,-0.3863917589187622,0.1210290864109993,0.4749505203276258,-0.5701769140733518,0.4752441920971376,-0.6774152381749646,0.5147786037187888,-0.3863485060670629,192.47196253288516,-3.6141696087031505,0.0015038810207203726
11,0.5693501830101013,-0.6792984008789062,0.0820948034524917,0.4752257764339447,-0.6774464249610901,-0.0378895811736583,0.5702204704284668,-0.5685890316963196,0.0179063621908426,0.4749630391597748,-0.5701625347137451,-0.0183395557105541,0.5147755742073059,-0.3862150013446808,0.1217270195484161,0.474967443188761,-0.5701631114819147,0.475214994260592,-0.677490112230225,0.5147098645153122,-0.3861902540718829,192.412001980109,-3.597633166568812,0.0005057014708207282
12,0.5693235397338867,-0.6793069243431091,0.0818631500005722,0.4752121567726135,-0.6775138974189758,-0.0374715998768806,0.5702589750289917,-0.5685861110687256,0.0181082561612129,0.4749916493892669,-0.5701603293418884,-0.0185435749590396,0.5147351622581482,-0.3860546350479126,0.1224670857191085,0.4749867231431974,-0.5701527504961318,0.4751803794393736,-0.6775454374276503,0.5146727801355766,-0.3860889319831725,192.3554483543741,-3.3932175440952506,9.251275431656282e-05
13,0.5693095326423645,-0.679270327091217,0.0809531584382057,0.4751279950141907,-0.6775640845298767,-0.0396598428487777,0.5703548789024353,-0.5685760378837585,0.0187295023351907,0.4750141203403473,-0.5701578855514526,-0.0191606059670448,0.5147198438644409,-0.3860549032688141,0.1187946200370788,0.4750077108384106,-0.5701467202992212,0.4751435903988568,-0.6775858261162433,0.5146558926721773,-0.3860334841946069,192.30340078571257,-3.122854119691283,1.316286751967994e-05
14,0.5692798495292664,-0.6792701482772827,0.0857538133859634,0.4750774204730987,-0.6776390671730042,-0.039562065154314,0.5704028606414795,-0.5685694217681885,0.0203345753252506,0.4750184714794159,-0.5701554417610168,-0.0207618176937103,0.5147040486335754,-0.3860354721546173,0.1230013519525528,0.4750289891005197,-0.570146601046515,0.4751082350411204,-0.6776137550774565,0.514651670768056,-0.3860129749068857,192.2565314282471,-2.812161447928929,3.229334005204005e-05
15,0.5692629218101501,-0.6792442798614502,0.0831158086657524,0.4750642478466034,-0.6776469349861145,-0.0396851673722267,0.5704904794692993,-0.5685346126556396,0.0201988723129034,0.4750564694404602,-0.570137083530426,-0.0206278655678033,0.5146939754486084,-0.3860267698764801,0.1194094344973564,0.475048650641062,-0.5701539422179168,0.4750770705568035,-0.677630152588518,0.5146601310032011,-0.3860185904821274,192.2161935564503,-2.420272307807636,6.071414639409509e-05
16,0.5692588090896606,-0.6792373061180115,0.0825428739190101,0.4750596284866333,-0.677647590637207,-0.0398181080818176,0.5705162286758423,-0.5685160756111145,0.0201075728982687,0.475062608718872,-0.5701286196708679,-0.0205366518348455,0.5146881937980652,-0.3860507607460022,0.1188857331871986,0.4750645022928414,-0.5701691623097401,0.4750511302190938,-0.6776358385063413,0.5146882067596985,-0.3860450559276559,192.18482085019943,-1.8823623750517984,9.82840244417822e-05
17,0.5692240595817566,-0.6792405247688293,0.0834075137972831,0.4750371277332306,-0.6776468753814697,-0.0397113002836704,0.5705746412277222,-0.5685360431671143,0.0209302566945552,0.4750669598579407,-0.5701695084571838,-0.0213554203510284,0.5146975517272949,-0.3860794901847839,0.1202267110347747,0.4750742579897478,-0.5701905991849624,0.4750297712435877,-0.6776326305473477,0.5147456973527863,-0.3860911860292114,192.16567086046803,-1.1489993838841883,0.00017017483486502224
18,0.5692148208618164,-0.6792402267456055,0.0859180614352226,0.475017637014389,-0.6776107549667358,-0.0392811931669712,0.5706560611724854,-0.5685932636260986,0.0216824617236852,0.4750717282295227,-0.5702523589134216,-0.0221095494925975,0.5146936178207397,-0.3861913383007049,0.1239695250988006,0.4750757720374055,-0.5702145333577975,0.4750114317702731,-0.6776235064753133,0.5148394830821634,-0.3861596806840385,192.16206266479625,-0.2164917403064237,0.000298143891428073
19,0.5692098140716553,-0.6792444586753845,0.0864773467183113,0.4749950170516968,-0.6775956749916077,-0.0382305867969989,0.5706623196601868,-0.5685930252075195,0.0215967893600463,0.4750690162181854,-0.570256233215332,-0.0220243278890848,0.5149345993995667,-0.3862907588481903,0.1230663582682609,0.4750674011183781,-0.5702364693397967,0.4749944757878149,-0.6776118980802296,0.5149686178098846,-0.3862564000773226,192.17634592676256,0.856995717978748,0.00047730010601241423
20,0.5692067742347717,-0.6792477965354919,0.0862600281834602,0.4749738276004791,-0.6775940656661987,-0.0381687246263027,0.5706712603569031,-0.5685960650444031,0.0215262025594711,0.4750700294971466,-0.5702601671218872,-0.021954083815217,0.5151910185813904,-0.3863917887210846,0.1162986978888511,0.475048563356707,-0.5702529218423478,0.4749777329769957,-0.677600641570577,0.5151229888874156,-0.3863889254890025,192.20897100249215,1.9575045437750305,0.0006554904904613351
21,0.5692028403282166,-0.679237425327301,0.0861023366451263,0.4749688506126404,-0.6775868535041809,-0.0381301082670688,0.5706817507743835,-0.5685950517654419,0.0214949026703834,0.4750197231769562,-0.570263147354126,-0.0219236947596073,0.5153535604476929,-0.3865323364734649,0.1259268671274185,0.4750203462032114,-0.5702625894927823,0.4749607262292831,-0.6775912118059321,0.515286260790142,-0.3865639421576418,192.258029294789,2.943497537810913,0.0007457422731790763
