Frame #,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Shoulder Green X_smoothed,Shoulder Green Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Head Pink X_smoothed,Head Pink Y_smoothed,angles,velocity,roughness
25.0,940.3143921,951.3048706,267.956665,1013.98999,685.5512695,989.3461304,448.2787781,998.2788086,475.7154364635912,954.7041427559824,940.3172887166446,951.2087976841996,267.94224994615075,1013.8869755959466,173.63133943589088,873.4748315165587,22.48007684671218
26.0,940.3585815,950.3585815,267.9614563,1013.776489,685.416687,988.9692993,448.2787781,998.2788086,466.2496378763983,967.078624228483,940.371624358963,950.276225744321,267.9949676616515,1013.9296225281036,180.68536314277117,423.2414224128172,56.643587988898155
27.0,940.4498901,949.2528687,267.956665,1013.98999,685.416687,988.9692993,448.2787781,998.2788086,439.6518509508134,1004.3873932284516,940.407327917404,949.2175552920831,268.05883373410876,1013.9899908557798,179.17758246670368,-90.466840564049,116.44962113801103
28.0,940.6264038,948.1433105,268.2683411,1014.090027,686.1975098,988.0,448.2787781,998.2788086,397.8526844504275,1062.2463096597708,940.4162212334538,948.0697662852508,268.12026923114604,1014.0640457423524,166.60305835285482,-754.471446830932,176.1518216336016
29.0,940.4473877,946.7911987,268.346405,1014.17157,685.7637329,987.1729736,448.2787781,998.2788086,347.67530504116996,1130.5970329051138,940.3993188305662,946.8806008592876,268.17154129070167,1014.1437997945654,142.80214331221885,-1428.0549024381585,233.90419927262766
30.0,940.1543579,945.7077026,268.3059692,1014.104675,685.7637329,987.1729736,448.2787781,998.2788086,301.3972315801534,1192.924834687181,940.3665805089204,945.703224797898,268.2153835193186,1014.220760962172,117.4281315901289,-1522.4407033253967,197.17880573191616
31.0,940.3158569,944.5986328,268.125,1014.549988,685.7637329,987.1729736,11.05820084,1573.195801,273.6286274082101,1230.1240170420767,940.3317304345384,944.5893759368688,268.2645930153556,1014.2897521504732,97.7525755238759,-1180.5333639751798,95.56853524233188
32.0,940.3078003,943.7161255,268.2946167,1014.402161,685.7637329,987.1729736,11.05820084,1573.195801,274.4644820795365,1229.2213633698666,940.305805584417,943.5826708080624,268.3350938163862,1014.3519514986168,86.01761573033164,-704.0975876126558,39.38089793551846
33.0,940.2739258,942.1322021,268.2632446,1014.345276,685.7637329,987.1729736,450.5,998.0,303.35925554904406,1191.2181454746374,940.2936053711504,942.712400208798,268.43580966655526,1014.4151255065334,83.55455036236062,-147.78392207826158,90.45414265853965
34.0,940.2739258,942.1322021,268.2632446,1014.345276,685.7637329,987.1729736,450.5,998.0,349.3099057988333,1130.7525698428103,940.2938010137171,941.9891449397912,268.56109748704637,1014.4893366553932,92.95974839905958,564.3118822019378,191.58720843142095
35.0,940.2103271,941.6165161,268.941864,1014.546509,685.7637329,987.1729736,450.5,998.0,397.3428077001234,1067.5713805170851,940.3013146043652,941.4061441211744,268.6906049477271,1014.5799524054854,113.5886219496972,1237.7324130382572,260.4908215252983
36.0,940.6429443,941.2622681,269.0057373,1014.689636,685.7637329,987.1729736,450.5,998.0,435.6892793320137,1017.141100856726,940.3110905740948,940.9475109008532,268.7980212876475,1014.682481491742,136.38104228243415,1367.5452199642173,219.71172056036866
37.0,940.3164063,940.3519287,269.0136108,1014.712036,685.8067627,985.0,450.5,998.0,459.11866872494903,986.3108945807596,940.3219564011108,940.5967217556044,268.8642564939278,1014.7819947132627,155.06231220747634,1120.8761955025311,108.78127834921506
38.0,940.092041,940.262146,268.8822021,1014.696716,685.890686,984.7814331,449.9078064,998.0,468.3266834549576,974.1424090045524,940.33758281447,940.3378310302422,268.8865149780313,1014.85686558767,168.0140305684415,777.1031016579104,30.889673469914396
39.0,940.4663086,940.0805054,268.802887,1015.214478,685.890686,984.7814331,450.181366,997.9411621,467.4518789204614,975.181080843042,940.363113809036,940.150174711108,268.8778346453183,1014.8860111237212,175.63671570792354,457.3611083689218,38.19771179097344
40.0,940.3040771,939.6032715,268.7129517,1015.104187,685.890686,984.7814331,449.600769,997.9534912,461.50023072752344,982.8380204828784,940.4004544660776,940.003925122141,268.8587983724431,1014.8582766236422,179.11249378793462,208.5466848006649,61.9355212501556
41.0,940.4473877,940.2088013,268.8007813,1014.684448,686.1975098,984.0,449.8888855,998.3216553,454.5825349851257,991.7049102067328,940.4460568113012,939.8629289639996,268.8473560487507,1014.779391084478,179.86401579651897,45.091320515060715,52.33355117882017
42.0,940.4473877,940.2088013,268.8007813,1014.684448,686.1975098,984.0,450.0,998.1149292,449.16894634168057,998.5391813800522,940.4920038548884,939.6959048428524,268.8521511330844,1014.6708187002264,179.2315023911422,-37.95080432260704,30.51706955236372
43.0,940.7542114,939.4747314,268.9499207,1014.241821,686.1975098,984.0,448.7212219,998.2788086,446.14249963966586,1002.2003873651564,940.5293072568152,939.4894131450436,268.87154953869043,1014.5601928932108,178.2425930673699,-59.33455942633657,12.801116006570334
44.0,940.4063721,938.8202515,268.9256897,1014.441589,686.1975098,984.0,448.7212219,998.2788086,445.27979643558496,1003.0160606144442,940.5518058808918,939.2518977178088,268.8971928510038,1014.4695538607818,177.4971888946252,-44.7242503646828,3.471797183639036
45.0,940.6003418,939.0580444,268.9256897,1014.441589,686.1975098,984.0,448.7212219,998.2788086,445.826091897001,1002.01432750038,940.5586579711884,939.005708228012,268.9191081860257,1014.4085964079508,177.19814988870817,-17.94234035502143,0.463727345729134
46.0,940.756958,938.895813,268.9849548,1014.447327,686.1975098,984.0,448.7212219,998.2788086,446.9589113943216,1000.3041683058744,940.5544664055192,938.7755525188988,268.92976644232874,1014.3757269711266,177.2844159564277,5.17596406317125,0.17491033346774984
47.0,940.2253418,938.590332,268.9256897,1014.441589,686.1975098,984.0,448.6622314,997.6133423,448.0605699189276,998.7131125869902,940.5473839696044,938.581555078086,268.9259987065529,1014.3642347027328,177.58347460781818,17.943519083428896,0.2941680387348424
48.0,940.590332,938.2253418,268.9256897,1014.441589,686.1975098,984.0,448.5,998.0,448.80764294089954,997.66776439583,940.5459166237636,938.4362662121298,268.9087701339921,1014.3685155337516,177.9242549401483,20.446819939807597,0.20944825536790804
49.0,940.5883179,938.3406372,268.8060913,1014.440063,686.1975098,984.0,448.5,998.0,449.13283086933154,997.242156975432,940.556320698626,938.3423182513462,268.8812198869874,1014.3866569127024,178.19402729613313,16.186341359089624,0.06952346146634174
50.0,940.6480713,938.3164063,268.7337952,1014.120789,686.1975098,984.0,448.5,998.0,449.12770651025545,997.287631215389,940.582795057055,938.2915965182028,268.8460180960325,1014.4184217687148,178.34955486830296,9.33165433018985,0.011207102666664132
51.0,940.6480713,938.3164063,268.9237366,1014.492371,686.1975098,984.0,448.5,998.5,448.9423561067632,997.573505582901,940.6297863172064,938.2681062203792,268.8039100519078,1014.460724608124,178.40094013189417,3.0831158154728655,0.01396211501702996
52.0,940.7911987,938.4473877,268.8060913,1014.492371,686.1975098,984.0,448.5,998.5,448.7134749397885,997.8943678739138,940.7034079722324,938.2533911046772,268.7547413896828,1014.5049753082956,178.3852415815791,-0.9419130189047564,0.021854504604023776
53.0,940.7336426,938.1141357,268.6729126,1014.65625,686.1975098,984.0,448.5,998.0,448.52921775767055,998.1256942826458,940.8099712178944,938.2307918690852,268.6998854606629,1014.5392704790032,178.34239877372636,-2.570568471164165,0.016679873157162465
54.0,940.7336426,938.1141357,268.6729126,1014.65625,686.1975098,984.0,448.5,998.0,448.42425329328063,998.2298184542454,940.9519013603224,938.1858740164796,268.64359161403166,1014.5539064546527,178.30048410507513,-2.514880119073837,0.007100362675259431
55.0,941.2286377,937.97052,268.5499878,1014.53125,686.1975098,984.0,448.5,998.0,448.3926811398134,998.2294851584144,941.1235314161612,938.1039871282056,268.59220953244915,1014.5458987916676,178.27153533515454,-1.7369261952353554,0.001524964299848774
56.0,941.2286377,937.97052,268.5494995,1014.414124,686.1975098,984.0,448.5,998.0,448.4070617672291,998.172172281482,941.3101427146004,937.9689818716182,268.5522118304094,1014.5195191512448,178.25485534257265,-1.000799554913101,0.00017172260347637715
57.0,941.5129395,937.84198,268.5,1014.5,686.1975098,984.0,448.5,998.0,448.4355811651365,998.1020598677115,941.491542889666,937.7665038363082,268.52829683586754,1014.4833938369684,178.24333241055098,-0.6913759213006188,0.00020343361603291637
58.0,941.8762817,937.6797485,268.5494995,1014.414124,686.5310669,983.7683716,448.5,998.0,448.4536607337914,998.0454437231772,941.6484776902388,937.4915083226598,268.522313145514,1014.447111456402,178.2294907376673,-0.8305003730202998,0.0001619544576696613
59.0,941.7109985,937.4492188,268.5,1014.5,686.5310669,983.7683716,448.5,998.0,448.4494618052599,998.0081534990996,941.7688185560412,937.1557318994024,268.533164489023,1014.4195543877796,178.20962844735044,-1.191737419011929,4.604594309822196e-05
60.0,941.8894043,936.7632446,268.5589294,1014.493896,686.5310669,983.7683716,448.5,998.0,448.42412301173226,997.9811395149836,941.8505417109834,936.7890231342648,268.55744452881885,1014.4085965913348,178.18537595512996,-1.4551495332290187,2.5149556563830382e-05
61.0,941.8643188,936.0,268.7367249,1014.301514,686.0606079,982.5757446,448.2175903,998.125,448.3877602370434,997.9502210688862,941.900208724769,936.4305659591926,268.59040284328483,1014.4201634810992,178.1625042035385,-1.3723050954871496,3.1108567911956985e-05
62.0,941.8643188,936.0,268.3381042,1014.24762,686.0606079,982.5757446,448.2175903,998.125,448.3529165821785,997.9059272386244,941.928374687475,936.1129668652504,268.62669484086837,1014.4555644483634,178.14754631394183,-0.8974733758003595,2.1536521478891825e-05
63.0,941.9155884,935.7190552,268.8088989,1014.611084,686.6199951,981.5,448.3534241,997.730896,448.3288617451448,997.8489860882712,941.9445886816654,935.8489007592032,268.6608040489807,1014.509053689132,178.14397876825203,-0.2140527413882864,6.99543595032981e-05
64.0,941.9155884,935.7190552,268.8088989,1014.611084,686.6199951,981.5,448.4775696,997.6057739,448.3201754379469,997.7886611253556,941.9540737231353,935.6288554608597,268.68810284375905,1014.5690490318168,178.15028383086712,0.3783037569058933,0.00017079083937687205
65.0,941.9779663,935.7295532,268.6809387,1014.804749,686.6199951,981.5,448.3534241,997.730896,448.3293507944469,997.7361054082438,941.9571002987018,935.4302737214356,268.70671427574683,1014.6233306374723,178.16098215046193,0.6418991756885362,0.0001986947951573478
66.0,942.0211182,935.2334595,268.6803589,1014.627869,686.6199951,981.5,448.3534241,997.730896,448.35937941365694,997.6985986813592,941.9508298801392,935.2311072562602,268.7180418308647,1014.6642661993076,178.16950074376936,0.5111155984457127,0.00011336245447535381
67.0,941.9679565,934.9679565,268.6803589,1014.627869,686.6199951,981.5,448.3534241,997.730896,448.4130417847539,997.6782224124074,941.9321638159802,935.0196058901251,268.72448074009924,1014.68998177319,178.170721202913,0.0732275486183198,3.339402412789313e-05
68.0,941.8626709,934.8071289,268.6803589,1014.627869,686.6199951,981.5,448.3534241,997.730896,448.4895251443006,997.6734518271044,941.899610731516,934.7968322327774,268.725928065302,1014.7012128598328,178.16198024086452,-0.5244577229086644,5.996440607929917e-05
69.0,941.7161255,934.6921997,268.6803589,1014.627869,686.3398438,981.9281006,448.5534668,997.4591064,448.5816627902877,997.6804351463516,941.853227721077,934.5740545572814,268.71775192769843,1014.6970887175688,178.1428220533376,-1.1494912516155864,0.0001552037343793889
70.0,941.9579468,934.2831421,268.6803589,1014.627869,686.1975098,982.0,448.7403564,997.8596191,448.6768529005374,997.6930678746758,941.7938033834968,934.3681788018656,268.6915855316005,1014.6735274833646,178.11441432878985,-1.7044634728648589,0.00022269573276730104
71.0,941.7515259,934.095459,268.6809387,1014.804749,686.7030029,981.666687,448.8977356,997.6704712,448.76213602839806,997.7033329273676,941.7229850708918,934.1961146382288,268.63895857221394,1014.6258306816452,178.07916313551954,-2.1150715962187405,0.00021559970907745002
72.0,941.5,934.0680542,268.6803589,1014.627869,686.7030029,981.666687,448.8977356,997.6704712,448.8306090890685,997.7027559626416,941.644020033412,934.0687536786986,268.5567250682769,1014.5541385375216,178.04059737840367,-2.313945426951705,0.00014849042239534243
73.0,941.6797485,933.8762817,268.6803589,1014.627869,414.6218872,1074.15918,448.8977356,997.6704712,448.884991320037,997.6842042268556,941.5616463190704,933.9867632201956,268.4519063964089,1014.4679057329254,178.00335082545843,-2.234793176714902,6.466165823063936e-05
74.0,941.4818115,933.9560547,268.2119446,1014.18927,414.7083435,1074.270874,448.8977356,997.6704712,448.9360077469339,997.6436493254896,941.4811336381068,933.9401771152384,268.34242064633224,1014.3853474853404,177.9727852805904,-1.833932692082385,1.90051214611542e-05
75.0,941.3274536,933.97052,268.0997925,1014.269653,414.7179565,1074.133301,448.8977356,997.6704712,448.99654595356816,997.5823036342454,941.4072167890674,933.9120100998858,268.25135203770816,1014.3270248174534,177.95378185851624,-1.1402053244489707,6.302360960221122e-05
76.0,941.3274536,933.97052,268.0997925,1014.269653,414.7179565,1074.133301,448.8977356,997.6704712,449.0748776338588,997.5083991724856,941.3429664770748,933.8845006360258,268.19686588892165,1014.307064394994,177.94889102527253,-0.2934499946223923,0.00019994040521111495
77.0,941.3274536,933.97052,268.0997925,1014.269653,414.7083435,1074.270874,449.3174744,997.3174438,449.1707444012936,997.4362836859142,941.2890149886914,933.8452660973526,268.18369878778327,1014.32678227998,177.95683332883132,0.4765382135275331,0.0003416013815585782
78.0,941.2809448,933.6797485,268.1255188,1014.11731,414.8379211,1074.303955,449.3174744,997.3174438,449.2763177252494,997.381156769352,941.2439415510296,933.7903091441162,268.2011547787813,1014.3732673569242,177.9724319274571,0.9359159175471632,0.0003586259121119854
79.0,941.2809448,933.6797485,268.4460144,1014.673706,414.8379211,1074.303955,449.3197937,997.0921631,449.3805179412681,997.3511145535527,941.20525808964,933.7226052064738,268.22847239378916,1014.4235749758634,177.9883900294439,0.9574861192078288,0.0002243515369388666
80.0,940.904541,933.6227417,268.4460144,1014.673706,414.8379211,1074.303955,449.5722656,997.3834839,449.47333529677286,997.3413796985149,941.1694507794666,933.6480760788052,268.2446653963209,1014.4540544102535,177.99836722775865,0.5986318988846051,7.173779767464988e-05
81.0,941.2098999,933.5603027,268.1097412,1014.512207,414.8379211,1074.303955,449.5722656,997.3834839,449.5483046772474,997.3350966608496,941.131117406201,933.5722278175052,268.2373771499254,1014.451002246508,177.99992260411548,0.0933225814100069,3.5544189686944046e-05
82.0,941.2098999,933.5603027,268.2757874,1014.361084,414.8379211,1074.303955,449.5722656,997.3834839,449.6029763237409,997.3108235836132,941.0833879356032,933.4992225743848,268.20592212901215,1014.4161501629028,177.99566895610712,-0.2552188805015021,7.90983282416845e-05
83.0,940.9319458,933.5,268.0429993,1014.273132,414.8379211,1074.303955,449.5722656,997.3834839,449.63753765404186,997.252672554585,941.02075778222,933.4326362281014,268.15827725047785,1014.3638582475428,177.99191415347374,-0.2252881580028543,7.822633494061407e-05
84.0,941.0844116,933.2809448,268.0997925,1014.269653,414.8379211,1074.303955,449.5722656,997.3834839,449.65260275877773,997.1579998606268,940.9423918018329,933.3759345835792,268.1056638800735,1014.3131900062208,177.99555411278334,0.2183975585757025,3.428505815269697e-05
85.0,940.8636475,933.3363647,268.0429993,1014.273132,414.8379211,1074.303955,449.7056885,996.8120728,449.6483264617535,997.0389058413892,940.8533945240318,933.3314277579876,268.05815489960486,1014.2802750320247,178.01092465874925,0.9222327579544752,6.314410827281883e-05
86.0,940.6429443,933.2622681,268.0429993,1014.273132,686.5454712,981.2575684,449.7056885,996.8120728,449.6262304180146,996.9167274516724,940.763255509355,933.2983593865974,268.02261237037277,1014.2739079131616,178.03815572492047,1.6338639702735236,0.0001827179279050872
87.0,940.6429443,933.2622681,268.0429993,1014.273132,686.5454712,981.2575684,449.7056885,996.8120728,449.5925539625799,996.8130893341046,940.6822488308056,933.2718039836932,268.0025309207567,1014.2942461961168,178.0734177763039,2.115723083005605,0.00025989223872706975
88.0,940.6429443,933.2622681,268.0429993,1014.273132,686.4102783,981.1153564,449.7056885,996.8120728,449.5597971049501,996.7430773713284,940.6179343244944,933.2432592095568,267.9983750388455,1014.3333838676236,178.11028592321318,2.2120888145570916,0.00019783282569142642
89.0,940.6429443,933.2622681,267.7668762,1014.382385,686.4102783,981.1153564,449.2690735,996.6466064,449.5433210023176,996.7127415563588,940.573846905323,933.202555564135,268.00713456948716,1014.3772753368044,178.14135615512814,1.8642139148971637,7.354234352639294e-05
90.0,940.5,933.0,268.0752563,1014.494629,686.401062,980.390625,449.2690735,996.6466064,449.5532686962121,996.7191405713982,940.5501245848316,933.1401122097108,268.0215273158785,1014.4091985158408,178.15988417833262,1.1116813922689062,5.376568754058712e-05
91.0,940.5183716,933.1177368,268.1098633,1014.373108,686.401062,980.390625,449.7056885,996.8120728,449.5871346359482,996.7513943697068,940.544243732844,933.0490171594216,268.0310796615505,1014.4143776196404,178.16141992385016,0.0921447310525991,0.00021871636174540873
92.0,940.5183716,933.1177368,268.1098633,1014.373108,686.5441284,980.5441284,449.7056885,996.8120728,449.6294102975472,996.793035134939,940.5512118719614,932.9272401842758,268.02616095916215,1014.3844960574896,178.1451127924579,-0.9784278835360284,0.0004770382981876013
93.0,940.6480713,932.6835938,268.0,1014.5,686.5441284,980.5441284,449.7056885,996.8120728,449.65890922221195,996.8255570791893,940.5641799655218,932.7795211837492,268.0026530484204,1014.321157261094,178.11433141997378,-1.846882349046837,0.0006302869219220602
94.0,940.5,932.5,267.9863586,1014.434692,686.5441284,980.5441284,449.7056885,996.8120728,449.6583503955538,996.8319868495702,940.576107924376,932.6171231803764,267.96397616262686,1014.237550086096,178.07647599080943,-2.2713257498611483,0.0005375519895151069
95.0,940.671875,932.5820313,267.9239197,1013.994568,686.6724243,980.4310303,449.7056885,996.8120728,449.6211238029628,996.7998891020152,940.5818829249604,932.4551790525396,267.91954151806203,1014.15614316818,178.0418123854864,-2.079816319381962,0.0002655458348515272
96.0,940.6414185,932.3585815,267.6891479,1013.717224,686.6724243,980.4310303,449.7056885,996.8120728,449.5534945600568,996.7241723844496,940.579920347296,932.309727358028,267.8809692940845,1014.1006746759252,178.02108749711482,-1.243493302294496,8.472436940602623e-05
97.0,940.5,932.0,267.9715881,1014.215881,687.2424316,980.2020264,449.2690735,996.6466064,449.47186086834694,996.6095165932946,940.5724000441802,932.1954179021544,267.85828673162746,1014.085881025594,178.0223064934044,0.0731397773739672,0.0002492053691438459
98.0,940.5,932.227417,267.9195251,1014.183899,687.2424316,980.2020264,449.2690735,996.6466064,449.3956607273291,996.470917952778,940.563675085546,932.1231470534624,267.8580618197731,1014.1120648243568,178.04801123935013,1.5422847567447209,0.0007116666736394727
99.0,940.6082764,932.1082764,267.9829407,1014.215881,687.2424316,980.2020264,449.3295593,996.1022949,449.3392995559611,996.3304803004888,940.5577514458844,932.097945005817,267.8832680356399,1014.1670772004438,178.09446692964883,2.7873414179219935,0.0010966757084987296
100.0,940.5449829,931.956665,267.4934082,1013.995605,687.2424316,980.2020264,449.3295593,996.1022949,449.3077885635316,996.2103567150224,940.5566211321196,932.118118518413,267.93253931751207,1014.2315827154704,178.153055555477,3.515317549690735,0.0010518726446475662
101.0,940.5,932.227417,268.1910706,1014.512207,687.2424316,980.2020264,449.3295593,996.1022949,449.29774816068175,996.125084260994,940.560092710802,932.1757915650454,267.9984423179307,1014.283772382174,178.2129969281303,3.596482359197921,0.0006200250918779207
102.0,940.6414185,932.3585815,268.113678,1014.25238,687.2424316,980.2020264,449.3295593,996.1022949,449.30148559911635,996.0778619722798,940.5665370261167,932.2590527291604,268.0680810731359,1014.3038064550204,178.2642105771912,3.072818943653033,0.00019094526441992203
103.0,940.6414185,932.3585815,268.1946106,1014.319824,687.2424316,980.2020264,449.3295593,996.1022949,449.3110831005982,996.0622980673468,940.5740024249336,932.3555962200088,268.12790915834,1014.2785717216696,178.29949096517416,2.116823278977904,0.00010071488005356317
104.0,940.5,932.5,268.2868347,1014.30426,687.105835,980.105835,449.3295593,996.1022949,449.3209347265084,996.067250192484,940.5809654481234,932.455972427058,268.1695696376034,1014.2052988777024,178.31562282480206,0.967911577674272,0.0003428474405100544
105.0,940.5,932.5,268.1362915,1014.103149,687.105835,980.105835,449.3295593,996.1022949,449.32853065667217,996.0815465492052,940.5858854356376,932.5544132328224,268.19230577743207,1014.0925275600064,178.3134180584111,-0.1322859834584733,0.0006455958007984802
106.0,940.6314697,932.6314697,268.0591431,1013.919373,687.105835,980.105835,449.3295593,996.1022949,449.33390657806854,996.0968511274748,940.5862711019928,932.6472815515313,268.20064622683776,1013.9578968303928,178.2968749320616,-0.9925875809693708,0.0007498031594511971
107.0,940.6314697,932.6314697,268.2297058,1013.773743,687.105835,980.105835,449.3295593,996.1022949,449.33835124889384,996.1084551889684,940.579139860768,932.7308576104286,268.19955687818987,1013.823115537586,178.27177052305325,-1.506264540500979,0.0006005698729360868
108.0,940.6264038,932.8566895,268.1390686,1013.660522,687.105835,980.105835,449.3295593,996.1022949,449.3429286868836,996.1146127000206,940.5631216364222,932.8004050188456,268.1906620317347,1013.7077894546682,178.24410516953947,-1.6599212108269512,0.00033021469630713896
