Frame #,Nose (X),Nose (Y),Nose (Z),Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000509181553828,-0.0009038322592029,0.0004575207515686,-0.000853184039122,0.0004516971784839,-0.000859342581008,353.30491328777725,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015958065546462,-0.003018455521573,0.0014715954457148,-0.0028877435753643,0.0016774375920201,-0.00293084681284,246.58947562327776,-6402.92625986997,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027298792446763,-0.005272764757962,0.0025395336705654,-0.0050655899719443,0.0030232240513449,-0.0051535151689643,192.1349798216389,-3267.2697480983325,1365.6030221966487
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334334756817,-0.0065753527057722,0.0031340310075312,-0.0063392331690356,0.0038678286823299,-0.0064625920557118,163.0501624081925,-1745.0890448067832,1566.8899710794724
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026826162976697,-0.0054524548034109,0.0025502920263988,-0.0052892530888536,0.0033505912788963,-0.0054125056760528,148.07515105964174,-898.5006809130459,1631.2801639149536
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.723819621033281e-05,-0.0005378001531753,0.0001446849931284,-0.0005930230671199,0.0006440174248211,-0.0006527333814483,223.15671004358657,4504.89353903669,4418.295963930119
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046703382005527,0.0085774172044816,-0.0042560713986171,0.0081586400947352,-0.0045585441827335,0.0082411399399374,144.41427051717963,-4724.546371584416,3446.2818640520604
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0106460411758501,0.0202843511365573,-0.0098498115961477,0.0194393092924856,-0.0114190408525188,0.0197249620337792,125.61045549935864,-1128.2289010692598,3094.06771071387
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015485516166339,0.0300647741577456,-0.0144419479915034,0.0289220277725154,-0.0174072567694343,0.029400281549917,120.69766602288162,-294.76736858862097,3020.2088541424314
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0152865347860944,0.0303514743737089,-0.0143971611579739,0.0293329346458188,-0.0181668786894929,0.029856067319383,120.96573044830076,16.08386552514844,3017.104740763428
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0052982220352829,0.0117659677571371,-0.0052567203358126,0.0116272058348035,-0.0081673702912904,0.0118527549857878,115.93293761051676,-301.96757026704006,1076.0260323907364
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185290787684292,-0.0339394759559557,0.0168291768865474,-0.0321924221057405,0.0176439787323093,-0.0328242322119364,71.87153198457575,-2643.6843375564604,323.0093762301497
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573850429434246,-0.1097026113166947,0.053089301243516,-0.1050551766715145,0.0614219366053441,-0.1072892534166821,83.87329111391243,720.1055477602006,446.64696811729476
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1077832584523119,-0.2095433725709881,0.1004179260964552,-0.2013301454325868,0.1202405705941395,-0.2060237846364089,96.76715724693295,773.6319679812314,540.6421210044124
15,0.2487105131149292,-0.5053795576095581,-0.9334248304367064,0.2658937275409698,-0.5254928469657898,-0.6321110129356384,0.3143369853496551,-0.5228408575057983,-0.5918951630592346,0.3041494488716125,-0.523208498954773,-0.6085647940635681,0.1616126167141111,-0.3184694633905875,0.1513774490770959,-0.3066872663370132,0.1858265962983691,-0.3147645736587414,106.9729450212495,612.3472664589929,585.5072427073787
16,0.2487105131149292,-0.5053795576095581,-0.9334248304367064,0.2658937275409698,-0.5254928469657898,-0.6321110129356384,0.3143369853496551,-0.5228408575057983,-0.5918951630592346,0.3041494488716125,-0.523208498954773,-0.6085647940635681,0.208909926750077,-0.4175537453812773,0.1967174063394508,-0.402912381093841,0.2471904516110543,-0.4154151062943821,114.81897302455872,470.7616801985529,604.2928869729808
17,0.2487105131149292,-0.5053795576095581,-0.9334248304367064,0.2658937275409698,-0.5254928469657898,-0.6321110129356384,0.3143369853496551,-0.5228408575057983,-0.5918951630592346,0.3041494488716125,-0.523208498954773,-0.6085647940635681,0.2420355243317779,-0.491649081071298,0.2291983592266331,-0.4752623201073343,0.2947845470464545,-0.4934418805671718,120.89988272603826,364.8545820887725,8.058473272486358
18,0.2487105131149292,-0.5053795576095581,-0.9334248304367064,0.2658937275409698,-0.5254928469657898,-0.6321110129356384,0.3143369853496551,-0.5228408575057983,-0.5918951630592346,0.3041494488716125,-0.523208498954773,-0.6085647940635681,0.2585412516679445,-0.5346107536670871,0.2462338427673341,-0.5174701800796546,0.3234048375820977,-0.5427079278504152,125.6579475587822,285.48388996463643,10.59879607158447
