Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.6289494633674622,-0.4947894513607025,-0.4641478061676025,0.5647400617599487,-0.624770998954773,-0.4144713878631592,0.4913027286529541,-0.7879002094268799,-0.7413771152496338,0.6814658045768738,-0.7018021941184998,-0.0686496272683143,0.6289485712170723,-0.4947911376474073,0.6814608621868095,-0.701801094949146,0.4913025335363554,-0.787899068891664,39.389156714784235,,
2,0.6289660334587097,-0.494851142168045,-0.3643011748790741,0.563189685344696,-0.6314331889152527,-0.3405728042125702,0.4908409416675567,-0.7906808257102966,-0.6515892744064331,0.6819248795509338,-0.7060242295265198,-0.0716912224888801,0.6288965552929746,-0.4949620742430106,0.6813875527511909,-0.7039727345821256,0.4911341240518444,-0.7897379440385766,39.29212685768359,-5.821791426038629,
3,0.6289675235748291,-0.4950093924999237,-0.3745507299900055,0.5596437454223633,-0.6362932324409485,-0.3597235381603241,0.4908504486083984,-0.7922844290733337,-0.6790161728858948,0.6815917491912842,-0.7078942060470581,-0.0790097564458847,0.6287431601668585,-0.4951635087575304,0.6812593991426065,-0.7058861772634023,0.4909254789711091,-0.791416438538726,39.15213065269023,-8.399772299601551,0.0009230535256189229
4,0.6287664175033569,-0.4955483973026275,-0.3471525609493255,0.5578251481056213,-0.6379724144935608,-0.3218771815299988,0.4908515512943268,-0.792978048324585,-0.6355763077735901,0.6810479760169983,-0.7077242732048035,-0.0797702521085739,0.6284174981825407,-0.4954170428314453,0.681040482001558,-0.7073900348552669,0.4906438089002436,-0.792824251079533,39.01044223435321,-8.501305100221543,0.0006405596214903333
5,0.6287804245948792,-0.4955312013626098,-0.3390342891216278,0.5570361018180847,-0.6391084790229797,-0.3172757029533386,0.4908285737037658,-0.7933996319770813,-0.6299803853034973,0.6803081631660461,-0.7075966000556946,-0.0810553282499313,0.6279083268433319,-0.4957248573007404,0.6807165269001257,-0.7084764213854113,0.4902754425382128,-0.7939189337366351,38.8926144447711,-7.069667374926496,0.0004447233309059445
6,0.627179741859436,-0.495562195777893,-0.3436859846115112,0.5570991635322571,-0.639374315738678,-0.3009924292564392,0.4899049401283264,-0.7943068146705627,-0.5859190821647644,0.6799728870391846,-0.7082454562187195,-0.0806949734687805,0.6272716563472113,-0.4960665783535851,0.6802845737127667,-0.7092387583449177,0.4898363118122568,-0.7947098446160248,38.8064489306273,-5.1699308486280415,0.0006218874886038641
7,0.6257532835006714,-0.4969030022621155,-0.3442582786083221,0.5568091869354248,-0.6406534314155579,-0.3000265657901764,0.4889842867851257,-0.7951762080192566,-0.6052308082580566,0.6797289848327637,-0.7096034288406372,-0.0794962793588638,0.6266119609066017,-0.4964029484102082,0.6797422280147956,-0.7097945539137883,0.489371149921944,-0.7952285756148687,38.74346933672308,-3.7787756342530088,0.0011859608289737933
8,0.6257711052894592,-0.4969288408756256,-0.3487637937068939,0.5568597912788391,-0.6408764123916626,-0.3008333146572113,0.4889631569385528,-0.7955828905105591,-0.5890725255012512,0.6793749928474426,-0.7095988988876343,-0.0795866698026657,0.6260430469243495,-0.496688043245395,0.6790886696604693,-0.710226016547478,0.4889383711098087,-0.7955090454563821,38.68495346159021,-3.5109525079721493,0.0012807807576009154
9,0.6255125403404236,-0.4969718754291534,-0.3236920833587646,0.556675910949707,-0.6408199071884155,-0.2805150747299194,0.4882984757423401,-0.795753538608551,-0.5598146915435791,0.6787484884262085,-0.7110798358917236,-0.0794585943222045,0.6256502018814246,-0.4968854032168034,0.6783374888010199,-0.7105620424194449,0.4885891894209275,-0.795584339853399,38.610929192088854,-4.441456170081466,0.0005639697509306627
10,0.6256446242332458,-0.4969674348831177,-0.3058209717273712,0.556832492351532,-0.6404809951782227,-0.2680209577083587,0.488278865814209,-0.7956970930099487,-0.5372039079666138,0.678044319152832,-0.7112991809844971,-0.079674981534481,0.6254731755408401,-0.4969776629837024,0.677529648201749,-0.710794870529187,0.4883521820746431,-0.7954926444188503,38.50838019487741,-6.15293983268657,0.00032093256614509257
11,0.6256920695304871,-0.4966875612735748,-0.2953890562057495,0.5577605962753296,-0.6395024061203003,-0.2443266957998275,0.4882667958736419,-0.7952002286911011,-0.4933114945888519,0.6759665608406067,-0.710961103439331,-0.0796670764684677,0.625511346038019,-0.4969643489006582,0.6767326357843302,-0.7109101579596648,0.4882285661046902,-0.7952814863177461,38.37516694644932,-7.992794905685514,0.0009828414441633675
12,0.6257910132408142,-0.4966907501220703,-0.3104516267776489,0.5585231184959412,-0.6393646001815796,-0.2651660442352295,0.4882683753967285,-0.794844388961792,-0.5378433465957642,0.6755788922309875,-0.7108547687530518,-0.0807721689343452,0.6257387323597398,-0.4968527797209129,0.6760221976798982,-0.7109092597968204,0.4881974702545457,-0.7950046884239628,38.21870127974602,-9.387940002197864,0.0016427421589560063
13,0.6261873841285706,-0.4966722726821899,-0.3194558024406433,0.5596270561218262,-0.6392408609390259,-0.2699834406375885,0.488339900970459,-0.7946532964706421,-0.5522082448005676,0.675709068775177,-0.7108191847801208,-0.082025796175003,0.6261166900041628,-0.4966513980221801,0.6754590561023541,-0.7108146342860414,0.4882270354527075,-0.7947137029889432,38.05143333661251,-10.036076588010587,0.001483044691929268
14,0.6263843178749084,-0.4966327846050262,-0.3213793635368347,0.559866726398468,-0.6391541361808777,-0.272323340177536,0.4883483350276947,-0.7944796085357666,-0.5609498620033264,0.6751556992530823,-0.7105645537376404,-0.0835162252187728,0.6265994506560684,-0.4963713068892842,0.6750773000888439,-0.7106632760056523,0.4882858110456803,-0.7944491875831093,37.88656096107494,-9.89234253225419,0.0007407923594540374
15,0.6269744634628296,-0.4963729977607727,-0.3253709375858307,0.5602524876594543,-0.6384657025337219,-0.2768638730049133,0.4883626401424408,-0.7942191958427429,-0.5823061466217041,0.6749252080917358,-0.7104820013046265,-0.0828865393996238,0.627134652846608,-0.4960338619749698,0.6748876023551518,-0.7104969967939541,0.4883502191908915,-0.7942370175191736,37.73603032224928,-9.031838329539852,0.00018583687617806737
16,0.6276458501815796,-0.4956178665161133,-0.3274202048778534,0.5611302852630615,-0.6368449330329895,-0.281318336725235,0.4883650541305542,-0.7941032648086548,-0.5799902081489563,0.6749404072761536,-0.7103328704833984,-0.0831206738948822,0.6276647588267751,-0.4956756568914993,0.6748854658964127,-0.7103544820316451,0.4884067858692675,-0.7940884537288126,37.61037974073661,-7.53903489075995,0.00027765443194685346
17,0.6283944845199585,-0.4950996935367584,-0.3188102841377258,0.561655580997467,-0.6359513401985168,-0.2797672152519226,0.488408476114273,-0.7939862608909607,-0.5668817162513733,0.6750794053077698,-0.7103143930435181,-0.0830745100975036,0.628134359521643,-0.4953431650099739,0.6750561650271864,-0.710266275281082,0.4884504876547032,-0.79400211689047,37.51870071283405,-5.500741674153886,0.0010034730742480738
