Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow X,Elbow Y,Elbow X_smoothed,Elbow Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Shoulder Pink X_smoothed,Shoulder Pink Y_smoothed,angles,velocity,roughness
1.0,299.774292,1025.990845,742.9353638,1220.907471,475.7391968,1209.319458,475.7378909433389,1209.3205537935723,742.9354408060258,1220.9082046434771,299.7780985659522,1025.989564084332,136.3078970479855,,
2.0,299.1342468,1026.618408,743.6535645,1221.303223,475.5151367,1210.144775,475.7019362572771,1209.8406211411057,743.3794666656041,1220.910318261056,299.45948546921744,1026.1105096034148,136.25532920950425,-3.1540703088751343,
3.0,299.3032532,1025.88623,744.4181519,1221.020874,475.4081726,1210.948975,475.68167918695434,1210.2931841276609,743.7419315226604,1220.918808164242,299.1531011368177,1026.2530518455203,136.1838026410729,-4.291594105881131,0.00017971672066040845
4.0,299.1625977,1025.712769,744.307251,1220.131836,475.6452637,1210.702271,475.68219642197744,1210.6359840962014,743.9719678840349,1220.9379139976877,298.86997297888047,1026.427040908498,136.120386498233,-3.804968570394749,9.048302534220398e-05
5.0,298.4091492,1027.101563,743.7781982,1221.175659,475.7825317,1210.285156,475.6956029866602,1210.8616953093738,744.0641924299586,1220.9651579974104,298.61848932218123,1026.6256897812823,136.080613074743,-2.3864054093985487,0.00018948629991251238
6.0,298.0762024,1027.148315,743.5524292,1221.431396,476.0397949,1211.190674,475.7075398652627,1210.9899094164862,744.0490382581684,1220.990066689062,298.40234355782565,1026.8278029566093,136.06735847200625,-0.7952761642059158,0.0005217208024611714
7.0,298.1014404,1026.678467,743.8793945,1220.82251,475.6100464,1211.071167,475.7069094208091,1211.0525758262638,743.969986840157,1221.0006663349602,298.21737615438843,1027.0094288931527,136.0745115739721,0.4291861179513034,0.0011018575694814745
8.0,298.7114563,1027.321533,744.1633301,1221.02002,475.6160278,1211.009766,475.6912757769742,1211.0832639947596,743.8655703887354,1220.9915037418368,298.0533014397856,1027.1553966944923,136.0924325020689,1.0752556858079745,0.0011204607384442925
9.0,297.9515991,1027.411255,743.737793,1220.901245,475.6682739,1211.070801,475.6657322613407,1211.1108752835978,743.7644743556571,1220.9661560672355,297.9019030739357,1027.2648815798668,136.11211248105982,1.1807987394553263,0.000625886485613444
10.0,297.4813538,1027.417969,743.7022095,1221.202881,475.6682739,1211.070801,475.63888938644976,1211.1550454835144,743.6880779526244,1220.9352461384017,297.76321224040623,1027.352540030348,136.12757847424518,0.927959591121521,0.00018333994837676303
11.0,297.5629578,1027.437012,743.6038208,1220.789795,475.5821228,1211.313843,475.6196871836762,1211.2234055274162,743.6518566004289,1220.9129687765862,297.6419981343637,1027.4457187125586,136.13728439110818,0.5823550117798959,2.8775759894668763e-05
