Frame #,Right_Knee (X),Right_Knee (Y),Right_Knee (Z),Left_Knee (X),Left_Knee (Y),Left_Knee (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Left_Hip (X),Left_Hip (Y),Left_Hip (Z),Nose (X),Nose (Y),Nose (Z),Left_Hip (X)_smoothed,Left_Hip (Y)_smoothed,Left_Knee (X)_smoothed,Left_Knee (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,Left_Hip (X)_smoothed_smoothed,Left_Hip (Y)_smoothed_smoothed,Left_Knee (X)_smoothed_smoothed,Left_Knee (Y)_smoothed_smoothed,Nose (X)_smoothed_smoothed,Nose (Y)_smoothed_smoothed,angles,velocity,roughness
680,0.5674713850021362,-0.678322434425354,0.1054606214165687,0.4744801223278045,-0.6772040128707886,-0.0114989075809717,0.571770966053009,-0.5684406757354736,0.0172148067504167,0.4777054488658905,-0.5705114006996155,-0.0176818706095218,0.520108163356781,-0.3892167508602142,0.1520202904939651,0.477718086015056,-0.5705341276033075,0.4744835085497119,-0.6772223128828956,0.5201084071923405,-0.3892190393215126,0.4777301219638923,-0.5704576552258811,0.47449707161997,-0.6771731489537667,0.5201182596202212,-0.3892184332187621,191.42651379311775,0.0752389447222867,5.056046872281401e-05
681,0.5674666166305542,-0.6783818006515503,0.1048531755805015,0.4744777679443359,-0.6772708892822266,-0.0112855583429336,0.5717670917510986,-0.5685217976570129,0.0170449689030647,0.4777011573314667,-0.570627748966217,-0.0175134055316448,0.5201054215431213,-0.3892120718955993,0.1470967233180999,0.4776977565790823,-0.5706247368723593,0.474471615526664,-0.6772751179908576,0.5201179643442393,-0.3892035771405965,0.4777171758099683,-0.5705244878844723,0.4744868891826476,-0.6772139365686028,0.5201181415098285,-0.3892124907874958,191.4271875081057,0.0404228992772459,3.617981207150206e-05
682,0.5674604773521423,-0.6784048080444336,0.1031689643859863,0.4744739234447479,-0.6773467659950256,-0.0116145880892872,0.5717713236808777,-0.568600594997406,0.0170207787305116,0.4776929020881653,-0.5707418918609619,-0.0174889396876096,0.5201025009155273,-0.3891687095165252,0.1303210109472274,0.4776574285446043,-0.5707229646578497,0.4744572886472056,-0.6773362279255077,0.5201314489618999,-0.3891800284945139,0.4776932769038227,-0.5706038785938232,0.4744750489684709,-0.6772628531113645,0.5201234644906569,-0.3891995058703029,191.4308950811632,0.2224543834489623,1.3104080008958826e-05
683,0.5674554705619812,-0.6784366369247437,0.0965668633580207,0.4744642972946167,-0.6773901581764221,-0.0118075907230377,0.5717235207557678,-0.5686519145965576,0.0158604905009269,0.4776308834552765,-0.5708205699920654,-0.0163233932107687,0.5200988054275513,-0.3891364634037018,0.1297850161790847,0.4775949537300194,-0.5708205460154337,0.4744405147187726,-0.6774040980546782,0.5201421603059387,-0.3891453613542045,0.4776539476343012,-0.5706905455624675,0.4744612352685917,-0.6773193510886896,0.5201309428167694,-0.3891778480638635,191.4409736527181,0.6047142932948191,1.4031482449082107e-05
684,0.5674422383308411,-0.6784611344337463,0.0946027934551239,0.4743975698947906,-0.677489161491394,-0.0121581126004457,0.5716769099235535,-0.5687580704689026,0.0157067216932773,0.477601557970047,-0.5709489583969116,-0.0161668937653303,0.5201120972633362,-0.3890947699546814,0.1272543221712112,0.4775137668697671,-0.5709108997281283,0.4744222356206579,-0.6774768273715727,0.520138714893819,-0.3890968322735764,0.4775978753284874,-0.5707786872287317,0.4744456354094182,-0.6773823416018425,0.5201340516475889,-0.3891454417477487,191.45925719551616,1.097012567883553,5.511839219932816e-05
685,0.5674248933792114,-0.6784776449203491,0.0934763252735138,0.4743880033493042,-0.6775760054588318,-0.0122900893911719,0.5715612173080444,-0.5687936544418335,0.0152999330312013,0.4773556292057037,-0.5710241198539734,-0.0157575439661741,0.5201135873794556,-0.3890813589096069,0.1224850118160247,0.4774225164339083,-0.5709908550438673,0.4744038129304782,-0.6775526536071633,0.5201064282881067,-0.389033221631346,0.4775277317706557,-0.5708635543547859,0.4744289064178423,-0.6774504664039706,0.5201230023037956,-0.3891005537011876,191.48502764368433,1.546226890090452,0.0001073518472150988
686,0.5674152374267578,-0.6784834265708923,0.0923943147063255,0.4743825793266296,-0.677613377571106,-0.0126505102962255,0.5714708566665649,-0.5688037276268005,0.0149118602275848,0.4772619605064392,-0.5710476636886597,-0.0153703773394227,0.5200645923614502,-0.3889926373958587,0.1239335536956787,0.4773322200209506,-0.5710611585463565,0.474386150977725,-0.6776302791102655,0.5200306963281011,-0.3889560742992635,0.4774495270707736,-0.570942596031414,0.4744118042417954,-0.6775223914864882,0.5200860799135174,-0.389042761940418,191.5146744252158,1.7788068918872568,0.00011546679017238413
687,0.5674019455909729,-0.6785153150558472,0.0925305932760238,0.4743709862232208,-0.6777088642120361,-0.0126179847866296,0.5714004635810852,-0.568854033946991,0.0144705241546034,0.4772234857082367,-0.5711062550544739,-0.0149302994832396,0.5199871063232422,-0.3888297975063324,0.1284015625715255,0.4772521754710987,-0.5711254785449341,0.4743691580265369,-0.6777087901554627,0.5199015207462159,-0.3888701555333889,0.4773705864309037,-0.5710157490368218,0.4743947457556921,-0.6775969509540777,0.5200122562465964,-0.3889737193776063,191.54240009783655,1.6635403572456653,6.523809235164036e-05
688,0.567391574382782,-0.6785438060760498,0.0917321071028709,0.4743621945381164,-0.6777861714363098,-0.0129784913733601,0.571370542049408,-0.5688999891281128,0.0143761485815048,0.4772003591060638,-0.5711639523506165,-0.0148379374295473,0.5197211503982544,-0.3887654840946197,0.1237823516130447,0.477187028093026,-0.5711883350422824,0.4743518653648716,-0.6777871940127635,0.5197174694218348,-0.388782546229627,0.4772971630957527,-0.5710847834390059,0.474377593599364,-0.6776730481775518,0.5198943415166916,-0.3888972501184145,191.56179686006212,1.1638057335341043,2.565835293514423e-05
689,0.5673571825027466,-0.6785744428634644,0.0917598903179168,0.4743363559246063,-0.6778430342674255,-0.0131554137915372,0.5713630318641663,-0.5689510703086853,0.0143921738490462,0.4771464169025421,-0.5712448358535767,-0.0148551324382424,0.5195268988609314,-0.3887058198451996,0.1160816848278045,0.4771364103077257,-0.5712530124922892,0.4743329464406031,-0.6778639013959322,0.5194873684234657,-0.3887008800945711,0.477232861980542,-0.5711520750603192,0.4743597347358596,-0.6777493894649037,0.5197315522794012,-0.388818702108877,191.56766168049063,0.3518892257108064,9.302115180345429e-05
690,0.5673426389694214,-0.6786210536956787,0.0918257087469101,0.4742974638938904,-0.6779330372810364,-0.0132182883098721,0.5713273286819458,-0.5689899325370789,0.0144001580774784,0.4770990312099457,-0.5713146328926086,-0.0148636922240257,0.5192407965660095,-0.3885907232761383,0.106520190834999,0.4770965566234611,-0.571320378350896,0.4743112064420221,-0.6779364955444269,0.5192290045002931,-0.3886318624950676,0.4771783398377097,-0.57121939637655,0.4743403234183244,-0.6778242318967128,0.519530533167758,-0.3887439662633531,191.5573665249164,-0.6177093344535933,0.0002794206404143372
691,0.5673155188560486,-0.6786474585533142,0.0917749479413032,0.4742935597896576,-0.6780042052268982,-0.0136681627482175,0.5713208913803101,-0.5690282583236694,0.0144072156399488,0.4770717620849609,-0.5713827013969421,-0.0148712620139122,0.5189382433891296,-0.3885887563228607,0.108918622136116,0.4770624809938718,-0.5713888629978603,0.4742858681424419,-0.6780020060460801,0.5189652334102371,-0.3885807822587041,0.4771319963001745,-0.5712871830250742,0.4743185413079712,-0.6778953415564597,0.5193044132647497,-0.3886786926614934,191.5313911083497,-1.5585249940016863,0.0004760416052196078
692,0.5672986507415771,-0.6786865592002869,0.0932538285851478,0.4742599427700043,-0.6780971884727478,-0.0136817442253232,0.5713013410568237,-0.5691048502922058,0.0144711779430508,0.4770645797252655,-0.5714793801307678,-0.0149385910481214,0.51860111951828,-0.3885866105556488,0.1099703758955001,0.4770298185114577,-0.571455330649105,0.4742567710142359,-0.6780577102087352,0.518718569486637,-0.3885520794627733,0.4770911251846879,-0.5713544420746867,0.4742938331904769,-0.6779602890173699,0.5190700757535046,-0.3886280473820052,191.49297915996664,-2.304716902984296,0.000544583739050059
693,0.5672447681427002,-0.6786916851997375,0.0888497605919838,0.4742355942726135,-0.6781013607978821,-0.0207135174423456,0.5712652802467346,-0.5691379308700562,0.0147491423413157,0.476991206407547,-0.5715240240097046,-0.0152174839749932,0.5184999108314514,-0.3885946869850158,0.1066368594765663,0.4769959682639484,-0.5715163544990159,0.4742245873968253,-0.6781020745620908,0.5185059860131745,-0.3885505256351932,0.4770530624163921,-0.5714192070444185,0.4742661348730161,-0.6780170032352584,0.5188444398573726,-0.3885970386832802,191.44715216419723,-2.7496197461641714,0.0004405046686529791
694,0.5672366619110107,-0.6786948442459106,0.0854469388723373,0.4741977155208587,-0.6781153082847595,-0.0239584594964981,0.5712168216705322,-0.569179892539978,0.0148874232545495,0.476946622133255,-0.5715710520744324,-0.0153572456911206,0.5183296799659729,-0.3885956108570099,0.1042333245277404,0.4769603239664245,-0.5715693440596488,0.4741909223014593,-0.6781351858027571,0.5183359825310877,-0.3885819903257456,0.477015967036405,-0.5714792618505107,0.4742360498443932,-0.678064276262258,0.5186410569268587,-0.3885910193402663,191.39948391074068,-2.8600952073929875,0.0002429534384820534
695,0.5672008991241455,-0.6787141561508179,0.0833684280514717,0.47415292263031,-0.6781431436538696,-0.0264704041182994,0.571204423904419,-0.5692325234413147,0.0150420982390642,0.4769157171249389,-0.5716198086738586,-0.0155119998380541,0.5182436108589172,-0.3886538445949554,0.1019892618060112,0.4769236836403276,-0.5716131101608735,0.4741580596377957,-0.6781584337573999,0.5182088736129126,-0.388652661923527,0.476979053677974,-0.5715328011746558,0.4742048537617541,-0.6781019392603148,0.5184681836012802,-0.3886156763735706,191.35504082337548,-2.6665852419125713,7.765652174742402e-05
696,0.5671478509902954,-0.6787291765213013,0.0839589685201644,0.4741115868091583,-0.6781877875328064,-0.0261426642537117,0.5711840391159058,-0.5692614912986755,0.015197061933577,0.4768870174884796,-0.5716366171836853,-0.0156710837036371,0.518132209777832,-0.3887284696102142,0.1074254810810089,0.4768873878981995,-0.5716478109788463,0.4741282913178025,-0.6781739453919274,0.5181193211156843,-0.3887664077236623,0.4769423873660641,-0.571578805096332,0.4741742287841732,-0.6781307417129598,0.5183286386070418,-0.3886759689136074,191.31770183680896,-2.2403391939906214,2.11551713683549e-05
697,0.567103922367096,-0.6787336468696594,0.0818245187401771,0.4740883111953735,-0.6781952381134033,-0.0291396882385015,0.5711637139320374,-0.5693146586418152,0.0153508661314845,0.4768480658531189,-0.5716748833656311,-0.0158248003572225,0.5180664658546448,-0.388833612203598,0.1048175692558288,0.4768527571361537,-0.5716745203330013,0.4741030867650163,-0.6781843772661352,0.5180592703660439,-0.3889211307800591,0.4769065352740998,-0.5716170911909997,0.4741457719765102,-0.6781521959342299,0.5182208913106428,-0.3887740336601882,191.28983395037815,-1.672073185848717,6.619692989580339e-05
698,0.5670918822288513,-0.6787511706352234,0.0811781361699104,0.4740823805332184,-0.6782022714614868,-0.0289988778531551,0.5711540579795837,-0.5693541765213013,0.0153596187010407,0.4768379926681518,-0.5716995596885681,-0.0158340446650981,0.5180080533027649,-0.3889907002449035,0.1117857918143272,0.4768209703901792,-0.5716947150597145,0.4740825813621959,-0.6781930453948531,0.5180200970740906,-0.3891059291929211,0.4768723093205314,-0.5716481407384857,0.4741204957307843,-0.6781685357184792,0.5181405736160221,-0.3889067918732815,191.27219791902135,-1.0581618814080684,0.00015187535877242398
699,0.5670410394668579,-0.6787562966346741,0.0812954232096672,0.474075436592102,-0.6782082319259644,-0.0289898924529552,0.5710738301277161,-0.5693600177764893,0.0153844272717833,0.4767977595329284,-0.5717060565948486,-0.015860503539443,0.5179985165596008,-0.3893223106861114,0.1272949427366256,0.4767931530613957,-0.5717098503554359,0.4740657385680036,-0.6782038784491367,0.5179938419886319,-0.3893013127394795,0.4768406468168769,-0.5716728245852659,0.4740985928656719,-0.6781826728107424,0.5180818809650661,-0.3890646002197608,191.2640185612411,-0.4907614668150017,0.00021344158479822615
700,0.5670134425163269,-0.6787598133087158,0.0817624256014823,0.4740673899650574,-0.6782134771347046,-0.0294993370771408,0.571014940738678,-0.569366455078125,0.0154679277911782,0.4767564535140991,-0.57171630859375,-0.0159468129277229,0.5179905891418457,-0.3896411955356598,0.1263164579868316,0.476770337317555,-0.5717210216681933,0.4740510987716208,-0.6782208174470111,0.5179739709177211,-0.3894838247404394,0.4768125230171479,-0.571692103418437,0.4740795952280514,-0.6781979306652501,0.5180387169461281,-0.3892322900280324,191.26325944461612,-0.0455469974986044,0.00021614061707673655
701,0.5669989585876465,-0.6787635684013367,0.0857709199190139,0.474052757024765,-0.6782232522964478,-0.0268233586102724,0.5709540843963623,-0.5693743228912354,0.01530924718827,0.4767455458641052,-0.5717234015464783,-0.0157978739589452,0.5179585814476013,-0.3897207677364349,0.142631247639656,0.4767531423459353,-0.5717286837675416,0.4740376136365973,-0.6782467295014732,0.5179559563899923,-0.3896336026049529,0.4767887707486626,-0.5717067355580789,0.4740628025914697,-0.6782174501997396,0.5180056127236736,-0.3893928150588007,191.2671514619495,0.2335210400030973,0.00016480164178086276
702,0.5669756531715393,-0.6787664890289307,0.0880097076296806,0.4740098416805267,-0.6782588958740234,-0.0266428273171186,0.5709217190742493,-0.569375216960907,0.015330639667809,0.4767378568649292,-0.5717259049415588,-0.0158212445676326,0.517947256565094,-0.3897578120231628,0.1445459425449371,0.4767413821416107,-0.5717325124489927,0.4740250031186752,-0.6782822861393264,0.5179375726734029,-0.3897407274455399,0.4767698153058417,-0.5717170463144444,0.4740476828023519,-0.6782433845755743,0.5179783967035652,-0.3895319800134965,191.27289500937607,0.3446128455937014,9.231458631896607e-05
703,0.5669367909431458,-0.6787939667701721,0.0941416770219802,0.4740029275417328,-0.6783173680305481,-0.0253285355865955,0.5709108710289001,-0.5693798661231995,0.0156210390850901,0.4767377376556396,-0.5717304944992065,-0.0161145646125078,0.5179176330566406,-0.3897747099399566,0.1440228223800659,0.4767339585879485,-0.5717315506071352,0.4740134288422817,-0.6783254486275356,0.5179186802963676,-0.3898067947572859,0.4767554726186843,-0.5717228480315207,0.4740339812183238,-0.6782762101963588,0.517954510140686,-0.3896419059110123,191.27830470668175,0.324581838340805,3.435513538635698e-05
704,0.566890299320221,-0.6788128018379211,0.0990813001990318,0.4739970862865448,-0.6783998012542725,-0.0246350951492786,0.5708864331245422,-0.5693848729133606,0.0159634035080671,0.4767331182956695,-0.5717354416847229,-0.0164611861109733,0.5178831815719604,-0.3897859752178192,0.1523260623216629,0.4767291566875374,-0.5717246943209645,0.4740028037951527,-0.6783720309791759,0.5179004934897834,-0.3898416339937495,0.4767449462462255,-0.5717235865472983,0.4740215102490553,-0.6783145385094854,0.5179329034803251,-0.3897217971441072,191.28215707490935,0.2311420936558761,6.754206074074015e-06
705,0.5668479204177856,-0.678816556930542,0.1039180234074592,0.4739894568920135,-0.6784312725067139,-0.0217820312827825,0.5708515644073486,-0.5693768262863159,0.0160373970866203,0.4767287075519562,-0.5717230439186096,-0.0165409632027149,0.5178757905960083,-0.3898361027240753,0.1716383546590805,0.4767251505783833,-0.5717113944631573,0.4739922941674893,-0.6784172045000415,0.5178846016494826,-0.3898579368018683,0.4767370279790885,-0.5717187097136418,0.4740098238164288,-0.6783556049057077,0.5179135827479882,-0.3897762530072116,191.28415392596935,0.1198110635999682,2.2283114540994994e-06
706,0.5668210983276367,-0.6788179278373718,0.1048222184181213,0.4739832580089569,-0.6784706115722656,-0.0214178394526243,0.5708293914794922,-0.5693597793579102,0.0161119531840086,0.4767245352268219,-0.5716956257820129,-0.0166204385459423,0.5178807377815247,-0.3898555636405945,0.1812017261981964,0.476720452966509,-0.5716922667345998,0.4739803273394902,-0.6784571744475919,0.5178721641101646,-0.3898666878385691,0.4767303979740566,-0.5717081325220248,0.4739980252256534,-0.6783962327224613,0.5178970152928589,-0.3898124269397545,191.28460067681624,0.0268050508134365,5.096470880803031e-06
707,0.5668100714683533,-0.6788203716278076,0.1044432148337364,0.4739647507667541,-0.6784950494766235,-0.0197538472712039,0.5707627534866333,-0.5693534016609192,0.0156989265233278,0.4767081439495086,-0.5716813802719116,-0.016217540949583,0.5178622007369995,-0.3898752629756927,0.173867255449295,0.4767141539241926,-0.5716692767100008,0.4739650387189282,-0.6784901896563339,0.517863555935628,-0.3898747118128327,0.4767239003541109,-0.571692590197215,0.4739848306229632,-0.6784338154960102,0.5178836315499667,-0.3898373408889857,191.28399583479015,-0.0362905215655473,6.003183819219961e-06
708,0.5667961835861206,-0.6788212656974792,0.1041051521897316,0.4739570617675781,-0.6785110235214233,-0.0193402953445911,0.5707299709320068,-0.5693191885948181,0.0153722390532493,0.476702868938446,-0.5716263651847839,-0.0159020684659481,0.517852246761322,-0.3898991346359253,0.1685004085302353,0.4767059575377196,-0.57164535387434,0.4739449142567502,-0.6785165505437868,0.5178583880877046,-0.3898840979194442,0.4767167232275542,-0.5716736956680648,0.473968864076478,-0.6784669095151206,0.517873534165062,-0.3898560437011691,191.2827042263012,-0.0774965093364699,4.297668306216839e-06
709,0.5667877197265625,-0.6788159012794495,0.1033983305096626,0.4739257395267486,-0.6785237789154053,-0.0156104899942874,0.5706831216812134,-0.5693082809448242,0.0139607517048716,0.476697564125061,-0.5716132521629333,-0.0145018594339489,0.517855703830719,-0.3898812532424927,0.1661241501569748,0.4766961535110272,-0.571623578943872,0.4739193786302378,-0.6785378358260695,0.5178556720381481,-0.3898925996076596,0.4767084953409433,-0.5716536489783876,0.4739490698979818,-0.6784952800394998,0.5178663893142965,-0.3898706660637654,191.2807879739504,-0.1149751410486032,2.379555606269474e-06
710,0.5667768716812134,-0.6788166165351868,0.1031685322523117,0.4738906323909759,-0.6785448789596558,-0.012397720478475,0.5706713199615479,-0.5693075060844421,0.0130875678732991,0.4766929447650909,-0.5716072916984558,-0.0136318746954202,0.5178515315055847,-0.3898731768131256,0.164312943816185,0.476685664367191,-0.5716063391079229,0.4738891041235465,-0.6785558554115877,0.5178540586680185,-0.389894276898295,0.4766993629514423,-0.5716347250302016,0.4739250835882077,-0.6785195101883347,0.5178614570557853,-0.3898801103975774,191.27796836881825,-0.1691763079287511,1.5509113509349117e-06
711,0.5667694807052612,-0.6788174510002136,0.1001078262925148,0.4738469421863556,-0.6785765290260315,-0.0126977693289518,0.570661187171936,-0.5693089365959167,0.0130210509523749,0.4766885936260223,-0.5716044306755066,-0.0135658700019121,0.5178492069244385,-0.3898703455924988,0.1595922261476516,0.4766761474632907,-0.5715948433511954,0.4738559088559424,-0.6785718562702657,0.5178522162722727,-0.3898802402102628,0.4766900767561816,-0.5716187723585991,0.4738974136953016,-0.678540448621107,0.5178577607423803,-0.3898801623226517,191.27364919083504,-0.2591506789923414,2.0811429874475646e-06
712,0.5667572021484375,-0.6788151264190674,0.1000169217586517,0.4738169312477112,-0.6785848736763,-0.0125864455476403,0.5706386566162109,-0.5693014860153198,0.0129255410283803,0.4766712784767151,-0.57157963514328,-0.013470359146595,0.5178633332252502,-0.3898277878761291,0.1570600569248199,0.4766699380023224,-0.5715890531311548,0.4738223321816942,-0.6785862689292697,0.5178493651055256,-0.3898398614872314,0.4766820212546378,-0.5716068846676214,0.4738673810898587,-0.6785587767443719,0.5178544024876385,-0.3898640419884837,191.2669689477553,-0.4008145847853939,4.647104574397326e-06
713,0.566749632358551,-0.6788156032562256,0.0997383967041969,0.4738011360168457,-0.6786013841629028,-0.0115752341225743,0.570628821849823,-0.5693020224571228,0.0128416214138269,0.4766677320003509,-0.5715791583061218,-0.0133884204551577,0.5178526043891907,-0.389765053987503,0.1551453471183776,0.4766695977473074,-0.5715878001682688,0.4737911610871443,-0.678598918165757,0.5178458623588726,-0.3897628326065119,0.4766770518517056,-0.5715992508678803,0.473836893088773,-0.6785748333129259,0.5178509864361323,-0.389823558235695,191.25692483173745,-0.6026469610702634,1.0717992998369984e-05
714,0.5667391419410706,-0.6788355112075806,0.0945148542523384,0.4737660586833954,-0.6786125302314758,-0.0117743238806724,0.5706149935722351,-0.5693182349205017,0.0126150269061326,0.4766618609428406,-0.5715951323509216,-0.0131626678630709,0.517852246761322,-0.3896911740303039,0.1384453773498535,0.4766770433867836,-0.5715889770485164,0.473765105210497,-0.67860942677952,0.517843605257574,-0.3896420310664887,0.4766770484657369,-0.5715951413401346,0.4738081779374626,-0.6785886706995635,0.5178480339647089,-0.3897509473680124,191.24264088479447,-0.8570368165788977,2.127661094802881e-05
715,0.5667320489883423,-0.6788462400436401,0.0954890698194503,0.4737418591976166,-0.6786205768585205,-0.0099128922447562,0.5706031918525696,-0.569319486618042,0.0126243950799107,0.4766684770584106,-0.5715943574905396,-0.0131717585027217,0.5178504586219788,-0.3894988894462585,0.1398196369409561,0.4766925390508243,-0.5715898894882787,0.4737465616959004,-0.6786175948162433,0.5178459910961901,-0.3894765943746289,0.4766832446997719,-0.571593040599392,0.4737835314408378,-0.6786002403462355,0.5178472168173012,-0.3896412061706589,191.2237875485898,-1.1312001722802734,3.413309570643259e-05
716,0.5667251944541931,-0.6788498163223267,0.0923034474253654,0.4737389981746673,-0.678626298904419,-0.0097618922591209,0.5705931782722473,-0.5693165063858032,0.0118836117908358,0.4767079055309295,-0.5715895891189575,-0.0124283945187926,0.5178487300872803,-0.3893250823020935,0.1369142532348632,0.4767140577276687,-0.5715877670630259,0.4737373165287939,-0.6786236463586593,0.5178573223369694,-0.3892741652477702,0.4766955699109307,-0.5715909311848454,0.4737650454760204,-0.6786096027512051,0.5178512590251683,-0.3894943898015034,191.20103701052096,-1.3650322841300522,4.201764423231223e-05
717,0.5667259097099304,-0.6788824796676636,0.0976420417428016,0.473732590675354,-0.6786393523216248,-0.0065570981241762,0.5705851912498474,-0.5693106055259705,0.0118814148008823,0.4767497181892395,-0.5715827345848083,-0.0124247213825583,0.5178781747817993,-0.3890271782875061,0.136052131652832,0.4767374625086384,-0.5715802421630898,0.4737381737523576,-0.6786282797204549,0.5178817803232971,-0.3890513133945311,0.476712326950014,-0.571586655576143,0.4737542967865553,-0.6786170735389051,0.5178634675444197,-0.3893171592387145,191.17634958618476,-1.4812454601724312,3.626146434583509e-05
718,0.5667218565940857,-0.6788886785507202,0.0963649302721023,0.4737437069416046,-0.6786397695541382,-0.0069949142634868,0.5705640912055969,-0.5692995190620422,0.0117529910057783,0.4767679274082184,-0.571564257144928,-0.0122898975387215,0.5178987979888916,-0.3889101445674896,0.1330757439136505,0.4767575435052144,-0.5715656391238694,0.4737486299812626,-0.6786324433063593,0.5179222820407582,-0.3888317432121326,0.4767304135720944,-0.5715782489952334,0.4737520300644383,-0.6786232214458868,0.5178869933429552,-0.3891229928280818,191.1529062789987,-1.4065984311633883,1.8038029535168005e-05
719,0.5667181015014648,-0.678928554058075,0.1001811549067497,0.4737387299537658,-0.6786439418792725,-0.0046502803452312,0.5705509185791016,-0.5692946314811707,0.0117573635652661,0.4767711460590362,-0.5715621709823608,-0.0122946063056588,0.5179527401924133,-0.3886000514030456,0.1316270679235458,0.4767694419996436,-0.5715430515959322,0.4737667401289284,-0.6786367159441464,0.5179796523924282,-0.388642482549505,0.4767460249431143,-0.5715641700355127,0.4737579140902344,-0.6786286192451907,0.5179240569627447,-0.3889307887166512,191.13463922886524,-1.0960230080075917,8.226606132708963e-06
720,0.5667162537574768,-0.6789320111274719,0.1007724776864051,0.4738039970397949,-0.6785954833030701,-0.0030536036938428,0.5705112218856812,-0.5692155957221985,0.0109681710600852,0.4767704606056213,-0.5714987516403198,-0.0114946495741605,0.5180956125259399,-0.3884331881999969,0.1425640136003494,0.4767698865238903,-0.571512195540614,0.4737893843716787,-0.6786402274416605,0.5180525450913068,-0.3885085299580488,0.4767555695754249,-0.5715433802375534,0.4737705022028121,-0.6786332625237785,0.51797545221417,-0.3887618852132105,191.1254905458608,-0.5489209802664163,4.039198169759648e-05
721,0.5667134523391724,-0.6789582371711731,0.0944738686084747,0.4738416969776153,-0.6786018013954163,-0.0028086921665817,0.5705122351646423,-0.5691574811935425,0.0089884167537093,0.4767754971981048,-0.5714498162269592,-0.009493195451796,0.5181652307510376,-0.3884297609329223,0.1516469568014145,0.4767579852672157,-0.5714730173911174,0.4738131007401283,-0.6786394216869559,0.5181381743661599,-0.3884469982754625,0.4767565358521414,-0.5715152350989793,0.4737875416177384,-0.6786357261890493,0.5180405410749663,-0.3886359304381114,191.1286361130934,0.1887340339555976,0.00013448942425527152
722,0.5667469501495361,-0.6789634227752686,0.0936965569853782,0.4738457798957824,-0.6786016225814819,-0.0018532485701143,0.5705050826072693,-0.5691221356391907,0.0080814361572265,0.4767722189426422,-0.5714098811149597,-0.0085766492411494,0.5182315111160278,-0.3883766531944275,0.1513538807630539,0.476735538889611,-0.5714252761218788,0.4738352289968694,-0.6786275249123258,0.5182331808672889,-0.3884625359946942,0.4767481370671293,-0.5714792515081394,0.4738066165693907,-0.6786324456783598,0.5181175969918956,-0.3885665726607445,191.1458778074124,1.0345016591406877,0.0002721092322521619
723,0.5667427182197571,-0.6789682507514954,0.0911664366722107,0.4738503098487854,-0.6786050200462341,-0.0020386578980833,0.5705092549324036,-0.5690940022468567,0.0077229659073054,0.476679265499115,-0.5713757872581482,-0.0082145221531391,0.5182877779006958,-0.388479083776474,0.1524597406387329,0.4767066862313559,-0.5713686208245382,0.4738546722527511,-0.6785957105725519,0.518333717385979,-0.3885457344871943,0.4767315567328199,-0.5714349992346992,0.4738258388427348,-0.6786177516360367,0.5182040451495291,-0.3885582373913244,191.1772960473254,1.885094394779685,0.00039817194423088793
724,0.5667372941970825,-0.6789713501930237,0.0885907486081123,0.4738616347312927,-0.6786032915115356,-0.0023385160602629,0.5705270171165466,-0.5690712332725525,0.0074424063786864,0.4766473770141601,-0.5713477730751038,-0.0079316375777125,0.5184164047241211,-0.388724148273468,0.1485991030931472,0.4766766841935465,-0.5713034872351634,0.4738717877657584,-0.6785361921624371,0.5184347307021328,-0.3886754070299925,0.4767096077171104,-0.571382394434885,0.4738442184119442,-0.678585127846597,0.5182963193705705,-0.3886051052467915,191.22118749889032,2.6334870938950417,0.0004515784319399998
725,0.5667489767074585,-0.6789742708206177,0.0873237922787666,0.4738815724849701,-0.6785309910774231,-0.0023936871439218,0.5705265402793884,-0.5689932107925415,0.0066515798680484,0.4766368269920349,-0.5712628960609436,-0.0071375439874827,0.5184866786003113,-0.3889188468456268,0.1484545916318893,0.4766502159068815,-0.5712323634046627,0.4738876102887439,-0.6784461591446487,0.5185295234213079,-0.3888244962965158,0.4766858509930187,-0.5713223820227961,0.4738615751626641,-0.6785295403658177,0.5183896009908653,-0.388692861666681,191.27430312826283,3.1869377623507944,0.0004032422708292419
726,0.5668074488639832,-0.678968608379364,0.0899669602513313,0.4738995730876922,-0.6783379912376404,-0.0014729611575603,0.570541262626648,-0.5689067244529724,0.0066889515146613,0.4766303598880768,-0.5711604952812195,-0.0071751740761101,0.5186925530433655,-0.38904669880867,0.1500714123249054,0.4766301840827082,-0.5711603406680755,0.4739029986302073,-0.6783304771525048,0.5186107143480316,-0.3889676571472104,0.4766635842288944,-0.5712575654809078,0.4738781445496814,-0.6784499150804923,0.5184780463337316,-0.3888027798588927,191.33236466265816,3.4836920637201274,0.00027554720528048717
727,0.5668351650238037,-0.6789568066596985,0.0866199433803558,0.4739076495170593,-0.678171694278717,-0.0033947913907468,0.5705462694168091,-0.5688291788101196,0.0066594150848686,0.4766284525394439,-0.5710509419441223,-0.0071456786245107,0.5187092423439026,-0.3890855014324188,0.1388865113258361,0.4766176208036992,-0.5710941427519168,0.4739181330981575,-0.6782013564962793,0.5186725561856894,-0.3890872741309869,0.4766451988588162,-0.5711921963893113,0.4738941399690718,-0.6783504916468068,0.5185558502745145,-0.3889165775677304,191.39075391833703,3.503355340731673,0.00013060510452568943
