Frame #,Nose (X),Nose (Y),Nose (Z),Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4451315319354765e-05,8.000407891498184e-06,-0.0001073455092211,4.2528085241048456e-05,9.823527322079749e-06,1.0701515701038069e-06,287.9063598157542,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0117607835981651,0.0187711749994729,-0.0093912128842004,0.0201692667834154,-0.010051132723529,0.0208445169954751,308.76380062480365,1251.4464485429687,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0169804854030478,0.0268706816582117,-0.0135424450161105,0.0288762639282825,-0.0144598548793784,0.0299129041507851,321.21851297886167,747.282741243481,35.30292274416159
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096682823304072,0.0146357887330945,-0.0078322136439137,0.0157878246450439,-0.0080531563669253,0.0165086199189452,329.8833138494765,519.8880522368904,38.93829053482818
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144757208098815,-0.0247864949497885,0.0111622734912364,-0.0264680433423675,0.0128582597060469,-0.0269830254944585,331.23970158153236,81.38326392335102,65.87554386165773
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563807509893496,-0.0926924332607321,0.044197232685579,-0.0993206474594686,0.0490266636350637,-0.1020629837771758,333.41289836985464,130.3918072993372,64.40625819450375
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1120863626977984,-0.1824379066977106,0.0881247346054464,-0.1956926088728649,0.0969756643724117,-0.2014578893639181,335.01400482110466,96.0663870750011,25.377525927228387
8,0.2168615907430648,-0.5058981776237488,-1.3432554006576538,0.2790524363517761,-0.4690316319465637,-0.8146097660064697,0.3077501654624939,-0.4845954179763794,-0.2623239457607269,0.2466960996389389,-0.5142346024513245,0.3156339824199676,336.25446386317844,0.1729213095982196,-0.2798694192849074,0.1359800011582602,-0.3004453573657366,0.14919036742007,-0.3095502704507804,336.11280335971776,65.92791231678575,10.261067248673458
9,0.2285581976175308,-0.4933525621891022,-1.3500272035598757,0.2933357059955597,-0.46342933177948,-0.850121259689331,0.3381815254688263,-0.4858540892601013,-0.3242632746696472,0.2498620152473449,-0.5142922401428223,0.2209040820598602,335.3153053205642,0.2283290655612052,-0.3680112983954391,0.1791608610669034,-0.395371909484182,0.1965749154803651,-0.4075201996814015,336.82135935239285,42.51335956050525,0.30205714294671215
10,0.2274518609046936,-0.4953379333019256,-1.1387046575546265,0.2929429411888122,-0.4628479182720184,-0.7810644507408142,0.3347440063953399,-0.4872926473617553,-0.3045699000358581,0.2470553964376449,-0.5156395435333252,0.2244054526090622,337.38375950565177,0.2700579734228027,-0.4337935206564271,0.2107347766327257,-0.466364178671196,0.2320239508204015,-0.4807929300270798,337.1927226131495,22.281795645399143,0.5114886907718434
