Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Shoulder X,Shoulder Y,Elbow X,Elbow Y,Shoulder X_smoothed,Shoulder Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Body Pink X_smoothed,Body Pink Y_smoothed,angles,velocity,roughness
54.0,580.0232544,1445.317871,716.1589355,1241.453491,662.9277954,996.416687,617.3763428,1212.331177,662.9008997102421,996.3920365361809,579.928348552647,1445.5077057717822,716.1448139880429,1241.3275245619277,22.76492024592099,-1.3450849621302297,9.757401305966347e-05
55.0,579.9298096,1445.596436,716.2756958,1241.250977,662.9277954,996.416687,617.5,1212.5,662.927248808519,996.4141604208668,579.9573223391058,1445.5158511219197,716.1874770844809,1241.340935535276,22.75309417336204,-0.7095643535370044,0.0001904116979440081
56.0,579.9298096,1445.596436,716.3533936,1241.269043,662.9277954,996.416687,617.3763428,1212.331177,662.9630021672892,996.4518553652764,579.988529827398,1445.5190077932675,716.2482954589165,1241.3644561827386,22.74905273592424,-0.24248624626793,0.00023074524786329909
57.0,579.8619385,1445.66333,716.4185791,1241.37207,662.9277954,996.416687,617.5,1212.5,663.013327617995,996.5129040629728,580.0505254376222,1445.511895497962,716.3126904663469,1241.3923185733297,22.748575912146407,-0.0286094266700587,0.00018093438582466714
58.0,580.130188,1445.58728,716.2348633,1241.465942,663.1280518,996.6478271,617.5,1212.5,663.080838079059,996.601708153328,580.1587848966055,1445.4992205549736,716.37231082121,1241.4158407521595,22.747768546665203,-0.0484419288722648,8.662132796745663e-05
59.0,580.3366089,1445.460815,716.5,1241.5,663.0597534,996.8478394,617.7590332,1212.5,663.1643446961958,996.7185325350408,580.3107896969113,1445.4979575606271,716.4264144350834,1241.4266881908702,22.744412294572843,-0.2013751255415741,2.1054405769103436e-05
60.0,580.3366089,1445.460815,716.5,1241.5,663.3820801,996.762207,618.0133057,1212.393311,663.2599701589538,996.8599760100004,580.4871682631305,1445.5331481834828,716.4801469736358,1241.421288205359,22.738489903749613,-0.3553434493937857,5.223654871760332e-06
61.0,580.7869263,1445.656372,716.555542,1241.379883,663.4375,996.9033813,618.0743408,1212.412109,663.3638057177673,997.018843981788,580.6577408594137,1445.629447873828,716.541885257621,1241.403380157423,22.731884626335003,-0.3963166448766486,7.974808364058747e-06
62.0,580.7869263,1445.656372,716.555542,1241.379883,663.4540405,997.2088013,618.2493896,1212.613037,663.4741897291702,997.1833956987548,580.790611817916,1445.8020902318665,716.6200327178141,1241.38299158422,22.727454174747592,-0.2658270952446173,5.256003258559383e-06
63.0,581.0700073,1446.02002,716.6941528,1241.302368,663.5689697,997.3927002,618.0,1213.205078,663.5915940529649,997.3381921024578,580.8622744909807,1446.0499981433234,716.7191382989514,1241.372457258601,22.72779323536161,0.0203436368410336,7.477520481945474e-06
