Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder X,Shoulder Y,Elbow X,Elbow Y,Shoulder X_smoothed,Shoulder Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Body Pink X_smoothed,Body Pink Y_smoothed,angles,velocity,roughness
25.0,513.1353149,1420.135254,725.2240601,1234.699463,596.9423218,1190.92688,594.0,1193.0,596.9455416612675,1190.9160941830987,725.1986808143914,1234.9278963570775,513.1812258614287,1420.1455534531458,268.8563801686634,0.4325860983249185,0.0003335422539650582
26.0,513.1353149,1420.135254,725.1643066,1235.12207,596.9423218,1190.92688,594.0,1193.0,596.9333345941878,1190.9202987081542,725.1478845712267,1235.077419359013,513.11398887836,1420.09568038963,268.879455498051,1.384519763256549,0.0005138174552011841
27.0,513.0,1419.907837,725.1442871,1235.333374,596.9423218,1190.92688,594.0,1193.0,596.9216165074969,1190.9220452908307,725.082635284421,1235.2267858654905,513.0425458867854,1420.0445365742114,268.9128611984119,2.004342021654111,0.0005406584739407337
28.0,513.1353149,1420.135254,725.046875,1235.453125,596.9423218,1190.92688,596.5007324,1189.983398,596.9160787382888,1190.9225320567448,725.0126585477624,1235.3496186133964,512.9636984281908,1419.9845635346026,268.94758974941607,2.0837130602490106,0.0003554112480881356
29.0,512.8494873,1420.103882,724.8725586,1235.397095,596.9423218,1190.92688,596.5859375,1190.02478,596.923564937826,1190.924150340334,724.9521226555404,1235.42556302636,512.8790081246848,1419.9194208553438,268.97377943586605,1.5713811869989058,0.00012172049677832396
30.0,512.8494873,1420.103882,725.0,1235.5,596.9423218,1190.92688,596.9542236,1189.532837,596.9503122591118,1190.9298768528663,724.9164715279622,1235.4457731981972,512.7959114725039,1419.8678231883932,268.98372802204426,0.5969151706926823,9.89656972370535e-05
31.0,512.6466064,1419.730957,724.8725586,1235.397095,596.9423218,1190.92688,596.9542236,1189.532837,596.9989418172643,1190.9424102926307,724.9180866107272,1235.4141739905529,512.72568615053,1419.8612073989711,268.974155780779,-0.5743344759173397,0.00035122155195845076
32.0,512.6466064,1419.730957,724.8725586,1235.397095,596.9423218,1190.92688,597.9238281,1191.090332,597.0650729978101,1190.963330527493,724.9617147323628,1235.3458643141028,512.6790091032755,1419.932307567211,268.9470809957524,-1.6244871015942408,0.000645354794803168
33.0,512.6466064,1419.730957,724.8725586,1235.397095,596.9423218,1190.92688,597.9238281,1191.090332,597.1356786036696,1190.9928528217931,725.040651257524,1235.2636733100828,512.6612550542567,1420.0981684795015,268.90914664334616,-2.276061144374353,0.0006882466104974766
34.0,512.5,1420.0,725.2271118,1234.893799,597.4904175,1191.132813,597.3030396,1193.161255,597.1919306556067,1191.0309653378094,725.1356946396033,1235.19274611585,512.6695917895025,1420.3471331357223,268.869414511191,-2.383927929309948,0.0004407240179029003
35.0,512.7824097,1420.875,725.2730713,1235.164673,597.3856201,1191.194824,597.3030396,1193.161255,597.217075765072,1191.0800268023104,725.2187641517698,1235.1536187589545,512.6932411985525,1420.6396391912897,268.83601934540565,-2.003709947121024,0.00014849891802926488
36.0,512.8201904,1421.5,725.2730713,1235.164673,597.3603516,1191.110718,597.3030396,1193.161255,597.2047952845921,1191.1471079932803,725.260258172693,1235.156494501288,512.7173950499822,1420.925642283556,268.81302585419985,-1.379609472347738,5.051712252367954e-05
37.0,512.8201904,1421.5,725.2730713,1235.164673,596.9542236,1191.24939,594.1136475,1193.04541,597.1610573593074,1191.24360035951,725.2368193350326,1235.1996472520707,512.7292956912455,1421.1696669100754,268.7992253872775,-0.8280280153417152,0.00011994796237904718
38.0,512.6763306,1421.227051,725.1800537,1235.279663,596.9176025,1191.3927,594.1136475,1193.04541,597.0971697237704,1191.3814222430478,725.1369669710949,1235.2719325135347,512.7229519526968,1421.3669698335077,268.7893977531891,-0.5896580453020306,0.00016041400038475484
39.0,512.6763306,1421.227051,725.0,1235.5,596.8375854,1191.436401,594.1136475,1193.04541,597.0194494641692,1191.5673861985028,724.9640355106502,1235.3572590981053,512.6998291442609,1421.540441743148,268.77699284362456,-0.7442945738739581,9.412546721619519e-05
40.0,512.6466064,1421.730957,724.8449097,1235.310181,596.9615479,1191.766846,594.1136475,1193.04541,596.9238825910863,1191.797904287734,724.736400534942,1235.4390206812247,512.6661674439205,1421.723017147442,268.75681916756554,-1.2104205635409926,3.0515317484826886e-05
41.0,512.6466064,1421.730957,724.5,1235.5,596.9615479,1191.766846,594.1136475,1193.04541,596.8001175891037,1192.056319410278,724.4844775136748,1235.5032860681451,512.6294952046021,1421.938934741686,268.7268174966291,-1.800100256185715,6.540458551451326e-05
42.0,512.5,1422.0,724.1550903,1235.689819,596.8019409,1192.570679,595.2371216,1191.338867,596.6421929863307,1192.3154135756192,724.2439224072128,1235.540853072759,512.5960929773825,1422.1933902868652,268.6884682631056,-2.3009540114094307,0.00014369430966660576
43.0,512.5,1422.5,723.8422852,1235.5,596.8019409,1192.570679,595.2371216,1191.338867,596.458718626422,1192.546150745946,724.0458898031096,1235.5488654176495,512.5700136110103,1422.4731377236585,268.6457638695645,-2.5622636124660403,0.0001572874201380452
44.0,512.6763306,1423.227051,723.8422852,1235.5,596.0150146,1192.906006,595.2371216,1191.338867,596.2751517498089,1192.7298057057328,723.9077883757958,1235.5315169600192,512.5543124545136,1422.7568922675775,268.60321779346054,-2.5527645662384657,9.300534605214313e-05
45.0,512.6763306,1423.227051,723.8422852,1235.5,595.9083862,1193.057251,595.2371216,1191.338867,596.1254465401221,1192.8676682991904,723.8290850708901,1235.499133856404,512.5546337968408,1423.0302431422188,268.5639023382454,-2.3589273129096,2.673055054056884e-05
46.0,512.6763306,1423.227051,723.8422852,1235.5,595.9083862,1193.057251,595.2371216,1191.338867,596.037899161375,1192.9832096696396,723.7942378513939,1235.4664629382785,512.5829205015284,1423.295198860313,268.52849837164337,-2.12423799612111,9.387083576858826e-06
47.0,512.6763306,1423.227051,723.8422852,1235.5,596.0873413,1192.988892,595.2371216,1191.338867,596.0244104961546,1193.1144862884069,723.7807278667119,1235.451206957914,512.6573163484776,1423.567211680104,268.4957906700387,-1.9624620962815695,1.9460614934432764e-05
48.0,512.6763306,1423.772949,723.8422852,1235.5,596.0553589,1193.026367,596.5,1189.953369,596.0787064805111,1193.2983989087695,723.768109179554,1235.4722964243635,512.7960160518027,1423.8630203927744,268.46439105386344,-1.8839769705141407,2.145611173083059e-05
49.0,512.7211914,1424.278809,723.8422852,1235.5,596.3320313,1193.162109,596.5,1189.716675,596.1817474528754,1193.5531875525394,723.7446717800827,1235.54663500085,513.0068354709016,1424.1898072919998,268.4348416852767,-1.7729621152045638,1.4484483148278234e-05
50.0,513.0,1424.5,723.6610718,1235.661011,596.2206421,1193.853271,596.5,1189.716675,596.3092363160099,1193.868610012404,723.7098508095019,1235.6840029971918,513.2781392917435,1424.5426320090116,268.4107126474121,-1.4477422718766777,1.7782466999282544e-05
51.0,513.8022461,1424.966064,723.6610718,1235.661011,596.4898682,1194.689575,596.5,1189.716675,596.4376466943229,1194.210440243278,723.6720833720129,1235.8814547335562,513.5781887267003,1424.9089012958548,268.3974970484129,-0.792935939950894,6.337200291035548e-05
52.0,514.1798096,1425.5,723.5710449,1235.93042,596.5419922,1194.644409,596.5,1189.716675,596.5480367004863,1194.536532253753,723.6435918755217,1236.1201258497936,513.8660378491968,1425.2748998151649,268.39961538903987,0.1271004376178552,0.000192628509244563
53.0,514.1798096,1425.5,723.5878296,1236.587769,596.6867065,1194.754395,596.5,1189.716675,596.6284382879231,1194.8130665397086,723.6347580654407,1236.368123545136,514.1085860886152,1425.6303447134376,268.4177542791342,1.0883334056609328,0.0003821341646230118
54.0,514.3236694,1425.772949,723.6897583,1236.844849,596.7561035,1194.933838,596.5,1189.716675,596.6751478604868,1195.0214859883686,723.6504061928041,1236.590805782203,514.2933479287931,1425.9690029325684,268.4488680206041,1.866824488192833,0.000504771629439236
55.0,514.5,1426.5,723.6897583,1236.844849,596.5985107,1195.132568,596.5,1189.716675,596.6921963052947,1195.1566874890832,723.6887666419836,1236.7638673734464,514.4306308131503,1426.2866321435963,268.4888744130658,2.4003835477014945,0.0004637206954516076
56.0,514.5,1426.5,723.6897583,1236.844849,596.6616211,1195.243652,598.7058716,1192.294067,596.6885542579546,1195.2230185918554,723.7423198277149,1236.8811758907682,514.5462737518775,1426.5797104753035,268.5357177385272,2.8105995276837348,0.0003188470880171953
57.0,514.5,1427.0,723.7744141,1236.861938,596.6514282,1195.295166,593.6969604,1193.697021,596.674255556959,1195.2322529983016,723.7994504781612,1236.9532856293924,514.6692378295493,1426.8460398262791,268.5903348606381,3.2770273266555705,0.00020003486963194496
58.0,514.5,1427.0,723.9077759,1237.0,596.6566162,1195.186768,593.8927002,1195.338867,596.6575299173854,1195.203178912738,723.8468334583786,1236.9995199428104,514.818543373807,1427.0848634217127,268.65485242008424,3.8710535667678414,0.00016632832562724027
59.0,515.0,1427.092163,723.9077759,1237.0,596.6566162,1195.186768,593.6969604,1193.697021,596.6439773685117,1195.1607902378744,723.8727869065011,1237.039082026998,514.9950039735678,1427.2947508965751,268.72928182086423,4.46576404679945,0.0001884274769620697
60.0,515.5,1427.5,723.9077759,1237.0,596.6566162,1195.186768,599.5,1194.0,596.6372255181277,1195.1339505455692,723.8707227098865,1237.084452767498,515.1824479609313,1427.4708852333974,268.808744776856,4.767777359504635,0.00018263244850200952
61.0,515.3174438,1427.682495,723.9077759,1237.0,596.6566162,1195.186768,599.5,1194.0,596.6399320042198,1195.15134245155,723.84101689761,1237.137999188199,515.3573853511547,1427.6052203332652,268.88276095201223,4.440970509375575,9.755958988377017e-05
62.0,515.5,1427.842285,723.6825562,1237.317505,596.6566162,1195.186768,599.5,1194.0,596.6542356518243,1195.235501853771,723.7902209565881,1237.1924996174037,515.5001060957436,1427.6906730228295,268.9371656533969,3.264282083080161,9.913962716942825e-05
63.0,515.6825562,1427.682495,723.6825562,1237.317505,596.6566162,1195.186768,599.5,1194.0,596.6812792697023,1195.395156518966,723.7280181085916,1237.2359073649,515.6012751983595,1427.726240747805,268.958395024669,1.2737622763268064,0.0005788566094796559
64.0,515.6825562,1427.682495,723.6825562,1237.317505,596.6566162,1195.186768,599.5,1194.0,596.7201162307506,1195.6184740224342,723.6638350185948,1237.25827582205,515.6636082442907,1427.7189928061694,268.9389045944176,-1.1694258150862424,0.001698712182504655
65.0,515.6825562,1427.682495,723.6825562,1237.317505,596.769104,1196.170776,599.5,1194.0,596.7669959195326,1195.872803167282,723.6050852355248,1237.256889985866,515.7004592629564,1427.682191982111,268.8812861502169,-3.4571066520402383,0.0028840659339500526
66.0,515.6825562,1427.682495,723.5,1237.157715,596.7855225,1196.439331,599.0,1194.0,596.8161889471224,1196.115001743201,723.5570576429011,1237.2369649061102,515.732256415562,1427.6317722469923,268.7984812599885,-4.968293413705851,0.003136589067268714
67.0,515.8422852,1427.5,723.5,1237.157715,596.9921875,1196.385254,599.0,1194.0,596.8627325826168,1196.308264667069,723.5229107238467,1237.2083391065894,515.7817004880955,1427.5830204184842,268.70951969781595,-5.3376937303517025,0.0021391803398867902
68.0,515.8422852,1427.5,723.5,1237.157715,596.9922485,1196.440186,599.0,1194.0,596.9059444350676,1196.4348137033203,723.503133394475,1237.180756239006,515.8689574176326,1427.5477724062323,268.63308265188283,-4.586222755987137,0.000786891346709266
69.0,515.8422852,1427.5,723.5,1237.157715,596.8495483,1196.459106,599.0,1193.5,596.9513235011175,1196.4976369414835,723.4953235487052,1237.1604871822012,516.0074203045407,1427.5325604849816,268.58219818767395,-3.0530678525326493,0.00026866326711032343
70.0,516.1550903,1427.689819,723.5,1237.157715,597.0421753,1196.429077,599.0,1193.5,597.0091622047331,1196.5133726711974,723.4949602274746,1237.1494611747542,516.2007172876739,1427.5387551857443,268.56201925209695,-1.210736134620447,0.0008058947681794517
71.0,516.5,1427.5,723.5,1237.157715,597.0421753,1196.429077,599.0,1193.5,597.0906768740717,1196.502429080016,723.4968437411516,1237.146298116207,516.4428192333254,1427.5645223971387,268.570724779526,0.5223316457443161,0.0016135957508232037
72.0,516.8449097,1427.689819,723.5,1237.157715,597.1647339,1196.415649,599.0,1193.5,597.203938062736,1196.481073399145,723.4965946897015,1237.1480257619276,516.7223926063201,1427.606607685537,268.60240783663505,1.9009834265420975,0.0019060130710732049
73.0,517.1577148,1427.5,723.5,1237.157715,597.1896973,1196.462402,599.0,1193.5,597.3513817561718,1196.4578075410002,723.491911652598,1237.15159673135,517.0292323697697,1427.6603152076625,268.65036277956165,2.8772965755956648,0.0015789941107529802
74.0,517.3174438,1427.682495,723.5,1237.157715,597.7041626,1196.485962,599.0,1193.5,597.5301249618482,1196.434285007599,723.4834996957464,1237.1548202223676,517.3583303673269,1427.7183301674702,268.7092941658875,3.535883179552002,0.0010071747665957006
75.0,517.5,1427.842285,723.5,1237.157715,597.8495483,1196.459106,596.8400269,1193.922974,597.7354374145417,1196.409197944978,723.475533905825,1237.1566795406911,517.7088343047326,1427.7706919819982,268.77569190850454,3.9838645570216618,0.0005324116415888808
76.0,518.0,1427.907837,723.5,1237.157715,598.0,1196.448608,596.0,1194.0,597.9650953323231,1196.3824856171789,723.4753512925552,1237.1571852862626,518.079760525218,1427.807358125547,268.8467694986881,4.264655411013791,0.00024923690216008894
77.0,518.6466064,1427.730957,723.5,1237.157715,598.213562,1196.30603,601.3030396,1197.302979,598.2205748164496,1196.3575067200643,723.4919685648498,1237.1569476682448,518.4675073202434,1427.8220635203706,268.9192641965955,4.349681874444968,0.00010228988788226297
78.0,519.0,1427.907837,723.5,1237.157715,598.213562,1196.30603,601.3030396,1197.302979,598.5034502141297,1196.3404064363826,723.5332191245717,1237.1566026868304,518.8679411815539,1427.8149219308848,268.98928544765363,4.2012750634864915,2.9583545085186465e-05
79.0,519.3174438,1427.682495,723.5,1237.157715,598.8483887,1196.403931,601.0,1194.0,598.8100438006066,1196.3377496651528,723.6019649030134,1237.1561567065205,519.2800460592292,1427.7929227449713,269.0533029341074,3.8410491872275543,1.224323119890306e-05
80.0,519.5,1427.842285,723.5,1237.157715,599.1692505,1196.280396,601.0,1194.0,599.1294129795411,1196.3540115763014,723.6930253160766,1237.1542582037075,519.7059355026719,1427.7693889505103,269.1093308198987,3.3616731474751305,4.6214642394868225e-05
81.0,520.0228882,1428.022827,724.0,1237.092163,599.5917969,1196.353149,599.6843262,1195.029663,599.4467739489139,1196.38965475665,723.7934628484221,1237.1474379673973,520.1463438280176,1427.7631918166985,269.1573386460295,2.8804695678479675,0.00010248292406634461
82.0,520.6466064,1427.730957,724.0,1237.092163,599.8101196,1196.446167,599.6843262,1195.029663,599.7493494649915,1196.4400911562152,723.8875853241077,1237.1296603077408,520.5961827929474,1427.7964067020555,269.1986955893961,2.4814166019973527,0.00013477640894574294
83.0,521.3174438,1427.682495,724.0,1237.092163,599.9922485,1196.48645,598.6369019,1194.039795,600.0297125461306,1196.4961244466538,723.9640341287443,1237.0929979787777,521.0446435102908,1427.8877746795288,269.23517216743636,2.1885946824158964,0.00012274891123985264
84.0,521.3174438,1427.682495,724.0,1237.092163,599.9922485,1196.48645,598.6369019,1194.039795,600.2846204564513,1196.5461553336636,724.0199632142414,1237.0301293237237,521.4787929582793,1428.0424657585206,269.2681412572875,1.9781453910673008,8.51681826118758e-05
85.0,521.8596191,1428.259644,724.0,1237.092163,600.7545166,1196.708008,598.572998,1198.964233,600.5119725194016,1196.579771454568,724.0599866616976,1236.9380626842735,521.8859278957259,1428.2445619368732,269.2981611502547,1.8011935780339172,5.0616251715933576e-05
86.0,522.0031738,1428.613159,724.0848999,1236.694946,600.7545166,1196.708008,603.0,1194.0,600.709901775513,1196.5918137911983,724.0918487146071,1236.8208938107798,522.2530603821538,1428.4596740252248,269.324701024362,1.592392446437998,3.285603773483865e-05
87.0,522.8977051,1428.897705,724.0848999,1236.694946,600.8728027,1196.53418,603.0,1194.0,600.8782191912381,1196.58499503888,724.1220436711465,1236.689610946315,522.5670141722268,1428.648166181961,269.34603797721354,1.2802171710916357,3.40925574933077e-05
88.0,522.8977051,1428.897705,724.0848999,1236.694946,600.9089966,1196.578369,603.0,1194.0,601.0188834348096,1196.5689118689477,724.1532789724243,1236.5592541714277,522.8179847928328,1428.7812975799425,269.3598365248901,0.8279128605943242,5.748621202655703e-05
89.0,522.8977051,1428.897705,724.2537842,1236.287842,601.114624,1196.42688,603.0,1194.0,601.13414239611,1196.5554736895008,724.1843158224408,1236.44501465991,523.003988310052,1428.8509875928924,269.36448927329326,0.2791649041887467,0.00010407109910484813
90.0,523.1403809,1428.740356,724.2537842,1236.287842,601.2426758,1196.518677,603.0,1194.0,601.2247025402635,1196.5534231608024,724.211920765343,1236.3580677294185,523.1316469243503,1428.8690835643868,269.36029350267506,-0.2517462370917656,0.00015429927698211294
91.0,523.1403809,1428.740356,724.2537842,1236.287842,601.4098511,1196.690063,603.0,1194.0,601.2900561551907,1196.5649275726046,724.2336563295481,1236.3021130020377,523.2129565507028,1428.858606756339,269.3495334548304,-0.6456028706793404,0.00016934168569504276
92.0,523.3102417,1428.844849,724.2537842,1236.287842,601.2735596,1196.545776,601.6843262,1195.029663,601.330096731631,1196.5850275915466,724.2496282622504,1236.2726513143275,523.2614086538375,1428.8430066567737,269.33570518235604,-0.8296963484622211,0.0001288247240243418
93.0,523.3102417,1428.844849,724.2537842,1236.287842,601.2619629,1196.355469,602.2336426,1193.929688,601.3458214857343,1196.6025255935929,724.2621731830086,1236.259835814313,523.2897425929704,1428.8385714061285,269.3229270718074,-0.766686632919118,5.9267717962133566e-05
94.0,523.3102417,1428.844849,724.2537842,1236.287842,601.3621216,1196.703247,602.2336426,1193.929688,601.3387269652369,1196.601756751643,724.2739332567706,1236.253341940352,523.3089001162226,1428.8513571515994,269.31599797772697,-0.4157456448251651,1.6403886288639818e-05
95.0,523.3102417,1428.844849,724.2537842,1236.287842,601.3621216,1196.703247,602.2336426,1193.929688,601.3105711400136,1196.566955498112,724.2854280588907,1236.2470266221617,523.326823238084,1428.8769879999293,269.32037531095926,0.2626399939379098,5.469021086707456e-05
96.0,523.3102417,1428.844849,724.2537842,1236.287842,601.2782593,1196.566406,602.2336426,1193.929688,601.2644468383905,1196.4894422082448,724.293184547649,1236.2418925121824,523.3465460086612,1428.9016706780749,269.3411560186681,1.246842462528548,0.00020986903634225929
97.0,523.3102417,1428.844849,724.2537842,1236.287842,601.2782593,1196.566406,602.2336426,1193.929688,601.2059504628025,1196.3737362777213,724.2893147495232,1236.2465621689894,523.3642460552273,1428.9044162004832,269.3812107586618,2.4032843996224074,0.00046313050351357477
98.0,523.3102417,1428.844849,724.2537842,1236.287842,601.052002,1196.042725,602.2336426,1193.929688,601.1427356655637,1196.2379719545672,724.2632054578754,1236.274849444152,523.3685511403719,1428.861529344188,269.4395838235642,3.502383894144714,0.0006972621399639067
99.0,523.3102417,1428.844849,724.2537842,1236.287842,601.052002,1196.042725,602.2336426,1193.929688,601.0821654220581,1196.1077258586586,724.2054825986004,1236.3404942281966,523.3423618057845,1428.7541035080208,269.51113538806527,4.293093870064695,0.0007416750902535419
100.0,523.3102417,1428.844849,724.2537842,1236.287842,601.0,1195.958374,602.2336426,1193.929688,601.0284750775811,1196.0068323061075,724.1134143951788,1236.450119325507,523.2679073134509,1428.5774940183662,269.5874894998514,4.581246707168702,0.0005308033756610824
101.0,523.3102417,1428.844849,724.2537842,1236.287842,601.0,1195.958374,603.0,1194.0,600.9813477150801,1195.9501688293371,723.9953311087405,1236.597219583223,523.1344640229877,1428.348601201673,269.6587030080165,4.272810489906078,0.00021637983189915167
102.0,523.1577148,1427.5,723.6099243,1237.067383,600.9351196,1195.906616,603.0,1194.0,600.9366467756817,1195.9408043005735,723.8703758012257,1236.761503798071,522.9460455559288,1428.1042883901064,269.71532273749244,3.3971837685555784,7.699652669601195e-05
103.0,522.8157349,1427.655884,723.6099243,1237.067383,600.9351196,1195.906616,603.0,1194.0,600.8885334349009,1195.970758487014,723.7616631219148,1236.9159674524224,522.7244344995952,1427.8878747711806,269.7508353547545,2.1307570357225813,0.0002780942828627408
104.0,522.1550903,1427.689819,723.6099243,1237.067383,600.8063965,1196.029541,603.0,1194.0,600.831695155693,1196.024162402742,723.686306481927,1237.0379644158122,522.5036552000154,1427.730961947739,269.76384268680664,0.7804399231292791,0.0006913122005606191
105.0,522.1550903,1427.689819,723.6975708,1237.120239,600.8005371,1196.186646,603.0,1194.0,600.7628294831825,1196.0824685770635,723.6491254458879,1237.1168642632108,522.3171417597663,1427.6430584757366,269.75849101292755,-0.3211004327454247,0.0009719577753665037
106.0,522.1550903,1427.689819,723.6975708,1237.120239,600.6783447,1196.250366,603.0,1194.0,600.6811438797349,1196.1308022193882,723.6434736781953,1237.154620010826,522.1850621887529,1427.613818207995,269.74243924775544,-0.963105910326476,0.0008800196117920254
107.0,522.1550903,1427.689819,723.6975708,1237.120239,600.5448608,1196.19873,603.0,1194.0,600.5880225146392,1196.162824527228,723.6567923427249,1237.1614071527376,522.1095510562283,1427.6225829070152,269.7234907807353,-1.1369080212091376,0.0005155843166735961
