Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,angles,velocity,roughness
1,0.1827404946088791,-0.5109290480613708,-0.5084534287452698,0.1632450670003891,-0.6882435083389282,-0.5295675992965698,0.1733787059783935,-0.8710092306137085,-0.518021821975708,0.3111124336719513,-0.7479901909828186,-0.2161016166210174,-29.925475045650437,0.1827399621399012,-0.5109287995412989,0.1733787421782869,-0.8710088228791075,0.3111103276938813,-0.7479905124489714,-29.925033522258246,,
2,0.1800029128789901,-0.5089367628097534,-0.4615325927734375,0.1634168028831482,-0.6755484938621521,-0.4683373868465423,0.1667290478944778,-0.8691282868385315,-0.4281319081783294,0.301972895860672,-0.7493897080421448,-0.2059481590986251,-29.00696782138419,0.1803188235681244,-0.5094581123314692,0.1695450777290785,-0.8681546876160561,0.3059902342818656,-0.7488791896787743,-29.72112243617605,12.234665164931826,
3,0.1787444204092025,-0.5073360204696655,-0.471999853849411,0.1632666140794754,-0.6696491241455078,-0.4792340397834778,0.1649882346391677,-0.86501145362854,-0.4237475097179413,0.2982756197452545,-0.7500040531158447,-0.2045117765665054,-28.426021489277353,0.1779553397917115,-0.5081519592150395,0.1661069145938926,-0.8655817451578521,0.3014675899972409,-0.749710600575736,-29.424627211435244,17.78971348444834,0.004285911365578232
4,0.1765678375959396,-0.5069776177406311,-0.4627027511596679,0.1623588949441909,-0.668982744216919,-0.4665166139602661,0.1624909937381744,-0.8628454208374023,-0.4181333184242248,0.2974633574485779,-0.7503990530967712,-0.1974960416555404,-28.67657559676754,0.1757220911497114,-0.5071282057496589,0.1633335399120431,-0.8635217461172386,0.2979243541606937,-0.7504466904825015,-29.118018134637236,18.39654460788047,0.0032034983386093653
5,0.1731715202331543,-0.5067712664604187,-0.4597722291946411,0.1618103981018066,-0.668349027633667,-0.4740646481513977,0.1619244515895843,-0.8608721494674683,-0.4518822729587555,0.2958104610443115,-0.7510274052619934,-0.1976207643747329,-28.48007583837128,0.1737080267813756,-0.5064365314744076,0.1613113982291212,-0.8621091961443353,0.2954354090151339,-0.751075883534894,-28.850871032321493,16.02882613894458,0.002136528625055072
6,0.1708805412054062,-0.5060324668884277,-0.461715817451477,0.1612288504838943,-0.6681221723556519,-0.4967322945594787,0.1604190319776535,-0.8613242506980896,-0.5203590393066406,0.2948260605335235,-0.7513172626495361,-0.1984529197216034,-28.49462665424807,0.1719968099259867,-0.5060640178392772,0.1599703832466288,-0.8613507690476132,0.2938214485790433,-0.7516062164972415,-28.64124874277947,12.577337372521312,0.0022966704601281008
7,0.1702807396650314,-0.506088137626648,-0.4622540771961212,0.1602152436971664,-0.6685774922370911,-0.4969746470451355,0.1597824990749359,-0.8616702556610107,-0.5187459588050842,0.293940007686615,-0.7521578073501587,-0.1990016400814056,-28.37236419010666,0.1706313250509623,-0.5059565216366455,0.1591548573153766,-0.8611352194517546,0.2927823405935182,-0.7520535833329115,-28.48408045674266,9.43009716220864,0.00396873029430453
8,0.1698227226734161,-0.5060805678367615,-0.4660194814205169,0.1594068855047226,-0.668607771396637,-0.4976623058319092,0.1588636487722396,-0.8618905544281006,-0.5118036270141602,0.2928871214389801,-0.7524601817131042,-0.1990717053413391,-28.30588803172972,0.1695925907344301,-0.5060407837207097,0.1586937763988763,-0.8612832013815884,0.2920301483104827,-0.7524336219303444,-28.362842435672984,7.274281264180544,0.005810337601000422
9,0.1692154258489608,-0.5061004757881165,-0.4685806930065155,0.1588019728660583,-0.6690645217895508,-0.4959436357021332,0.1584200263023376,-0.8619740009307861,-0.5107778906822205,0.2913286983966827,-0.7527895569801331,-0.198937252163887,-28.073346988837457,0.1688116001005931,-0.5062409567581888,0.1584444525309152,-0.8616108321423342,0.2913724693976789,-0.7527591847737575,-28.260138184336387,6.16225508019582,0.004516541963537724
10,0.1685719341039657,-0.506730318069458,-0.4714490473270416,0.1586056500673294,-0.6694385409355164,-0.4950457513332367,0.1582880765199661,-0.8621317148208618,-0.4799578189849853,0.2906287908554077,-0.7530028820037842,-0.1983574628829956,-28.02123708870416,0.1682045614515008,-0.5064904137415914,0.1583074872166857,-0.8619771967502079,0.2907340010986378,-0.753040215957737,-28.16450199228364,5.738171523164866,0.0022039962024858225
