Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,angles,velocity,roughness
42,0.165805697441101,-0.503098726272583,-0.4354968667030334,0.1615730077028274,-0.6661098599433899,-0.4730101525783539,0.1574399024248123,-0.8643746972084045,-0.5041618347167969,0.2856383323669433,-0.7555610537528992,-0.1996287405490875,-26.718129751784065,0.1657690319599511,-0.5030679645089848,0.1573718793377989,-0.8643686653088885,0.2856660367916218,-0.7555995771408577,-26.76541935030045,1.463234884689797,4.121852665483272e-06
43,0.1658988445997238,-0.5030979514122009,-0.4306675493717193,0.1615930795669555,-0.66608726978302,-0.4713858366012573,0.1574403643608093,-0.8643868565559387,-0.5053015351295471,0.2856359481811523,-0.755659818649292,-0.1987129002809524,-26.706332425563772,0.1658612604537745,-0.5030504167150517,0.1574313887203094,-0.8643587951115336,0.2856764060611263,-0.7557335387123257,-26.74146424229487,1.4373064803348257,5.481480688299806e-07
44,0.1659313142299652,-0.5029752850532532,-0.4291283190250397,0.1614069640636444,-0.6659945845603943,-0.4712693393230438,0.1574414819478988,-0.8643782138824463,-0.5084720253944397,0.2857425212860107,-0.7558264136314392,-0.1981919705867767,-26.699214109402092,0.1659272902152285,-0.5030325902180222,0.1575186523773088,-0.8643636751412838,0.2856910393662624,-0.7558629422133364,-26.7167395170934,1.4834835120881706,1.7143799265592117e-07
45,0.1659759730100631,-0.5029908418655396,-0.4299006164073944,0.1612183451652526,-0.666019856929779,-0.4712074100971222,0.1575654000043869,-0.864383339881897,-0.5056542754173279,0.2857543528079986,-0.756000816822052,-0.1977669894695282,-26.666700102808846,0.1659760249655208,-0.5030182176557196,0.1576414609025679,-0.8643919362888587,0.2857000475196016,-0.755980300496902,-26.689588406148044,1.629066656721463,1.5399303977785697e-06
46,0.1659905612468719,-0.5029914379119873,-0.4335257709026336,0.1609023213386535,-0.6660200357437134,-0.4732701182365417,0.1577377170324325,-0.8644127249717712,-0.5090192556381226,0.285797655582428,-0.7561540603637695,-0.1973269879817962,-26.633550242487217,0.1660191935020289,-0.5030090437691983,0.1578024646316316,-0.8644493295239477,0.285698741679274,-0.7560776994880021,-26.658709092806635,1.8527588004845088,8.325182309508582e-06
47,0.1660002171993255,-0.5030015707015991,-0.4306663572788238,0.1607612818479538,-0.6661152243614197,-0.4694486558437347,0.1581763923168182,-0.8644517064094543,-0.5075764060020447,0.2857052683830261,-0.7561724185943604,-0.1962979137897491,-26.54588194782579,0.1660675235798249,-0.5030036148412155,0.1579983459929906,-0.8645364840369372,0.2856902803782632,-0.7561494477711531,-26.623796116119465,2.0947786012302316,2.0840475758396485e-05
48,0.1661208868026733,-0.5030024647712708,-0.4300232827663421,0.1607510596513748,-0.6661290526390076,-0.4680258929729461,0.1582215130329132,-0.8646516799926758,-0.5051311254501343,0.2856309115886688,-0.7561818361282349,-0.1957431435585022,-26.52033518131748,0.166127525863122,-0.5029976715684237,0.1582218867216019,-0.8646476457223152,0.2856846597193856,-0.7561939581980122,-26.58570346068776,2.2855593259022555,2.9927243979508685e-05
49,0.1661683768033981,-0.5029901266098022,-0.4327621757984161,0.1604444682598114,-0.6661407351493835,-0.4710796475410461,0.1584395766258239,-0.8647443056106567,-0.5102043747901917,0.2856235802173614,-0.7561875581741333,-0.1957435756921768,-26.48124512157065,0.1662001522030213,-0.5029857852213806,0.1584643247787997,-0.8647717933556218,0.2856942995659869,-0.7562135256800386,-26.546146334018484,2.3734276001565746,2.6260151251042204e-05
50,0.1663586050271988,-0.5029852390289307,-0.4354769587516784,0.160327136516571,-0.6661781072616577,-0.4730194211006164,0.1584894657135009,-0.8649915456771851,-0.5107719898223877,0.2857065200805664,-0.7561938166618347,-0.195703774690628,-26.481760455496953,0.1662817899929352,-0.5029634724963927,0.1587157393912933,-0.8648964505048401,0.2857285610733078,-0.7562125340675816,-26.50721571382265,2.335837211750089,1.2974502348310995e-05
51,0.1663729846477508,-0.502971887588501,-0.4333086013793945,0.1602473258972168,-0.666180431842804,-0.4727252423763275,0.1591653376817703,-0.8651282787322998,-0.5122711658477783,0.2857497334480285,-0.7561867833137512,-0.1952845156192779,-26.381423785756056,0.166366814196776,-0.5029291095218791,0.158964647129193,-0.8650128453391137,0.285789953465144,-0.7561955804401084,-26.47093202109339,2.177021563755588,3.6966059975014418e-06
