Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.626158595085144,-0.4917919337749481,-0.4582827687263489,0.5635908246040344,-0.6255578994750977,-0.414078950881958,0.4601193070411682,-0.7847154140472412,-0.7490049600601196,0.6895727515220642,-0.7119824886322021,-0.0152007052674889,0.6261612011566582,-0.4917933069877307,0.689568509799899,-0.7119811971687036,0.4601204365613609,-0.7847142188829844,45.61128309972872,,
2,0.6253352761268616,-0.4913520812988281,-0.3149815499782562,0.563598096370697,-0.625719428062439,-0.2640430629253387,0.4598418772220611,-0.7870075106620789,-0.4706270694732666,0.6906561255455017,-0.712076723575592,-0.0351576320827007,0.6255197572695536,-0.4913599756336385,0.6899003566679214,-0.7121318850069398,0.4599045883112997,-0.7862180573646367,45.598557461603775,-0.7635382874968855,
3,0.6246914267539978,-0.490937203168869,-0.2407656908035278,0.5636188387870789,-0.6267578601837158,-0.1979122310876846,0.4598758816719055,-0.7883531451225281,-0.3836478292942047,0.6904587745666504,-0.7120996713638306,-0.0421344190835952,0.6250290665955573,-0.490871688568321,0.6901220562541986,-0.7121501885009889,0.4597697124074052,-0.7875340452742943,45.56421548933262,-2.060518336269439,0.00023363295096028548
4,0.6245934963226318,-0.4899526238441467,-0.2526175379753113,0.564151406288147,-0.6264470219612122,-0.2019316107034683,0.4602735340595245,-0.788348913192749,-0.404399961233139,0.690545380115509,-0.7121425271034241,-0.0458935052156448,0.6247977519045601,-0.4902816663062073,0.6901650371712554,-0.7119320925763831,0.4597920763393007,-0.7885241125327069,45.4926932832042,-4.291332367705252,0.0008844453500980627
5,0.6245994567871094,-0.4898688197135925,-0.3024835288524627,0.5641792416572571,-0.6264317035675049,-0.2616435587406158,0.4589318037033081,-0.7891309857368469,-0.5074958801269531,0.6906096339225769,-0.7125490307807922,-0.0455011241137981,0.6248659020315519,-0.4895622560373227,0.6900198427089064,-0.7114310635128561,0.4600373926811831,-0.7891243690063636,45.37016281556163,-7.351828058554162,0.0023119021787126313
6,0.6239588856697083,-0.4892890751361847,-0.3785049021244049,0.5644410252571106,-0.6262074112892151,-0.3141967952251434,0.4615696668624878,-0.7891439199447632,-0.5364234447479248,0.6887147426605225,-0.7111101746559143,-0.0448542907834053,0.6251946424415391,-0.4887168441361825,0.6897243193907746,-0.7106762970114405,0.4605510333204375,-0.7893404402588183,45.18967707252394,-10.829144582261137,0.004623807350032216
7,0.626785159111023,-0.4880049526691437,-0.3376767039299011,0.5685228109359741,-0.6257568597793579,-0.2816336154937744,0.461304098367691,-0.7891596555709839,-0.5022295713424683,0.6886925101280212,-0.7087262868881226,-0.0447385236620903,0.6256799042955096,-0.4877887078863736,0.689329037627653,-0.709765721190866,0.4613478571427472,-0.7892282455300093,44.95257696027816,-14.226006734747044,0.006660479394476434
8,0.6268807053565979,-0.4864839911460876,-0.3096121549606323,0.5680533647537231,-0.625457227230072,-0.2646149396896362,0.4616225063800812,-0.7891486883163452,-0.5156624913215637,0.6886446475982666,-0.7085101008415222,-0.0439577139914035,0.6261918674220299,-0.4868568191407486,0.6888614210205675,-0.7088294535240293,0.4624021298298785,-0.7888746308553419,44.66664611972256,-17.15585043333604,0.007387749766350994
9,0.6268762946128845,-0.4855903685092926,-0.3181066811084747,0.5679959058761597,-0.6231780648231506,-0.2728590369224548,0.4626944959163666,-0.788255512714386,-0.509853720664978,0.6884063482284546,-0.7076293230056763,-0.0443372093141078,0.6266253607186877,-0.4860143307774238,0.6883127983286816,-0.7079829054668202,0.4636368467558316,-0.7883822081497167,44.34304484071745,-19.416076740306636,0.006485301814917305
10,0.6270131468772888,-0.4852907061576843,-0.3725538849830627,0.5684773325920105,-0.6223630905151367,-0.3299776017665863,0.4651287496089935,-0.7879506349563599,-0.5842856764793396,0.6881954669952393,-0.7072675824165344,-0.0447175502777099,0.6269341621501082,-0.4853397283753831,0.6876561738344806,-0.7072967172970621,0.4649235176619524,-0.7878553817444841,43.994381552157336,-20.919797313606665,0.004569267966023485
