Frame #,Right_Knee (X),Right_Knee (Y),Right_Knee (Z),Left_Knee (X),Left_Knee (Y),Left_Knee (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Left_Hip (X),Left_Hip (Y),Left_Hip (Z),Nose (X),Nose (Y),Nose (Z),corrected_angles,Left_Hip (X)_smoothed,Left_Hip (Y)_smoothed,Left_Knee (X)_smoothed,Left_Knee (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,angles,velocity,roughness
1,0.5866708755493164,-0.7289369106292725,0.1912161707878112,0.4474106729030609,-0.7237009406089783,0.021765112876892,0.5743798613548279,-0.5843105912208557,0.0409680753946304,0.4554651081562042,-0.5836061835289001,-0.0414372496306896,0.5252242684364319,-0.3357774615287781,0.3044964671134949,192.4304495301217,0.4554653312790573,-0.5836062882064581,0.4474108261252511,-0.7237005902037834,0.5252225316285388,-0.3357770789452956,192.429961137106,,
2,0.5872067213058472,-0.7295581698417664,0.1962971687316894,0.4475416541099548,-0.7236973643302917,0.0222380328923463,0.5742028951644897,-0.5836962461471558,0.0403592810034751,0.4554806351661682,-0.5835181474685669,-0.0408158265054225,0.5250301361083984,-0.3355409801006317,0.2680850327014923,192.42561868129516,0.4554866766529457,-0.5834648396007642,0.4474394988659176,-0.7237117151213028,0.5250204702544405,-0.3355084450789732,192.4103779886659,-1.1749889064054742,
3,0.5874342918395996,-0.7300703525543213,0.2021728008985519,0.4475270807743072,-0.7237040996551514,0.0208222121000289,0.5740334391593933,-0.5831319093704224,0.0407675355672836,0.4555508494377136,-0.5832860469818115,-0.0412096865475177,0.5248135328292847,-0.3353477120399475,0.2612467110157013,192.3375046436862,0.4554902980078724,-0.5832994483967567,0.4474600989752714,-0.7237316272119788,0.5248429873575893,-0.3352292186493262,192.3848694763931,-1.5305107363684556,1.755496827503154e-05
4,0.5877240300178528,-0.7303985953330994,0.203081727027893,0.4474907517433166,-0.7237122058868408,0.0189850721508264,0.5736497044563293,-0.5827410817146301,0.0407683067023754,0.4555187225341797,-0.5832223296165466,-0.0412101931869983,0.5245986580848694,-0.3349653780460357,0.2584332227706909,192.27926962322368,0.4554638308425804,-0.5830949171137454,0.447468968778502,-0.723766372777462,0.5247084966758642,-0.3349343390849574,192.366106520952,-1.1257773264662774,1.3547531679230726e-05
5,0.587800145149231,-0.730514407157898,0.2030157148838043,0.4474390745162964,-0.7238385677337646,0.015163654461503,0.573309063911438,-0.5823749303817749,0.041165892034769,0.4554819464683532,-0.583075761795044,-0.0415886342525482,0.5246079564094543,-0.3345946371555328,0.2617119550704956,192.27606217819172,0.4554039847933089,-0.5828515166471933,0.4474682675758256,-0.723818344614738,0.5246259657437227,-0.3346261756657575,192.36366308226184,-0.1466063214098767,9.778159056200508e-05
6,0.5879467725753784,-0.7305273413658142,0.202655628323555,0.44742551445961,-0.7239329814910889,0.0024529979564249,0.5730575323104858,-0.5819660425186157,0.0422938764095306,0.4553152322769165,-0.5826297998428345,-0.0426977090537548,0.5245949625968933,-0.3343009352684021,0.2806282639503479,192.3924274655648,0.4553175443504108,-0.5825873555304524,0.4474640383026502,-0.7238866661459783,0.5245933627418435,-0.3343131486061172,192.38196006580245,1.0978190124365028,0.000316540457035876
7,0.5881767272949219,-0.7305251955986023,0.2019219696521759,0.4474222362041473,-0.7239766716957092,-0.0026362137869,0.5729708075523376,-0.5815354585647583,0.0426034852862358,0.45514976978302,-0.5821358561515808,-0.0429909229278564,0.5245821475982666,-0.3339206278324127,0.2810584604740143,192.50930462315975,0.4552187734441547,-0.582333586092862,0.4474626931295087,-0.7239687437961331,0.5245994647706305,-0.3340060415016586,192.41937102726536,2.244657687774634,0.0006817219458759772
8,0.5883126854896545,-0.7305254340171814,0.2014702409505844,0.4474655389785766,-0.7240581512451172,-0.0001907159894471,0.572966992855072,-0.581395149230957,0.0425338670611381,0.4550826847553253,-0.581938624382019,-0.042915116995573,0.5246725082397461,-0.3337432444095611,0.2810860872268677,192.59467325941588,0.4551241728845003,-0.5821229801538698,0.4474681771888522,-0.7240616413981873,0.5246282671514297,-0.3337144179658301,192.46922876827313,2.9914644604662044,0.0007887187117200869
9,0.5884732007980347,-0.7305376529693604,0.2013957202434539,0.4475027620792389,-0.7241294384002686,0.0046890387311577,0.5729680061340332,-0.5813791751861572,0.042506206780672,0.4550137221813202,-0.5819275975227356,-0.0428825430572032,0.5246948003768921,-0.3334510624408722,0.2709846198558807,192.6417651222568,0.4550470073888438,-0.5819775143852512,0.447481028680473,-0.7241623459420795,0.5246644406506299,-0.3334448204827439,192.5224674586576,3.194321423067663,0.0005426834902784139
10,0.58860182762146,-0.730590283870697,0.202724203467369,0.4475111365318298,-0.7242738604545593,0.0096662305295467,0.5729649066925049,-0.581382691860199,0.0425028391182422,0.4549741744995117,-0.5819234251976013,-0.0428781323134899,0.5247307419776917,-0.3331875801086426,0.2608391940593719,192.6647423205061,0.4549938727557587,-0.5819017074577536,0.4474991304911194,-0.7242672363780447,0.5246983911228236,-0.3332008437971291,192.5708059225391,2.900307832891258,0.0002023719928282901
11,0.588674008846283,-0.7306365966796875,0.2026721388101577,0.4475115239620209,-0.7243310213088989,0.0099402107298374,0.5729629993438721,-0.5813832879066467,0.0424994342029094,0.4549700021743774,-0.5818951725959778,-0.0428747311234474,0.5247634053230286,-0.3330198228359222,0.2512836158275604,192.6678796057701,0.4549641015243402,-0.5818839366438957,0.4475190848370378,-0.7243717257941134,0.5247297897474671,-0.3329841022553044,192.6092788256816,2.3083741885494646,5.043504446677489e-05
