Frame #,Nose (X),Nose (Y),Nose (Z),Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Shoulder (X)_smoothed_smoothed,Right_Shoulder (Y)_smoothed_smoothed,Nose (X)_smoothed_smoothed,Nose (Y)_smoothed_smoothed,Right_Pinky (X)_smoothed_smoothed,Right_Pinky (Y)_smoothed_smoothed,angles,velocity,roughness
1,0.2655595541000366,-0.5148676037788391,-0.617612898349762,0.2653250396251678,-0.4943779408931732,-0.3792494237422943,0.2507890462875366,-0.4986187517642975,-0.1769017875194549,0.2004528045654297,-0.550837516784668,0.0138713587075471,0.2653269273911282,-0.4943767316528874,0.2655607108443889,-0.5148787272833935,0.2004846748027432,-0.5508279561513821,0.2652101518435288,-0.4943715113052919,0.2656025516379942,-0.514922783560333,0.2001674493772843,-0.5508414721833605,50.12939705442477,,
2,0.2565396428108215,-0.489204853773117,-1.0084887742996216,0.2682600021362304,-0.4833757281303406,-0.6593742370605469,0.3106998205184936,-0.465583860874176,-0.3501430451869964,0.2551523745059967,-0.4930309653282165,0.0100205298513174,0.2862763296923795,-0.4894607859019054,0.2562943406441215,-0.4962409136120221,0.2544173625532436,-0.5163265659580193,0.2766670188387758,-0.4910180113129327,0.2603813839943547,-0.5029938547863947,0.2301045206105062,-0.5277605279880425,173.2985809051193,7390.151031041672,
3,0.2511661946773529,-0.4772265255451202,-1.059113621711731,0.3013231158256531,-0.4835651218891144,-0.7085108757019043,0.3476108610630035,-0.4544086456298828,-0.4370430707931518,0.3193977475166321,-0.4718269109725952,-0.1680819690227508,0.3073571480678747,-0.4853141067845364,0.2470854415255178,-0.4794936408771985,0.3122300421515626,-0.4869207623036353,0.2893399083411032,-0.4879865305251171,0.2547214845153564,-0.4915319417376697,0.2647580771252762,-0.5066457258801836,235.43781249660543,3728.3538954891674,1862.3275363806292
4,0.242938295006752,-0.4531180560588836,-1.1341105699539185,0.3490147888660431,-0.484133243560791,-0.7702728509902954,0.419718861579895,-0.4699164628982544,-0.5077985525131226,0.4192067384719848,-0.4771571159362793,-0.277399331331253,0.3283499148470849,-0.4825070320701067,0.2381954822361998,-0.4660314423058641,0.3770934875918919,-0.4663167490443352,0.3039652961669016,-0.4855564682296343,0.2484130908151928,-0.4809834871683383,0.3081090671244691,-0.4892171151231111,227.96340254144235,-448.46459730978495,4273.077127442757
5,0.2254998832941055,-0.4564371109008789,-1.3079990148544312,0.3618906140327453,-0.4874926805496216,-0.8800536394119263,0.4576728641986847,-0.4564424455165863,-0.6666254997253418,0.4751690328121185,-0.4300285577774048,-0.516615629196167,0.3485335634949191,-0.4813395451303864,0.230180627885783,-0.4565051326219065,0.4502139451246454,-0.4560774989717404,0.3204434149562334,-0.4839511368168194,0.2416391343457855,-0.4717790388975338,0.362321806378252,-0.4767523821360368,201.3643864031004,-1595.9409683005165,4692.4336387028825
6,0.2249068468809127,-0.4641360938549042,-1.3749920129776,0.3299268186092376,-0.4752728044986725,-0.857841968536377,0.3771566748619079,-0.4438928961753845,-0.6113685965538025,0.351726770401001,-0.4580989480018616,-0.4718649089336395,0.3665717027309135,-0.4818397731359996,0.2238362488902039,-0.450955691231107,0.528724846333237,-0.45557678168909,0.3377880439462609,-0.4833232425165731,0.2349792864053849,-0.4643212937260513,0.426629664069533,-0.4698799516662825,185.18812296004705,-970.5758065832016,4102.201506815304
7,0.2222407311201095,-0.4603847563266754,-1.4563270807266235,0.3474340140819549,-0.4777956008911133,-1.0107773542404177,0.4459352195262909,-0.454983115196228,-0.8796843886375427,0.4888772368431091,-0.4799558520317077,-0.8683653473854065,0.3802077989794062,-0.483742801449213,0.2200285129107054,-0.4492367740154423,0.6033996970917477,-0.4625504244418082,0.3541319640582679,-0.4837097976031244,0.2292809158583337,-0.4590304594765647,0.496041532126914,-0.4684639007032234,176.18746849746464,-540.0392677549451,1241.4181779788971
8,0.2198447585105896,-0.4502933323383331,-1.355170965194702,0.4037663638591766,-0.4881211817264557,-1.0302244424819946,0.5926151871681213,-0.4938597977161407,-1.0735185146331787,0.7592288255691528,-0.4801594913005829,-1.2166918516159058,0.386202587316935,-0.4864714425668802,0.219488387027806,-0.4513809726723434,0.6587973081474928,-0.4740286225322215,0.3667959154937082,-0.4849658015966973,0.225458773544291,-0.4564105184938589,0.5607969766673062,-0.4716875289948646,171.57745847216475,-276.60060151799314,77.92024316186716
9,0.2185817956924438,-0.454190582036972,-1.4235830307006836,0.3859944939613342,-0.490747720003128,-0.9728407263755798,0.532099723815918,-0.4906806349754333,-0.9285281896591188,0.7236930131912231,-0.4907227754592895,-1.0399762392044067,0.3812081438841025,-0.4892450754438604,0.222587926506678,-0.4575658177925943,0.6780848087810116,-0.4872553161502096,0.3727020146565803,-0.4867453924217449,0.2242721757350432,-0.4570102960354413,0.6080082438041511,-0.478322011900242,169.59513995937925,-118.93911076712982,98.50047575285146
10,0.2233729064464569,-0.4537156522274017,-1.4388641119003296,0.412243902683258,-0.4986104369163513,-1.1114245653152466,0.6102057695388794,-0.5058050751686096,-1.217544674873352,0.8272668719291687,-0.4975481033325195,-1.420406937599182,0.3635403060269713,-0.4913507268342419,0.2291018062243845,-0.4676599046978372,0.6511522181858252,-0.5001950150605623,0.3693067053433739,-0.4885887943867599,0.2261028662333744,-0.4611987141959922,0.625836941595653,-0.4870294506587233,169.2865821098336,-18.513470972739015,40.54079028611383
11,0.2233729064464569,-0.4537156522274017,-1.4388641119003296,0.412243902683258,-0.4986104369163513,-1.1114245653152466,0.6102057695388794,-0.5058050751686096,-1.217544674873352,0.8272668719291687,-0.4975481033325195,-1.420406937599182,0.3348398056150505,-0.4924343772063418,0.2380477912856868,-0.480694643726516,0.5812672693494969,-0.5115749706539361,0.3557813368027668,-0.4900910465422284,0.2307744230636239,-0.468830845665346,0.6085675020111829,-0.4965697133642103,170.29836870968654,60.70719599117638,15.742880904308095
12,0.2603598833084106,-0.5211158990859985,-0.6238059997558594,0.216464877128601,-0.4859766066074371,-0.4138222336769104,0.2223168909549713,-0.491854578256607,-0.3027715981006622,0.1775365471839904,-0.5397242307662964,-0.2576074600219726,0.3002777837941516,-0.492613572383086,0.2477882461093868,-0.4947459859875006,0.4854181526570307,-0.52073508977562,0.3337605987012945,-0.4910541037799057,0.2375016858071796,-0.4790270774625735,0.5596974044749947,-0.505909341884443,172.8349683976178,152.1959812758763,7.621796445642958
13,0.2675091922283172,-0.5200753808021545,-0.6802745461463928,0.2307326644659042,-0.4898637235164642,-0.4714455008506775,0.2860914766788482,-0.4911189675331116,-0.3933967649936676,0.2778631746768951,-0.5268846154212952,-0.3790569901466369,0.266713092908507,-0.4923287674295759,0.2564893443668695,-0.5074736218010335,0.3870926474863446,-0.5275294441852093,0.3070253102940017,-0.4915260041469538,0.2450567433906633,-0.490283581329162,0.490839528260908,-0.5142998574668204,178.06663926575854,313.9002520884435,7.607832832816004
14,0.2675091922283172,-0.5200753808021545,-0.6802745461463928,0.2307326644659042,-0.4898637235164642,-0.4714455008506775,0.2860914766788482,-0.4911189675331116,-0.3933967649936676,0.2778631746768951,-0.5268846154212952,-0.3790569901466369,0.2398579959343712,-0.4920457557493313,0.2627493176854725,-0.5170083056693568,0.3059577797313711,-0.5322486086188761,0.2801646781709672,-0.4917114373791199,0.2521263527966285,-0.5009132048235676,0.4169050950090009,-0.5213350578286173,190.9971082736385,775.8281404727978,27.627954334588534
15,0.2675091922283172,-0.5200753808021545,-0.6802745461463928,0.2307326644659042,-0.4898637235164642,-0.4714455008506775,0.2860914766788482,-0.4911189675331116,-0.3933967649936676,0.2778631746768951,-0.5268846154212952,-0.3790569901466369,0.2223902705843117,-0.4920137023266643,0.2660051472464003,-0.5225560489521895,0.2512409780333632,-0.5354165919373366,0.2570172082811083,-0.4918249307153929,0.2576903703862447,-0.509561497698635,0.3505622575015947,-0.5269275295487705,231.6950763668073,2441.8780855901286,269.846508691198
16,0.251702606678009,-0.5235276222229004,-0.64320307970047,0.212146982550621,-0.4920204579830169,-0.4132056534290313,0.2127140760421753,-0.5083185434341431,-0.3264523148536682,0.1746200174093246,-0.5419708490371704,-0.3292783200740814,0.2138917993676019,-0.4922000890925935,0.2664911458943113,-0.52441161762496,0.2215350500599469,-0.537519601284512,0.2397165118725945,-0.4919779674804829,0.2612303341943865,-0.5155233120512148,0.298845079128557,-0.5311927909174359,277.4055968685884,2742.6312301068665,413.0965933732081
17,0.2677822113037109,-0.5202879905700684,-0.6572177410125732,0.225386157631874,-0.4964506030082702,-0.5001466274261475,0.2799010872840881,-0.5084307193756104,-0.4644100069999695,0.2915122807025909,-0.5406678915023804,-0.5231272578239441,0.2119869203803757,-0.4923945524059124,0.2648939961901578,-0.5235768963991364,0.2088404916379465,-0.5388719129116684,0.2285820885441294,-0.4921523558635121,0.2627135409284336,-0.5187767603345648,0.2627525472491282,-0.534321841949776,171.65357245432858,-6345.121464855591,3780.8888071829692
18,0.2677822113037109,-0.5202879905700684,-0.6572177410125732,0.225386157631874,-0.4964506030082702,-0.5001466274261475,0.2799010872840881,-0.5084307193756104,-0.4644100069999695,0.2915122807025909,-0.5406678915023804,-0.5231272578239441,0.2137206300385093,-0.4923968076218844,0.262029646941779,-0.5213035169858167,0.2037517206319975,-0.5396669912590917,0.2226118409053356,-0.4922582062677824,0.2624514374629387,-0.5198156032491469,0.2390968587531631,-0.5365161373316779,116.95170192142444,-3282.112231974248,4335.437878603129
19,0.2553815245628357,-0.5160192251205444,-0.7886236310005188,0.2184441983699798,-0.4901308119297027,-0.5173936486244202,0.2011654376983642,-0.5074455142021179,-0.4989557266235351,0.172202855348587,-0.5394567847251892,-0.7002265453338623,0.2166163577522551,-0.4921672406585053,0.2587074401531358,-0.518732003348476,0.1995578048216442,-0.5400750356613233,0.2202048019125977,-0.4922276771802452,0.2609584763495776,-0.519399873884386,0.2232615332905561,-0.5379786790475969,91.16484123607796,-1547.211641120789,4148.306868650714
20,0.2553815245628357,-0.5160192251205444,-0.7886236310005188,0.2184441983699798,-0.4901308119297027,-0.5173936486244202,0.2011654376983642,-0.5074455142021179,-0.4989557266235351,0.172202855348587,-0.5394567847251892,-0.7002265453338623,0.2191831128875077,-0.4918478112397836,0.2556933828094802,-0.5166756725859805,0.1937402803754062,-0.5402739045663703,0.21979907383406,-0.4920786502407797,0.2588519859833335,-0.518316979799416,0.2114586157117401,-0.5389148203631446,81.17947073715314,-599.1222299354894,3124.7293231126278
