Frame #,body X,body Y,hand X,hand Y,shoulder X,shoulder Y,shoulder X_smoothed,shoulder Y_smoothed,body X_smoothed,body Y_smoothed,hand X_smoothed,hand Y_smoothed,velocity,roughness,angles
0,365.5063171386719,1357.50634765625,401.1027526855469,1858.0552978515625,211.92494201660156,1186.7593994140625,211.9262296435696,1186.757894277108,365.5060777701776,1357.506471970859,401.1034068797937,1858.0556007380176,,,333.7684651143418
1,365.5063171386719,1357.50634765625,401.33599853515625,1858.087646484375,211.92494201660156,1186.7593994140625,211.90570651639268,1186.841369078829,365.56129443535934,1357.4630270395696,401.218767163268,1858.143209360585,-0.5899060919796284,,333.7586333461421
2,365.70953369140625,1357.414306640625,401.1333312988281,1858.3319091796875,211.92494201660156,1186.7593994140625,211.88507836291717,1186.9206859645003,365.6103756277579,1357.4201773830257,401.3475105154508,1858.2396018402728,-0.8796473782740577,1.1659724025493117e-05,333.7439725565042
3,365.70953369140625,1357.414306640625,401.4927673339844,1858.2840576171875,211.8927764892578,1187.0233154296875,211.866117385955,1186.9868045556598,365.64890189989273,1357.3794840469116,401.49863130215016,1858.3493761493096,-0.9128072969735967,8.764573211956815e-06,333.72875910155466
4,365.5890502929687,1357.305908203125,401.5666809082031,1858.3232421875,211.8927764892578,1187.0233154296875,211.85268695305191,1187.0274987757614,365.674486401856,1357.3435392566594,401.67110583819414,1858.4715266881287,-0.7199543979754708,6.225033145353743e-06,333.7167598615884
5,365.5890502929687,1357.305908203125,401.8818664550781,1858.559814453125,211.72303771972656,1187.2279052734375,211.84939200560868,1187.0320771363968,365.6854289969598,1357.315162182118,401.8534560962826,1858.5979294886372,-0.3409677283036672,1.5162484641204238e-05,333.7110770661167
6,365.5890502929687,1357.305908203125,402.1822814941406,1858.8038330078125,211.83216857910156,1187.0023193359375,211.85898023074887,1186.9973528969192,365.67887529935086,1357.296291335238,402.02786565006386,1858.7149096862472,0.1619147452777269,5.687588771625798e-05,333.71377564520463
7,365.8444519042969,1357.2711181640625,402.2200317382813,1858.9063720703125,211.89425659179688,1186.9609375,211.88042836500807,1186.9307764518912,365.6513888842581,1357.2872528317976,402.1765880231704,1858.8087953236957,0.700906931673444,0.00012072737470588188,333.7254574273992
8,365.8444519042969,1357.2711181640625,402.2669982910156,1858.9254150390625,211.9758758544922,1186.730224609375,211.90935667811345,1186.8488039827505,365.6026927580957,1357.286634112602,402.2868141194687,1858.8730178514209,1.167972057141924,0.00016167422067018267,333.74492362835156
9,365.3174743652344,1357.3175048828125,402.3931579589844,1858.994873046875,211.9891815185547,1186.662353515625,211.9402188815173,1186.7721133977748,365.53890379353606,1357.291683320584,402.3514724731016,1858.912727615444,1.451500990195882,0.00014799810382038484,333.7691153115215
