Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Elbow (X)_smoothed,Right_Elbow (Y)_smoothed,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.2863366901874542,-0.530577540397644,-0.4676673412322998,0.4602419734001159,-0.6392889022827148,-0.4404826462268829,0.6996371746063232,-0.6511544585227966,-0.400443285703659,0.4602351968374615,-0.639286415366721,0.2863312091423745,-0.5305763052288573,0.6996802726139172,-0.6511428925392686,150.82462067028337,,
2,0.2850998342037201,-0.5285139679908752,-0.4737906754016876,0.4545493423938751,-0.6382837295532227,-0.3740611374378204,0.6543580293655396,-0.6510748267173767,-0.057518433779478,0.454438323481357,-0.6386563426327927,0.2851471208491403,-0.5292805168492064,0.6754177625458586,-0.6516607138022447,150.69564004487378,-7.738837524574933,
3,0.2837391793727875,-0.5283071994781494,-0.4819845259189605,0.4422548711299896,-0.6380313038825989,-0.3453488945960998,0.5674795508384705,-0.6551460027694702,0.0323652774095535,0.449501394203566,-0.638107455093947,0.284025992325995,-0.5281102698355294,0.6557373724811418,-0.6519184119930351,150.5045205435761,-11.46717007786151,0.001930619948318946
4,0.2830221951007843,-0.5269046425819397,-0.497309535741806,0.443925529718399,-0.6374653577804565,-0.3726301789283752,0.6650516390800476,-0.6539021730422974,-0.0651591271162033,0.4459989962450926,-0.6376975067478273,0.283020727684563,-0.5271614592733063,0.6427220428014567,-0.6517538529730613,150.27905249683693,-13.528082804349992,0.002391814157569278
5,0.2827511131763458,-0.5261913537979126,-0.4941908121109009,0.4444709420204162,-0.6373878717422485,-0.3608222901821136,0.608233630657196,-0.6483515501022339,-0.0297794733196496,0.4440560361446167,-0.6374481850184802,0.282158582052256,-0.5264822069718406,0.6350157953763205,-0.651158161343486,150.03919906069535,-14.391206168494364,0.0024354667448878288
6,0.2804190814495086,-0.5260981917381287,-0.52216637134552,0.4449920356273651,-0.6373041272163391,-0.3912312388420105,0.6715927124023438,-0.6489306688308716,-0.1076302379369735,0.4433876377447017,-0.6373440727632862,0.2814337969464783,-0.5260691811416891,0.6291033547770403,-0.6502419719070873,149.81579980460964,-13.403955365142792,0.001972874063133141
7,0.2804508209228515,-0.5260007977485657,-0.5146544575691223,0.4464248120784759,-0.6374715566635132,-0.4120047092437744,0.6991512775421143,-0.6491445302963257,-0.1098643168807029,0.4434928460421793,-0.6373422397599271,0.2808027105483215,-0.5258766771751305,0.6218525462253546,-0.6491570887538867,149.63876782755233,-10.62191862343866,0.0006859866192123475
8,0.2804857492446899,-0.5259770154953003,-0.5118457078933716,0.4446676671504974,-0.6374768614768982,-0.389047622680664,0.5989302396774292,-0.6492099761962891,-0.0522127822041511,0.4438762450609821,-0.6373880146220061,0.2801870210018892,-0.5258350322997348,0.6126612183319923,-0.6480460417961629,149.51887715839263,-7.193440149582102,0.00242206386253544
9,0.2798587083816528,-0.5259999632835388,-0.5085868835449219,0.4439858794212341,-0.6374598741531372,-0.3775776922702789,0.5772097706794739,-0.6477012634277344,-0.0477010905742645,0.4441905649221718,-0.63743154684328,0.2794944716574212,-0.5258717284778189,0.6037870369642083,-0.647044305983255,149.44509027012776,-4.427213295891761,0.004874224416305432
10,0.2793626487255096,-0.5260208249092102,-0.5151584148406982,0.4442967176437378,-0.6376470327377319,-0.380386620759964,0.58428955078125,-0.6466447710990906,-0.0408356599509716,0.4442689259723725,-0.6374407186726293,0.2786528630217833,-0.5259278971935811,0.5987180049422467,-0.646297657474941,149.39858656991652,-2.7902220126748034,0.005287886854201894
