Frame #,Nose (X),Nose (Y),Nose (Z),Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.2062249332666397,-0.4984281659126282,-1.2848615646362305,0.3039796650409698,-0.4567691385746002,-0.7815847396850586,0.3093160986900329,-0.4569733440876007,-0.3727919459342956,0.2182678431272506,-0.4865785837173462,-0.0470907390117645,3.904696403822186,0.3040510395220853,-0.4567801183191444,0.2062297660997356,-0.4984113217328356,0.2183715662558667,-0.4865456326959883,3.896340104482192,,
2,0.213899552822113,-0.4991777837276459,-1.3284626007080078,0.2830201387405395,-0.4661913216114044,-0.8276222944259644,0.3008486330509186,-0.4756184816360473,-0.3729739189147949,0.2182600498199463,-0.5011443495750427,0.0269779376685619,357.1547944967431,0.2990855782554829,-0.4642212972565454,0.2108073819303673,-0.4991113462082116,0.2191587932477515,-0.4959454157472071,146.3043965511487,8544.48338679999,
3,0.2165839374065399,-0.5013388395309448,-1.3286045789718628,0.2769924402236938,-0.4713889360427856,-0.8374258279800415,0.2986384630203247,-0.4811923205852508,-0.3736662268638611,0.2182055562734604,-0.5134028792381287,0.0316681526601314,350.8190131690113,0.2949593621253492,-0.4705929901840503,0.2144177224905822,-0.4997340491612747,0.2210462605272321,-0.5027802883628384,230.32619669454337,5041.308008603681,1704.4774625556752
4,0.2191502302885055,-0.4998374581336975,-1.3334338665008545,0.3005879521369934,-0.4784112870693207,-0.8484417796134949,0.3122146129608154,-0.4812892973423004,-0.3984987139701843,0.2212823331356048,-0.5081831812858582,-0.0014747391687706,354.1639059305589,0.2919238197938518,-0.4750696817233112,0.2163984217130126,-0.5002546873154633,0.2246874802293532,-0.5053041617745513,279.8874964955992,2973.6779880633485,2202.8335380941567
5,0.2191502302885055,-0.4998374581336975,-1.3334338665008545,0.3005879521369934,-0.4784112870693207,-0.8484417796134949,0.3122146129608154,-0.4812892973423004,-0.3984987139701843,0.2212823331356048,-0.5081831812858582,-0.0014747391687706,354.1639059305589,0.2896407139522286,-0.4772478757298673,0.2165859753677677,-0.5006888458300236,0.2300743227287967,-0.5030825246460968,309.6696398993648,1786.928604225939,2436.2294090277715
6,0.2163518220186233,-0.5006740689277649,-1.319882869720459,0.2933424115180969,-0.4776005446910858,-0.8542245030403137,0.308240532875061,-0.47282475233078,-0.3725492358207702,0.2356166243553161,-0.5088619589805603,0.1360045671463012,348.2453230137205,0.2875966926401391,-0.4772043818531874,0.2153410988817864,-0.5010704277324011,0.2364808921382447,-0.4970618425168494,328.62108736218676,1137.086847769316,2488.235252141546
7,0.2114331722259521,-0.5026822090148926,-1.0345876216888428,0.278457909822464,-0.4738980531692505,-0.7901870012283325,0.3067462742328644,-0.4554815292358398,-0.4987176358699798,0.2457535117864608,-0.4749669134616852,-0.1762926429510116,21.369479267604103,0.2855190919454555,-0.4754264856028377,0.2133991846133297,-0.501426997028099,0.2427018332981863,-0.4891903703289523,197.9745720821106,-7838.79091680457,6824.167327728085
8,0.2053226083517074,-0.5020304918289185,-1.291128158569336,0.2800688147544861,-0.4723752439022064,-0.8221523761749268,0.3108103275299072,-0.4594899415969848,-0.4538720250129699,0.2594564259052276,-0.4703685045242309,-0.1209784299135208,27.201060982350725,0.2834793930202646,-0.4726519461615738,0.2115963343793456,-0.5017689401668493,0.2475584685893997,-0.4816924697673491,121.9544269792353,-4561.208706172518,6050.285546668132
9,0.211716428399086,-0.5017711520195007,-1.2735801935195925,0.2850956618785858,-0.4715873599052429,-0.8075375556945801,0.3157804608345032,-0.4602080285549164,-0.4331949353218078,0.2556886076927185,-0.4761293232440948,-0.1025233641266822,13.579270761277598,0.2817730141953151,-0.4696812960307109,0.2105820282455519,-0.502080402329775,0.2504638262109407,-0.4762735392679243,78.20474387047415,-2624.980986525669,4468.139018443873
10,0.2098941802978515,-0.500109076499939,-1.2107224464416504,0.2856548428535461,-0.4623624682426452,-0.7930538654327393,0.3187701404094696,-0.4404342472553253,-0.4401116371154785,0.2548828423023224,-0.4679101109504699,-0.1322769820690155,16.26445699557138,0.2808074170742316,-0.4672040959268422,0.2106424828875469,-0.5022943199858727,0.2517466070362403,-0.4736196052493628,52.57128132912454,-1538.0077524809765,3139.481938824728
11,0.2100017517805099,-0.5001199841499329,-1.2272590398788452,0.2807462811470032,-0.4641570746898651,-0.7814107537269592,0.3199912309646606,-0.4460164904594421,-0.4147200882434845,0.253498762845993,-0.4725891947746277,-0.0930269807577133,9.751058320147706,0.2810491479348208,-0.4656568171440499,0.2116834394379021,-0.5022663555107549,0.2525422502377374,-0.4733689123447754,36.61712795190488,-957.2492026331796,2154.9890344981804
12,0.2147793024778366,-0.5034732818603516,-1.2175785303115845,0.2812129259109497,-0.4654272794723511,-0.7894607186317444,0.3072209060192108,-0.4491114616394043,-0.3963116407394409,0.2450048327445984,-0.4806767404079437,-0.0548055134713649,6.960459823417068,0.2829145570777859,-0.4651467895460465,0.2133330564189391,-0.5017948459591226,0.2542793184013435,-0.4744722876021464,25.865004396699604,-645.1274133123163,698.9935371491114
13,0.2174102514982223,-0.5038284659385681,-1.2180455923080444,0.2779912054538727,-0.4661144316196441,-0.7968240976333618,0.3075485527515411,-0.451543927192688,-0.3976420760154724,0.2449188828468322,-0.4836893677711487,-0.0419737435877323,3.9173059738514553,0.2865476111266429,-0.4654839481592921,0.2151057564718242,-0.5007166853024149,0.2579762271395378,-0.4757477121325494,18.115422172380267,-464.9749334591602,211.20014642547946
14,0.2179591655731201,-0.5018938779830933,-1.2269741296768188,0.2862567007541656,-0.4666518270969391,-0.797558605670929,0.3245629668235779,-0.4507317245006561,-0.3983472287654876,0.2581620812416076,-0.4790270030498504,-0.0616515539586544,3.521449769081869,0.2915965561854994,-0.4663103942223419,0.2165748047085786,-0.4990392107084866,0.263671586564192,-0.4763996890047035,12.351178599861909,-345.85461435110153,63.29042240841804
15,0.2178378999233245,-0.4960279166698456,-1.236778974533081,0.3022487163543701,-0.4696973264217376,-0.7992785573005676,0.3534674346446991,-0.453657329082489,-0.4029949307441711,0.2756953239440918,-0.4777078628540039,-0.1186921745538711,0.5371348931759599,0.2971805968430758,-0.4672653649857808,0.2174936287205417,-0.4970123458711414,0.2702906327335444,-0.4762864472164924,8.180649435495349,-250.2317498619936,21.67834326818759
16,0.2176601886749267,-0.4951768815517425,-1.1763790845870972,0.3009188771247864,-0.4694109261035919,-0.7829089164733887,0.3459107279777527,-0.4495057761669159,-0.4029533863067627,0.2723868787288666,-0.473593533039093,-0.0958800613880157,8.855867553811834,0.3021443154481384,-0.4681219878818957,0.2178234601041696,-0.495072055083032,0.276035575627581,-0.4758492111530956,5.403494540524124,-166.62929369827347,9.784602558672113
17,0.2162972241640091,-0.4911209940910339,-1.3011412620544434,0.3148454129695892,-0.4694675803184509,-0.8209563493728638,0.3645329177379608,-0.450461745262146,-0.431965559720993,0.2919638454914093,-0.4742087125778198,-0.1547541469335556,0.6861280628734789,0.3055093615598845,-0.4688519071185784,0.2176761896620274,-0.4936720064259508,0.279115669802928,-0.4757892796842305,3.663182516594857,-104.41872143575604,5.7082346044386645
18,0.216267853975296,-0.4899840056896209,-1.2792117595672607,0.3124369084835052,-0.4681345522403717,-0.8239217400550842,0.3595973253250122,-0.4476152658462524,-0.4287980794906616,0.2846288681030273,-0.4715322256088257,-0.1526077538728714,5.834165683759977,0.306912746858431,-0.46959649377486,0.2172204531946076,-0.4930838801314812,0.2785169351717076,-0.4766589172366994,2.4809009086368197,-70.93689647748224,3.4678078741686793
19,0.2175625413656234,-0.4909601211547851,-1.2518856525421145,0.3108967840671539,-0.4697486460208893,-0.8216908574104309,0.3560607135295868,-0.448831170797348,-0.4312478601932525,0.2820554375648498,-0.4701915383338928,-0.1144782975316047,11.92399431864726,0.3068237178638176,-0.4705620576823819,0.2166029330660523,-0.4932583848815853,0.2745378444832527,-0.4785262460861585,1.5939995255825907,-53.21408298325374,1.7938980746714261
20,0.2175625413656234,-0.4909601211547851,-1.2518856525421145,0.3108967840671539,-0.4697486460208893,-0.8216908574104309,0.3560607135295868,-0.448831170797348,-0.4312478601932525,0.2820554375648498,-0.4701915383338928,-0.1144782975316047,11.92399431864726,0.3064015024903448,-0.4718943198687212,0.2159090268375906,-0.4938223561175173,0.2688789185860348,-0.4808659114814537,1.0261645197625209,-34.07010034920419,0.7526912067553116
21,0.2113206088542938,-0.5038479566574097,-1.17502760887146,0.2839847207069397,-0.4725061058998108,-0.7745981216430664,0.3130106627941131,-0.4732403755187988,-0.3193329870700836,0.2471265196800232,-0.5159962177276611,0.1497865319252014,333.61327611857394,0.306984395748086,-0.4735952482162626,0.2151469116144695,-0.4942437201886012,0.2641754631301143,-0.4827959497105562,0.8323932581325061,-11.626275697800889,0.3485150783263968
22,0.2131783217191696,-0.4965075552463531,-1.1300832033157349,0.301932692527771,-0.4785548150539398,-0.7751009464263916,0.3408684730529785,-0.4696763455867767,-0.3795305788516998,0.2534387707710266,-0.4774149954319,0.0079420357942581,12.781634798396452,0.3094128571601447,-0.4755209665523254,0.2142348389549515,-0.4941030277851704,0.2630582166487077,-0.4835763590551226,0.9749964150328868,8.556189414022842,0.27985862912026316
23,0.2131601423025131,-0.492682933807373,-1.2368327379226685,0.3175778388977051,-0.4782344698905945,-0.8085309267044067,0.3504936993122101,-0.4651234447956085,-0.3805764317512512,0.2546627819538116,-0.4793577492237091,0.0001038272384903,6.855249329305082,0.3135789939687648,-0.4774509951376418,0.2130157514479129,-0.4933120456388943,0.2670964140694206,-0.4830058425964014,1.4442898315230144,28.157604989407655,0.2930593562533466
24,0.2134613543748855,-0.4916178286075592,-1.301108479499817,0.3228421211242676,-0.4781108796596527,-0.841464102268219,0.3705009818077087,-0.4640594124794006,-0.3886763453483581,0.2717265486717224,-0.4807234704494476,-0.0062036216259002,4.113642315633342,0.3185013945324983,-0.4791706246445081,0.2113422415652031,-0.4921393342551837,0.2761119644308681,-0.4814258437291508,2.4086298768125443,57.86040271737179,0.3494457669772297
25,0.213012009859085,-0.4920029938220978,-1.2939597368240356,0.3205690681934356,-0.4794948697090149,-0.8517044186592102,0.3668787777423858,-0.4647100865840912,-0.3801129460334778,0.2735081613063812,-0.4804251790046692,0.0379979275166988,5.500810672078387,0.3228468677958122,-0.4805120726155661,0.2092191331606624,-0.4910462947191071,0.2881867390251827,-0.4794369455566354,4.274515484876511,111.95313648383798,0.6448108249430291
26,0.2092070132493972,-0.4846667647361755,-1.3539389371871948,0.3334123492240906,-0.482301265001297,-0.8980404138565063,0.3892963528633117,-0.4670117497444153,-0.5118093490600586,0.2826684415340423,-0.4716528654098511,-0.246218129992485,12.942391424951497,0.3255774389366263,-0.4813586453772151,0.2069195087113644,-0.4904403860535035,0.3004390571020891,-0.477600454633184,7.716499372134944,206.519033235506,1.7552806197068491
27,0.2097529172897339,-0.4836248755455017,-1.3883517980575562,0.3534754812717438,-0.4821054637432098,-0.9368946552276612,0.4626882374286651,-0.467165857553482,-0.6203889846801758,0.4447836577892303,-0.4753687679767608,-0.5298826694488525,176.38607542667245,0.3264575832899025,-0.4816506371111877,0.2049715586185556,-0.490455355616876,0.3104372634396494,-0.4762509226896572,13.738648638804188,361.3289560001546,5.040772097101789
28,0.1922922134399414,-0.4945308864116668,-1.1210229396820068,0.3145334720611572,-0.4818489253520965,-0.7734886407852173,0.3520544767379761,-0.4661765992641449,-0.3781022429466247,0.2805226743221283,-0.4770911633968353,-0.0564755201339721,13.886395770749118,0.3262037176515901,-0.4814043991527917,0.2039585882958904,-0.4908655875885901,0.3175439717929724,-0.4754400752535806,23.83614248411325,605.8496307185437,13.551346152128657
29,0.1953383982181549,-0.4965839684009552,-1.178483247756958,0.307618647813797,-0.4812468290328979,-0.7868764400482178,0.349462479352951,-0.4668933153152466,-0.3728560507297516,0.2740994095802307,-0.4776341617107391,-0.0258034169673919,13.92982060480199,0.3260814093674496,-0.4807219561436201,0.2041915075089068,-0.4912122219191015,0.3229307845739218,-0.4750133462650922,40.71141147898176,1012.5161396921104,36.227133471276055
30,0.2055795490741729,-0.4939685463905334,-1.2549490928649902,0.3163777589797973,-0.4781542420387268,-0.8086598515510559,0.3603728413581848,-0.4642054736614227,-0.3850427567958832,0.2756542563438415,-0.4743449985980987,-0.0553983598947525,13.466853119658252,0.3270883788416878,-0.4797720617419186,0.2054674358523795,-0.4910797657807134,0.3279134927026217,-0.474758839968962,66.29011928464293,1534.72246833967,79.98272263822243
31,0.2159713953733444,-0.4910502433776855,-1.3181602954864502,0.3241604566574096,-0.4791406989097595,-0.8643057942390442,0.3914811015129089,-0.464293509721756,-0.4504280090332031,0.3274717926979065,-0.4756995439529419,-0.1945319473743438,140.18048076966497,0.3292901633199104,-0.4787490042379705,0.207142932918316,-0.4903305891638987,0.3321663756340592,-0.4745291213444441,91.65174578586996,1521.6975900736222,77.86441027088046
32,0.2146367728710174,-0.4864856600761413,-1.3369104862213137,0.3474487364292145,-0.4777761697769165,-0.8876055479049683,0.4431158006191253,-0.4637990295886993,-0.5639392733573914,0.4005257189273834,-0.4730133414268493,-0.4329513907432556,178.6242820648935,0.3318031380513307,-0.4778327497860428,0.2085135243248814,-0.4891503962253715,0.3336884021077845,-0.4742859527106919,104.28597570386913,758.0537950799499,51.01913882391432
33,0.2129668742418289,-0.4867604672908783,-1.305567741394043,0.3406912386417389,-0.4771501123905182,-0.851537823677063,0.4180853366851806,-0.4639925360679626,-0.4911426603794098,0.3631969094276428,-0.4742637872695923,-0.2843674719333648,176.994772969034,0.3333775421103817,-0.4771677276764648,0.2092201242669336,-0.4879205379103836,0.330536997550628,-0.4740860104409207,83.48430300808832,-1248.1003617468486,365.7524593071961
34,0.2048119753599167,-0.4870525002479553,-1.3100444078445437,0.3318882286548614,-0.4771423041820526,-0.8498439788818359,0.3652593493461609,-0.4643296897411346,-0.488215297460556,0.2798252403736114,-0.4747518002986908,-0.1821977943181991,7.088179699105467,0.3331080014145935,-0.4768575115793227,0.2093928075436802,-0.4870353665487364,0.3226230789830382,-0.4740462925011629,57.97545457296278,-1530.5309061075322,620.2269140136082
35,0.2046573311090469,-0.48651784658432,-1.2611864805221558,0.3358901441097259,-0.477305144071579,-0.8329001069068909,0.4069731533527374,-0.4644623696804046,-0.4968930184841156,0.3583638966083526,-0.4749324917793274,-0.3322502076625824,177.98900396404835,0.330837316870211,-0.4769626203578423,0.2094761630725687,-0.4867635267793486,0.3121137282683051,-0.4743098033684363,39.85777478180702,-1087.060787469346,518.6908384171853
36,0.2091316431760788,-0.4856113791465759,-1.3087449073791504,0.3267274498939514,-0.4769123196601867,-0.8253397941589355,0.3666312098503113,-0.4637989997863769,-0.408653974533081,0.2711572647094726,-0.4741112291812897,-0.0582375787198543,7.116334560601899,0.3271471578468956,-0.4774921077061066,0.2099117273110977,-0.4871783758736375,0.3024468898194031,-0.4750059449819917,28.10299858758126,-705.2865716535453,225.44278283656368
37,0.2106812745332718,-0.4858519434928894,-1.3085678815841677,0.3233642876148224,-0.4777403175830841,-0.8269006609916687,0.3685596883296966,-0.4638930857181549,-0.4161958694458008,0.284306138753891,-0.4747134745121002,-0.1459451615810394,8.54873147366743,0.3230573699899229,-0.4783875083770738,0.2108992883127362,-0.4881445395694969,0.296729652836034,-0.476195844824155,20.753995188079816,-440.9402039700867,52.081379251908345
38,0.2119473963975906,-0.4918358623981476,-1.2645516395568848,0.3085048496723175,-0.4780578911304474,-0.8040515184402466,0.3491612374782562,-0.4641819596290588,-0.3583285510540008,0.2560839653015136,-0.4764818847179413,0.0205379836261272,9.84287543465473,0.3195761250549381,-0.4795103996036233,0.2123345519169021,-0.4893622056949926,0.2961814240673842,-0.4778186503915561,16.206327693563114,-272.8600496710021,71.63759274989826
39,0.2146211713552475,-0.4944007694721222,-1.2468185424804688,0.2999005913734436,-0.4807720482349396,-0.8022180795669556,0.3344715237617492,-0.4681359529495239,-0.3293264806270599,0.2426393032073974,-0.4802823364734649,0.1005083173513412,9.569799176057929,0.317263948362222,-0.4806571139748045,0.2138838648772116,-0.4904722528957447,0.2993299310667547,-0.4796775888618667,13.14372635597443,-183.75608025532108,37.12924274159436
