Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.6288647651672363,-0.4556068181991577,-0.4921645522117615,0.5571444034576416,-0.5894005298614502,-0.4413177073001861,0.4195052981376648,-0.7345618605613708,-0.7642374634742737,0.6817694306373596,-0.6652167439460754,-0.1010079905390739,0.6288645901755264,-0.4556078549538232,0.6817742062102158,-0.665220428013767,0.4195082114683336,-0.7345605395765982,51.055007395871485,,
2,0.629806637763977,-0.4554177820682525,-0.2848711311817169,0.5595338344573975,-0.5892392992973328,-0.2151121646165847,0.4208309650421142,-0.7346459031105042,-0.4780497252941131,0.6813709139823914,-0.6671351194381714,-0.0896554887294769,0.6301881998271418,-0.4547641555087129,0.680967798458895,-0.6667925935330367,0.4206537882245424,-0.7346394833407793,50.748783938002525,-18.373407472137583,
3,0.6308854818344116,-0.4547381401062011,-0.2623438537120819,0.5619958639144897,-0.5889424085617065,-0.197209358215332,0.4220650792121887,-0.7346575260162354,-0.4836415648460388,0.6809564232826233,-0.6694859862327576,-0.0850086733698844,0.63145592195326,-0.4539555783292367,0.6800884140153315,-0.6681838296458311,0.4216661461898703,-0.7347463841801611,50.27124332245251,-28.65243693300073,0.014674784257957282
4,0.6331533193588257,-0.4527314603328705,-0.2411317825317382,0.5629010200500488,-0.5882207751274109,-0.1950301229953766,0.4231345057487488,-0.7347409725189209,-0.4955497980117798,0.679779589176178,-0.6696498990058899,-0.0829607173800468,0.6326035815189218,-0.4532328946911247,0.6791112421358046,-0.6692722046322823,0.4224544224240669,-0.7348987918534422,49.71285676615233,-33.503193378011105,0.01657864381035514
5,0.6333794593811035,-0.4526387453079223,-0.2420370280742645,0.5628430843353271,-0.588391900062561,-0.187050849199295,0.4231064021587372,-0.7351340651512146,-0.4703498482704162,0.6781073808670044,-0.6699641346931458,-0.0839914232492446,0.6335644879979464,-0.4526562150068922,0.6780830110312003,-0.6700269360251186,0.4229918431031403,-0.7350988656876557,49.13988587221065,-34.37825363650077,0.014995474870987735
6,0.6345853209495544,-0.4512671232223511,-0.2812148630619049,0.5635312795639038,-0.5876253843307495,-0.2290608435869217,0.4231144189834595,-0.735141396522522,-0.5117307305335999,0.6764943599700928,-0.6699380874633789,-0.0915571227669715,0.6342853218998791,-0.4522704945061324,0.6771071030052263,-0.6704978611818337,0.4233153409999346,-0.7353318091996262,48.60376037328635,-32.167529935457964,0.011904298665136098
7,0.6348709464073181,-0.4522584974765777,-0.2824865281581878,0.5634883642196655,-0.5888586640357971,-0.2197322249412536,0.4232088327407837,-0.7357050776481628,-0.5073051452636719,0.6755934953689575,-0.6704185009002686,-0.0902455225586891,0.6347428430555785,-0.4520815977317448,0.6762995068106799,-0.6707761035281672,0.4235006194495698,-0.7355701044627466,48.14261371556202,-27.668799463459663,0.0024495939802554384
8,0.6351229548454285,-0.4522948265075683,-0.2576668262481689,0.5632486939430237,-0.5893034338951111,-0.1980039626359939,0.4231826663017273,-0.7358452677726746,-0.4975450932979584,0.6755351424217224,-0.6708303093910217,-0.0857475027441978,0.6349533276144929,-0.4520515048911838,0.6757418402499932,-0.6709525026032985,0.4236256193641766,-0.7357826576422608,47.77933380896063,-21.7967943960835,0.007556916985574801
9,0.6351171731948853,-0.4523236155509949,-0.2769612073898315,0.5632065534591675,-0.589318037033081,-0.2183875292539596,0.4235660433769226,-0.7361165285110474,-0.5196728706359863,0.6756183505058289,-0.671069324016571,-0.0841290056705474,0.6349713706666418,-0.4521149730345487,0.6754563525583478,-0.6710933298915759,0.4237399037432414,-0.7359459981174314,47.52033370459933,-15.540006261677917,0.016501076335652166
10,0.6345491409301758,-0.4523457884788513,-0.2796219885349273,0.5631880760192871,-0.589417576789856,-0.2217765301465988,0.4239722192287445,-0.7361285090446472,-0.5277039408683777,0.6756410598754883,-0.6715120673179626,-0.0838676914572715,0.6348774015208893,-0.452204523240854,0.6754096304108285,-0.6712363010358728,0.4238517500902039,-0.7360532015712874,47.35733310664019,-9.780035877548414,0.02255261441327163
11,0.6345411539077759,-0.4523102641105652,-0.28737673163414,0.5631533265113831,-0.5894336700439453,-0.2293483465909958,0.4240056872367859,-0.7361380457878113,-0.5425062775611877,0.6756615042686462,-0.6715391278266907,-0.0800891891121864,0.6347570438720648,-0.4522689551911098,0.675533282689925,-0.6713981121887348,0.4239342349075194,-0.7361166935782206,47.27186663437583,-5.12798833586146,0.022698777749085616
12,0.6345316171646118,-0.4522201120853424,-0.2922498285770416,0.5632548928260803,-0.5893484950065613,-0.2320690900087356,0.4239638447761535,-0.7361510396003723,-0.5418505668640137,0.6758114695549011,-0.6715132594108582,-0.078333742916584,0.634680286334831,-0.4522798740530739,0.6757450984850962,-0.6715820995109659,0.4239428689182517,-0.7361637410908476,47.2406364232867,-1.873812665347856,0.017797444086109823
13,0.634640634059906,-0.4521423280239105,-0.2906633615493774,0.5635315179824829,-0.5890028476715088,-0.2214493751525879,0.423891007900238,-0.7361527681350708,-0.5163070559501648,0.6758293509483337,-0.6715021729469299,-0.0785392969846725,0.634689373794104,-0.4522290792168028,0.6759616134318546,-0.6717794394312134,0.423835461899031,-0.7362263603473586,47.23981012000476,-0.0495781969163999,0.01092840338709774
14,0.6350125670433044,-0.4520902335643768,-0.2681886255741119,0.5645753145217896,-0.5887454748153687,-0.1947921961545944,0.4237887859344482,-0.7361516356468201,-0.5093225836753845,0.6759334206581116,-0.6716945171356201,-0.0787658989429473,0.6347990611721204,-0.4521224333656301,0.676102634729406,-0.6719659682333744,0.4235889308224459,-0.7363290680047225,47.2473540832408,0.4526377941623138,0.005000764581008575
15,0.635261058807373,-0.451915442943573,-0.2449339479207992,0.5661304593086243,-0.5886879563331604,-0.168413445353508,0.423637717962265,-0.7361956238746643,-0.4803608655929565,0.6759405136108398,-0.6722723841667175,-0.0788342282176017,0.6350053743973121,-0.4519749945774109,0.676093826074733,-0.6721028247997977,0.4232108135754752,-0.7364787066679725,47.24372988393296,-0.2174519584706047,0.0014423586257838637
16,0.6353837847709656,-0.4519110023975372,-0.2325640618801117,0.5665414929389954,-0.5890929102897644,-0.1600844711065292,0.4226082265377044,-0.7367268800735474,-0.4547713994979858,0.675916314125061,-0.6723721623420715,-0.0790733397006988,0.635294374111804,-0.4518096564392428,0.6758740755089294,-0.6721468422900209,0.4227420751177174,-0.7366610399295432,47.21227348435522,-1.8873839746640897,0.000331322858058352
17,0.6351742744445801,-0.451914370059967,-0.2421769052743911,0.5667036771774292,-0.5896331071853638,-0.1565669029951095,0.421864241361618,-0.7371607422828674,-0.4332613945007324,0.6757248044013977,-0.672398030757904,-0.0781190693378448,0.6356434667313687,-0.4516584849116755,0.6754105985079859,-0.6720675695221614,0.4222478592523535,-0.7368470489635954,47.14080678152611,-4.28800216974679,0.0010436330479731608
18,0.6351725459098816,-0.451657086610794,-0.247439295053482,0.5669835209846497,-0.5896127223968506,-0.1680491119623184,0.4216362833976745,-0.7371596097946167,-0.4584435820579529,0.675457239151001,-0.6719244718551636,-0.0794384032487869,0.6360161760859347,-0.4515630017326031,0.6747176573084281,-0.6718607467111147,0.421799512414794,-0.7370059997317654,47.024923360220654,-6.953005278327282,0.0025901860792358813
