Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.7772132158279419,-0.5008884072303772,-0.4149033725261688,0.7252680063247681,-0.6675925850868225,-0.4667551815509796,0.6018046140670776,-0.8610501885414124,-0.9379461407661438,0.8221534490585327,-0.752715528011322,-0.0939341485500335,36.08564449050061,0.7772127074632792,-0.5008889619828711,0.8221503818298356,-0.7527187413758637,0.6018023748929304,-0.8610500509231914,36.08524156984299,,
2,0.7779937982559204,-0.4981980919837951,-0.2828186452388763,0.7252552509307861,-0.6670895218849182,-0.3716662526130676,0.6017917394638062,-0.8604862093925476,-0.7883011698722839,0.822615921497345,-0.7509667873382568,-0.0898284241557121,35.94785635880095,0.7782077795865168,-0.4994268261037269,0.8221822205982402,-0.7517293531200226,0.6017625945197449,-0.8602936204896714,36.02840460515626,-3.410217881203863,
3,0.7793793678283691,-0.4975014925003052,-0.1851001530885696,0.7257615327835083,-0.6657846570014954,-0.2645629942417145,0.6017951369285583,-0.8595042824745178,-0.6524730920791626,0.822676956653595,-0.7504072785377502,-0.0899332389235496,35.845621654545084,0.7791138552544759,-0.4981483588097843,0.8221170337672136,-0.7508939444915792,0.6017231779070992,-0.859534140422032,35.93734476117606,-5.4635906388122635,0.0005856027335678232
4,0.7800207734107971,-0.4971279501914978,-0.2124083340167999,0.7260051965713501,-0.6649094223976135,-0.2848069667816162,0.6017475724220276,-0.8588369488716125,-0.6758071780204773,0.8226895928382874,-0.7501564025878906,-0.093376912176609,35.808886786241544,0.7798589888979991,-0.4971796470710927,0.8219096585871292,-0.7503206290075864,0.6016884116215331,-0.8587769484319683,35.827424806143306,-6.595197301965072,0.0007241188533542856
5,0.780681848526001,-0.4965995550155639,-0.2077130675315857,0.7263538837432861,-0.6639158725738525,-0.2776745557785034,0.6015661954879761,-0.8582261800765991,-0.6695891618728638,0.8225669860839844,-0.7498149275779724,-0.0968110859394073,35.74189158433819,0.7804024896545285,-0.4965628617900465,0.821590951235087,-0.7500453139020797,0.6016639560323485,-0.8580410902557035,35.71251865408001,-6.894369123797901,0.0006925210177268223
6,0.7807096242904663,-0.4964194297790527,-0.2380574196577072,0.7264453768730164,-0.6639519929885864,-0.3111676871776581,0.601514458656311,-0.8576134443283081,-0.6775323152542114,0.8198175430297852,-0.750104546546936,-0.1138605177402496,35.15056542256059,0.7807417825267953,-0.4962658966824775,0.8212542871019339,-0.7500351073239598,0.6016535660819774,-0.8573593901402061,35.60748973199167,-6.301735325300228,0.0005474666994676406
7,0.7808041572570801,-0.4963952600955963,-0.212132379412651,0.726929247379303,-0.6640455722808838,-0.2672451138496399,0.60174560546875,-0.8563475012779236,-0.6349127292633057,0.8200512528419495,-0.7506988048553467,-0.1121339797973632,35.22142426481042,0.7809077041449224,-0.4962113686305675,0.8210047966128285,-0.7502125715561749,0.6016555429274365,-0.8567717151290638,35.526494479126036,-4.859715171938035,0.00019656650539143995
8,0.7808102369308472,-0.4964489340782165,-0.1837724596261978,0.7272631525993347,-0.6644506454467773,-0.234693706035614,0.6017335057258606,-0.8560444712638855,-0.6301184296607971,0.8204943537712097,-0.7507266998291016,-0.1029803827404975,35.343437248528915,0.780950209325718,-0.4963075051228515,0.8208999702498851,-0.7504876901420195,0.6016616345523408,-0.8563116339568265,35.47841714934927,-2.884639786606016,0.0007664112043145365
9,0.7808096408843994,-0.496550977230072,-0.2158779948949813,0.7273749113082886,-0.6651623249053955,-0.2711114287376404,0.6015818119049072,-0.8559907078742981,-0.6741691827774048,0.8211233019828796,-0.7507320046424866,-0.0958621203899383,35.514440146685445,0.7809213964094397,-0.4964715593702726,0.82092013759289,-0.7507837907459651,0.6016584263181393,-0.8559928179201194,35.463025853171445,-0.9234777706694786,0.0016964328737249061
10,0.7808104753494263,-0.4967220723628998,-0.2297309339046478,0.7278203368186951,-0.6658645272254944,-0.285765141248703,0.6015366911888123,-0.8558557629585266,-0.6894089579582214,0.8213620781898499,-0.7511057257652283,-0.0939120575785636,35.58501534984214,0.7808626953317211,-0.4966428395515064,0.8209842168909344,-0.7510486993824134,0.6016290689380326,-0.8558042332651148,35.47095871002918,0.4759714114641156,0.002133079000565259
