Frame #,Right_Knee (X),Right_Knee (Y),Right_Knee (Z),Left_Knee (X),Left_Knee (Y),Left_Knee (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Left_Hip (X),Left_Hip (Y),Left_Hip (Z),Nose (X),Nose (Y),Nose (Z),corrected_angles,Left_Hip (X)_smoothed,Left_Hip (Y)_smoothed,Left_Knee (X)_smoothed,Left_Knee (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,angles,velocity,roughness
1,0.5890793204307556,-0.7285409569740295,0.1869683265686035,0.4495992958545685,-0.7137373685836792,-0.013723480515182,0.5774555206298828,-0.5836781859397888,0.0422918982803821,0.4559293985366821,-0.5828849673271179,-0.0429924428462982,0.5208223462104797,-0.3538638949394226,0.3066231906414032,193.05046203377992,0.4559302171881942,-0.5828826545880107,0.4496004592213492,-0.7137371279083217,0.5208211924393398,-0.3538690420330521,193.0506891330024,,
2,0.588263750076294,-0.7284700274467468,0.1834857761859893,0.4496703445911407,-0.7179538607597351,-0.0142222009599208,0.5772294402122498,-0.5828267931938171,0.0423078276216983,0.455958217382431,-0.5822522044181824,-0.0430023036897182,0.5216811299324036,-0.3539199531078338,0.2968418896198272,193.4049187293524,0.4559732569991673,-0.5825695713889041,0.4496493086532973,-0.7164379660119296,0.5214949327934646,-0.3538828768313722,193.1436309899625,5.5765114176057295,
3,0.5875564813613892,-0.728437066078186,0.1823220700025558,0.4497164785861969,-0.7201157808303833,-0.0151536874473094,0.5771570205688477,-0.5825714468955994,0.042549442499876,0.4560168087482452,-0.5820833444595337,-0.0432272851467132,0.5222858190536499,-0.3539198338985443,0.2926321029663086,193.582303278816,0.45601155324198,-0.5823030089234411,0.449699211947979,-0.7187987771093182,0.5221030770676516,-0.3538915966343177,193.28224307119595,8.316724874006809,0.0010428846925891041
4,0.5870922803878784,-0.72840416431427,0.1809277981519699,0.4497503340244293,-0.7212275862693787,-0.0172771401703357,0.5771041512489319,-0.582421600818634,0.0432225242257118,0.4560426771640777,-0.5820098519325256,-0.043874304741621,0.5227316617965698,-0.353916198015213,0.2842410504817962,193.70973885712877,0.4560415523239549,-0.5821108228557512,0.4497512598964312,-0.7205843177909405,0.5225976542233524,-0.3538960261755783,193.43245051412865,9.012446575961803,0.0009165948558166704
5,0.5868493318557739,-0.7284027934074402,0.1802965998649597,0.4497817158699035,-0.7215964794158936,-0.0171319432556629,0.5770659446716309,-0.5823656916618347,0.0434464663267135,0.4560593962669372,-0.5819705724716187,-0.0440870076417923,0.5229890942573547,-0.3539066314697265,0.2861952781677246,193.78100344238925,0.4560601425515432,-0.5819925364650169,0.4498062209436683,-0.7217176282452546,0.5229576041701146,-0.3538995431395998,193.57271973493351,8.416153248292062,0.0006534135728347261
6,0.5867010354995728,-0.7283706068992615,0.1792964041233062,0.4498230814933777,-0.7219251990318298,-0.017712814733386,0.5770477652549744,-0.5823560357093811,0.0440839156508445,0.4560687839984894,-0.5819500684738159,-0.0447156690061092,0.5231585502624512,-0.3539081215858459,0.287795215845108,193.83899464526428,0.4560649324248522,-0.5819220128148628,0.449863687722342,-0.7222675383110526,0.5231885623701148,-0.3539067491896721,193.69302745423175,7.218463157894348,0.0005108678988599048
7,0.5866091847419739,-0.7283226251602173,0.1769726872444152,0.4499275684356689,-0.7219145894050598,-0.0187011528760194,0.5770449638366699,-0.5823526978492737,0.0441214703023433,0.456070214509964,-0.5819261074066162,-0.0447554811835289,0.5232328772544861,-0.3539142906665802,0.2881198525428772,193.9002422104712,0.4560544843145563,-0.5818587284364295,0.4499215055365877,-0.7223922045669496,0.5233147018071549,-0.353920785030456,193.79241668311363,5.9633537329125375,0.000404657573603022
8,0.5865919589996338,-0.7283193469047546,0.1759247332811355,0.4499983191490173,-0.7218776941299438,-0.0198655109852552,0.5770431160926819,-0.5823326110839844,0.0442692674696445,0.4560375809669494,-0.5818630456924438,-0.0449043996632099,0.5232998132705688,-0.3539194464683532,0.2865539193153381,193.97061063560295,0.4560283365262502,-0.5817621807582202,0.4499762952068703,-0.7222729422834353,0.5233671460061574,-0.3539399253636403,193.87549608015968,4.984763822762943,0.0007755640106733535
9,0.5865415930747986,-0.7282912731170654,0.1731103658676147,0.4500804245471954,-0.7218853235244751,-0.0207466222345829,0.5770552158355713,-0.582281768321991,0.0441204831004142,0.4559742510318756,-0.581753134727478,-0.044760625809431,0.5232641100883484,-0.3539146184921264,0.2899837493896484,194.04559938086317,0.4559866054015964,-0.5816049185286903,0.4500250225667188,-0.7220635911068449,0.523373419617675,-0.3539541465161366,193.94884745911017,4.401082737029469,0.0007442676239765404
10,0.5865116715431213,-0.7282899022102356,0.1715404987335205,0.4500869512557983,-0.7218430638313293,-0.0207798425108194,0.577069878578186,-0.5821307897567749,0.0438313968479633,0.4559148848056793,-0.581472635269165,-0.0444743260741233,0.5232667326927185,-0.3538559377193451,0.2903997600078583,194.10604641212012,0.4559290939742397,-0.5813808305532453,0.4500665121635245,-0.7218655225962711,0.5233510336870157,-0.3539424912705041,194.01823959520712,4.16352816581707,0.0004381141301016172
11,0.586506187915802,-0.7281723618507385,0.1692767292261123,0.4500936269760132,-0.7217932343482971,-0.0223818663507699,0.5770686268806458,-0.5818716883659363,0.0431886725127697,0.4558204412460327,-0.5810765624046326,-0.0438294596970081,0.5233725905418396,-0.3538439571857452,0.2760802507400512,194.2257549431087,0.4558542372582385,-0.5811064702654339,0.4501015383216398,-0.7217261648555697,0.5233067215310981,-0.3538723543918842,194.08711337652315,4.132426878961724,0.00016473832510535601
12,0.5864338278770447,-0.7281180024147034,0.1674360483884811,0.4500935077667236,-0.721773087978363,-0.0232052933424711,0.5769656896591187,-0.5816621780395508,0.0420075021684169,0.4557799994945526,-0.5807679295539856,-0.0426450856029987,0.5233737230300903,-0.3537746965885162,0.2620560824871063,194.27301710890097,0.4557585236492286,-0.5808152497338398,0.450130967835214,-0.7216522541076592,0.5232409150914804,-0.3537017464044307,194.1563066044625,4.151593676360221,3.650128328728182e-05
13,0.5864301323890686,-0.7280576229095459,0.1612784415483474,0.4500889480113983,-0.7217305302619934,-0.0247248988598585,0.5767858028411865,-0.5814148783683777,0.0398452542722225,0.4556192457675934,-0.5805028080940247,-0.0404841862618923,0.5232403874397278,-0.3533077239990234,0.2614170610904693,194.33234780229157,0.4556368505955082,-0.580546979692722,0.4501527603749607,-0.7216279561390091,0.5231545048807078,-0.3533845207191388,194.2245937478452,4.097228602963128,4.072881536658343e-06
14,0.5863668918609619,-0.7280185222625732,0.162164494395256,0.4500921368598938,-0.7216843366622925,-0.0256149098277091,0.5763899683952332,-0.5812046527862549,0.039872720837593,0.4554308652877807,-0.5802127718925476,-0.0405109152197837,0.5230661630630493,-0.3528310656547546,0.2636989653110504,194.40409899032417,0.4554838102839758,-0.5803366207367261,0.4501595683061287,-0.7216306092914989,0.5230534232818916,-0.3528774090338341,194.28944160262984,3.8908712870778577,3.518299773127783e-06
15,0.5863624811172485,-0.7280139327049255,0.1627030670642852,0.4501193165779114,-0.7216557264328003,-0.0251536816358566,0.5760341882705688,-0.5811433792114258,0.0397213473916053,0.4552953839302063,-0.5801517963409424,-0.0403509698808193,0.5228341221809387,-0.3523225486278534,0.2643162906169891,194.41728337249992,0.4552958663714245,-0.5802055707408886,0.4501387734764598,-0.7216406007904678,0.522948192052611,-0.3521479760006923,194.3474803776791,3.482326502955289,2.206990191018133e-05
16,0.5863586068153381,-0.7280447483062744,0.1631774306297302,0.4501214623451233,-0.7216300368309021,-0.0227525439113378,0.5756775736808777,-0.5811378359794617,0.0391075275838375,0.4551585018634796,-0.5801469683647156,-0.0397148467600345,0.5227736234664917,-0.3512980341911316,0.2516802549362182,194.42120095071107,0.4550746605258964,-0.5801575081230341,0.4500759927464581,-0.7216452121022722,0.5228494084485802,-0.3511828458761599,194.39447616479464,2.8197472269329182,8.470192680715351e-05
17,0.5863545536994934,-0.728287398815155,0.1628426164388656,0.4501031339168548,-0.7216276526451111,-0.021039992570877,0.5754572153091431,-0.5811585783958435,0.0367704927921295,0.4550550580024719,-0.5801941156387329,-0.0373463332653045,0.5227364301681519,-0.3498588502407074,0.2446064352989196,194.36957720913375,0.454830916672105,-0.5801793047168688,0.4499614261459587,-0.7216383101524507,0.5227629801948483,-0.3499941583978069,194.42500983394805,1.8320201492048227,0.0002343753705360077
18,0.5863519310951233,-0.7285506725311279,0.1629542112350464,0.4499293565750122,-0.7216197848320007,-0.0150694455951452,0.5751753449440002,-0.5812152624130249,0.0346654132008552,0.4545882046222687,-0.580305814743042,-0.0352099910378456,0.5227336287498474,-0.3486067950725555,0.2400262951850891,194.5009868735978,0.4545863256283839,-0.5802457684312698,0.449796388221168,-0.7216182091643072,0.5226885294441965,-0.3486221309148641,194.4325682261486,0.4535035320321867,0.0005302763013777044
19,0.5863048434257507,-0.7286630868911743,0.1615427583456039,0.449630856513977,-0.7215574383735657,-0.0146490326151251,0.5748650431632996,-0.5812157988548279,0.0334157980978488,0.4541844129562378,-0.5803124308586121,-0.0339350253343582,0.5226206183433533,-0.3476985692977905,0.2469778507947921,194.547654400302,0.4543701088071386,-0.5803258398589678,0.4495961831755274,-0.721585332445372,0.5226215538757535,-0.3471340783148919,194.41086022530465,-1.302480050636632,0.0010223196436615828
20,0.5861666202545166,-0.7288763523101807,0.1617328971624374,0.4492179155349731,-0.7215459942817688,-0.0147199453786015,0.5745940804481506,-0.5812856554985046,0.0333487316966056,0.4541199505329132,-0.5804006457328796,-0.0338514223694801,0.5226381421089172,-0.3459887206554413,0.2843387424945831,194.30444207735832,0.4542102771264891,-0.5803881719063271,0.4493866661635922,-0.7215403853428692,0.5225574562256794,-0.3456192567853349,194.3562771423731,-3.2749849758926075,0.0016582779700933207
21,0.5859219431877136,-0.7290385365486145,0.1621495634317398,0.4490939378738403,-0.7214959263801575,-0.0148700028657913,0.5743246674537659,-0.581275999546051,0.0334554314613342,0.4541025459766388,-0.5804017782211304,-0.0339277125895023,0.522509753704071,-0.3433275818824768,0.3000275492668152,194.06232089041688,0.4541242390150986,-0.5804053253743184,0.449195575087731,-0.7214832063313942,0.5224950799535534,-0.3441738620701244,194.2700886877247,-5.1713072789044645,0.002193496327973775
22,0.5857773423194885,-0.7291115522384644,0.1628850698471069,0.4490037858486175,-0.7213448882102966,-0.0127193462103605,0.5740503668785095,-0.5812238454818726,0.0337985940277576,0.4541155099868774,-0.5803874731063843,-0.0342262051999568,0.5224480628967285,-0.3422578573226928,0.3003383874893188,193.9342301709292,0.4541138096486937,-0.5803568970123958,0.4490433881677445,-0.7214122302705457,0.522438208227845,-0.3428740124198247,194.15884044331767,-6.674894664421345,0.0022857680580562765
23,0.585700273513794,-0.7291688323020935,0.1634837985038757,0.4489426910877228,-0.7213041186332703,-0.0127759128808975,0.5737307071685791,-0.5810863971710205,0.034329105168581,0.4541372954845428,-0.5802203416824341,-0.0347241051495075,0.5224440693855286,-0.3416084349155426,0.3041176199913025,193.86604554351496,0.4541657507944261,-0.5802320098014655,0.4489385038813894,-0.721324588428304,0.5223945065542228,-0.3417497942831252,194.03284775308353,-7.559561414048517,0.0017935096290607794
24,0.5856013894081116,-0.7291944026947021,0.1645398288965225,0.448914110660553,-0.721243679523468,-0.012965653091669,0.573491632938385,-0.580973744392395,0.0359773859381675,0.4542724192142486,-0.5800811648368835,-0.0363340973854064,0.5222636461257935,-0.3410362899303436,0.308618426322937,193.70345952085125,0.4542558756709809,-0.5800311744460136,0.4488780169475502,-0.7212173073194594,0.5223722534457275,-0.3407803075567322,193.90396719163147,-7.7328336871238434,0.0009700455339982121
25,0.5855120420455933,-0.729196310043335,0.1648738086223602,0.4488995969295501,-0.7211570143699646,-0.0131882140412926,0.5733466744422913,-0.5808111429214478,0.0364623181521892,0.4544106423854828,-0.5798510313034058,-0.036798071116209,0.5222585201263428,-0.3404714167118072,0.3118245303630829,193.5909856939103,0.454354672474657,-0.5797671759628991,0.4488519860356855,-0.7210899572507734,0.5223760419075943,-0.339914908331361,193.78373004440175,-7.214228833782954,0.0002959786014544786
26,0.5854013562202454,-0.7291383147239685,0.1654524952173233,0.4488507807254791,-0.7210432291030884,-0.0133453635498881,0.5732235312461853,-0.5805596709251404,0.0365859493613243,0.4544577002525329,-0.579518735408783,-0.0369131229817867,0.5223579406738281,-0.3392647802829742,0.3140982985496521,193.51252114413649,0.4544331109065124,-0.5794641669877618,0.4488482418683823,-0.7209478236228547,0.5224037425961175,-0.3391055591174314,193.6821547722725,-6.094516327755173,0.0001254446726405458
27,0.5853834748268127,-0.7291018962860107,0.1652386486530304,0.4488568305969238,-0.7208139300346375,-0.0140673760324716,0.5731893181800842,-0.5803530812263489,0.0363338850438594,0.4544557929039001,-0.5791017413139343,-0.0366614460945129,0.5225721001625061,-0.3383950293064117,0.3248901665210724,193.53815477554653,0.4544674273457112,-0.579153774796927,0.4488558117355062,-0.7208034098554679,0.5224473120573534,-0.3383299727065281,193.6071689650251,-4.499148434844074,0.0005033629727372598
28,0.5853601098060608,-0.7290192246437073,0.165260449051857,0.4488701820373535,-0.7206242084503174,-0.014122893102467,0.5731684565544128,-0.5800943970680237,0.036293014883995,0.4544306695461273,-0.5787085294723511,-0.0366205722093582,0.5225902795791626,-0.3374978303909302,0.3299923241138458,193.53506053086693,0.4544421614126225,-0.5788679908383128,0.4488665472559157,-0.7206744214040011,0.5224977405938946,-0.3375957099495522,193.5645106276903,-2.559500240087118,0.0012398447576668365
29,0.5853500962257385,-0.7290506362915039,0.1653645634651184,0.4488912522792816,-0.7204746007919312,-0.0142131121829152,0.5731577277183533,-0.579987645149231,0.0359915941953659,0.4544142782688141,-0.5785664319992065,-0.0363204777240753,0.5225828289985657,-0.3368606269359588,0.3527856469154358,193.5212910805808,0.4543517555816302,-0.5786310770837042,0.4488755301585882,-0.7205784499041294,0.5225509673921463,-0.3369286900229551,193.5577913720342,-0.4031553393673448,0.00207368032414696
30,0.5853266716003418,-0.7291467189788818,0.1656702607870102,0.4488793313503265,-0.7204834818840027,-0.0129502201452851,0.57305508852005,-0.5799527764320374,0.0349406078457832,0.4542750120162964,-0.5784832239151001,-0.0352822206914424,0.5226598978042603,-0.3361540138721466,0.3596847951412201,193.5829150332948,0.4542012546029951,-0.5784543198241214,0.4488808573120446,-0.7205268918878837,0.5226107087168892,-0.3363555745177329,193.58826650866743,1.8285081979945517,0.0027732061324698388
31,0.5852669477462769,-0.7292243242263794,0.1637151092290878,0.4488772749900818,-0.7205163836479187,-0.0122975064441561,0.5729967355728149,-0.5799015760421753,0.0328255407512187,0.4540620446205139,-0.5783426761627197,-0.0331519097089767,0.5226626396179199,-0.3356960117816925,0.3510410487651825,193.69802753257292,0.4540055505190239,-0.578335899572633,0.4488829882835628,-0.7205212561902744,0.5226864858866006,-0.3358883784828085,193.65421195175207,3.956726585078627,0.0031522821505006408
32,0.5852441191673279,-0.7292839884757996,0.163083791732788,0.4488749504089355,-0.7205696702003479,-0.0088407266885042,0.5729303359985352,-0.5798895955085754,0.0302871949970722,0.4536992311477661,-0.5782884955406189,-0.0306073054671287,0.5227376222610474,-0.3354610204696655,0.3476411402225494,193.92904042421293,0.4537858135440407,-0.5782648140829841,0.4488837261629088,-0.7205533964604914,0.5227878022031285,-0.3355167454171656,193.7504583493597,5.7747838564569065,0.003074854269257805
33,0.5851522088050842,-0.7293155193328857,0.1626909375190735,0.4488822519779205,-0.7205933332443237,-0.0059109064750373,0.5727227330207825,-0.5798866152763367,0.0283564981073141,0.4533977806568146,-0.5782564282417297,-0.0286669582128524,0.5227315425872803,-0.3353144228458404,0.3511068820953369,194.1112798658798,0.4535629870084092,-0.578226126723462,0.4488850960835472,-0.7206089297968443,0.5229167929067144,-0.3352104478610532,193.8688284286545,7.102204757688355,0.0025189159352458626
34,0.5851377844810486,-0.7293700575828552,0.1637280285358429,0.4488842487335205,-0.7207675576210022,-0.0053279902786016,0.5726698040962219,-0.5798856616020203,0.0283242315053939,0.453284204006195,-0.5782420039176941,-0.0286414884030818,0.5229251980781555,-0.3351012468338012,0.3493600487709045,194.21467032580583,0.4533509962281002,-0.5782055143980388,0.4488884497709298,-0.7206720389894985,0.5230625895134665,-0.334930617022701,193.9996146361812,7.84717245160266,0.001653963218015325
35,0.5851255655288696,-0.7294231653213501,0.1639047712087631,0.4488913118839264,-0.7207707762718201,-0.0017339950427412,0.5724905133247375,-0.5798662900924683,0.0274028498679399,0.4531929194927215,-0.5781994462013245,-0.0277213212102651,0.5233049392700195,-0.3347960710525512,0.3472663164138794,194.34079373086212,0.453153744904069,-0.5781922095967397,0.4488939526943437,-0.7207299593463331,0.5232010185811444,-0.3346439634110069,194.13338785703533,8.026393251247441,0.0007981239989876214
