Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.6290342807769775,-0.4948674440383911,-0.4653799533843994,0.5621536374092102,-0.6264321804046631,-0.4546309113502502,0.4199521839618683,-0.7772867679595947,-0.7789453864097595,0.6764919757843018,-0.7113309502601624,-0.0467197857797145,0.6290339544909258,-0.4948672040917813,0.6764877526003567,-0.7113286669492289,0.4199510931373158,-0.7772861706824233,48.87867372160838,,
2,0.6295743584632874,-0.493472009897232,-0.3438155055046081,0.5621882081031799,-0.628070056438446,-0.2962779998779297,0.4207004308700561,-0.7781050205230713,-0.5675972700119019,0.6732193827629089,-0.7111308574676514,-0.046721301972866,0.6296092447784761,-0.4934955537937055,0.6746438295428695,-0.7109169749281843,0.420722089301455,-0.7775779592862163,48.53898019746504,-20.38161144860055,
3,0.6306362748146057,-0.4910435378551483,-0.3767015933990478,0.5639362931251526,-0.6276494860649109,-0.321900725364685,0.4217502474784851,-0.7780901789665222,-0.6140958666801453,0.6721442937850952,-0.7101376056671143,-0.0467233657836914,0.6301639712440381,-0.4922769343112548,0.6731088410607378,-0.710543217524351,0.42147755852836,-0.7778153761121875,48.04031018886994,-29.920200515705915,0.012636761304319717
4,0.630791962146759,-0.4911438822746277,-0.3920091688632965,0.565631628036499,-0.6278959512710571,-0.3346795439720154,0.4221002161502838,-0.7779920101165771,-0.6411849856376648,0.672174870967865,-0.7099726796150208,-0.0402133613824844,0.6306889512612488,-0.4913193721053679,0.672101063504743,-0.7102316263488375,0.4222014005747145,-0.7779669508740167,47.52087594437408,-31.166054669751304,0.009668567109003635
5,0.6311424970626831,-0.4910824000835418,-0.3883756101131439,0.5663048028945923,-0.628004789352417,-0.3295607268810272,0.4226263761520386,-0.777985155582428,-0.6410172581672668,0.6714058518409729,-0.70997554063797,-0.0354734808206558,0.6311906369966468,-0.4906619452009451,0.6717037609215553,-0.7099779369356884,0.4228766854024189,-0.7780328625996591,47.07419460162791,-26.800880564770463,0.006454466839430338
6,0.6314873099327087,-0.4903029501438141,-0.3690531551837921,0.5665597319602966,-0.6279786825180054,-0.309277594089508,0.4231856763362884,-0.7779814004898071,-0.6136534810066223,0.6713873147964478,-0.7096187472343445,-0.0318083465099334,0.6316832487655129,-0.4902804921205603,0.6718651029776678,-0.7097476249089623,0.4234817424183556,-0.7780387819208615,46.749359098614725,-19.490130180791,0.008030393852142735
7,0.6317614912986755,-0.4901486933231354,-0.2246952801942825,0.5690545439720154,-0.6278149485588074,-0.1952895373106002,0.4242789149284363,-0.7779441475868225,-0.5102293491363525,0.6722389459609985,-0.7096301317214966,-0.0324064008891582,0.6321731112411785,-0.4901117631451255,0.6724322808215716,-0.709486665821145,0.4239901380014803,-0.778021890178448,46.55726934506293,-11.525385213107882,0.018747232679125023
8,0.6322903037071228,-0.4901926219463348,-0.2435678541660308,0.5713846683502197,-0.6278194785118103,-0.2082398831844329,0.4246664345264435,-0.7779375910758972,-0.5183756351470947,0.6745346188545227,-0.7094924449920654,-0.0324801169335842,0.632645793670009,-0.4900787186173877,0.6732080539651547,-0.7091403813574764,0.4243792788167159,-0.778016673350564,46.48181369672669,-4.527338900174271,0.03291600635280079
9,0.6335712671279907,-0.490179568529129,-0.2946894466876983,0.5718269348144531,-0.6279202103614807,-0.2556194961071014,0.4247340261936188,-0.7779606580734253,-0.5569953918457031,0.6749423146247864,-0.7086997628211975,-0.0330355167388916,0.6330666089715901,-0.4901090289390488,0.6740173716058969,-0.7086726165076556,0.4246435633593996,-0.7780444371980367,46.49353241201865,0.70312291751776,0.03417118396359322
10,0.6337517499923706,-0.4902305901050567,-0.3133084774017334,0.5717917680740356,-0.6282786130905151,-0.2736819982528686,0.4247837960720062,-0.7779649496078491,-0.5789579749107361,0.6749403476715088,-0.7082158327102661,-0.0337036959826946,0.6333967705260893,-0.4901469403014752,0.6747588354710897,-0.7080775684954359,0.4248021640387537,-0.7781081278492833,46.56235867592878,4.129575834607522,0.02514732805698083
