Frame #,Right_Knee (X),Right_Knee (Y),Right_Knee (Z),Left_Knee (X),Left_Knee (Y),Left_Knee (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Left_Hip (X),Left_Hip (Y),Left_Hip (Z),Nose (X),Nose (Y),Nose (Z),corrected_angles,Left_Hip (X)_smoothed,Left_Hip (Y)_smoothed,Left_Knee (X)_smoothed,Left_Knee (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,angles,velocity,roughness
1,0.5843185186386108,-0.7281885147094727,0.1689265668392181,0.4518287181854248,-0.7215322256088257,0.0066687138751149,0.5730823278427124,-0.5802547931671143,0.0340658091008663,0.4497674405574798,-0.5804942846298218,-0.0342966802418231,0.5149989724159241,-0.3261937201023102,0.3227652609348297,195.2242672990361,0.4497677908020864,-0.5804943791360274,0.4518287160310659,-0.721532064288786,0.5149979035213799,-0.3261934840391642,195.22380775993915,,
2,0.5843021273612976,-0.7280701994895935,0.1742618680000305,0.4519705474376678,-0.7232492566108704,0.0161691140383481,0.5726502537727356,-0.5797312259674072,0.0333676747977733,0.4497685432434082,-0.5803956389427185,-0.0335940308868885,0.516304075717926,-0.3262713849544525,0.3309060633182525,195.55511095120724,0.449786756380657,-0.5803486074188174,0.4519022164861817,-0.7228681362115554,0.5164869836933912,-0.3261776408642438,195.3561068608934,7.937946057254521,
3,0.5842956304550171,-0.7280805110931396,0.1815181672573089,0.4520070552825928,-0.7246131300926208,0.0220054443925619,0.5722352266311646,-0.5794275999069214,0.0335637703537941,0.4497761726379394,-0.580333948135376,-0.0337896272540092,0.5180593132972717,-0.326236367225647,0.3224670588970184,195.92747820461253,0.449806440769095,-0.5801991464485109,0.451967401605557,-0.7240454149913307,0.5178394126173401,-0.3261593862650315,195.55483769146448,11.923849834265638,0.0022065873499432626
4,0.5842977166175842,-0.7281180024147034,0.1826226711273193,0.4520540535449981,-0.7252441048622131,0.021552151069045,0.571910560131073,-0.5790321230888367,0.0338879339396953,0.4498374462127685,-0.5801100134849548,-0.0341106094419956,0.5191704034805298,-0.3260770440101623,0.3165836632251739,196.14087490080257,0.4498266926634953,-0.5800468393537532,0.4520193662395828,-0.7249503048030028,0.5189420096791406,-0.3261382336370938,195.7705907125336,12.9451812641463,0.001944581075295839
5,0.5843080282211304,-0.7281656861305237,0.1822169870138168,0.4520500302314758,-0.7257140874862671,0.0220647882670164,0.5717763900756836,-0.578629195690155,0.0339310541749,0.4498386979103088,-0.5797614455223083,-0.0341535247862339,0.5201590657234192,-0.3260652720928192,0.326008141040802,196.36051373590556,0.4498461267441793,-0.5798983187553042,0.4520581476652133,-0.7255387439311006,0.5197246983635246,-0.3261153765984919,195.9683264960614,11.864147011668251,0.001356254737103849
6,0.5843039751052856,-0.728154182434082,0.1816887259483337,0.4520550370216369,-0.7257033586502075,0.011524430476129,0.5717750191688538,-0.5785804986953735,0.0339437872171402,0.4498851895332336,-0.5797203183174133,-0.0341671966016292,0.5201205611228943,-0.326065182685852,0.3338217139244079,196.3286103520485,0.4498627303967813,-0.5797632247190612,0.4520876269758085,-0.7258358172796378,0.5201712953700247,-0.3260914707985164,196.1266216452316,9.497708950212882,0.0011721433190062568
7,0.5843003392219543,-0.7280427813529968,0.1813518702983856,0.4520741105079651,-0.7256671786308289,0.0035791494883596,0.5717735886573792,-0.578549325466156,0.0338869951665401,0.4498865902423858,-0.5796735286712646,-0.0341170281171798,0.5200908780097961,-0.3260566592216491,0.3457905650138855,196.33118361468485,0.4498748393287285,-0.5796499157676588,0.4521128507886693,-0.7259138742008664,0.5203152892480719,-0.3260649145528783,196.23628169895824,6.579603223597701,0.0018209704322322635
8,0.5842759013175964,-0.7279627919197083,0.1812621355056762,0.4521275758743286,-0.725642740726471,-0.0014159783022478,0.5717675685882568,-0.5784773230552673,0.0339449159801006,0.4498803913593292,-0.5795604586601257,-0.0341826230287551,0.5200539827346802,-0.3260523974895477,0.3546868860721588,196.35393761709713,0.4498818556907707,-0.5795628723535715,0.4521374317108046,-0.7258612143901927,0.5202227067446,-0.3260322333655638,196.29765445452068,3.682365333746702,0.004035688562954532
9,0.5842278003692627,-0.7279385924339294,0.1812748461961746,0.4521598815917969,-0.7255961894989014,-0.0027152195107191,0.5717576742172241,-0.5784494280815125,0.0346110314130783,0.4498810768127441,-0.5795028805732727,-0.0348674021661281,0.5200279355049133,-0.3260379731655121,0.355569988489151,196.36316434864835,0.4498843352391219,-0.5795025211148771,0.4521623237066402,-0.7257541363938216,0.519971721187151,-0.3259902560722088,196.31724863415,1.1756507777585057,0.005141423017245708
10,0.5841491222381592,-0.7277016043663025,0.1806793063879013,0.4522120952606201,-0.725570023059845,-0.0071509843692183,0.5717512965202332,-0.5784463286399841,0.035496812313795,0.4498802125453949,-0.5794667601585388,-0.0357790403068065,0.5196669101715088,-0.3259657025337219,0.3530311286449432,196.30617217804743,0.4498834940573698,-0.5794661921315971,0.4521862616700197,-0.7256406002354694,0.5196376488032939,-0.325938650373185,196.30472898323055,-0.7511790551666309,0.00468916090481178
