Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X_smoothed,Shoulder Green Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Head Pink X_smoothed,Head Pink Y_smoothed,angles,velocity,roughness
26.0,266.9717712,1011.497314,930.0264893,914.3295288,448.5,991.5,681.0427856,964.7492065,448.5017297560145,991.4861459703106,929.9766851569652,914.2258416773052,266.96757818036286,1011.4725970433612,177.22334941098703,-2.273398538414426,0.00015154288108482699
27.0,266.9717712,1011.497314,930.0806274,913.9395142,448.5,991.5,681.0499878,964.3900146,448.5042632161528,991.4856774805723,929.8412763969228,914.0293383946778,266.99549451265597,1011.4540755953934,177.18858545404143,-2.085837416735785,3.972675851741616e-05
28.0,267.0159912,1011.477356,930.0806274,913.9395142,448.5,991.5,681.0499878,964.3900146,448.5016715712079,991.4939967536016,929.8187777820252,913.916263497586,267.0661178085444,1011.4379389413996,177.15989724887822,-1.721292309792375,1.4459190264314576e-05
29.0,267.1591187,1011.369019,930.0806274,913.9395142,448.5,991.5,680.7537842,964.4264526,448.490853687184,991.5143081869436,929.8391229898248,913.913619637113,267.18498806017317,1011.4248182588065,177.13945701733564,-1.226413892554774,5.3600690192062216e-05
30.0,267.1591187,1011.369019,929.989563,913.7973633,448.5,991.5,680.7404175,964.4985352,448.4707387483931,991.5475800379538,929.8469822246956,914.0358002907684,267.34713148884504,1011.4144301751596,177.1285717364268,-0.6531168545302535,0.00012083684903244329
31.0,267.7695618,1011.304321,929.7380981,914.1050415,448.5,991.5,680.7404175,964.4985352,448.4431030183192,991.591073862033,929.815510956519,914.2782209633904,267.53840467084865,1011.403553781666,177.12744370258753,-0.0676820303567637,0.00018238242591867422
32.0,267.7941589,1011.399719,929.8295898,914.5,448.3534241,991.730896,680.9002686,964.4985962,448.41238421033495,991.6383611903658,929.7459766977846,914.616010379243,267.7401176318304,1011.3857764276974,177.13499794833464,0.4532547448269497,0.00021083011427854964
33.0,267.8533325,1011.52002,929.5,915.5,448.3534241,991.730896,680.6693726,964.5968018,448.3841107546344,991.68154933578,929.6586001239356,915.011097825111,267.93455403302335,1011.3544220777684,177.14913150475715,0.8480133853504412,0.00019280216576376993
34.0,268.0504761,1011.443542,929.5,915.5,448.3534241,991.730896,680.6016235,964.6639404,448.36268120444777,991.7145833953616,929.5804268569448,915.4258829873432,268.1082991254494,1011.307388613251,177.16753782306463,1.1043790984490442,0.00013941801759886533
35.0,268.4091492,1011.101563,929.4196167,915.6205444,448.3534241,991.730896,680.552002,964.8133545,448.3499124393418,991.7353499027232,929.534809760284,915.8354458818028,268.25323213276613,1011.2500854405132,177.1887426105649,1.2722872500160065,8.060631350799977e-05
36.0,268.3971558,1011.154602,929.6605835,916.4415894,448.3534241,991.730896,680.5814209,964.9560547,448.34504329378166,991.7454455487976,929.5356123948682,916.231764170697,268.36694973398164,1011.1936733638566,177.2127041565544,1.437692759369611,4.138657416931689e-05
37.0,268.4091492,1011.101563,929.5975952,916.7237549,448.3534241,991.730896,680.3439331,965.5,448.3457167532548,991.7483467665606,929.586743386521,916.6207703641552,268.452416063178,1011.1501502571542,177.24070463802408,1.6800288881813683,2.7898695877794335e-05
38.0,268.3971558,1011.154602,929.6789551,916.8948364,448.3534241,991.730896,680.3439331,965.5,448.3491215246106,991.7473382908856,929.6845668039888,917.0155545952098,268.5153853022254,1011.1283450749936,177.27477883919784,2.044452070425109,3.7554717650586696e-05
39.0,268.5221252,1011.235962,929.6789551,916.9603882,448.3534241,991.730896,680.434082,965.5632935,448.3528087233792,991.744129161623,929.820173390969,917.4269074919364,268.5605088057771,1011.1328475465152,177.3169816052382,2.5321659624216863,7.081537569135951e-05
40.0,268.6651306,1011.108093,930.0264893,918.0252686,448.3534241,991.730896,680.4511108,965.6817017,448.35508702950233,991.73854108612,929.9811412623136,917.854389296066,268.58916292800535,1011.164534260222,177.36862881108974,3.0988323510922555,0.00012398303508019727
41.0,268.6896973,1011.05835,930.2506104,918.147583,448.3534241,991.730896,680.4122314,965.6234131,448.3551201265451,991.729285361647,930.154549697944,918.2843823769514,268.60046228592245,1011.2205543683496,177.42964974427858,3.661255991330563,0.00017601554065132158
42.0,268.5325317,1011.402466,930.4153442,919.3790283,448.3534241,991.730896,680.7687988,965.9274292,448.3529101624949,991.7155873039046,930.3316145644088,918.6974270363456,268.5936340664098,1011.293827746662,177.49826207193848,4.116739659594373,0.0001933994901663372
43.0,268.5325317,1011.402466,930.5628662,918.6715698,448.3534241,991.730896,680.614502,966.333313,448.34929148209955,991.6991869557714,930.511428765389,919.0785824527204,268.5690670084054,1011.3739856506422,177.57107289649915,4.368649473639721,0.0001557739056848073
44.0,268.5201721,1011.451599,930.6557617,919.2244873,448.3534241,991.730896,680.8877563,966.4693604,448.3459371589818,991.6860027104178,930.7008573366132,919.4225028339551,268.5276748768411,1011.4502457693478,177.6434415548356,4.342119500186641,8.051470272167124e-05
45.0,268.4590149,1011.528687,930.8638916,920.048584,448.3534241,991.730896,681.0306396,966.9081421,448.34525897732976,991.6865469840778,930.910077463622,919.7324399870864,268.4703428614462,1011.5143415987156,177.70991283469758,3.9882767917191586,2.332969233524967e-05
46.0,268.4590149,1011.528687,931.0443726,920.0631714,448.3534241,991.730896,681.2175293,967.1228027,448.3500212228171,991.7141979630766,931.1459401364629,920.0187694739292,268.39873432006243,1011.5619897012934,177.76486631163473,3.2972086162294545,5.2644164392285286e-05
47.0,268.3499451,1011.658386,931.4163208,920.324585,448.3534241,991.730896,681.2175293,967.1228027,448.36254629984546,991.7809034002272,931.4063014857712,920.2987855993327,268.3169808937385,1011.5931514699058,177.80367213319076,2.328349293361498,0.0002069463101205183
48.0,268.3499451,1011.658386,931.5,920.5,448.3534241,991.730896,681.2333374,967.2333374,448.3836061248283,991.891053257285,931.6777063472648,920.5937674207772,268.23266678539017,1011.6116767811682,177.82427749385604,1.2363216399171506,0.00044587435842872417
49.0,267.984375,1011.546875,931.9475708,920.7452393,448.3534241,991.730896,681.4716797,967.2767334,448.4114740018337,992.0361949505436,931.93760114385,920.9217110579654,268.1554818511431,1011.6240447513052,177.82858141986776,0.2582355607029285,0.0006329895507800122
50.0,267.984375,1011.546875,932.3857422,921.3551636,448.5,992.5,681.4716797,967.2767334,448.44193889044953,992.1948879923684,932.1612848317076,921.2894957969162,268.09339009609977,1011.6368805272688,177.8225953912477,-0.3591617172043015,0.0006163104774905195
51.0,268.1030884,1011.681396,932.5,921.5,448.5,992.5,681.5971069,967.5710449,448.469736400422,992.3400865443836,932.3316777657888,921.6889895356366,268.04876991810875,1011.654405427902,177.814752145941,-0.4705947184021397,0.0003871565491670391
52.0,268.1030884,1011.681396,932.4595947,922.1262817,448.5,992.5,681.5971069,967.5710449,448.4906896151298,992.4502941734733,932.4468762307756,922.0988708159598,268.01764755877826,1011.6778512449622,177.81298715063693,-0.1058997182434495,0.00013155375033378362
53.0,267.9375,1011.79303,932.5,922.5,448.5,992.5,682.0426025,967.8822021,448.5031357445684,992.5169629239908,932.5204549373468,922.4917843518418,267.9921517001359,1011.7073459786736,177.82229546621315,0.5584989345732083,5.1211768836044445e-05
54.0,267.9375,1011.79303,932.4117432,923.1134644,448.5,992.5,681.7526855,967.8790283,448.5079282727417,992.5443823542374,932.5740962952362,922.845283958965,267.9635924159089,1011.7445182783284,177.84411071863465,1.308915145290257,0.00015369559928024001
55.0,267.9375,1011.79303,932.5,923.5,448.5,992.5,681.5078125,967.9296875,448.5074643383753,992.5444465019384,932.6270097609954,923.1527631717368,267.9246753952514,1011.793413946722,177.87742987945424,1.9991496491752512,0.00028399598521638975
56.0,267.9375,1011.79303,932.5994263,923.3011475,448.5,992.5,681.666687,968.1129761,448.5045375726108,992.5305878591408,932.6880220970224,923.4279299761936,267.87153142347125,1011.8584722657796,177.92048133723614,2.5830874669139803,0.0003233818255151445
57.0,267.9375,1011.79303,932.8064575,923.3265991,448.5,992.5,681.666687,968.1129761,448.50149706412975,992.5135324854144,932.754367477099,923.6980575790592,267.8058103328469,1011.9404338027632,177.9716678118985,3.0711884797415223,0.000277572302175283
58.0,267.6429443,1011.988159,932.9804077,923.8366089,448.5,992.5,681.7434082,968.4127197,448.4998235546764,992.4995806528068,932.8174658102666,923.9892796953152,267.73523349382253,1012.0330404623868,178.0293896630799,3.4633110708847425,0.0002034414375369265
59.0,267.5961304,1012.26416,933.0244141,924.4024658,448.5,992.5,681.9084473,968.9084473,448.5000290414136,992.4909503575394,932.8719488843152,924.314368151326,267.67103136332537,1012.123592239494,178.09141351539202,3.7214311387265298,0.00013267134648569973
60.0,267.5961304,1012.26416,933.0180054,924.6550903,448.5,992.5,681.9127197,969.5714111,448.50173285640415,992.487258910769,932.9220468406892,924.670814041594,267.62324735026266,1012.1977952467964,178.15473443679394,3.799255284115475,7.055728698481e-05
61.0,267.5961304,1012.26416,932.7941284,925.3359985,448.5,992.5,681.8145142,969.7619019,448.50381807489174,992.4872370635678,932.9808468103744,925.0477614665532,267.5969227880091,1012.2457589035876,178.2162071494891,3.6883627617089583,2.4126958658229608e-05
62.0,267.5961304,1012.26416,932.8901367,925.4457397,448.5,992.5,682.1119385,970.1577759,448.50466443074015,992.4900275697928,933.0626516146216,925.4345637867904,267.59114448843025,1012.2652949974906,178.2734389418887,3.4339075439771705,7.379733741357401e-06
63.0,267.5961304,1012.26416,933.0189819,925.6097412,448.5,992.5,682.2248535,970.055542,448.50252633366745,992.4957364523542,933.1738733489864,925.8247566109784,267.6005330381818,1012.2613441452532,178.32529554202492,3.111396008172278,2.1979737278330053e-05
64.0,267.6557922,1012.190491,933.449646,926.1947632,448.5,992.5,682.2248535,970.055542,448.4961269280264,992.5051946441856,933.3093326270854,926.21442665829,267.61776409262575,1012.2429201071068,178.37178873946414,2.789591846353119,4.814567143667123e-05
65.0,267.6557922,1012.190491,933.5568848,926.7161865,448.5,992.5,682.0715942,970.2345581,448.4854416951913,992.519143022193,933.4566817552148,926.5990335648868,267.6360518995415,1012.2194766479022,178.41359690189788,2.5084897460243383,6.276603285125502e-05
66.0,267.6557922,1012.190491,933.8095093,927.022583,448.5,992.5,682.4147339,970.6386719,448.47244927121653,992.5373067260584,933.6052990047,926.9725391031328,267.65086957232603,1012.1981592045688,178.45161881418642,2.2813147373125275,5.901508305149451e-05
67.0,267.6557922,1012.190491,933.7652588,927.2347412,448.5,992.5,682.7678833,971.0148315,448.4613762186919,992.5581006786408,933.7528273864372,927.3280648700947,267.66044016465275,1012.182783722889,178.4867019800311,2.1049899506817837,4.4729121046734734e-05
68.0,267.6557922,1012.190491,933.7365112,927.5649414,448.5,992.5,682.8968506,971.4127197,448.4577454764265,992.5799982525294,933.9046810662848,927.6575294245216,267.66507405434794,1012.1744665380614,178.51931191287824,1.9565959708273797,3.0242870630369606e-05
69.0,267.6557922,1012.190491,933.9387207,927.7254028,448.2596436,993.1403809,683.3389282,971.6610718,448.4657576134707,992.6051078608068,934.0672881967524,927.95099808314,267.6659382684974,1012.1730434555046,178.54885902908808,1.772826972590451,2.251977225859788e-05
70.0,267.6557922,1012.190491,934.1698608,928.6983643,448.5,992.5,683.3389282,971.6610718,448.4848610814504,992.6427174484252,934.2405233745868,928.199181226226,267.6639092008598,1012.1782887571356,178.57296011625982,1.4460652303046118,2.8617430238865202e-05
71.0,267.6557922,1012.190491,934.5,928.5,448.5,992.5,683.2150269,971.7849731,448.5079751552086,992.7078375360676,934.4149867440224,928.3996069295222,267.6589078706536,1012.1903149998404,178.5875917074639,0.8778954722447452,6.612216128637797e-05
72.0,267.6557922,1012.190491,934.6739502,928.5,448.5,992.5,682.5684814,971.7420044,448.5233291053873,992.8133685481585,934.5754800406756,928.5608890414944,267.6498230409777,1012.209039199779,178.58864101250794,0.0629583026420732,0.00016354335833058852
73.0,267.6557922,1012.190491,934.6739502,928.5,448.6465759,993.269104,682.7363892,971.6056519,448.5193950852323,992.9623320884024,934.7074311608242,928.6988849662944,267.6348636605828,1012.233109694915,178.57380120510462,-0.890388444199175,0.0003238705679479617
74.0,267.5679932,1012.281311,934.8586426,928.5818481,448.6465759,993.269104,682.8535767,971.5,448.49047713306226,993.147048963485,934.8021026870924,928.8261481660776,267.61200912727213,1012.259073560174,178.54318282227365,-1.8371029698579375,0.00048682707284097105
75.0,267.5679932,1012.281311,934.888916,929.0562134,448.2596436,993.1403809,682.8535767,971.5,448.4399909898653,993.3537127152129,934.8587890564744,928.942884603218,267.57939809634047,1012.2814661514924,178.49844566404155,-2.684229493925727,0.0005659555905174519
76.0,267.5679932,1012.281311,934.888916,929.0562134,448.4069214,993.666687,682.6856079,971.6359253,448.379687216041,993.5661435455868,934.884330562972,929.0358560450742,267.53597068418173,1012.2938387365476,178.44173915286092,-3.4023906708381446,0.0005303136230551539
77.0,267.5679932,1012.281311,934.888916,929.0562134,448.4069214,993.666687,682.6856079,971.6359253,448.3260257827085,993.7668856463756,934.8905302672738,929.0847442736572,267.48261340562664,1012.2902474700094,178.37543458143588,-3.978274285502153,0.00041991168243741845
78.0,267.3801575,1012.290649,934.7850952,929.1879272,448.2676697,994.055542,682.6856079,971.6359253,448.2961509530238,993.938168286506,934.8900384357572,929.071340916634,267.4230771303181,1012.2669325431268,178.30250043574915,-4.376048741203817,0.00028734785313959746
79.0,267.3305664,1012.268066,934.888916,929.0562134,448.2676697,994.055542,682.6856079,971.6359253,448.3039726642517,994.0639932056806,934.8920105833678,928.9878167131886,267.3634636246224,1012.2241266321608,178.22701530487475,-4.529107852463881,0.00015958817685922063
80.0,267.3305664,1012.268066,934.888916,929.0562134,448.2676697,994.055542,682.6856079,971.6359253,448.3558157681365,994.1322462035946,934.8993297071228,928.8419975492446,267.310235789695,1012.1674224614902,178.15455944540585,-4.347351568134172,5.690612256360655e-05
81.0,267.2226868,1012.016602,934.9205933,928.6567383,448.2676697,994.055542,682.6856079,971.6359253,448.4468055042759,994.1361417544164,934.9083726298236,928.65740451055,267.2680087582834,1012.107449409576,178.09219217742117,-3.742036079081004,2.9150215386287755e-05
82.0,267.2226868,1012.016602,934.8845825,928.1686401,448.7212219,994.2788086,682.6856079,971.6359253,448.5606383740296,994.0760682648098,934.9108358475652,928.4663781478184,267.2382116540881,1012.0570879590948,178.04744957552472,-2.684556113786698,0.00016099747036451366
83.0,267.2226868,1012.016602,934.8845825,928.1686401,448.7212219,994.2788086,682.6856079,971.6359253,448.67414668913096,993.9622956575068,934.896587651016,928.2984312791318,267.21895924883677,1012.027285065449,178.02615371730596,-1.2777514931258338,0.0005048612283307308
84.0,267.2226868,1012.016602,934.8845825,928.1686401,448.8201904,993.5,682.5684814,971.7420044,448.76469243815666,993.815413294227,934.8570775538576,928.1703899696628,267.20614235501097,1012.0236913375632,178.03005786731643,0.2342490006282105,0.0009629344086145433
85.0,267.2226868,1012.016602,934.8845825,928.1686401,448.8201904,993.5,682.8535767,971.5,448.8163816797971,993.6608003389168,934.7891304104068,928.084164011772,267.19536393811666,1012.0453646637864,178.05605842489604,1.5600334547764303,0.0012739678227861326
86.0,267.2226868,1012.016602,934.8845825,928.1686401,448.8201904,993.5,682.7592773,971.576416,448.8227017210769,993.5194536011572,934.6980335370484,928.0318531218338,267.18382693732593,1012.085371904546,178.0975967992754,2.492302462762268,0.0012165699855423834
87.0,267.1422424,1012.229858,934.4141235,927.9646606,448.8201904,993.5,682.7592773,971.576416,448.7860086948816,993.4021755277304,934.5975734853896,928.0028762071248,267.1712073596726,1012.1330179433382,178.14711523253925,2.9711059958304986,0.000833912025115333
88.0,267.1422424,1012.229858,934.4141235,927.9646606,448.6465759,993.269104,682.7592773,971.576416,448.71530852875,993.3103415478944,934.5055668322516,927.9882934802044,267.1591227874804,1012.1774682684872,178.19804921320906,3.0560388401886485,0.00038836031133328297
89.0,267.1422424,1012.229858,934.4141235,927.9646606,448.6465759,993.269104,682.7592773,971.423584,448.6234372970649,993.2403484633886,934.4370465023828,927.981444671086,267.14972214792743,1012.2114594752642,178.2457428341404,2.8616172558804465,0.0001046229137885898
90.0,267.1422424,1012.229858,934.4141235,927.9646606,448.6465759,993.269104,682.7592773,971.423584,448.52429518549695,993.1880398883342,934.3995250827649,927.9770281060272,267.14441218122874,1012.2331052300518,178.2874305929036,2.501265525792178,1.9429212117510964e-05
91.0,267.1422424,1012.229858,934.4141235,927.9646606,448.2596436,993.1403809,682.7592773,971.423584,448.4300367019661,993.1516354804448,934.392494748069,927.9707360417456,267.14333451768084,1012.2449954479692,178.3216426244315,2.0527218916731726,4.7513268846187795e-05
92.0,267.1410217,1012.173767,934.4141235,927.9646606,448.2596436,993.1403809,682.6856079,971.6359253,448.3478396175008,993.1326831563898,934.4097407664788,927.960066735807,267.1455267968237,1012.25159078731,178.34747881364956,1.5501713530841243,0.00010391998567388005
93.0,267.1608582,1012.279724,934.4141235,927.9646606,448.2596436,993.1403809,682.6856079,971.6359253,448.27748396931366,993.1349099397912,934.4421978445444,927.9459884531024,267.14945779375387,1012.256674498878,178.36420219030367,1.0034025992467832,0.00015220786253179866
94.0,267.1608582,1012.279724,934.5976563,928.010437,448.2596436,993.1403809,682.6856079,971.6359253,448.2123272026223,993.1616028658194,934.4802919957308,927.9348091432464,267.15368980695195,1012.26221655369,178.37139303794305,0.431450858362723,0.00018740646967714094
95.0,267.1608582,1012.279724,934.4141235,927.9646606,448.2596436,993.1403809,682.6856079,971.6359253,448.14431692227686,993.2125393954984,934.5155076396418,927.9392589140148,267.15743460662304,1012.2687943994777,178.36958930476325,-0.1082239907879056,0.00020564851440890114
96.0,267.1608582,1012.279724,934.4141235,927.9646606,448.2596436,993.1403809,682.6856079,971.6359253,448.0701669549512,993.2816875692604,934.541161921302,927.9776105078628,267.160780085166,1012.2765656845788,178.36103365992108,-0.5133386905305315,0.00019125251663373527
97.0,267.1608582,1012.279724,934.7055054,928.157959,447.8422546,993.5,682.5684814,971.7420044,447.9943636814835,993.3573713303766,934.5533634795704,928.0702049683106,267.16452341763755,1012.2857813165738,178.34994380903368,-0.6653910532440932,0.00013240042021688098
98.0,267.1608582,1012.279724,934.7055054,928.157959,447.8422546,993.5,682.6856079,971.6359253,447.926681878918,993.4258607524112,934.5534679085056,928.2336054754207,267.1697569125895,1012.2966681016538,178.34183445836513,-0.4865610401128606,5.4211019112873285e-05
99.0,267.1885986,1012.321655,934.7055054,928.157959,447.8422546,993.5,682.6856079,971.6359253,447.8762136861171,993.4766363710572,934.550575738584,928.4734080677176,267.1774419631303,1012.3091051954378,178.34196035744893,0.0075539450278938,2.2989546864776034e-05
100.0,267.1885986,1012.321655,934.2944946,928.842041,447.8422546,993.5,682.6856079,971.6359253,447.84649795101075,993.5058588382904,934.5598048023734,928.7784348567502,267.1881129945276,1012.3225010535448,178.35357897893346,0.697117289071798,8.642188221364435e-05
101.0,267.1885986,1012.321655,934.4117432,929.1134644,447.8422546,993.5,682.680481,971.7678223,447.83446795034257,993.51630712925,934.5946693197748,929.1203468835128,267.2016659728205,1012.335942168856,178.376885406306,1.398385642352764,0.00020417214025143714
102.0,267.1991272,1012.373169,934.6380005,929.5351563,447.8422546,993.5,682.680481,971.7678223,447.8325478806318,993.51485367866,934.6582028169222,929.4602492435164,267.21717212511544,1012.34847132196,178.40904810399542,1.9297618613649092,0.00026993373176678457
103.0,267.2540283,1012.364197,934.8052368,929.7973633,447.8422546,993.5,682.680481,971.7678223,447.83200561006674,993.5093774960972,934.7396318797568,929.7593457541678,267.23288361225764,1012.3593631058324,178.4452054908638,2.1694432121029195,0.00022071986214203525
104.0,267.2540283,1012.364197,934.8845825,930.1686401,447.8422546,993.5,682.972229,971.895813,447.82627368775934,993.5062479944716,934.8185805792818,929.9891473031388,267.24663036339996,1012.36821663129,178.47995050643698,2.084700934390753,0.00010473438339715008
105.0,267.2540283,1012.364197,934.8845825,930.1686401,447.8422546,993.5,683.060791,971.9865112,447.81364701826175,993.5086799106922,934.8730322930594,930.1379866575064,267.25643304872307,1012.3746657646524,178.50877505219873,1.7294727457050385,2.6472904729013248e-05
106.0,267.2540283,1012.364197,934.8845825,930.1686401,447.8422546,993.5,683.060791,971.9865112,447.798983083688,993.5158833515078,934.8864635649466,930.2119567032044,267.2609231399941,1012.3778024198548,178.5290687978938,1.2176247417050945,3.993636818480174e-05
107.0,267.2540283,1012.364197,934.8845825,930.1686401,447.8422546,993.5,682.800415,972.0488281,447.7939001679106,993.522942780875,934.852396194296,930.2302701297882,267.25945594834417,1012.3757459914908,178.54049419005386,0.6855235296029605,0.00010804704077659777
108.0,267.2540283,1012.364197,934.8845825,930.1686401,447.8422546,993.5,682.590332,972.1947632,447.814799061953,993.5215619285458,934.7767522481917,930.2176304173358,267.25217946896737,1012.3657904612604,178.54480164859737,0.2584475126104735,0.00015378037950484067
109.0,267.2540283,1012.364197,934.8845825,930.1686401,447.8422546,993.5,682.590332,972.1947632,447.8782316618592,993.5019503017744,934.6779337704616,930.1972365152028,267.2402974083276,1012.3452719754106,178.5452730731274,0.0282854718011549,0.00013464975879496195
