Frame #,Nose (X),Nose (Y),Nose (Z),Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.729463159966817e-06,2.438727824530273e-06,4.899121400134916e-07,3.332183704855705e-06,2.274874683876639e-06,2.418203228861509e-07,317.8690476829272,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0102340754241285,0.018806886082969,-0.0088755952692131,0.0199883538614086,-0.0106578869646972,0.0205731525893279,309.72963964697334,-488.3644821572318,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0176445380088329,0.0319662221371199,-0.0151564844233918,0.0340223817460534,-0.0181477480316503,0.0350059902694071,305.90623968364105,-229.4039977999375,9.313962841467283
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0188062144607858,0.0329494654872316,-0.015803701104469,0.0351891838778641,-0.0187910833784463,0.0361719788817581,306.3397619230854,26.01133436666146,18.374074305044466
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0097283714467868,0.01453530035187,-0.0073947383439185,0.0158010469937995,-0.0084920721376807,0.0161614003217929,318.0919701368128,705.1324928236431,73.05275542704747
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131659533080254,-0.029278439650355,0.0129934681563412,-0.0305814659509145,0.0161932744008064,-0.0316367854411461,311.00668977001624,-425.1168220077932,64.98837413434708
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512101433529832,-0.0999606627813419,0.0462145714926206,-0.1056213108184513,0.0561784557181989,-0.1089052126689968,302.41242440799596,-515.6559217212168,66.56874848218334
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1016802792037883,-0.1914091906879979,0.0895734467208972,-0.2029443481691857,0.1081052876867634,-0.2090515108995387,298.8891092187539,-211.3989113545233,66.23266508758073
9,0.2229965925216674,-0.5163745880126953,-0.9665250182151794,0.2382939904928207,-0.4911870062351227,-0.6772710680961609,0.3157568871974945,-0.5176162719726562,-0.3712674379348755,0.2740598320960998,-0.5333402752876282,0.0362541601061821,288.4144114305614,0.1574926686875796,-0.2899540542692377,0.1367392667597864,-0.3080829898231564,0.1643055256849788,-0.3171681510470743,298.16698213367647,-43.327625104645904,65.43833611006193
10,0.2277917563915252,-0.504785418510437,-1.1645692586898804,0.2713462710380554,-0.4726360440254211,-0.7745704650878906,0.346769630908966,-0.5007846355438232,-0.3367429971694946,0.270875871181488,-0.5188931226730347,0.1750396341085434,307.01519174794686,0.2093994155791249,-0.3789360150088792,0.1798202553699312,-0.4032842956974359,0.2153561818223869,-0.414998288021877,298.93231099605384,45.9197317426424,16.041258257063692
