Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.7037315964698792,-0.4632551968097687,-0.4262599647045135,0.6416758298873901,-0.6275326609611511,-0.5249001979827881,0.5005437135696411,-0.8038087487220764,-0.891202449798584,0.7789695262908936,-0.7115913033485413,-0.0588058605790138,47.677130755365454,0.7037301181584275,-0.4632550794363672,0.778968169892883,-0.7115907745604185,0.5005435412341569,-0.8038091363371511,47.676983436296894,,
2,0.7071101069450378,-0.4637379944324493,-0.4603764712810516,0.6416866779327393,-0.6285234689712524,-0.558393120765686,0.4995440542697906,-0.8038088083267212,-0.9457948207855223,0.7800690531730652,-0.7104759216308594,-0.0612861067056655,47.870911148015125,0.7072296422112507,-0.4633589287551319,0.7805065878841013,-0.7110904218526043,0.499984974846873,-0.8038583395610188,47.72800324116107,3.0611882918505273,
3,0.7110438346862793,-0.4637239873409271,-0.4402287900447845,0.6422299742698669,-0.6285280585289001,-0.5240441560745239,0.4992442429065704,-0.8038485050201416,-0.8661090135574341,0.7816069722175598,-0.7103515863418579,-0.0714644193649292,47.87747999957668,0.710369045053189,-0.4634315060108445,0.7819319304898179,-0.7106757249457373,0.4994874961284012,-0.8039268749454528,47.802463831631805,4.467635428244137,0.00027473521492635885
4,0.7141460180282593,-0.4634498953819275,-0.4365564882755279,0.6424118876457214,-0.628522515296936,-0.5215969681739807,0.4989796280860901,-0.8039827346801758,-0.8682147264480591,0.7833603620529175,-0.7103105187416077,-0.077370710670948,47.94917059833176,0.7128641124142789,-0.4634573863563034,0.7831301173327543,-0.7104015864438079,0.4990918487625955,-0.8040282908941132,47.88118984591889,4.723560857225095,0.00022254971846198581
5,0.7148241400718689,-0.4633387625217438,-0.4364702403545379,0.6424143314361572,-0.6286559700965881,-0.5216577053070068,0.4989265203475952,-0.8041661381721497,-0.8715782165527344,0.7840691208839417,-0.7103267312049866,-0.0771085768938064,48.01352617589049,0.7145595613711057,-0.4634420617822702,0.783995281084712,-0.7102800669916299,0.4988092336763258,-0.8041674877018646,47.9501869549938,4.139826544494412,0.00014858191692060068
6,0.7152315974235535,-0.4632715880870819,-0.4362448453903198,0.6424166560173035,-0.6287873983383179,-0.5218585729598999,0.4986984133720398,-0.8043975234031677,-0.8912498354911804,0.7846167087554932,-0.7103644609451294,-0.0766825079917907,48.09080675303392,0.7154455582072512,-0.4634048464644687,0.7844491957716451,-0.7102861270404649,0.4986264669731682,-0.8043410959137424,47.998171769484586,2.879088869447344,0.00019398493859797987
7,0.7150661945343018,-0.4632924795150757,-0.4404666423797607,0.6421889066696167,-0.6296502947807312,-0.5204529166221619,0.4985872507095337,-0.8045913577079773,-0.8855764269828796,0.7845996022224426,-0.7104417085647583,-0.0744098499417305,48.099637699711934,0.7156305053789427,-0.4633669714183456,0.7844614611101999,-0.7103741144082323,0.4985185260394897,-0.8045402254399437,48.01586864088852,1.061812284236083,0.0006362974816573224
8,0.7150087952613831,-0.4633193612098694,-0.4359332323074341,0.641909658908844,-0.6305500864982605,-0.5019133687019348,0.4985890090465545,-0.804691731929779,-0.8375732898712158,0.7843086123466492,-0.7106236219406128,-0.0741531997919082,48.027445733298634,0.7152884423975329,-0.4633426367229776,0.7840624728154595,-0.7104957622539232,0.4984606462902718,-0.8047533776688827,47.997276315015014,-1.115539552410354,0.0015823504776069262
9,0.7147341370582581,-0.4633649289608001,-0.4357742965221405,0.6415740251541138,-0.6312569379806519,-0.4996511936187744,0.4986250698566437,-0.8048949837684631,-0.8416959047317505,0.7838973999023438,-0.7107416987419128,-0.0729930400848388,47.944579770291,0.7146087547290125,-0.4633361770389153,0.7833450784307618,-0.7106142986532428,0.4984353907197425,-0.8049680860579496,47.94184605998786,-3.3258153016292624,0.002514668808155824
10,0.7137446403503418,-0.4633822441101074,-0.4384236931800842,0.6410918831825256,-0.6320459842681885,-0.5018038153648376,0.4980403780937195,-0.8052854537963867,-0.8423366546630859,0.7822604775428772,-0.7107509970664978,-0.0728413760662078,47.729120915808835,0.7137636359531982,-0.4633442334167129,0.7824512139869823,-0.7107121586630917,0.4984329934769472,-0.8051718911183123,47.85591210125608,-5.156037523906747,0.002910251271706609
