Frame #,Right_Knee (X),Right_Knee (Y),Right_Knee (Z),Left_Knee (X),Left_Knee (Y),Left_Knee (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Left_Hip (X),Left_Hip (Y),Left_Hip (Z),Nose (X),Nose (Y),Nose (Z),corrected_angles,Left_Hip (X)_smoothed,Left_Hip (Y)_smoothed,Left_Knee (X)_smoothed,Left_Knee (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,angles,velocity,roughness
1,0.5856781005859375,-0.7261458039283752,0.1408259570598602,0.4533975720405578,-0.7191624045372009,-0.0102339200675487,0.5732382535934448,-0.5790873765945435,0.0289570800960063,0.4527968168258667,-0.5788019895553589,-0.0292159914970397,0.524242639541626,-0.3289403915405273,0.2682224214076996,196.20266546171985,0.4527968003433645,-0.5788020888953334,0.453397432698961,-0.7191620693152467,0.5242424288655286,-0.3289403583365621,196.20256687133235,,
2,0.5856902003288269,-0.7275482416152954,0.1820525676012039,0.4533539116382599,-0.7205508351325989,0.0319372452795505,0.5732380747795105,-0.5790831446647644,0.0298247803002595,0.4529679417610168,-0.578906774520874,-0.030117392539978,0.5242289304733276,-0.327867716550827,0.2683394253253937,196.00346995546664,0.4529885523151144,-0.5788487209165252,0.4533860476402923,-0.7198560746854228,0.5243271562132058,-0.3280320390464711,196.13698267419713,-3.9350518281133873,
3,0.5856360793113708,-0.7279720902442932,0.1945297569036483,0.4533529579639435,-0.7208001017570496,0.0353353880345821,0.5732591152191162,-0.5790565013885498,0.0322645008563995,0.4531886279582977,-0.5789288878440857,-0.0325670801103115,0.5243260860443115,-0.3269236981868744,0.2700680196285248,195.82997952465655,0.4531710214289035,-0.5788882963157208,0.4533828099507355,-0.7204692332931751,0.5244213021914139,-0.3272222881642289,196.0395061217777,-5.848593145166205,0.0005085611627872547
4,0.5854989886283875,-0.728083610534668,0.193974107503891,0.4533890187740326,-0.7208684086799622,0.0367662869393825,0.5732889771461487,-0.5790214538574219,0.0326980277895927,0.4534049332141876,-0.5789493918418884,-0.0329934284090995,0.5245965719223022,-0.3264305889606476,0.277434766292572,195.73810403871417,0.4533364769264458,-0.5789169588565867,0.4533932051204217,-0.7209480249209796,0.5245300692237443,-0.3265845886792451,195.9352554689951,-6.25503916695493,0.00042635092560561
5,0.5854170322418213,-0.7281193137168884,0.1921380013227462,0.4534066319465637,-0.7211628556251526,0.0339901074767112,0.5733019709587097,-0.5789638757705688,0.0332286469638347,0.4534454047679901,-0.5789507627487183,-0.0335180237889289,0.5246645212173462,-0.3260069191455841,0.2987681031227112,195.70952705130708,0.4534799834494606,-0.5789355338357051,0.4534190673393425,-0.721276282737427,0.5246531462946756,-0.3261524436147354,195.84134634695351,-5.634547322495678,0.00029000672851273217
6,0.5853928327560425,-0.7282606363296509,0.188898965716362,0.4534644484519958,-0.7214943766593933,0.0313392095267772,0.5733147859573364,-0.5787827968597412,0.0333075672388076,0.4535876512527466,-0.578900933265686,-0.0335941389203071,0.5247930884361267,-0.3259468078613281,0.298673540353775,195.67216537499564,0.4535995837701236,-0.5789484200369999,0.4534587183155293,-0.7214685813575749,0.5247859021280532,-0.3259173929375284,195.76740203898677,-4.4366584780044604,0.0002710403530694807
7,0.5853179097175598,-0.7282988429069519,0.1861831396818161,0.4535035192966461,-0.7214959859848022,0.0291778184473514,0.5733219981193542,-0.578730583190918,0.0335327833890914,0.4536819159984588,-0.5788973569869995,-0.0338178649544715,0.5248785018920898,-0.3259571194648742,0.2979154586791992,195.6489531743778,0.4536954156878643,-0.5789607332757385,0.4535081426924515,-0.7215566445111246,0.5249211858521826,-0.3258393070756423,195.71676502243557,-3.0382209930724,0.00047602330882102236
8,0.5852938294410706,-0.7283548712730408,0.1852228641510009,0.4535968899726867,-0.7214957475662231,0.0281509943306446,0.57332444190979,-0.5787282586097717,0.0335150174796581,0.4537590742111206,-0.578952431678772,-0.0338003635406494,0.5250459313392639,-0.3260067701339721,0.2956351041793823,195.6740664632243,0.4537686515589268,-0.5789754769221804,0.4535626698118463,-0.7215767420944953,0.52505065407187,-0.3258636052629103,195.6883204763759,-1.7066727635796042,0.0009654526568478923
9,0.5852187275886536,-0.7283669710159302,0.1851613819599151,0.4536494612693786,-0.7214910387992859,0.0301804710179567,0.5733343362808228,-0.5787441730499268,0.0334550403058528,0.4538522362709045,-0.5790404081344604,-0.0337395668029785,0.5252200961112976,-0.3260540068149566,0.2967354357242584,195.67228325744043,0.4538210941790938,-0.5789925093588825,0.4536186084983361,-0.7215603789864843,0.5251660937554977,-0.3259385627669123,195.67846250123029,-0.591478508737282,0.0011421343860822952
10,0.5852001905441284,-0.7283962368965149,0.1843848824501037,0.4536539316177368,-0.7215098142623901,0.0304657910019159,0.5733299851417542,-0.5787217020988464,0.0332408398389816,0.4538624882698059,-0.5790395140647888,-0.0335323214530944,0.5252614617347717,-0.3260810971260071,0.2980436682701111,195.67815317713735,0.4538554053901757,-0.5790097289060911,0.4536741842505875,-0.7215287920013593,0.5252611659754438,-0.3260271296024833,195.68274280192472,0.2568180416659515,0.0009813610188234216
