Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,Head Pink X,Head Pink Y,Shoulder Green X_smoothed,Shoulder Green Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Head Pink X_smoothed,Head Pink Y_smoothed,angles,velocity,roughness
18.0,968.5085449,905.5875854,723.2024536,996.7397461,497.2255859,1013.158264,269.5698547,982.0625,497.1553182498427,1012.9281220680936,968.6681613955324,905.6009491096636,269.6223319683441,983.0867063029776,159.35947112534652,13.814701285992328,0.040867257050306555
19.0,968.5085449,905.5875854,723.2024536,996.7397461,496.946228,1012.630798,268.0984497,984.6749878,497.1830213214074,1013.0025973363656,968.4780085766096,905.70884308361,268.30213442655634,985.4715397228404,159.74203562123932,22.953869753568483,0.054316319086634965
20.0,968.5,905.8267212,723.2024536,996.7397461,496.946228,1012.630798,267.2558289,987.2558594,497.2117894374616,1013.048952090572,968.2789882334672,905.8280416679984,266.8226926028436,988.0469499929908,160.23868716200047,29.799092445668975,0.05436914284085576
21.0,967.9437866,906.111084,723.2024536,996.7397461,497.5090942,1013.427246,265.4648438,990.8710938,497.2311544885239,1013.0395776513528,968.0797835957476,905.9430003852236,265.2364438634651,990.4143158076932,160.7894873874535,33.048013527181865,0.039303034903941304
22.0,967.9437866,906.111084,723.0648804,996.6165161,497.5090942,1013.427246,264.5,994.5,497.2305063532169,1012.9498601607634,967.8914118293184,906.0384141602568,263.64261379721734,992.2214975472358,161.32618712743977,32.20198439917567,0.018032766958616896
23.0,967.6097412,905.9810181,722.9262695,996.4547119,497.2690735,1012.646606,262.348877,996.2089844,497.2076961814194,1012.7728845407844,967.7248890586412,906.103722850867,262.18468879421835,993.2856932193388,161.79039361605817,27.852389317104095,0.0045141696561126895
24.0,967.6097412,905.9810181,722.9262695,996.4547119,496.946228,1012.630798,260.348877,994.2089844,497.1722906349159,1012.5270934416656,967.588030200094,906.1343203576658,261.02086701966874,993.6648418389026,162.14993154805344,21.572275919716617,0.005813220486528575
25.0,967.4386597,906.2843018,722.9348755,996.4077759,497.0653687,1012.088257,258.8789063,990.8789063,497.1401184743817,1012.2509470263642,967.4837524640076,906.1313069166536,260.27096686844214,993.6216551720604,162.4054724115445,15.332451809463803,0.015623039316183654
26.0,967.4386597,906.2843018,722.9348755,996.4077759,497.0628967,1011.937134,259.3729248,991.0166016,497.1243959620435,1011.98926323095,967.4107666868316,906.1030737119812,259.9646012823852,993.4890133873104,162.58361406807407,10.68849939177369,0.02151481825053211
27.0,967.5,906.0680542,722.7886353,996.697876,497.202179,1011.590149,260.4918823,993.586792,497.1304642464909,1011.778981527449,967.3660216740589,906.0679701913292,260.024143368672,993.5201216247212,162.7208870644443,8.236379782213703,0.01789926600002323
28.0,967.262207,906.0988159,722.8779297,996.855957,497.202179,1011.590149,261.0,994.5,497.15603963590905,1011.639566158148,967.34723970035,906.0536049853264,260.29645777147755,993.8126480635166,162.84831603896754,7.645738471394452,0.009386288937478405
29.0,967.3902588,905.9810181,722.8779297,996.855957,497.202179,1011.590149,261.0,994.5,497.1941533333952,1011.5705828593452,967.3537663555296,906.0902160425976,260.61400048231405,994.3259405614118,162.98341757480554,8.106092150280233,0.002857558853236928
30.0,967.262207,906.0988159,722.8779297,996.855957,497.202179,1011.590149,261.1385498,995.1673584,497.2354508055675,1011.5563604541276,967.3854561316724,906.2000323910733,260.85049127943114,994.945414445099,163.12988884102776,8.78827597333327,0.0003917232562690563
31.0,967.5,906.0680542,722.8779297,996.855957,497.2429504,1011.728821,261.0611877,995.9387817,497.268785347229,1011.5749428286472,967.4412073957812,906.3871283379092,260.9486098782036,995.5451681780916,163.28148180117654,9.095577608926533,9.120672014649575e-05
32.0,967.6022949,906.5908813,722.8779297,996.855957,497.2429504,1011.728821,260.8356323,996.2872314,497.2811891058607,1011.6070210953671,967.5188227539852,906.6329242914128,260.9178021378381,996.0298103256232,163.42700462829603,8.731369627169556,9.532908652736255e-05
33.0,967.6097412,907.0189819,723.2770386,996.8666382,497.2150574,1011.52417,260.5297852,996.3252563,497.2588528124615,1011.6408577547652,967.6159487783784,906.9014678700032,260.81190196713254,996.354329533383,163.5550380477595,7.682005167807802,9.123313784143022e-05
34.0,967.7078857,907.5500488,723.2770386,996.8666382,497.2150574,1011.52417,260.5,996.5,497.1901445980862,1011.6717609111188,967.7302467622794,907.1541747581052,260.69914299286796,996.5244369176272,163.65775300173462,6.162897238507412,0.00040210381888844697
35.0,967.7078857,907.5500488,723.2770386,996.8666382,497.2150574,1011.784973,260.5,996.5,497.0706373200396,1011.6987146259944,967.8578324667578,907.3669492850888,260.63617464217924,996.5829146068872,163.73324364227335,4.5294384323239,0.0009979176552161512
36.0,968.0391235,907.4395752,723.1680908,996.9507446,497.2150574,1011.784973,260.5,996.5,496.90824266311273,1011.7224017964298,967.9915158935128,907.539490985788,260.6536911065533,996.5901876988814,163.78578747921046,3.152630216226271,0.0014286649280100467
37.0,968.2032471,907.6120605,723.1680908,996.9507446,496.4757996,1011.784973,261.0,996.5,496.72440969252034,1011.7457085091268,968.121232319896,907.6914500999256,260.7553746020245,996.605928714795,163.8239911739453,2.292221684090805,0.0013356171711813344
38.0,968.2032471,907.6120605,723.0209351,997.1422729,496.4757996,1011.784973,261.0,996.5,496.5482643286071,1011.7740895286634,968.2369627499584,907.8491096456912,260.9265458010889,996.6754931779828,163.85771942659693,2.023695159097656,0.0008209918196180265
39.0,968.3892822,907.8970947,723.0209351,997.1422729,496.2677917,1011.672363,261.1498718,996.9767456,496.405917147681,1011.8135143278364,968.3320688868838,908.0314869173249,261.1457314399542,996.8230756351624,163.89524694032187,2.251650823496334,0.00029611226014626305
40.0,968.4250488,908.324707,723.0123291,997.2304688,496.2677917,1011.672363,261.4263611,997.065918,496.31146317280974,1011.8669828217014,968.4051103703272,908.2433453390388,261.3930184894191,997.051560170602,163.94169452956632,2.786855354667068,5.832761718748605e-05
41.0,968.5,908.5,722.9240723,997.3375244,496.3102417,1012.15509,261.6691589,997.1260986,496.26443129549455,1011.9331529133656,968.459650150682,908.47744719163,261.6532801637061,997.34655057368,163.99875177975056,3.4234350110546075,8.689532225049867e-05
42.0,968.3853149,908.9125366,723.1226807,997.5706787,496.3102417,1012.15509,261.6998596,997.8539429,496.2535381197759,1012.0094436905232,968.5021741911074,908.7230127887518,261.9160155349507,997.6818360441551,164.06494375572473,3.971518558449816,0.0001821415021615738
43.0,968.5,909.0330811,723.3052368,997.8388062,496.3102417,1012.15509,262.3420715,998.0291138,496.2634476653593,1012.0970732510298,968.5388322020636,908.9745990404208,262.1745736865416,998.0258424195112,164.13604917234505,4.266324997219613,0.00019127277851388276
44.0,968.5,909.1699829,723.0900269,998.2510986,496.3102417,1012.15509,262.5,998.5,496.280918541627,1012.2023677216804,968.5729351892873,909.2365593086728,262.4268465776388,998.3489009735132,164.2060249200117,4.198544859999629,0.0001075702577027123
45.0,968.7653809,909.7061768,723.3118896,998.272644,496.3102417,1012.15509,262.731781,998.565918,496.29823190682293,1012.3317833022284,968.605294790272,909.5214492201897,262.67699098444604,998.6290255074458,164.26874978956968,3.7634921734780846,3.27184145251773e-05
46.0,968.7653809,909.7061768,723.206665,998.2198486,496.3102417,1012.15509,262.9481201,998.7609863,496.31364699972744,1012.4841235026704,968.6372370302328,909.8434885829192,262.93517925975107,998.8540023318582,164.3201288515161,3.0827437167852167,6.288400846558464e-05
47.0,968.6856689,909.8066406,723.0341187,998.4987183,496.3333435,1012.897705,262.9690247,999.1784668,496.3296942148376,1012.64670186994,968.673050355828,910.209376131848,263.21340871629127,999.0204956109206,164.35945929271912,2.3598264721812257,0.0001814515252053378
48.0,968.5,910.5,723.0112915,998.5426025,496.3259277,1012.977783,263.3678589,999.1102295,496.3503339565929,1012.7997422907576,968.7182712546082,910.6106933281278,263.5194776077012,999.1322977484948,164.38912867508054,1.7801629416851483,0.00027203286075756767
49.0,968.6195679,911.3695679,723.0271606,998.7286987,496.3259277,1012.977783,264.1210938,999.1210938,496.37789061620634,1012.9261588180392,968.7741895088618,911.0241637376998,263.8540455712862,999.1982704100508,164.41281307165815,1.4210637946564475,0.00025251395786652503
50.0,968.8884888,911.6464844,722.9219971,998.8666382,496.3259277,1012.977783,264.4300232,999.1500854,496.41073890742314,1013.01908077717,968.8336299400086,911.421838748288,264.21327965132724,999.2295052518632,164.4334558410806,1.238566165346242,0.00015710543780929486
51.0,969.022583,911.8095093,722.9219971,998.8666382,496.5113525,1013.098511,264.4681702,999.3696899,496.44294549573425,1013.08265035105,968.8827322707268,911.7840362725184,264.59312939700663,999.2367131513292,164.4522727967311,1.129017339031293,6.897594854051e-05
52.0,968.9608765,912.0664063,722.9813232,998.9154053,496.5113525,1013.098511,264.8956604,999.2492676,496.4665037104835,1013.127729215286,968.9079645357808,912.105010101987,264.9888699542167,999.2292527412504,164.4690006376546,1.0036704554096332,2.5346013060518112e-05
53.0,968.9411621,912.2503052,722.763916,999.0505981,496.5113525,1013.098511,265.0697327,999.098999,496.47508262310134,1013.1661194497472,968.9032141241828,912.388477058421,265.38942877615403,999.2150082126263,164.48274852711535,0.8248733676447273,1.4260544552452944e-05
54.0,968.9411621,912.2503052,722.7598877,999.1340942,496.5113525,1013.098511,265.7270203,999.1920166,496.4669588863495,1013.2056852719747,968.87268545981,912.6383848399367,265.77307696591066,999.1995849894084,164.4927526468978,0.6002471869470583,1.776053767268249e-05
55.0,968.7176514,913.1613159,722.4580078,999.2791138,496.3824463,1013.329834,266.5221252,999.2359619,496.4454662138816,1013.2479668751256,968.828856348968,912.8529620875576,266.1111595218588,999.1853803395916,164.49876793947936,0.3609175548939447,2.650876613836025e-05
56.0,968.7176514,913.1613159,722.4580078,999.2791138,496.3824463,1013.329834,266.4730835,999.1776123,496.4171187249417,1013.289103375953,968.7872138180802,913.0267716458444,266.379422746635,999.1719552705174,164.50119206390855,0.1454474657509763,3.308718076567432e-05
57.0,968.7176514,913.1613159,722.6568604,999.3052979,496.3824463,1013.329834,266.6184082,999.1342163,496.3890170871668,1013.322918200994,968.7606750703708,913.158181953791,266.5689002071452,999.1574289389164,164.501064006654,-0.0076834352734067,3.1387868419692456e-05
58.0,968.7967529,913.2625122,722.9299316,999.4656372,496.3824463,1013.329834,266.6184082,999.1342163,496.36728586922754,1013.3437298160002,968.7565709399516,913.2550467378584,266.6883865819481,999.1396822295404,164.49999369582824,-0.0642186495451824,2.0956332962149616e-05
59.0,968.7967529,913.2625122,722.7493286,999.4742432,496.3824463,1013.329834,266.6184082,999.1342163,496.357062139204,1013.3475921021552,968.7771536956122,913.3346552412356,266.75793950616463,999.1171535903044,164.50005661854195,0.00377536282258,8.13911173159348e-06
60.0,968.9910278,913.4094238,722.7989502,999.5872803,496.3824463,1013.329834,266.6184082,999.1342163,496.36317388131863,1013.3325750639934,968.8220031889748,913.4199035286892,266.7991488519143,999.0896566705184,164.5036729674822,0.2169809364153252,3.827105539050074e-06
61.0,968.8096924,913.7478638,722.8970947,999.6790161,496.3824463,1013.329834,266.9525757,999.0258789,496.3903217221968,1013.2991632937836,968.8894232873018,913.535018939216,266.82862713376676,999.0590601320284,164.5134001154054,0.5836288753920371,1.976350132490331e-05
62.0,968.7176514,913.6464844,722.5257568,999.9019775,496.3824463,1013.329834,266.9525757,999.0258789,496.4422687162342,1013.2509598905108,968.9749357940576,913.7014170208544,266.85776240754024,999.0292713857818,164.53150254523746,1.0861457899233071,6.281048762854337e-05
63.0,969.1161499,913.6325684,722.9429932,1000.150818,496.5935669,1013.114014,266.9525757,999.0258789,496.5205046294159,1013.194855213158,969.0683851367648,913.9320054595202,266.8967003259824,999.0055220799828,164.55928712211124,1.6670746124270863,0.00012605948586237812
64.0,969.2418823,914.1481323,722.9711304,1000.425964,496.6609192,1013.129333,267.0,999.0,496.62305384096254,1013.1398549359222,969.153850737364,914.22433781904,266.9575488857428,998.9934423853778,164.59645061575654,2.2298096187176952,0.00018253519609495546
65.0,969.2965698,914.4742432,722.9490967,1000.381836,496.5935669,1013.114014,267.0,999.0,496.74328342300146,1013.0950296304142,969.2142436252816,914.5573831184488,267.0533813000507,998.9980582177204,164.64079329225018,2.6605605896185125,0.00019532490256202767
66.0,969.2255859,914.9644165,722.9318848,1000.451599,496.5935669,1013.114014,267.0,999.0,496.8687931355114,1013.0677586304264,969.2375631944332,914.8966737068016,267.1934432813736,999.0224480622752,164.68850069763047,2.8624443228176233,0.00014775816135783706
67.0,969.2246704,915.5629883,723.0621948,1000.677856,497.3436584,1013.010315,267.4534912,999.0,496.982717289003,1013.06245513754,969.220776386085,915.2072395564232,267.3777786768976,999.0661512193196,164.7350031292021,2.790145894298348,6.883901650062623e-05
68.0,969.2246704,915.5629883,722.9318848,1000.451599,497.2106628,1012.978638,267.5196838,999.059082,497.06957970405455,1013.0791782075182,969.1702911234872,915.468204040737,267.5948242157228,999.1242147633676,164.77627330046914,2.476210276021789,1.8124401368766004e-05
69.0,969.1161499,915.6325684,722.5971069,1000.565613,497.0808105,1013.151489,267.846283,999.3348389,497.12259738008584,1013.1125748279694,969.1001093128295,915.681252369872,267.8233004997367,999.1881190356956,164.81019103539143,2.0350640953370203,3.0348002585774847e-05
70.0,968.9586182,916.0126343,722.6487427,1000.68335,497.0808105,1013.151489,268.0045166,999.2642822,497.14624206296446,1013.1526121047276,969.0284238850028,915.8687103981964,268.03726494754676,999.2487301431812,164.8373911769737,1.632008494937054,7.545362385148147e-05
71.0,968.8908691,915.805481,722.7856445,1001.14801,497.2107849,1013.176453,268.383728,999.3138428,497.1523610087289,1013.1875810692476,968.9731616074804,916.0628794262976,268.21264950774355,999.2993926103952,164.86108052101233,1.4213606423169267,9.009738902929732e-05
72.0,969.0543823,916.1481323,722.7856445,1001.14801,496.9249878,1013.361084,268.383728,999.3138428,497.1535779719759,1013.2081914130428,968.9478629348456,916.2916983419452,268.3335880283093,999.336862819913,164.88570125292088,1.4772439145133376,5.471701074649398e-05
73.0,968.9840698,916.3602905,722.7856445,1001.14801,497.2107849,1013.176453,268.383728,999.3138428,497.1580714490222,1013.210934540165,968.9592041917812,916.5665896672232,268.3961911906989,999.3597860501884,164.91488808292547,1.7512098002754328,1.667134192030673e-05
74.0,968.7702026,917.0151367,722.880127,1001.249695,497.2107849,1013.176453,268.383728,999.3138428,497.1678738769864,1013.1991434611776,969.0057327408248,916.8778839316362,268.4080311527089,999.3663922466828,164.94963817010225,2.085005230606498,1.9388022871983927e-05
75.0,969.0569458,917.2870483,722.8641357,1001.203796,497.2107849,1013.176453,268.383728,999.3138428,497.1807616073168,1013.1813877487828,969.0772696943988,917.19977644392,268.3840227351901,999.3534245269047,164.98758491929638,2.276804951648046,3.8782198256986656e-05
76.0,969.2246704,917.5049438,723.0439453,1001.183167,497.2107849,1013.176453,268.2950439,999.3891602,497.19361395203,1013.1684872346274,969.1567311798756,917.5012778681232,268.34102879061084,999.3175575769466,165.0236926955858,2.1664665773647585,3.020086582242307e-05
77.0,969.4268188,917.944458,722.8113403,1000.948303,497.2107849,1013.176453,268.1862793,999.4901733,497.2047188167889,1013.1706259640188,969.2260411838104,917.7571057319636,268.29315781078645,999.2589301487028,165.0520348664081,1.7005302493379304,1.8267834814225787e-05
78.0,969.2969971,917.977417,722.6715698,1001.045349,497.2107849,1013.176453,268.2792664,999.0630493,497.2141693000519,1013.1948862622944,969.2737349249568,917.9543104008496,268.24905707552585,999.1841341010596,165.06791436811352,0.952770102325644,8.083106785113443e-05
79.0,969.2969971,917.977417,722.6469116,1001.004944,497.2107849,1013.176453,268.2792664,999.0630493,497.222892378684,1013.2429887898434,969.2992503662244,918.0932144913796,268.2120735090026,999.105465371872,165.06947601393324,0.0936987491832042,0.0002323453697889469
80.0,969.2521362,918.1903076,722.6715698,1001.045349,497.2107849,1013.176453,268.1754456,998.9692993,497.2311384741431,1013.3097683724438,969.3113912768172,918.183502578223,268.1827731153622,999.0363259692682,165.05822961836432,-0.674783734135076,0.00037249854489453853
81.0,969.2521362,918.1903076,722.6767578,1001.242432,497.2150574,1013.52417,268.1754456,998.9692993,497.23717045842005,1013.3838808527172,969.3227846114638,918.2383841267936,268.1618106302351,998.9861768185904,165.03841915067284,-1.188628061489112,0.00038335957664027817
82.0,969.3535156,918.2823486,722.7061768,1001.380249,497.2150574,1013.52417,268.1754456,998.9692993,497.23677521160846,1013.4516278226,969.3440163577228,918.269951406747,268.1514982575367,998.9581982496592,165.01557184709966,-1.3708382143903464,0.00025740557016855575
83.0,969.3535156,918.2823486,722.7061768,1001.380249,497.2150574,1013.52417,268.1754456,998.9692993,497.2240388194837,1013.502202259126,969.3800122154992,918.286803785892,268.1558405712943,998.950056143134,164.99479006710604,-1.2469067996175909,0.00010145594045395989
84.0,969.3535156,918.2823486,722.7061768,1001.380249,497.2150574,1013.52417,268.1754456,998.9692993,497.19351225239257,1013.5310497591826,969.4292237632284,918.2932991966928,268.179311402326,998.9563431912512,164.97943798259487,-0.9211250706698592,2.178369627408967e-05
85.0,969.5887451,918.2592773,722.2172852,1001.503357,497.2150574,1013.52417,268.1754456,998.9692993,497.1433584286294,1013.539745153482,969.4851392821428,918.2896422978642,268.2245381979702,998.9711509877222,164.97065239323447,-0.5271353616240049,3.131382434556291e-05
86.0,969.5887451,918.2592773,722.328064,1001.372681,497.2150574,1013.52417,268.1462708,999.0787354,497.07822655485705,1013.533480531738,969.5393656727924,918.2726134351236,268.2895981699075,998.9898711808918,164.96766729337594,-0.179105991512074,6.862512462225242e-05
87.0,969.5887451,918.2592773,722.328064,1001.372681,497.0395508,1013.440674,268.4330444,998.9241333,497.009690643232,1013.5180819336794,969.5847938570532,918.237207117779,268.3666745655104,999.0097996645434,164.96861740700294,0.0570068176199356,7.840627676530641e-05
88.0,969.5887451,918.2592773,722.328064,1001.372681,496.6506348,1013.538452,268.5,999.0,496.95243862249566,1013.4979367166223,969.6169718870076,918.1791805551692,268.4437649001544,999.029477779348,164.97138913983352,0.1663039698348711,5.52121099396313e-05
89.0,969.4849854,918.1594849,722.4959106,1001.351074,497.0395508,1013.440674,268.5669556,999.0758667,496.91729416335914,1013.4755589252862,969.6333571381174,918.097506582345,268.5089962390959,999.0475476116198,164.97418103159276,0.1675135055546661,2.4237543297739203e-05
90.0,969.7365112,917.8676758,722.4959106,1001.351074,496.6506348,1013.538452,268.5669556,999.0758667,496.9053526149615,1013.4526890031508,969.6323847797826,917.9950684586362,268.55484345130964,999.0623571402068,164.97565450054233,0.0884081369741807,5.614398697644089e-06
91.0,969.7365112,917.8676758,722.4959106,1001.351074,497.0395508,1013.440674,268.5669556,999.0758667,496.90712665910024,1013.4318902531064,969.6144002052316,917.8770265293516,268.5798289302571,999.0725467930096,164.97477490963058,-0.0527754547050562,2.3052568841007017e-06
92.0,969.5500488,917.7078857,722.4959106,1001.351074,497.0395508,1013.440674,268.5669556,999.0758667,496.9071750066663,1013.417205266288,969.5838351751944,917.748534823104,268.5874670895229,999.0777303960126,164.97059653321585,-0.2507025848836974,8.77434868666875e-06
93.0,969.5500488,917.7078857,722.4959106,1001.351074,496.8790588,1013.356934,268.5669556,999.0758667,496.89140590959346,1013.4129600157752,969.5498299180698,917.6141119467868,268.58381757893744,999.07862508281,164.96229208708635,-0.4982667677700192,2.015270793917863e-05
94.0,969.5,917.5,722.4959106,1001.351074,496.8790588,1013.356934,268.5669556,999.0758667,496.8529720848914,1013.4211029537578,969.5238472632592,917.4789793933872,268.57514301848573,999.0767527929936,164.9495660860688,-0.7635600610524307,3.253485979183817e-05
95.0,969.4499512,917.2921143,722.4959106,1001.351074,496.8790588,1013.356934,268.5669556,999.0758667,496.7943015599029,1013.4388105743363,969.51560781664,917.350613286835,268.56647780032165,999.074051137924,164.93325012793565,-0.97895748798976,3.893294090531394e-05
96.0,969.4499512,917.2921143,722.4959106,1001.351074,496.6506348,1013.538452,268.5669556,999.0758667,496.72547668091113,1013.458450815384,969.5296098641794,917.2390021753148,268.56116670016826,999.0725416494488,164.91561880592604,-1.057879320576376,3.138971034712798e-05
97.0,969.6323242,917.1323242,722.4959106,1001.351074,496.6506348,1013.538452,268.5669556,999.0758667,496.66017037163687,1013.4706699804932,969.563942247114,917.1557380967918,268.5609974288532,999.0740191246985,164.90005435791434,-0.9338668807021122,1.3750318920224295e-05
98.0,969.6323242,917.1323242,723.2745361,1000.783142,496.5,1013.5,268.5669556,999.0758667,496.6105771355683,1013.468979947844,969.6120007738996,917.112703878706,268.56646481289846,999.0796682930472,164.89010429992032,-0.5970034796411028,9.516370078923183e-06
99.0,969.6323242,917.1323242,723.2745361,1000.783142,496.6506348,1013.538452,268.5669556,999.0758667,496.58330949230987,1013.4529107458836,969.6660955343168,917.1205451679562,268.57687099332463,999.0895900671864,164.88838159957166,-0.103362020919917,4.314728012751173e-05
100.0,969.8374634,917.194519,723.2892456,1000.91864,496.4385986,1013.268188,268.5669556,999.0758667,496.57785093515105,1013.4278459430928,969.7210893135472,917.18670565238,268.590278277701,999.102409069348,164.8958378258864,0.4473735788837985,0.00010768653755561425
101.0,969.8374634,917.194519,723.2745361,1000.783142,496.6506348,1013.538452,268.6184082,999.1342163,496.5879291575895,1013.4019199233352,969.7766933812863,917.3129839967625,268.60362612104257,999.1153197752705,164.91168990494683,0.9511247436262238,0.0001620049653246293
102.0,969.6529541,917.3470459,723.2520142,1000.828186,496.7888794,1013.108337,268.6184082,999.1342163,496.6052109626873,1013.3819579113728,969.837544427686,917.4934408046654,268.61332521613843,999.1248297795108,164.93393386473628,1.3346375873669558,0.00016852115564640186
103.0,970.0772095,917.9019775,723.2141113,1001.218994,496.6506348,1013.538452,268.6184082,999.1342163,496.62344239983776,1013.3706893002804,969.9109499168696,917.7147069526976,268.6162656672271,999.1279874552092,164.96015765928766,1.5734276730830743,0.00012770948348604216
104.0,969.9019775,918.0772095,723.4163818,1001.489014,496.4385986,1013.268188,268.6184082,999.1342163,496.64002910212525,1013.3666863868174,970.0035675859104,917.959959448168,268.6108446218937,999.123512505489,164.9882927461338,1.6881052107680716,7.112513488753051e-05
105.0,969.9733276,918.1640015,723.4401855,1001.448303,496.6506348,1013.538452,268.6184082,999.1342163,496.654037575078,1013.3668915934172,970.1185281150488,918.2142904034636,268.5976740911906,999.1123644081432,165.0169760284221,1.7209969372987644,2.829763256996266e-05
106.0,970.5,918.5,723.3875732,1001.612427,496.7327271,1013.303284,268.5669556,999.0758667,496.6635338117074,1013.3698556486964,970.253865776257,918.4673270629412,268.5798069544084,999.0975787716662,165.0453902915334,1.7048557866780811,7.251653984094928e-06
107.0,970.2415771,918.5780029,723.3875732,1001.612427,496.6506348,1013.538452,268.5669556,999.0758667,496.66540075487006,1013.3773562508726,970.402651678632,918.7117744685964,268.56241329774053,999.0834298487896,165.07278380869155,1.6436110294887385,9.787346297171506e-07
108.0,970.494812,918.8100586,723.2068481,1001.583069,496.6609192,1013.129333,268.5669556,999.0758667,496.6572616876732,1013.3932035186616,970.5542433951208,918.9404434154912,268.5519913526813,999.0742695923028,165.09811414183943,1.519819988872655,1.8291217233640113e-06
