Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),corrected_angles,Right_Elbow (X)_smoothed,Right_Elbow (Y)_smoothed,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.3118545711040497,-0.4525870084762573,-0.4511686861515045,0.5096570253372192,-0.5341948866844177,-0.4717401266098022,0.7585821151733398,-0.5516769886016846,-0.3279100656509399,161.5976042490754,0.5096555404540561,-0.5341950551435282,0.3118537110082202,-0.4525867465406037,0.7585853758240247,-0.5516763330898563,161.5971688529753,,
2,0.313490629196167,-0.4529101252555847,-0.4265402555465698,0.5082200765609741,-0.5333096981048584,-0.4274733364582062,0.7571077346801758,-0.5493717193603516,-0.2136245518922805,161.25780502390023,0.509182387580128,-0.5337267815129328,0.3139586764184203,-0.4530791643043568,0.7581633621307906,-0.5499751769508497,161.4735447277324,-7.417447514574747,
3,0.31464883685112,-0.453439325094223,-0.4300133883953094,0.5084963440895081,-0.5331531167030334,-0.4370836317539215,0.7572245597839355,-0.5477938055992126,-0.2444282472133636,161.01526899981116,0.5087856393355634,-0.53330239376894,0.3159586596728509,-0.4535385357714118,0.7578093628313842,-0.5484585660554121,161.2881983368366,-11.120783453748118,0.0019048190386629325
4,0.3180587291717529,-0.4540370404720306,-0.4285218119621277,0.5085437893867493,-0.5329399704933167,-0.4251139760017395,0.7572599649429321,-0.547102689743042,-0.2088336944580078,160.7587227684744,0.5085109078853857,-0.532950989108431,0.3177353244539617,-0.4539331485937725,0.7575477191002803,-0.547260162507781,161.08872406745078,-11.968456163148176,0.001627079899075227
5,0.3201810121536255,-0.4544163048267364,-0.4239422082901001,0.5084310173988342,-0.5327551960945129,-0.4241064488887787,0.7576358318328857,-0.5462518930435181,-0.2222125828266143,160.50576974413912,0.5083608227219294,-0.5326805337606858,0.3191709111965535,-0.4542375922758243,0.7573470467246788,-0.5464334601555243,160.90980311823753,-10.735256952794998,0.0011069952838824338
6,0.3208760917186737,-0.4545124471187591,-0.4172581434249878,0.5084536671638489,-0.5325229167938232,-0.4041934013366699,0.7574713230133057,-0.545974850654602,-0.1712016612291336,160.51047923968326,0.5083048108663017,-0.5324818928029095,0.3201863805188821,-0.4544395773357341,0.7571410917809411,-0.5459523144560507,160.77273337068215,-8.224184853323209,0.0010720604941633286
7,0.3207798898220062,-0.4545163810253143,-0.4192227125167846,0.5084012150764465,-0.5323663353919983,-0.4141983985900879,0.7571696639060974,-0.5459575057029724,-0.2060185670852661,160.59208782414305,0.5082975897499942,-0.5323370569841726,0.3207756649977945,-0.4545436170109717,0.7568663511855268,-0.5457339535149976,160.68521060261185,-5.251366084218034,0.0020775467230351534
8,0.3206722438335418,-0.4545095264911651,-0.4133104085922241,0.5083028078079224,-0.5322422385215759,-0.4064752161502838,0.7567000985145569,-0.5459775328636169,-0.1902708560228347,160.66144383204812,0.5082952347320313,-0.5322264022193066,0.3210084320426751,-0.4545685444395159,0.7564951356905809,-0.5456721093162747,160.6429931951955,-2.533044444981556,0.004193853842222986
9,0.3206000626087188,-0.4544707238674164,-0.4141391813755035,0.508266031742096,-0.5321543216705322,-0.4056179225444793,0.7565061450004578,-0.5457783937454224,-0.1882786452770233,160.65447296603054,0.5082647288281235,-0.5321332659411792,0.3210008155396228,-0.4545405234407219,0.7560511480445444,-0.5456684858970401,160.6337926949542,-0.5520300144775092,0.0047338761625696
10,0.3207096755504608,-0.4544671475887298,-0.4131045043468475,0.5082472562789917,-0.5320755839347839,-0.4083545804023742,0.7555708885192871,-0.5457674264907837,-0.1997504085302353,160.68748486169784,0.5081876992324607,-0.532046133377183,0.3208753206938298,-0.454485586286275,0.7556036028641576,-0.5456537354687471,160.64228584889642,0.509589236533543,0.003518586275993803
11,0.320668876171112,-0.4544124007225036,-0.4150331318378448,0.5080299377441406,-0.5319404602050781,-0.4183632731437683,0.7545666098594666,-0.5456244945526123,-0.2239394783973693,160.69768298744043,0.5080606057056488,-0.5319589991467042,0.3207308237199964,-0.4544246929492448,0.7552414925940826,-0.5455945779235765,160.65465599407622,0.742208710788077,0.0017409736016911804
12,0.3206677436828613,-0.4544017016887665,-0.418137639760971,0.5079348683357239,-0.5318683385848999,-0.4265918731689453,0.7545679211616516,-0.5454384684562683,-0.2411081939935684,160.67595481712362,0.5078929739125487,-0.5318703122551043,0.3206304120933689,-0.4543719584276778,0.7550368921504073,-0.5454891800587305,160.6615712060543,0.4149127186849455,0.0005070421980213598
13,0.3206450641155243,-0.4543288648128509,-0.4182852506637573,0.5077075958251953,-0.5317376852035522,-0.4305133521556854,0.7548180818557739,-0.5452542901039124,-0.2509061098098755,160.65049567139704,0.5077042703827306,-0.5317811023577774,0.3206033456047731,-0.4543350088825982,0.7550146527647442,-0.5453554490422279,160.6592292196432,-0.1405191846657771,7.759667985596836e-05
14,0.3206473588943481,-0.4542960822582245,-0.4187138378620147,0.5075176954269409,-0.5316854119300842,-0.426185131072998,0.7553597092628479,-0.5450747013092041,-0.2398616075515747,160.59621072739515,0.507519669300162,-0.5316932057492145,0.3206536778245735,-0.4543160566418975,0.7551445140845485,-0.5452172568320123,160.64862715009454,-0.6361241729200628,8.671271988996664e-05
15,0.3208186328411102,-0.4542988538742065,-0.4251516461372375,0.5074167251586914,-0.5316314697265625,-0.4341907501220703,0.7556217908859253,-0.545048177242279,-0.241140604019165,160.5833226706585,0.5073648468529343,-0.5316084265438926,0.3207699844555444,-0.4543129705845977,0.7553574993588538,-0.5450932429371472,160.63359427279087,-0.9019726382200588,0.00013240203213078162
16,0.3210347890853882,-0.4543227255344391,-0.4288952350616455,0.5070831179618835,-0.5315794348716736,-0.4388498961925506,0.7557417154312134,-0.5449942350387573,-0.2481574118137359,160.53733206501045,0.507259981006476,-0.5315287659366735,0.3209337324191846,-0.4543205242491243,0.7555741559177367,-0.5449913788028069,160.61839689862023,-0.911842450238396,8.99280292046499e-05
17,0.3210993707180023,-0.4543532729148865,-0.4301436245441437,0.5070890784263611,-0.5314391851425171,-0.4398700594902038,0.755817711353302,-0.5449641942977905,-0.2472208440303802,160.60026908292093,0.5072139592913454,-0.5314568933421268,0.3211253290718101,-0.4543322357936455,0.7557293542111053,-0.5449097064491627,160.60581045524344,-0.7551866026074094,2.7850662863258324e-05
18,0.3211914002895355,-0.4543541073799133,-0.4285786747932434,0.5071032047271729,-0.5313484072685242,-0.4378179907798767,0.7558608055114746,-0.5448982119560242,-0.2347758710384369,160.62120613034676,0.5072214702562404,-0.5313958081423545,0.3213273592077101,-0.454342700302825,0.7557853385035664,-0.5448409251343909,160.5963556518684,-0.5672882025021408,6.636554803890306e-06
19,0.3215987086296081,-0.4543893039226532,-0.4271876513957977,0.5073903799057007,-0.5313408970832825,-0.4330371022224426,0.7556430101394653,-0.5448293089866638,-0.22229665517807,160.61155351931018,0.5072662445438351,-0.5313476635820289,0.3215259131075742,-0.4543497693404458,0.7557328949982367,-0.5447774044556938,160.5888542931742,-0.4500815216528053,1.1617735705619118e-05
20,0.321855753660202,-0.4543835818767547,-0.4296091496944427,0.5075708627700806,-0.5313287377357483,-0.4331490397453308,0.7554518580436707,-0.5446491837501526,-0.2198151648044586,160.57084105709998,0.507330921226263,-0.5313128252502622,0.3217121225349201,-0.4543558066057178,0.7555848230865554,-0.5447140494143119,160.5817855301168,-0.4241257834434009,1.204516883683483e-05
21,0.3220143616199493,-0.454380065202713,-0.4381170272827148,0.5075961947441101,-0.5313034653663635,-0.4384700953960418,0.7554489374160767,-0.5446110367774963,-0.2208923995494842,160.55940633425348,0.5074089838315816,-0.5312899639824897,0.3218841316498219,-0.4543673961114405,0.7553670059306318,-0.5446484743533484,160.5746054918411,-0.4308022965415148,5.5162863149995e-06
22,0.3220261037349701,-0.4543825387954712,-0.438142329454422,0.5076103210449219,-0.5312777757644653,-0.4386845529079437,0.7551076412200928,-0.5446028113365173,-0.2203591912984848,160.5755235131328,0.5075112789542285,-0.5312768327451085,0.3220463881701371,-0.4543932003904812,0.755111215994273,-0.5445799385181606,160.56844852044475,-0.3694182837818971,1.4773780792498756e-06
23,0.3220711350440979,-0.4544024765491485,-0.4352433979511261,0.5076150894165039,-0.5312693119049072,-0.437823623418808,0.7549310326576233,-0.5445454120635986,-0.2200714200735092,160.56956372328068,0.5076617304518068,-0.5312709008734433,0.3222032600668328,-0.4544402580922108,0.7548504837728761,-0.5445088797566783,160.56608360659186,-0.1418948311732037,4.503128080832025e-06
24,0.3220680952072143,-0.4544031918048858,-0.4355346262454986,0.5075356960296631,-0.5312619805335999,-0.4397280812263489,0.7544634342193604,-0.5444793105125427,-0.2202730178833007,160.5545691822382,0.5078826651335393,-0.5312694966829667,0.3223483189917791,-0.454509780994569,0.7546151039113499,-0.5444373292605352,160.57122511505955,0.3084905080612543,2.7324750058214822e-05
25,0.3221644461154938,-0.4544724225997925,-0.4317750036716461,0.5077014565467834,-0.5312543511390686,-0.434957891702652,0.7543549537658691,-0.5443180799484253,-0.2184243202209472,160.55023273697282,0.5081764950871764,-0.5312696843581667,0.322455355516188,-0.4545942984769223,0.754428058972332,-0.5443689643718436,160.5873632803615,0.9682899181171932,9.392682325641074e-05
26,0.3224761486053467,-0.4547504484653473,-0.4319066405296325,0.5085597634315491,-0.5312657952308655,-0.4346574246883392,0.7543403506278992,-0.5442672371864319,-0.2124460339546203,160.6761665392952,0.5085145701370183,-0.5312682913980712,0.3224787762240541,-0.4546784141753699,0.7543013359259005,-0.544307904711326,160.61647946496902,1.7469710764510182,0.00020686072098484331
27,0.3226806223392486,-0.4548788666725158,-0.4318195581436157,0.5091378092765808,-0.5312758684158325,-0.4346075057983398,0.7542319893836975,-0.5442540645599365,-0.2135006934404373,160.75073045669706,0.5088418165156207,-0.5312623908413281,0.3223677023699609,-0.4547442824613874,0.7542353378997482,-0.544256946732443,160.65821488783862,2.504125372176418,0.0003176164728383529
28,0.3226774632930755,-0.4549005627632141,-0.4349769949913025,0.5093013644218445,-0.5312745571136475,-0.4431684613227844,0.7542481422424316,-0.5442248582839966,-0.2425893098115921,160.77005341026506,0.5090957623231189,-0.5312502073584194,0.3220899631592737,-0.4547797499390372,0.7542214324624111,-0.5442166984891079,160.70985868127246,3.098627606030391,0.00035232504929870163
29,0.3219438195228576,-0.4548257887363434,-0.4350059628486633,0.5093953609466553,-0.5312252640724182,-0.4432792365550995,0.7542024254798889,-0.5441965460777283,-0.2398344874382019,160.85872672804294,0.5092285162259891,-0.5312320057962165,0.3216534067382922,-0.4547844728425572,0.7542457696162334,-0.5441862112930878,160.76701575313564,3.429424311790399,0.000279313895019407
30,0.3210118114948272,-0.4547266662120819,-0.4377786517143249,0.5094210505485535,-0.5312134027481079,-0.4499671459197998,0.7544305324554443,-0.5441771745681763,-0.2537695467472076,160.93355348637544,0.50921970105701,-0.5312104380356051,0.321109972763387,-0.4547702088385681,0.7542928571525056,-0.5441644749047327,160.82455655297866,3.452447990581504,0.00014560598100504238
31,0.3200521171092987,-0.4546425640583038,-0.4440010190010071,0.5087761878967285,-0.5311841368675232,-0.4669336080551147,0.754364550113678,-0.5441673994064331,-0.2933411002159118,160.94998441245104,0.5090755503621408,-0.5311902198179133,0.3205369144820973,-0.4547552358586574,0.7543481508480114,-0.5441518281623309,160.87754140467231,3.179091101619065,4.088216738943568e-05
32,0.3194482028484344,-0.4546429216861725,-0.4505369961261749,0.5084390640258789,-0.5311806797981262,-0.4748530089855194,0.754266083240509,-0.5441744923591614,-0.3093882799148559,160.9786731460415,0.5088173114547498,-0.5311774310322025,0.3200044205444394,-0.4547563287770111,0.7543987813808248,-0.5441506884837785,160.92193830093834,2.66381377596133,2.8356773611512345e-05
33,0.3194718956947326,-0.454831063747406,-0.4545826017856598,0.5084338784217834,-0.5312017202377319,-0.4735614359378814,0.7543982863426208,-0.5441766381263733,-0.2982889413833618,161.01309049401482,0.5084681599028984,-0.5311787348376444,0.3195484788539564,-0.4547827527446743,0.7544323091030115,-0.5441652896295277,160.95505832947123,1.987201711973512,0.0001071790530653098
34,0.3194132447242737,-0.454866349697113,-0.4530112743377685,0.508359968662262,-0.531205952167511,-0.4701124429702759,0.7544370293617249,-0.5441802740097046,-0.2916557192802429,161.01805964940388,0.5080487372799147,-0.531200480499129,0.3191642052712892,-0.4548348662910836,0.7544355180407387,-0.5442002695702173,160.97577273232173,1.242864171030078,0.00022488751433029196
35,0.3191209435462951,-0.4549247920513153,-0.4520676434040069,0.5079655647277832,-0.5312199592590332,-0.4704495370388031,0.7544640302658081,-0.5441984534263611,-0.3074595034122467,161.01470685818776,0.5075832141801029,-0.5312474121125912,0.318820409929645,-0.4549065443165667,0.7543956316558119,-0.5442583328369589,160.98459937646786,0.5295986487675464,0.00031491756483258316
36,0.3188405930995941,-0.4549822807312011,-0.4519120156764984,0.5070446729660034,-0.5312862992286682,-0.4662374854087829,0.7543929815292358,-0.5442898273468018,-0.3028532266616821,160.94014335644852,0.5071065928751289,-0.5313209565433,0.318482382466588,-0.4549886354720417,0.7543037791054824,-0.5443379330638156,160.98361981770208,-0.0587735259466626,0.000331362603400919
37,0.3178496062755584,-0.4550728499889374,-0.4513809084892273,0.5063755512237549,-0.5314005613327026,-0.4659584462642669,0.7541288733482361,-0.5444743633270264,-0.3080689311027527,160.97932146129517,0.5066623394630049,-0.5314177105302296,0.3181271587151377,-0.4550714803455687,0.7541581414220963,-0.5444323865283985,160.97615185592463,-0.4480777066470409,0.0002682101254973785
38,0.3175200819969177,-0.4551250338554382,-0.4500369429588318,0.5060345530509949,-0.5315033793449402,-0.465202659368515,0.7538526058197021,-0.5445252656936646,-0.3015113770961761,160.95213049818335,0.5062896295836027,-0.5315290741895421,0.3177444154268733,-0.4551463644871423,0.7539646217121427,-0.5445311993524407,160.96625834341603,-0.5936107505158361,0.0001591299120263187
39,0.317189872264862,-0.4552064836025238,-0.4513174593448639,0.5060083270072937,-0.5316449999809265,-0.4721076786518097,0.7537655234336853,-0.5446462035179138,-0.3186200559139251,160.96451891829304,0.5060100105030998,-0.5316426002631974,0.3173286083654413,-0.4552066463999382,0.7537355103384443,-0.54462298516816,160.95827297361507,-0.4791221880577723,5.875976125625357e-05
40,0.3171689212322235,-0.4553108215332031,-0.4473168849945068,0.5059128999710083,-0.5318288207054138,-0.468267560005188,0.7536929845809937,-0.5447248816490173,-0.3114497661590576,160.91140684063123,0.5058232481123253,-0.5317448838419183,0.3168734962731956,-0.4552491046021273,0.7534883041307707,-0.544698600157648,160.95640687061956,-0.1119661797304161,1.5724143072391764e-05
41,0.3167116343975067,-0.4553158581256866,-0.4566308557987213,0.5058598518371582,-0.5318532586097717,-0.4859943091869354,0.7533907890319824,-0.5447607636451721,-0.3405507802963257,160.95463936506064,0.505713450365652,-0.5318249682059887,0.3163739260250915,-0.4552753053231614,0.7532448215054782,-0.5447534830018174,160.96441482904982,0.4804775058153154,5.2815398627294925e-05
