Frame #,Nose (X),Nose (Y),Nose (Z),Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.2288404405117035,-0.5096733570098877,-0.9909451007843018,0.2569348216056824,-0.4703408181667328,-0.7256126403808594,0.2478091716766357,-0.4688325226306915,-0.3358794152736664,0.1982167959213256,-0.4949385821819305,0.1171741262078285,31.733141509829863,0.2568409319766347,-0.4703180775607069,0.2288471175531217,-0.5097014791130606,0.1981766659754043,-0.4949984747059634,31.77792297203712,,
2,0.2219365090131759,-0.4999833703041076,-1.3820075988769531,0.2812689244747162,-0.4698054492473602,-0.9002852439880371,0.2948752045631408,-0.470528244972229,-0.40450319647789,0.2243504375219345,-0.4956608712673187,0.0629831999540329,2.5289146222089016,0.2646513429983358,-0.4685928966702076,0.2228530770097083,-0.5062694012552319,0.2055356739079042,-0.4981099897302579,25.265835399539675,-390.7252543498467,
3,0.215639442205429,-0.501420795917511,-1.335867404937744,0.2794428765773773,-0.4659236967563629,-0.8672392964363098,0.2813805341720581,-0.4681747853755951,-0.3906786143779754,0.2189801037311554,-0.5006754994392395,0.0794599652290344,359.2006925224923,0.2706621627831146,-0.4670706108619576,0.2174577116595879,-0.5034313270659029,0.2110490147831467,-0.5011173935025508,17.006443085521152,-495.5635388411114,1.5265369298710192
4,0.2114731967449188,-0.500721275806427,-1.412784218788147,0.2765387594699859,-0.4648946225643158,-0.9242099523544312,0.2825301587581634,-0.4671227633953094,-0.402524471282959,0.2162128537893295,-0.5025848150253296,0.096370093524456,356.84206785581836,0.2737644966676039,-0.4659018742556429,0.2131064230919781,-0.5015570531577956,0.2136078956181192,-0.5039062077436871,153.46960375644093,8187.789640255188,6898.265337767468
5,0.2096910625696182,-0.5017169117927551,-1.330366611480713,0.2700981199741363,-0.464943379163742,-0.8819923400878906,0.2784623503684997,-0.4677138328552246,-0.3950870335102081,0.2108379155397415,-0.5092435479164124,0.1285137385129928,354.55139650117303,0.2738379800912717,-0.4651513235478204,0.2099999092885431,-0.500703700080713,0.21314126552683,-0.5063458047289603,234.06160010341375,4835.519780818369,4999.405810996246
6,0.2088281363248825,-0.5021762847900391,-1.3415019512176514,0.2664411664009094,-0.465000569820404,-0.8808989524841309,0.2765784859657287,-0.4694770276546478,-0.3844689428806305,0.203630119562149,-0.5109635591506958,0.1537413746118545,356.63737000886283,0.2715269507203602,-0.4647828731990619,0.2080893591729577,-0.5006886923213189,0.2103865951840089,-0.5083592660075048,282.04954159612373,2879.2764895625987,3750.8887131000497
7,0.2075395584106445,-0.5023398995399475,-1.3531519174575806,0.2645361125469208,-0.4649248123168945,-0.8914453983306885,0.2751329243183136,-0.4690794944763183,-0.3800949156284332,0.2036123722791671,-0.5091888904571533,0.1445850431919098,357.28244567356603,0.2677846578582595,-0.4646822183317538,0.2071484293440382,-0.501232617229214,0.2064181445203801,-0.5099808989512212,311.0886489396901,1742.3464406139806,2998.1644482255065
8,0.2077341824769973,-0.5023766160011292,-1.314145803451538,0.2627635598182678,-0.4648595750331878,-0.8693642616271973,0.2743162512779236,-0.4702637493610382,-0.3596593737602234,0.2034408748149871,-0.5097501873970032,0.1521795392036438,357.1692614787852,0.2634885246185499,-0.4647029404736924,0.2068784234055038,-0.5020801596864795,0.2022429776709455,-0.5113363756223729,329.11270424358173,1081.4433182334994,2276.544824572929
9,0.2077637463808059,-0.5025777220726013,-1.342835545539856,0.2622421681880951,-0.4648040235042572,-0.8834474086761475,0.2741141021251678,-0.4713796079158783,-0.3598569929599762,0.2005658596754074,-0.5109433531761169,0.1661340147256851,357.9365394347187,0.2592701451888271,-0.4647141277339522,0.2070013643923618,-0.5030553369526582,0.1986076731331881,-0.5125473520972358,340.66971497322714,693.4206437787248,772.7092244742161
10,0.2072063982486724,-0.5044293999671936,-1.31026029586792,0.2526558041572571,-0.4648484587669372,-0.871959388256073,0.2646197974681854,-0.4714241921901703,-0.3543376326560974,0.1931060999631881,-0.5143026113510132,0.1700893193483352,1.3433653548456732,0.255529830416108,-0.4646374492556221,0.2073145658970091,-0.5040559493065988,0.1959719168749914,-0.5136283844524498,348.3329834346857,459.7961076875117,262.91980611142367
11,0.2076174616813659,-0.5045313239097595,-1.3310507535934448,0.2535030543804168,-0.4648385643959045,-0.8832662105560303,0.2666212022304535,-0.4718021750450134,-0.3550299704074859,0.193862959742546,-0.5141577124595642,0.1829101592302322,1.2721184522682734,0.2525325502420372,-0.4644714610669849,0.2077007138434753,-0.5050161795855206,0.1945403058610876,-0.5144372357968025,209.5507333993944,-8326.935002117476,4892.430998073826
