Frame #,body X,body Y,hand X,hand Y,shoulder X,shoulder Y,shoulder X_smoothed,shoulder Y_smoothed,body X_smoothed,body Y_smoothed,hand X_smoothed,hand Y_smoothed,velocity,roughness,angles
0,364.3621520996094,1357.831298828125,388.49658203125,1872.3868408203125,216.3406219482422,1186.58837890625,216.34270360287664,1186.5889299577282,364.3617302955567,1357.8305039211434,388.49649359705114,1872.387783610933,,,333.25187670782117
1,364.4346008300781,1357.877685546875,388.5937805175781,1872.4210205078125,216.3406219482422,1186.58837890625,216.30028827864857,1186.5930855293484,364.3780823450212,1357.766810462446,388.4679212684696,1872.4519093101412,-0.5419685109700367,,333.242843899305
2,364.4458923339844,1357.7056884765625,388.54925537109375,1872.3035888671875,216.3406219482422,1186.58837890625,216.2518188682336,1186.5922507492878,364.3938062141672,1357.7082722726398,388.43512529563526,1872.5230822673816,-0.8540340173578898,1.3525677816264879e-05,333.2286099990157
3,364.2698364257813,1357.5357666015625,388.4074096679687,1872.4114990234375,216.3406219482422,1186.58837890625,216.19712125506388,1186.581441520955,364.4088077060081,1357.6589817446463,388.3985878358346,1872.599440471154,-0.9925788966597792,1.4797652016173184e-05,333.2120670174047
4,364.4346008300781,1357.6033935546875,388.22174072265625,1872.603759765625,216.20877075195312,1186.4473876953125,216.1460859490821,1186.5547194291391,364.4226148244899,1357.619955404103,388.3638080916588,1872.6656559609717,-0.9555100693432904,1.1627717387413968e-05,333.1961418495823
5,364.5,1357.5,388.3438415527344,1872.9429931640625,216.0,1186.5,216.1168239433201,1186.5055709247015,364.4338157122295,1357.5877042331704,388.33790850025787,1872.6980755774755,-0.7240410215820248,9.417451105977817e-06,333.1840744992226
6,364.4458923339844,1357.7056884765625,388.3438415527344,1872.9429931640625,216.0,1186.5,216.12846535704875,1186.4290757577542,364.44076336782854,1357.5557005892658,388.3255743523292,1872.677428761452,-0.3075349604944222,2.1315976587215323e-05,333.1789489165477
7,364.4186096191406,1357.6279296875,388.2348937988281,1872.8199462890625,216.05587768554688,1186.5645751953125,216.19240524581065,1186.325828400292,364.4428410569303,1357.5186579119645,388.32710199880773,1872.601440323045,0.2320782568574486,7.368328498058875e-05,333.18281688749533
8,364.5,1357.5,388.4719848632813,1872.324951171875,216.348876953125,1186.208984375,216.30725702404573,1186.204898375027,364.44088947155274,1357.476593370535,388.33879021002593,1872.4883193965056,0.7907744183694376,0.00014062832935950897,333.1959964611348
9,364.3824462890625,1357.329833984375,388.2775573730469,1872.09033203125,216.51980590820312,1185.89111328125,216.46032556914452,1186.081951219821,364.43649789474097,1357.4352007463465,388.3545672870389,1872.3679574587652,1.2617762952470457,0.00017889227165377418,333.2170260660556
