Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Neck Green X,Neck Green Y,Back Orange X_smoothed,Back Orange Y_smoothed,Neck Green X_smoothed,Neck Green Y_smoothed,Leg Pink X_smoothed,Leg Pink Y_smoothed,angles,velocity,roughness
1.0,401.5,899.5,470.5,1317.0,436.5,762.5,551.7347412,934.5125732,555.7680054,734.4719849,551.7339785997988,934.5132406635896,555.7696355004532,734.4712764996655,470.5092918595596,1317.0013242452078,169.1665761744044,,
2.0,402.0,899.666687,470.2444458,1316.5,436.3484802,762.6514893,551.9378052,934.1777954,555.8253784,734.7380981,551.4863869839863,934.9168399623836,555.473953698852,734.6167580028858,470.1457597542515,1316.8381265172184,169.14691375360428,-1.1797452480078618,
3.0,401.323822,899.7619019,469.5,1316.5,436.2113953,762.7886353,550.8010254,935.555542,554.6793213,734.559082,551.2829873908266,935.3016919598656,555.2133130651968,734.7715345269297,469.8120695465736,1316.6946627999623,169.11409778873823,-1.9689578919627593,8.65078607469833e-05
4.0,401.1372681,900.0,469.3988037,1316.482178,436.0,763.5,551.027771,935.895813,555.0388184,734.7442627,551.1553868643118,935.6469881213552,555.0132886746555,734.93878995828,469.528292009232,1316.577913060618,169.07107994664065,-2.5810705258550115,0.00013709495408713806
5.0,401.1372681,900.0,469.3988037,1316.482178,436.0,763.5,551.027771,935.895813,554.9378662,735.0559082,551.1143059538815,935.9342874339346,554.8843716219275,735.1120199442233,469.3010483812171,1316.4767618078588,169.01948841745778,-3.0954917509723145,0.00018900563435761248
6.0,401.3629761,900.7407227,469.2988586,1316.5,436.0,763.5,551.1443481,936.1443481,554.8123779,735.5628662,551.1468567506187,936.1540103201446,554.8220117412664,735.278054901296,469.12702580041565,1316.3692459186002,168.96164120126548,-3.470832971538016,0.0002305876855196136
7.0,401.2301636,900.6349487,469.0,1316.5,436.0,763.5,551.3763428,936.3311768,554.8123779,735.5628662,551.2235081489189,936.307534301188,554.812128918981,735.4263722278819,469.0014254531263,1316.2365512919562,168.9018380806433,-3.588187237330658,0.00012485118353584837
8.0,401.6936951,900.9008789,469.0,1316.5,436.5,763.5,551.4303589,936.4050903,554.9454346,735.6569214,551.3110363674874,936.4048841118456,554.8383136172935,735.5584130789996,468.92537217020595,1316.075676894728,168.84637578548757,-3.327737709344092,4.399656463522485e-05
9.0,401.6936951,900.9008789,469.0,1315.5,436.5,763.5,551.4303589,936.4050903,554.9769897,735.7279663,551.3849365266814,936.4609198101888,554.8878925121323,735.68966059565,468.90822649990065,1315.902659218901,168.80235536671643,-2.6412251262684094,3.892075560368942e-05
10.0,402.0,901.1555786,469.0,1315.5,436.5,763.5,551.5,936.5,554.9769897,735.7279663,551.4365414647694,936.4914983976364,554.9552052347717,735.8422293779192,468.96435260675105,1315.7430028359802,168.77585462193122,-1.590044687112595,0.00019184532992821951
