Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Shoulder Green X_smoothed,Shoulder Green Y_smoothed,Hand Pink X_smoothed,Hand Pink Y_smoothed,Head Pink X_smoothed,Head Pink Y_smoothed,angles,velocity,roughness
20.0,271.5,1011.5,952.1606445,947.3393555,683.8345337,983.3601074,448.5,985.5,448.0845151897545,985.253368366054,952.1521911250692,947.3068447698332,271.4999788334074,1011.4953305471344,184.2109267702528,-2.531640136848523,6.930775467129909e-05
21.0,271.5,1011.5,952.1606445,947.3393555,684.6730347,982.9129639,447.8581543,985.3900757,448.0405953244445,985.3399029219984,952.1407892910996,947.2857893806956,271.4999433543126,1011.4969598608856,184.17090077503616,-2.401559712998278,2.189274134555035e-05
22.0,271.5,1011.5,952.1606445,947.3393555,683.8934326,983.2786865,447.8581543,985.3900757,448.0025290067284,985.4173008409916,952.141584538558,947.292432325254,271.49992731150314,1011.4987313482784,184.13492638818352,-2.158463211158619,7.0361944116338125e-06
23.0,271.5,1011.5,952.1606445,947.3393555,684.3763428,982.0623779,447.8581543,985.3900757,447.9831425084177,985.4832126218338,952.1482165981024,947.310835104338,271.49989811755705,1011.5000462018584,184.10343706893175,-1.8893591551056943,1.9831323227111926e-05
24.0,271.5,1011.5,952.1606445,947.3393555,684.5441284,982.8848267,448.1358032,985.6913452,447.9876724823941,985.5388300678032,952.155785926822,947.3294368282744,271.4998408336405,1011.5007122286744,184.07581047239177,-1.65759579239932,3.589704675590889e-05
25.0,271.5,1011.5,952.1606445,947.3393555,684.6605225,982.1390381,447.8581543,985.3900757,448.0120898030459,985.5863629608536,952.1615038604266,947.3422967423268,271.49976966152326,1011.5008244115768,184.051118489936,-1.4815189473466717,3.824989296547437e-05
26.0,271.5,1011.5,952.1606445,947.3393555,684.0770874,982.5298462,448.1358032,985.6913452,448.04607888763974,985.6271620366662,952.1644885935978,947.34827713224,271.49973057763106,1011.500616324528,184.0287770439581,-1.3404867586740463,2.949144790394541e-05
27.0,271.5,1011.5,952.1606445,947.3393555,684.0855713,983.0855713,448.1358032,985.6913452,448.0779864973246,985.661005454494,952.165117110098,947.3492216206712,271.4997916304678,1011.5003358880812,184.0088486088374,-1.1957061072405395,2.0415376673137878e-05
28.0,271.5,1011.5,952.1606445,947.3393555,684.8552856,982.894043,448.1358032,985.6913452,448.099796756684,985.686649701668,952.1643051462506,947.3480083517104,271.5000179979856,1011.5001653746222,183.99191844077757,-1.0158100835906223,1.7138818544598765e-05
29.0,271.5,1011.5,952.1606445,947.3393555,684.8556519,982.1443481,448.1358032,985.6913452,448.1105084453422,985.7028122076396,952.1629513626316,947.3470056897182,271.5004323534632,1011.5001828627496,183.97870033292637,-0.7930864710721153,2.0312465160388382e-05
30.0,271.5,1011.5,952.1606445,947.3393555,684.8345337,981.6398926,448.1358032,985.6913452,448.1166438626834,985.7085317588358,952.1616370359808,947.3471425617628,271.5009682683395,1011.5003537590732,183.969682569288,-0.5410658183012629,2.8147481780879958e-05
31.0,271.5,1011.5,952.1606445,947.3393555,684.8345337,981.6398926,448.1358032,985.6913452,448.1298488109705,985.7029981858911,952.1605666237056,947.3476227495393,271.5014343425482,1011.5005438266692,183.96498548220345,-0.2818252250739306,3.7000377489379156e-05
32.0,271.5,1011.5,952.1606445,947.3393555,684.8345337,981.6398926,448.1358032,985.6913452,448.16239911414954,985.685658234407,952.1596791604688,947.3462560231732,271.50151603963593,1011.500553266755,183.9643757182386,-0.0365858378899019,4.238396656701686e-05
33.0,271.5,1011.5,952.1606445,947.3393555,684.8345337,981.6398926,448.1358032,985.6913452,448.221671268336,985.6569845338452,952.1588445282782,947.3403760939668,271.5008448352907,1011.5001776295824,183.96731467233272,0.176337245646323,4.151031055143762e-05
34.0,271.5,1011.5,952.1606445,947.3393555,685.3765869,981.3765869,448.1358032,985.6913452,448.30518881536653,985.6194700419222,952.1580632226362,947.328270716396,271.4991530108223,1011.499299447938,183.9730053477477,0.3414405248980756,3.4572291704683216e-05
35.0,271.5,1011.5,952.1606445,947.3393555,684.6513062,981.5,448.5,985.5,448.3986166417884,985.577806803972,952.1575981699574,947.310890340443,271.4965016005828,1011.4980010393938,183.9805312707101,0.4515553777440573,2.4139082236374523e-05
36.0,271.5,1011.5,952.1606445,947.3393555,685.3389282,981.3389282,448.5,985.5,448.4784294136065,985.5375831421306,952.1579775599262,947.2933193244896,271.49351897106334,1011.4966651080624,183.9891905283686,0.5195554595104568,1.3959614399898448e-05
37.0,271.5,1011.5,952.1606445,947.3393555,685.2150269,981.2150269,448.5,985.5,448.51834245383856,985.5032989829226,952.1598246932936,947.2851715564864,271.49152929912776,1011.4960030115824,183.9989199600379,0.5837659001588236,7.161102447100335e-06
38.0,271.5,1011.5,952.1606445,947.3393555,685.0737915,980.9835815,448.5,985.5,448.49672884503616,985.4773543569318,952.1635072441568,947.2988931723992,271.492408392452,1011.4969348390216,184.01046406115003,0.6926460667273204,4.89005158604038e-06
39.0,271.5,1011.5,952.1606445,947.3393555,685.3569336,980.8790283,448.5,985.5,448.4032231589373,985.460599773382,952.1686648285976,947.3451672315348,271.49801481410447,1011.500259105772,184.02497356141296,0.8705700157759111,7.484230573804875e-06
40.0,271.5,1011.5,952.1606445,947.3393555,683.7948608,980.0,448.5,985.5,448.243817236492,985.4533595777732,952.1737682580988,947.4254448682768,271.5091443273026,1011.5061095048438,184.04304726781984,1.0844223844128464,1.4611334131976071e-05
41.0,271.5,1011.5,952.1606445,947.3393555,684.8955688,980.3155518,448.1358032,985.3086548,448.0423043463408,985.455485568036,952.175961517538,947.5231359821588,271.52416425559795,1011.5133064443088,184.0636066968207,1.23356574005129,2.0062366919929013e-05
42.0,271.5,1011.5,952.1606445,947.3393555,684.859314,979.9869995,447.5,985.5,447.83470430485954,985.4653238225806,952.1714866235188,947.5969058613608,271.5377761517697,1011.5188523996496,184.0831303282788,1.1714178874859726,1.4008953487174824e-05
43.0,271.5,1011.5,952.1606445,947.3393555,684.6811523,980.0848999,447.5,985.5,447.6568474101352,985.479054619205,952.15692064783,947.5810974589812,271.54063608010335,1011.5179383405836,184.09560005787395,0.748183775709208,1.1728333964048817e-05
44.0,271.5,1011.5,952.1606445,947.3393555,684.4315186,979.7420044,447.5,985.5,447.5316013726122,985.4915899612296,952.131195253878,947.3983134479728,271.52065997381936,1011.504834441978,184.0933145720668,-0.1371291484298353,8.92850058871917e-05
45.0,271.5,1011.5,952.1606445,947.3393555,684.8955688,980.3155518,447.5,985.5,447.46335055928944,985.4984400881908,952.0978963512418,946.9861851652636,271.4665304312321,1011.474823876942,184.06871169104633,-1.4761728612273828,0.00035953728457523945
46.0,271.5,1011.5,952.1606445,947.3393555,684.3143921,979.6359253,447.5,985.5,447.44134242319063,985.4972941464924,952.0667177524716,946.333138403254,271.37298683551796,1011.4268141094816,184.01717020019672,-3.0924894509769274,0.0008431117941571459
47.0,271.5,1011.5,952.1606445,947.3393555,684.8615112,980.0821533,447.5,985.5,447.4476764478901,985.4889015154312,952.0523525658108,945.506353746704,271.245827503276,1011.3654079001366,183.9399776105931,-4.631555376216738,0.0013206751021526
48.0,270.9545593,1011.113647,951.670105,942.6342163,684.9381104,980.0690308,447.5,985.5,447.4650437068644,985.4774266311068,952.0694220923862,944.6461324067412,271.10295852269974,1011.3005939969628,183.8455788098701,-5.663928043380793,0.001408688763963922
49.0,270.7886047,1011.211365,952.0396729,942.6488037,685.4190063,980.125,447.5,985.5,447.48165490853586,985.4702383000756,952.1248825889896,943.914390175426,270.96883006204314,1011.2443094384244,183.74734670533005,-5.893926272402723,0.0009606124751636227
50.0,270.7886047,1011.211365,952.3103027,943.211731,685.6398926,980.1654663,447.5,985.5,447.4929253865771,985.4767332405949,952.2132834857708,943.4245266286696,270.86441820042705,1011.205896430136,183.65845709262155,-5.333376762509943,0.0003538743126882106
51.0,270.7886047,1011.211365,952.4260254,943.4260254,685.2749634,980.296814,447.5,985.5,447.5005836273598,985.505728744516,952.3194682177664,943.2023464257662,270.79900531751355,1011.1895540505358,183.5870589849871,-4.283886458067059,0.00012982434036237832
52.0,270.7886047,1011.211365,952.6488037,944.0396729,684.9567261,980.6691895,447.5,985.5,447.5101838993024,985.5613769854436,952.4267272517104,943.1993376321104,270.7682647666813,1011.1945582641192,183.5347689901327,-3.137399691263454,0.00036379282608634336
53.0,270.7886047,1011.211365,952.4260254,943.4260254,685.369812,980.5625,447.5,985.5,447.5279353088318,985.63853149703,952.5235297605508,943.3353555284816,270.7580633630306,1011.2165987327922,183.49883315302492,-2.1561502264671617,0.0006569293064813913
54.0,270.7886047,1011.211365,952.4260254,943.4260254,684.9274292,980.946228,447.5,985.7583618,447.55769393253786,985.7196168864286,952.6040849153254,943.5357577825924,270.7506745109274,1011.2487426745976,183.4759436136684,-1.373372361391603,0.0007041710877525877
55.0,270.7886047,1011.211365,952.4260254,943.4260254,684.8345337,981.3601074,447.5,985.7583618,447.5991504306464,985.77503596664,952.6644701451816,943.7473596624266,270.7305684106976,1011.282057838676,183.46538522689005,-0.6335032067005386,0.0005758448000492576
56.0,270.5,1011.5,953.0872192,944.3546753,684.8345337,981.3601074,447.8581543,985.6099243,447.64832202525537,985.7675527417442,952.7006392043044,943.939811930974,270.6884296651307,1011.3068331067118,183.47043401676103,0.3029273922589937,0.0004915630325599833
57.0,270.9545593,1011.113647,952.8178101,944.1821899,684.8345337,981.3601074,447.8581543,985.6099243,447.7000504189006,985.6601149739864,952.7120031138388,944.1044159077568,270.6235282949722,1011.314747375778,183.49806463118009,1.6578368651431674,0.0006115735177658902
58.0,270.5,1011.5,952.8178101,944.1821899,684.8345337,981.3601074,447.5,985.7583618,447.74953441710034,985.427182377293,952.7064912147656,944.2530203709572,270.5448574231089,1011.3011553693926,183.5570688704591,3.54025435674032,0.001056893042882583
59.0,270.5,1011.219727,952.5,944.5,684.8345337,981.3601074,447.5,985.7583618,447.79042758679736,985.0676831493475,952.699676595096,944.4125193021074,270.4698157358911,1011.2665460246589,183.65466299356387,5.855647386287046,0.001879602607784362
60.0,270.3650818,1011.230164,952.5,944.5,685.015625,981.5625,448.0,984.0,447.81251364195754,984.6120045083188,952.706168806558,944.6133606427902,270.4186126909103,1011.2166721691073,183.7926973903126,8.282063804924178,0.0028554746176843917
61.0,270.3650818,1011.230164,952.5,944.5,684.3143921,981.6359253,448.0,984.0,447.8046715139977,984.1154738773816,952.7293203652664,944.8754964950414,270.40504086737,1011.1609191799536,183.9654162629136,10.363132356059737,0.003413345701939308
62.0,269.5,1010.900024,953.0,945.0267944,684.3143921,981.6359253,448.0,984.0,447.76274903063006,983.641475799124,952.7574381652646,945.1973400420788,270.42753268348713,1011.1089771770778,184.15972541677712,11.658549231810866,0.0030221162479024946
63.0,271.3900757,1011.141846,952.8695679,945.7644653,684.3143921,981.6359253,447.5,982.8101807,447.6948328370856,983.2445198139512,952.7696781552868,945.5538385237984,270.46703889751325,1011.0670198388004,184.3574994696244,11.86644317083676,0.0017856777354260621
64.0,270.5810852,1010.972961,952.7589111,946.1593018,684.513916,981.4190063,447.5,982.8101807,447.618283658277,982.9584748320932,952.7472541788284,945.906074657342,270.49638670400117,1011.0353452595956,184.5393614472288,10.911718656263927,0.0005728587519752509
65.0,270.5,1011.0,952.8178101,946.1821899,684.8345337,981.6398926,447.5,982.8101807,447.55109275479487,982.7906024452805,952.6826721579072,946.2167418162315,270.4956187667978,1011.008801965495,184.6892567476827,8.993718027233513,0.0003702689865318748
66.0,270.5,1011.0,952.7766113,946.5,684.8345337,981.6398926,447.5,982.8101807,447.50449005005953,982.7233962068174,952.5828060133448,946.4621869450214,270.4607540887461,1010.9797767446872,184.79818935982104,6.535956728300789,0.0013942777629658736
67.0,270.105835,1011.105835,952.0236816,946.7398071,684.0,981.7948608,447.5,982.8101807,447.48078074313486,982.724122077938,952.4652596491034,946.6366439615616,270.40085210013154,1010.9425440855564,184.8655692022956,4.042790548473931,0.0028550558060380835
68.0,270.2956848,1010.860229,952.3193359,946.7345581,684.5928955,982.2773438,447.5,982.8101807,447.4754831062193,982.7569581659502,952.3500853395294,946.750147042637,270.3294833348094,1010.8971751281777,184.8980891881268,1.9511991498711725,0.0036397094709720514
69.0,270.402771,1010.875,952.3193359,946.7345581,684.2486572,982.4590454,447.5,982.8101807,447.4810034190808,982.7923889684256,952.2522882686424,946.8225209689664,270.2587913824824,1010.8508287340568,184.9070940255917,0.540290247894859,0.003242036248921841
70.0,270.402771,1010.875,952.3193359,946.7345581,684.5241699,982.9435425,447.5,982.8101807,447.48985898045424,982.8120160380106,952.1802401591956,946.875284006659,270.19901462265597,1010.8153896684,184.90541848498785,-0.1005324362313331,0.0020506554591923003
71.0,270.0,1010.623169,952.1762695,946.8754883,684.1937256,982.8660889,447.5,982.8101807,447.49666593797747,982.8096597700396,952.1388737351136,946.9244742305428,270.15993661537186,1010.8023250614572,184.90432324519443,-0.0657143876048849,0.0008574516024392415
72.0,270.0,1010.623169,952.0396729,946.9603271,683.5,983.5,447.5,982.8101807,447.4989131232827,982.790398849485,952.132121276246,946.9778985837478,270.14928985445374,1010.8168881668356,184.91092963833992,0.3963835887293498,0.000193693540379233
73.0,270.2020264,1011.0,952.0195923,947.3943481,684.0,983.5,447.5,982.8101807,447.4968960642941,982.7686641405776,952.1617930275532,947.0378040584786,270.16824606899144,1010.8549204360028,184.92663776226763,0.9424874356625424,5.311986372894267e-05
74.0,270.2020264,1011.0,952.3521729,947.1280518,683.8345337,983.6398926,447.5,982.8101807,447.49318145954817,982.7654696039668,952.2251695491674,947.105591372514,270.2085014459328,1010.9049735350536,184.94707721920744,1.2263674163887115,9.810920497323895e-05
75.0,270.2020264,1011.0,952.3394775,947.1390381,683.5,983.5,447.5,982.8101807,447.4917806836273,982.8041049225078,952.3146327192233,947.1825033362128,270.25360028919954,1010.9544178826396,184.9636542150484,0.9946197504569908,7.646931947361636e-05
76.0,270.2020264,1011.0,952.3193359,946.7345581,683.5,983.5,447.5,982.8101807,447.4970137007143,982.9037785106394,952.4195481417566,947.263276633028,270.28356243822026,1010.9947456110848,184.96607346187076,0.1451548093422161,5.654817052478159e-05
77.0,270.5810852,1010.972961,952.6688232,947.3763428,684.1464233,983.5,447.5,982.8101807,447.5119940906814,983.0721971448136,952.5283810043315,947.3275962655226,270.2814423777137,1011.0228721307876,184.9450823043433,-1.259469451648556,0.0002881284697342333
78.0,270.5810852,1010.972961,952.6688232,947.3763428,683.5,983.5,447.5,983.5,447.53685243880983,983.3001637859982,952.6298296996004,947.3386233251877,270.24007589248146,1011.039229047004,184.8949255478649,-3.0094053887040673,0.0008634042381511621
79.0,269.7037048,1011.103699,952.5,947.5,684.3143921,983.3640747,447.5,983.5,447.5672435848259,983.5611921031018,952.7126460500176,947.2527367786348,270.1645077440337,1011.0453674457776,184.8151002605179,-4.789517240818668,0.0015313678590287757
80.0,269.7037048,1011.103699,952.6605225,947.1390381,684.0432739,982.6691895,447.5,983.5,447.5942534723009,983.8161205206064,952.7645297826588,947.0352068397044,270.066840289909,1011.0428956645086,184.7110689668242,-6.241877621622507,0.0018492266783708116
81.0,270.5810852,1010.972961,952.9489746,946.7312622,684.5013428,982.4320068,447.7729492,984.3236694,447.60701124225216,984.0212577319676,952.7725847688096,946.6727380692108,269.95836881271674,1011.0333790456529,184.59361633880945,-7.047157680884766,0.0015502934015349961
82.0,269.5952454,1010.952393,952.8908081,946.3218384,684.1382446,981.9036865,447.7729492,984.3236694,447.59790149804337,984.1396290940958,952.7276161115008,946.1773899481004,269.8468317563281,1011.0178131229396,184.4764898598225,-7.027588739217663,0.0008270607207766002
83.0,269.706665,1011.0,952.6688232,945.3763428,684.0284424,982.0387573,447.5,984.1798096,447.5673704374208,984.1529714290986,952.6298762919054,945.5815547530073,269.7384024473199,1010.995686097592,184.37254765599735,-6.236532229508498,0.0002341419571752024
84.0,269.706665,1011.0,952.3193359,944.7345581,683.7849731,981.7849731,447.5,984.1798096,447.5244233417035,984.06881905507,952.4909980633038,944.927061236224,269.6388723710663,1010.9651393249636,184.28979518659608,-4.965148164076254,0.00019977769136801828
85.0,269.4807739,1010.871765,952.5,944.5,683.6610718,981.6610718,447.5,984.1798096,447.4821588490471,983.9186603529104,952.3302829033588,944.2535130313188,269.55303668488773,1010.924976191828,184.22913391463533,-3.63967631764524,0.0005982989614317483
86.0,269.6099243,1011.141846,951.8134155,943.3794556,683.6610718,981.6610718,447.1843262,983.1843262,447.45135777782343,983.7473110647152,952.1683188672604,943.5902770820608,269.4844640429672,1010.8775285164936,184.1849485953185,-2.651119159009454,0.0009002081132368987
87.0,269.3741455,1010.727905,952.2654419,942.6806641,683.6610718,981.6610718,447.5,983.5,447.43589964399575,983.5970262815048,952.0218145740276,942.9529940084695,269.43573683495947,1010.8303530144022,184.14832330369163,-2.19751749761258,0.0007717098903142182
88.0,269.3741455,1010.727905,951.9096069,942.5969849,683.5,981.5,447.5,983.5,447.4326413799783,983.4937160116986,951.9015365925624,942.3443106839468,269.4079758322913,1010.7947479419532,184.11115796981332,-2.2299200326983737,0.000384465992849239
89.0,269.3741455,1010.727905,951.7389526,942.1546021,683.6610718,980.6610718,447.5,983.5,447.43583460629,983.442585854972,951.8124990429268,941.7593819188704,269.3996023815932,1010.7810801216252,184.06891485057645,-2.5345871542123177,9.541573572434998e-05
90.0,269.3741455,1010.727905,951.7797241,940.953186,683.9729614,980.2454834,447.5,983.5,447.44294127765176,983.4334288717524,951.7540342332136,941.1930205493682,269.4055799017758,1010.7938251168562,184.02090903955664,-2.88034866118835,2.313394159814161e-05
91.0,269.4807739,1010.871765,951.6236572,940.3311768,683.9718018,979.7488403,447.5,983.5,447.4580122598385,983.4496068467746,951.7189080668676,940.6419895366902,269.41833567106244,1010.8295394523166,183.96873060180553,-3.1307062650665785,4.6064566490270706e-05
92.0,269.4807739,1010.871765,951.6236572,940.3311768,683.5,979.5,447.5,983.5,447.4909144227617,983.4753571819234,951.693022064122,940.1018617897809,269.430220543281,1010.8785496541468,183.91418123694905,-3.272961891389059,5.100553637774256e-05
93.0,269.4184265,1011.0,951.6234131,939.3765869,684.5,979.5,447.5,983.5,447.5527883181422,983.499525592947,951.6576764921676,939.5651738126568,269.4360308223661,1010.9289426321498,183.85797728281264,-3.372237248184433,3.151349836559331e-05
94.0,269.4184265,1011.0,951.788269,939.0188599,684.5,979.5,447.5,983.5,447.6493664588499,983.5161058045276,951.5953706163428,939.0253309883246,269.4340855430016,1010.970763596333,183.79978314598335,-3.491648209757159,1.5461900624457712e-05
95.0,269.4184265,1011.0,951.788269,939.0188599,684.5,979.2409668,447.5,983.5,447.77516839295623,983.5229046018457,951.497722708502,938.4845759472192,269.4256937185868,1010.998694205713,183.73931631668836,-3.628009757699715,1.0252431195182502e-05
96.0,269.4184265,1011.0,951.3601074,937.8345337,684.5,979.2409668,448.1798096,983.5,447.9126788447947,983.5197959288516,951.370619357816,937.9613154934384,269.4140623346837,1011.012447093206,183.6777127610194,-3.6962133401380015,8.50850325077028e-06
97.0,269.4184265,1011.0,950.8535767,937.5,684.3311768,979.3763428,448.1798096,983.5,448.03866385396327,983.5076654118204,951.2314224029144,937.4911296250494,269.4035331255198,1011.015299231596,183.61821799705655,-3.5696858377707485,4.364150846030241e-06
98.0,269.4184265,1011.0,950.9603271,936.9603271,684.3311768,979.3763428,448.1798096,983.5,448.13419586145375,983.488535860326,951.099273780155,937.1187443032172,269.3991266743081,1011.0119265984724,183.5656643507402,-3.153218778980431,1.2483926534066845e-05
99.0,269.4184265,1011.0,951.2399292,936.800415,684.5,979.2409668,448.1798096,983.5,448.19156624057274,983.4666912181492,950.986549869826,936.884886522987,269.4058293948121,1011.0065806743193,183.52493027621944,-2.4440444712462295,7.579825493966664e-05
100.0,269.4184265,1011.0,950.9078369,936.8078613,684.1464233,979.5,448.1798096,983.5,448.2145985957277,983.4500146458772,950.8977668628236,936.8148045159386,269.4271033539871,1011.002060446882,183.49909569183484,-1.5500750630758375,0.00022050290189564784
101.0,269.4184265,1011.0,950.8237305,936.8754883,684.1088257,979.388916,448.1798096,983.5,448.2143289369314,983.4503596059526,950.8336257574996,936.9122090652106,269.46254760750406,1010.9994515147677,183.48803439203363,-0.6636779880727772,0.0003887447196496155
102.0,269.4184265,1011.0,950.8078613,937.0,684.1088257,979.388916,448.1798096,983.5,448.2037325074173,983.4817579686892,950.7941027939854,937.1586538496152,269.50537911366195,1010.9983838155564,183.48796401469428,-0.0042226403604672,0.00045442841013701674
103.0,269.4184265,1011.0,950.800415,937.7600708,684.3002319,979.2670898,448.1798096,983.5,448.193783315467,983.5558527396868,950.7783078065504,937.5171605155572,269.54127891046113,1010.997532202634,183.49225074628336,0.2572038953445599,0.0003473781218745764
104.0,269.6600037,1011.0,950.5595093,937.7182617,684.2901611,979.3045654,448.1798096,983.5,448.19150404374346,983.6753103096872,950.7826359644228,937.9389582319446,269.5505914422165,1010.9951493186844,183.49347370435353,0.0733774842103685,0.00015293789200858198
105.0,269.5816345,1010.979614,950.8754883,938.4769897,684.3143921,979.3640747,448.1798096,983.5,448.19980038740215,983.8281447802444,950.7994968122532,938.371900541292,269.5147125210153,1010.9895068818282,183.48619982819716,-0.4364325693825321,4.046940374158629e-05
106.0,269.5816345,1010.979614,950.8754883,938.8237305,684.5,979.5,448.2787781,984.2788086,448.21860787118385,983.9876938616916,950.8186730784176,938.7693227283612,269.42463651732646,1010.9792327026584,183.46924230552156,-1.0174513605358015,7.242874841608885e-05
107.0,269.5816345,1010.979614,950.8754883,938.8237305,684.5,979.8422852,448.2787781,984.2788086,448.2466602728936,984.1210699427414,950.8316607973994,939.0990538739242,269.2871267304304,1010.9636310469932,183.44610262295527,-1.3883809539777303,0.0001363270573483115
108.0,268.78125,1010.921875,950.8909302,939.8826904,684.3143921,979.6359253,448.2787781,984.2788086,448.2827776540622,984.202458966016,950.836610896131,939.352682685264,269.1239022910904,1010.9430362025794,183.42338361571416,-1.3631404344664588,0.00011125608519909175
109.0,268.78125,1010.921875,950.8909302,939.8826904,684.0,979.7948608,448.2787781,984.2788086,448.32570679449833,984.2232750893417,950.8409258372956,939.5536908729374,268.96275589454785,1010.9191586350444,183.4083555530036,-0.9016837626342068,4.222194497711691e-05
110.0,268.78125,1010.921875,950.8909302,939.8826904,684.013916,980.1273193,448.2787781,984.2788086,448.37281122518186,984.1941487330984,950.8602001636144,939.7588000699932,268.8257501463719,1010.8954356252852,183.40707958637927,-0.0765579974591901,7.865600029468287e-05
111.0,268.78125,1010.921875,950.8909302,939.8826904,684.2072754,980.0588379,448.5,984.0,448.4192844183634,984.1392505631644,950.9135456970106,940.0447066249004,268.72254114829144,1010.8773197170974,183.4235776781634,0.989885507048598,0.0002835510882789767
