Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,angles,velocity,roughness
1,0.2990716695785522,-0.519203782081604,-0.5134723782539368,0.2814318835735321,-0.6599128842353821,-0.5895768404006958,0.342964768409729,-0.8258505463600159,-0.5494186878204346,0.3050145506858825,-0.7470762133598328,-0.1911526173353195,0.2990715063827721,-0.5192031583168719,0.3429653704068826,-0.825849094025615,0.3050143394702114,-0.7470769447728873,6.6521812034441155,,
2,0.2980799078941345,-0.5188905000686646,-0.418205976486206,0.2813892364501953,-0.6574880480766296,-0.4553602039813995,0.3404950797557831,-0.8153149485588074,-0.3597510755062103,0.3065812885761261,-0.7420912384986877,-0.182385578751564,0.2980965623497665,-0.5191137454758012,0.3409922512049633,-0.8203838355122,0.3066647042901017,-0.7442686197227557,6.360973159754474,-17.472482621378482,
3,0.2971351742744446,-0.518827497959137,-0.4069468975067138,0.2807371020317077,-0.656670331954956,-0.4474920630455017,0.3376149833202362,-0.8136500120162964,-0.3625284135341644,0.3079523742198944,-0.7399405837059021,-0.1802452951669693,0.2972077272167178,-0.5190736467492358,0.339277920652173,-0.8157290171791725,0.3083971110660487,-0.7418724771272125,5.8951806120988435,-27.947552859337836,0.015239874512525255
4,0.2960162460803985,-0.5188159346580505,-0.4165200591087341,0.2801630795001983,-0.655208170413971,-0.4704863727092743,0.3376511037349701,-0.8105522394180298,-0.3955186307430267,0.3081761300563812,-0.7393806576728821,-0.1787030696868896,0.2964752137557104,-0.5191124665986836,0.3380072522030558,-0.8124361147133738,0.3102449844537854,-0.7401614927751646,5.334906285547449,-33.616459593083675,0.018633870023566583
5,0.2960458397865295,-0.5192654728889465,-0.4347229599952698,0.2802801728248596,-0.6552680730819702,-0.485523521900177,0.3377611339092254,-0.8105653524398804,-0.4020935297012329,0.3133359253406524,-0.739453911781311,-0.1775514036417007,0.2959400195925621,-0.5192294480144796,0.3372546999563662,-0.8106655065972568,0.3121658783562164,-0.7392019899359057,4.740923620977726,-35.6389598741834,0.018420387443073623
6,0.2956764101982116,-0.5196065306663513,-0.4428749680519104,0.2792427241802215,-0.6553067564964294,-0.4821780025959015,0.3377701640129089,-0.8117098212242126,-0.4001369178295135,0.3146677613258362,-0.7395870089530945,-0.1736267805099487,0.2956106676725858,-0.5193972643251805,0.336997008915844,-0.8102206091572284,0.3140538059365273,-0.738879224146027,4.162929826519025,-34.67962766752205,0.01582247297277826
7,0.2956093549728393,-0.5197260975837708,-0.4469154477119446,0.2787538766860962,-0.6553937196731567,-0.48866668343544,0.3370490372180938,-0.8117082715034485,-0.4049547612667084,0.3159632682800293,-0.7397358417510986,-0.1739843040704727,0.295469649520222,-0.5195764199845984,0.3371528935369743,-0.8106888796348548,0.3157834977633139,-0.7389804829214,3.641292383914701,-31.29824655625944,0.002633791929637527
8,0.2955510318279266,-0.5197775959968567,-0.5047855973243713,0.2789036929607391,-0.6554628610610962,-0.5542812347412109,0.3373909592628479,-0.812171220779419,-0.4727076888084411,0.3173840343952179,-0.7396587133407593,-0.1756162047386169,0.2954837850186824,-0.5197312330397023,0.3376167622526992,-0.8116049210809179,0.3172546203548377,-0.739283973725676,3.205243139728161,-26.1629546511924,0.00397284926609269
9,0.295537918806076,-0.5198591947555542,-0.5056703090667725,0.2789036631584167,-0.6558700799942017,-0.5525208711624146,0.3381356298923492,-0.8131534457206726,-0.4725091457366943,0.3182975053787231,-0.7397258877754211,-0.1757030189037323,0.2956116391665533,-0.5198396480038874,0.3382733688382033,-0.8125733821608129,0.3184120724375781,-0.7396182903331152,2.8706779897924166,-20.073908996144656,0.011646604489031067
10,0.2955401837825775,-0.5198708176612854,-0.5235453248023987,0.2789375185966491,-0.6559784412384033,-0.5752831697463989,0.3387648463249206,-0.8134540915489197,-0.5056706070899963,0.3189059793949127,-0.7398287057876587,-0.1763056963682174,0.2958059299273538,-0.5198949994462281,0.3390033437512398,-0.8133302699304457,0.3192443107611656,-0.7398834412600109,2.6395897145776868,-13.865296512883791,0.01963404614278883
11,0.2959508001804352,-0.5198319554328918,-0.5190610885620117,0.2789715528488159,-0.6559606790542603,-0.5706275105476379,0.340101033449173,-0.813578188419342,-0.5061906576156616,0.3202095329761505,-0.7398967742919922,-0.1769781112670898,0.2960145514161858,-0.5199024315024048,0.3396934533831937,-0.8137516388909507,0.3197736439200985,-0.7400430931735528,2.5016949022408856,-8.273688740208067,0.02366371997920014
12,0.2964934110641479,-0.5198548436164856,-0.5375903844833374,0.2790720760822296,-0.6559714674949646,-0.5825503468513489,0.340675413608551,-0.8137693405151367,-0.5101409554481506,0.3200662136077881,-0.7399178147315979,-0.1781490743160247,0.2961858600339117,-0.5198736826449818,0.3402547466992994,-0.8138287936627348,0.3200478190976912,-0.7401037201171062,2.4379110396649963,-3.8270317545533583,0.022233150576438727
13,0.2964795231819153,-0.5198566913604736,-0.5299171209335327,0.2790851593017578,-0.6559851765632629,-0.5730604529380798,0.3406826257705688,-0.8134823441505432,-0.5023744106292725,0.3200012743473053,-0.7399632334709167,-0.1782014966011047,0.2962795951955936,-0.5198229282734466,0.3406402484206002,-0.8136287954122363,0.3201327992518449,-0.7400936557647395,2.424956610464372,-0.7772657520374704,0.01670434864338883
14,0.2962662875652313,-0.5197378396987915,-0.5239531397819519,0.2790859043598175,-0.6560072302818298,-0.5684530138969421,0.3408013582229614,-0.8131217956542969,-0.4971204996109009,0.3199844062328338,-0.7401002049446106,-0.1783515214920044,0.2962776056452326,-0.5197646417872814,0.340850842295346,-0.8132543423534104,0.3201026535151018,-0.7400494969383873,2.440109167352903,0.9091534133118806,0.009951166595251148
15,0.2962543666362762,-0.51972496509552,-0.5288200974464417,0.2790947556495666,-0.6560261249542236,-0.5742079019546509,0.3407917618751526,-0.8124223351478577,-0.5097962021827698,0.3199906051158905,-0.7401542067527771,-0.1785001754760742,0.2961868979303303,-0.5197128697112681,0.3409256656105034,-0.8128105315249553,0.3200270437965781,-0.7400115005476997,2.4650017394060613,1.4935543231894854,0.00450105638479794
16,0.2958089113235473,-0.51972496509552,-0.5321121215820312,0.2790718674659729,-0.6561022400856018,-0.5709224343299866,0.3408389687538147,-0.8124803900718689,-0.5040552616119385,0.3199619352817535,-0.7402220964431763,-0.1796868592500686,0.296033301814963,-0.5196809066104721,0.3409234028154478,-0.8123821598644395,0.3199611460752906,-0.7400242932314204,2.4876271137883226,1.3575224629356786,0.0013894413790610143
17,0.2957943379878998,-0.5197107791900635,-0.5331490635871887,0.2790704369544983,-0.6560899615287781,-0.5792428255081177,0.3408539593219757,-0.8118823170661926,-0.5226417183876038,0.3199563920497894,-0.7402581572532654,-0.1795807033777237,0.2958502361360542,-0.5196806607818639,0.3409035640899259,-0.8120236778217494,0.3199406521822613,-0.7401361154172721,2.50245849936811,0.8898831347872349,0.00022891500323116187
18,0.2957359254360199,-0.5196897983551025,-0.5306214690208435,0.2790119349956512,-0.6560975909233093,-0.5761187672615051,0.3408439755439758,-0.8118541240692139,-0.5182480216026306,0.3199256658554077,-0.7402889132499695,-0.1796154230833053,0.295668589191504,-0.5197210386428543,0.3409129159620422,-0.8117608764765246,0.3199805626589452,-0.7403907184646185,2.509243516582485,0.4071010328625046,5.157440946057783e-05
19,0.2955218851566314,-0.5196999311447144,-0.5297128558158875,0.2789603173732757,-0.656148374080658,-0.5742468237876892,0.340893805027008,-0.8118546009063721,-0.5147504806518555,0.319988876581192,-0.7403993606567383,-0.1796405613422393,0.2955110320853023,-0.5198050409255837,0.340978023214995,-0.8115997596135266,0.3200758058337134,-0.7408109324746522,2.5111997998225335,0.1173769944029157,9.765140132593439e-05
20,0.2952519953250885,-0.5198088884353638,-0.5459127426147461,0.2787308990955353,-0.6565583944320679,-0.5895287990570068,0.3411614894866943,-0.8114741444587708,-0.529586672782898,0.3200049996376037,-0.7406273484230042,-0.1804730594158172,0.2953900423748285,-0.5199267507462132,0.3411031948271714,-0.8115365337733782,0.3202036853997409,-0.741380392279346,2.5131177705409264,0.1150782431035768,8.059729702770786e-05
21,0.2952699363231659,-0.5201388001441956,-0.5572128295898438,0.2791626155376434,-0.6573504209518433,-0.6045203804969788,0.3413242101669311,-0.8115533590316772,-0.5502493977546692,0.3205051124095917,-0.7422588467597961,-0.1804951280355453,0.2953076619399135,-0.5200708072938187,0.3412726958015712,-0.8115636167305734,0.3203301105215088,-0.7420362596915713,2.519558472126469,0.3864420951325531,2.776810511444898e-05
22,0.2953112423419952,-0.520317792892456,-0.555724561214447,0.2794013619422912,-0.6579293608665466,-0.6111831665039062,0.341446965932846,-0.8116216063499451,-0.5674856305122375,0.3204982578754425,-0.7431399822235107,-0.1804376095533371,0.2952571088200186,-0.5202161206488355,0.3414552244285478,-0.8116701159440818,0.3204209088617769,-0.7426835166999344,2.5331511281491723,0.8155593613621992,2.2844389189602268e-05
23,0.2953420281410217,-0.5204105377197266,-0.5542636513710022,0.279820829629898,-0.6582440137863159,-0.6078798770904541,0.3415450155735016,-0.8117471933364868,-0.5596481561660767,0.3206468820571899,-0.7436562776565552,-0.1803873628377914,0.2952271851419878,-0.5203424025651047,0.3416082727278103,-0.8118394173186598,0.3204558590786668,-0.7432271635625752,2.5530222205260777,1.1922655426143258,6.13234797282057e-05
