Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,angles,velocity,roughness
1,0.2958013713359833,-0.518561840057373,-0.409224271774292,0.2839011251926422,-0.6604560613632202,-0.4796707034111023,0.3463626801967621,-0.826305627822876,-0.4365715086460113,0.3218972086906433,-0.7399181127548218,-0.1767631024122238,0.2958034424348028,-0.5185630416202404,0.3463608133690071,-0.8263006843167391,0.3218756657823546,-0.7399241473936333,2.6121958964841383,,
2,0.2960760593414306,-0.5178988575935364,-0.4092254340648651,0.2840450704097748,-0.6601219177246094,-0.4784440696239471,0.3452946543693542,-0.8230471014976501,-0.4253593385219574,0.3222436308860779,-0.7399572730064392,-0.1775029003620147,0.2959376509203763,-0.5179669852434349,0.3457923444146403,-0.8242807489648658,0.3223774940788718,-0.7403141181877256,2.552473819025772,-3.583324647501973,
3,0.296165257692337,-0.5179110169410706,-0.4173638820648193,0.2838164865970611,-0.6601609587669373,-0.4919374883174896,0.3444923758506775,-0.8209756016731262,-0.4607517123222351,0.3220222890377044,-0.7405644059181213,-0.1823569685220718,0.2961093686870953,-0.5174002665628677,0.345341020639532,-0.8225131535091262,0.3228445453678043,-0.7407101290601922,2.4670439432562,-5.125792546174317,0.00033044544700481615
4,0.2961758077144623,-0.5169394016265869,-0.4057536423206329,0.282257080078125,-0.6590844392776489,-0.476757138967514,0.3444750308990478,-0.8204193115234375,-0.4479381740093231,0.3237541317939758,-0.7408391237258911,-0.1811324059963226,0.2963558702782062,-0.5168951336252459,0.3450746056690416,-0.8211499685494091,0.3232346085952418,-0.7410996395313431,2.384615980102782,-4.945677789205076,0.00019757660309356853
5,0.2966192066669464,-0.5160462856292725,-0.4028138816356659,0.2819825708866119,-0.6590933203697205,-0.4764343202114105,0.3453300893306732,-0.8204792141914368,-0.4471804201602936,0.3241944313049316,-0.7417341470718384,-0.1814431697130203,0.2967109334865374,-0.5164870505959711,0.3449896312670149,-0.820209676690483,0.3235182497595686,-0.7414572287491106,2.3254428411312533,-3.5503883382917323,0.00020133033558633538
6,0.2977677583694458,-0.5160660147666931,-0.3962494134902954,0.281676173210144,-0.659101128578186,-0.4723286926746368,0.3454608917236328,-0.8205564022064209,-0.4371314644813537,0.3241854906082153,-0.7419986724853516,-0.1814069300889969,0.2972018108552827,-0.5162048870176332,0.3450246049215252,-0.8196031258027023,0.3236975545147793,-0.74175660888695,2.2983080354216665,-1.628088342575209,0.0005479998779337477
7,0.2978143990039825,-0.5160748362541199,-0.3863762021064758,0.2815217971801758,-0.6587978601455688,-0.4656755924224853,0.3453104794025421,-0.8196569085121155,-0.4375140368938446,0.3237608075141907,-0.7420479655265808,-0.1849102824926376,0.2978461382187047,-0.5160602757473125,0.3450964765684132,-0.8192004943491707,0.323812758829467,-0.7419871997389508,2.300157943089705,0.1109944600823098,0.001400288187192481
8,0.2980518639087677,-0.5161796808242798,-0.3871330022811889,0.2814732491970062,-0.6588506102561951,-0.4665285944938659,0.3453215956687927,-0.819100558757782,-0.4429646134376526,0.3229353129863739,-0.7421530485153198,-0.1888853162527084,0.2986445550256127,-0.5160452266415592,0.3451368240053901,-0.8188968290577678,0.3239226762315904,-0.7421655465449576,2.3196878091668847,1.1717919646307795,0.0017685497357213238
9,0.2993601858615875,-0.5161988735198975,-0.3880362510681152,0.2809470891952514,-0.6588872075080872,-0.4649544060230255,0.345194935798645,-0.8186997771263123,-0.4426811933517456,0.3230319023132324,-0.7425755858421326,-0.1887097209692001,0.299567819365278,-0.5161385972471236,0.3451118139599463,-0.8186478037218243,0.3240681142664428,-0.7423368991553757,2.3438177167335796,1.4477944540016985,0.0012179871661006038
10,0.3001991808414459,-0.5162416100502014,-0.387677937746048,0.2798241078853607,-0.6589214205741882,-0.4653043448925018,0.3449413478374481,-0.8185290098190308,-0.4485082328319549,0.3236490488052368,-0.7426791787147522,-0.1886293292045593,0.3005478776301621,-0.5163150193688507,0.345023977411881,-0.8184728394664572,0.3242479637449028,-0.7425678446506864,2.3637181424352702,1.1940255421014356,0.00045160378814324036
