Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Shoulder (X)_smoothed_smoothed,Right_Shoulder (Y)_smoothed_smoothed,Right_Pinky (X)_smoothed_smoothed,Right_Pinky (Y)_smoothed_smoothed,Right_Hip (X)_smoothed_smoothed,Right_Hip (Y)_smoothed_smoothed,angles,velocity,roughness
11,0.2988143265247345,-0.5241078734397888,-0.4394929409027099,0.2813064754009247,-0.6580998301506042,-0.4418063461780548,0.3397983610630035,-0.8189561367034912,-0.320926159620285,0.3315539956092834,-0.743979275226593,-0.1698222011327743,0.2996396823917426,-0.5241655298999098,0.3400552866874774,-0.8190436004036556,0.3318350357010498,-0.743923556912765,0.2984786337252209,-0.5240303575002268,0.3398681494500765,-0.8187791015468509,0.3319063661330036,-0.7437336529422339,-0.6032996929438605,-2.1795881475084355,0.02424427585805216
12,0.300896555185318,-0.5241589546203613,-0.4370302855968475,0.2819712162017822,-0.6584552526473999,-0.4423428475856781,0.3403621017932892,-0.8190669417381287,-0.3178755044937134,0.3315708339214325,-0.7439807653427124,-0.1679674685001373,0.3005021866617464,-0.524195504629942,0.3402741302177766,-0.8191911021561963,0.3319193838509645,-0.743985032275777,0.2992979965693843,-0.5240901079672441,0.3400252308375001,-0.8189101235902201,0.3319632989815604,-0.7438362717283582,-0.5979390443040055,0.3216389183913049,0.015958399044255486
13,0.3017243444919586,-0.5241607427597046,-0.4360183775424957,0.2821574807167053,-0.6585054397583008,-0.4430641829967499,0.3405704498291015,-0.8191521167755127,-0.321104496717453,0.3319644033908844,-0.7439906001091003,-0.1648434251546859,0.3013543586519587,-0.5241993792877134,0.3405002858704846,-0.8192899620236108,0.3322271407606804,-0.7440188088803501,0.3001276436352298,-0.5241292731438308,0.3402106614365237,-0.8190340831063907,0.3321075287133313,-0.7439106104024076,-0.5742642040155612,1.4204904173066546,0.008139837416505447
14,0.3026166260242462,-0.5241621136665344,-0.4361370205879211,0.2823383212089538,-0.6585214734077454,-0.443348228931427,0.3407399654388428,-0.8192100524902344,-0.3202221095561981,0.3331840634346008,-0.7439922094345093,-0.1637515872716903,0.3021404389304812,-0.5241960907287505,0.3407114974887914,-0.8193920300260871,0.3326545221942951,-0.744033298544107,0.3009362354060896,-0.5241537542143668,0.34040814388477,-0.8191606590710577,0.3323465569520873,-0.7439602161011096,-0.5491958681156934,1.504100153992067,0.0029804730529280773
15,0.3029527962207794,-0.5241045951843262,-0.4366844594478607,0.2828907966613769,-0.6585522890090942,-0.4446105062961578,0.3409686982631683,-0.8192571401596069,-0.322913110256195,0.3337069451808929,-0.7439705729484558,-0.1635738909244537,0.3028262782480181,-0.5241979518058795,0.3408869149361472,-0.8195280991935747,0.3330798149801355,-0.7440356791185699,0.3016927295136691,-0.524171100452289,0.3405985871129993,-0.8193021135804334,0.332644080448349,-0.7439903437429968,-0.5315216482161531,1.060453193972419,0.000649570911731943
16,0.3029591739177704,-0.5241367816925049,-0.4395767450332641,0.2831193506717682,-0.6586642861366272,-0.4447041153907776,0.340984433889389,-0.8196650743484497,-0.3231399953365326,0.333611398935318,-0.7440117001533508,-0.1638789921998977,0.3034063833498668,-0.5242069942929103,0.3410110988919084,-0.8196974769286285,0.3334068796270693,-0.7440289908232814,0.3023768964225742,-0.5241862656599562,0.3407638139324642,-0.8194624011582217,0.3329434560443902,-0.7440054419012391,-0.5226297312445877,0.5335150182939263,7.689294342141444e-05
17,0.3036775290966034,-0.5242341756820679,-0.4400340914726257,0.2836314737796783,-0.6587873101234436,-0.4452490508556366,0.34099081158638,-0.8198176622390747,-0.32648566365242,0.3335819542407989,-0.7440217733383179,-0.1635221391916275,0.3038925903893832,-0.5242152404120541,0.3410746419417693,-0.8198703246010224,0.3335911177536541,-0.744011921612168,0.3029812970921134,-0.5241990462492305,0.3408890030449313,-0.81963125578277,0.3331930441554802,-0.7440076145725218,-0.5192581335118264,0.202295863965678,8.839857265307519e-05
18,0.3042519986629486,-0.5242912769317627,-0.4403674304485321,0.2842219173908233,-0.6587998270988464,-0.4457069635391235,0.3409959971904754,-0.8203213214874268,-0.3273142874240875,0.3335379958152771,-0.7440540194511414,-0.1631353795528412,0.3042977454852876,-0.5242090957259413,0.3410729166800208,-0.8200012720805505,0.3336401747005914,-0.7439812040669957,0.3035062370268644,-0.5242041137743737,0.3409635195370589,-0.819785199217101,0.3333631853290933,-0.7439967231698646,-0.5169649532920829,0.137590813184607,9.496280534303681e-05
19,0.3047920763492584,-0.5242573022842407,-0.4361819922924042,0.2848721444606781,-0.6587674617767334,-0.4440900683403015,0.3410816192626953,-0.8202922344207764,-0.3258560597896576,0.3334613740444183,-0.7439817190170288,-0.1632547080516815,0.3046278049000515,-0.5241763177687955,0.3410056575903022,-0.820048407269817,0.3335963727176345,-0.7439351488534028,0.3039538389330571,-0.5241936555523904,0.3409810955700583,-0.8198948022874007,0.3334507410582376,-0.7439719131521815,-0.5128849476047657,0.2448003412390353,4.025511000407856e-05
20,0.3050513863563537,-0.5242003798484802,-0.4366043210029602,0.2848708927631378,-0.6586371064186096,-0.4442460536956787,0.3410279452800751,-0.8198855519294739,-0.325783759355545,0.333327442407608,-0.743883490562439,-0.1633393764495849,0.304884887875377,-0.524112351564446,0.3408790216056958,-0.8199889553195755,0.3335136750466448,-0.7438761368746548,0.3043258714056363,-0.5241613876267941,0.3409406482165811,-0.8199346247182249,0.3334735177566004,-0.7439335557981337,-0.5068988750162847,0.3591643553088564,6.7289634133308625e-06
21,0.305033266544342,-0.524017333984375,-0.4391781687736511,0.2845019698143005,-0.6581515073776245,-0.4444367289543152,0.340768426656723,-0.8198286294937134,-0.3240982890129089,0.3333120048046112,-0.74379962682724,-0.163401260972023,0.3050741836038846,-0.5240229582274414,0.3407085679172283,-0.8198253256255597,0.3334388813684282,-0.7438105616039553,0.3046252718605129,-0.5241059727463305,0.3408479006439072,-0.8198912498129001,0.3334597876041529,-0.7438843979585515,-0.5011724220918888,0.3435871754637531,2.4537245287413486e-06
22,0.3051111996173858,-0.5238291621208191,-0.4393683969974518,0.2845030128955841,-0.657861053943634,-0.4426379799842834,0.340566486120224,-0.8196132779121399,-0.3189825117588043,0.333449125289917,-0.7437099814414978,-0.163475289940834,0.3052073075671422,-0.5239220314174413,0.3405193243802813,-0.819581946630044,0.333401754791539,-0.7437463312291056,0.3048583919834647,-0.524032203826124,0.3407163672337044,-0.8197667799688205,0.3334380384190081,-0.7438292466620635,-0.4987282418219169,0.1466508161983171,3.05229417263507e-06
23,0.3053582608699798,-0.5238045454025269,-0.4394338428974151,0.2846508920192718,-0.6576365232467651,-0.442892849445343,0.3401240408420563,-0.8190509080886841,-0.3199412822723388,0.3334912359714508,-0.7436272501945496,-0.163548469543457,0.3053007492511763,-0.5238260905935025,0.3403405154346147,-0.8192980441765724,0.3334144610645488,-0.7436893728277318,0.3050356761462417,-0.5239495414635477,0.3405658516707114,-0.8195781613029539,0.3334303704365184,-0.7437733696778213,-0.5020061346383495,-0.1966735689859589,1.4309280485791451e-05
24,0.3054100275039673,-0.5236873626708984,-0.4456796944141388,0.2850191295146942,-0.6575450897216797,-0.458030104637146,0.3401145935058594,-0.819030225276947,-0.3460233807563782,0.3335829377174377,-0.7435553669929504,-0.1640028357505798,0.305372484236547,-0.5237485477208652,0.3401965994409966,-0.8190212504008676,0.3334768510325913,-0.7436410305796312,0.3051706592447828,-0.5238689775001092,0.3404179882816832,-0.8193543993764459,0.3334503684639319,-0.7437204836214815,-0.5121275692175513,-0.6072860747521069,4.691816004361523e-05
25,0.3054076135158539,-0.5236889719963074,-0.4610707461833954,0.2852462828159332,-0.6575941443443298,-0.4832030832767486,0.3400993943214416,-0.8190755248069763,-0.387278139591217,0.3335770666599273,-0.7436510920524597,-0.1654776781797409,0.305438958192003,-0.5236963629493362,0.3400993986059225,-0.8188048402106273,0.3335822433757695,-0.7435980445416821,0.3052781175652809,-0.5237998419665344,0.3402904446169451,-0.8191339417899994,0.3335039143464925,-0.743671530403711,-0.5290068947724773,-1.0127595332955597,8.47782558063307e-05
26,0.3054539263248443,-0.5236818790435791,-0.459021508693695,0.2856043875217438,-0.6576017737388611,-0.4766653478145599,0.3401281237602234,-0.8190239667892456,-0.3807151615619659,0.3336232602596283,-0.7436497211456299,-0.1661781370639801,0.3055121338405728,-0.523669900614258,0.3400452429781972,-0.8187078877093029,0.3337199572480125,-0.7435557283650137,0.3053717557664671,-0.5237478440801262,0.3401923178385731,-0.8189632718090948,0.3335905596658055,-0.7436252105598578,-0.551947438286415,-1.3764326108362623,0.00010368043761050889
27,0.3054631054401397,-0.5237000584602356,-0.4617845118045807,0.285629004240036,-0.6577613353729248,-0.4753315150737762,0.3399628698825836,-0.8189889788627625,-0.3708032965660095,0.3336876630783081,-0.7436425089836121,-0.1662431359291076,0.3055964871192678,-0.5236652726405896,0.3400169402904602,-0.818792107502054,0.3338748023520498,-0.7435127764033106,0.305461612226004,-0.5237148377689352,0.3401221679665075,-0.8188948414591042,0.3337041077169156,-0.7435802258808216,-0.5802324166239862,-1.6970987002542692,9.89555211711039e-05
28,0.3058167994022369,-0.5237262845039368,-0.4618495404720306,0.2858355343341827,-0.6576719880104065,-0.4819344282150268,0.3399639427661896,-0.8184431791305542,-0.3846478462219238,0.3341658413410187,-0.7434521317481995,-0.1661959141492843,0.3056876024255897,-0.5236776829936027,0.339987612878332,-0.8191076885266245,0.3340270852784392,-0.7434742669056006,0.3055519458920687,-0.5237000153492545,0.3400683725354455,-0.8189801600459072,0.3338329878795718,-0.7435378279845245,-0.613455343490509,-1.9933756119913704,8.331031105638134e-05
29,0.3057330846786499,-0.5237287878990173,-0.4499545693397522,0.2858345508575439,-0.6576764583587646,-0.4679486453533172,0.3398021757602691,-0.8187480568885803,-0.3777737021446228,0.3342892229557037,-0.7433430552482605,-0.1661465018987655,0.3057738482277822,-0.5237040918457319,0.3399246834998694,-0.8196694400966189,0.334156310526029,-0.7434501873638837,0.3056406484681836,-0.5237016831806947,0.3400109295638224,-0.8192560775528837,0.3339620095286498,-0.7435027598581575,-0.651642484756081,-2.2912284759343193,7.008961588276436e-05
30,0.3058537542819977,-0.523733913898468,-0.4433474838733673,0.2861655056476593,-0.658096969127655,-0.4560236632823944,0.3398078680038452,-0.8207781314849854,-0.3646112978458404,0.3342750370502472,-0.7433630228042603,-0.1659692227840423,0.3058403878218547,-0.5237439535025363,0.3397950348793737,-0.8204386386388474,0.334247484143942,-0.7434502237509784,0.3057205052928133,-0.5237186163187149,0.3399245979914449,-0.8197292608515673,0.3340759846002427,-0.7434817383688075,-0.6953061436129528,-2.6198195314123107,6.593905891862517e-05
31,0.3058541119098663,-0.5237396359443665,-0.4434055089950561,0.2861852645874023,-0.6583170294761658,-0.4562006294727325,0.3397685885429382,-0.8217234015464783,-0.3692964911460876,0.334274560213089,-0.7434689998626709,-0.1662697046995163,0.3058735997097233,-0.523797824181164,0.3395729369580259,-0.8213278881024164,0.33429562811161,-0.7434785726687678,0.3057817262410304,-0.5237503104193064,0.3397839486544899,-0.8203687982748955,0.3341637411870154,-0.7434804697592485,-0.7454125756859695,-3.006385924381001,7.33695973057625e-05
32,0.3058342933654785,-0.5237419605255127,-0.4511719048023224,0.2866275012493133,-0.658607542514801,-0.4675099849700928,0.3394955992698669,-0.8221891522407532,-0.3852907419204712,0.3342039287090301,-0.7435576915740967,-0.1679028868675232,0.3058651250604869,-0.5238650038920062,0.3392496619712464,-0.8222288928798317,0.3343059352155005,-0.7435322155736995,0.3058150859748643,-0.5237961878603721,0.3395702384811598,-0.8211128576190582,0.3342206099319801,-0.7435011690173409,-0.8031126736783585,-3.4620058795433373,9.334244471963962e-05
33,0.3060619533061981,-0.5240586400032043,-0.4485827684402466,0.2873722016811371,-0.6589644551277161,-0.4633346199989319,0.3386364579200744,-0.8234159350395203,-0.3825949728488922,0.3343337774276733,-0.7436398863792419,-0.1678408235311508,0.3058158369401145,-0.523942353528035,0.3388402407136171,-0.8230458278274199,0.3342912121042588,-0.7436030854572483,0.3058153957969561,-0.5238546482136941,0.3392782367738522,-0.8218860253734881,0.3342488947320841,-0.7435419380304694,-0.8691945662896173,-3.964913556675531,0.00012275880543310201
34,0.3057538568973541,-0.5240983963012695,-0.441125214099884,0.2877745032310486,-0.6591821908950806,-0.4536198079586029,0.3386364281177521,-0.8239383101463318,-0.3711307346820831,0.3343440592288971,-0.7437271475791931,-0.1680708080530166,0.3057389570651589,-0.5240256921753159,0.3383830804834465,-0.8237185251452837,0.3342696425436193,-0.7436820177442983,0.3057848319916774,-0.5239230583747303,0.3389201685502348,-0.8226189881262465,0.3342572536320943,-0.7435979724549365,-0.9434760377068786,-4.456888285035676,0.00014941498740256526
35,0.3056620061397552,-0.5241358876228333,-0.4292526841163635,0.2878091633319855,-0.6593223214149475,-0.4414109885692596,0.3378528952598572,-0.8241776823997498,-0.3509564697742462,0.3343328535556793,-0.7437779903411865,-0.168066456913948,0.305659743856014,-0.5241125657062806,0.3379322971162271,-0.8242302807339225,0.3342636140309112,-0.7437620253711354,0.3057348062033197,-0.5239988552512634,0.3385250142583983,-0.8232634697991044,0.3342598485675114,-0.7436635954663808,-1.0244659233284443,-4.859393137293944,0.00015365970673557607
36,0.3055297434329986,-0.5241491794586182,-0.4275875091552734,0.2878580093383789,-0.6594499349594116,-0.4404244422912597,0.3374316096305847,-0.8244805932044983,-0.3511269986629486,0.3343459069728851,-0.7437933683395386,-0.1681166440248489,0.3056098698814624,-0.5242034891162938,0.3375453282827765,-0.8246010941570746,0.3342976003068075,-0.7438395734550628,0.3056848371337476,-0.5240807052752752,0.3381331358320931,-0.8237984955881154,0.3342749801385137,-0.743733987583457,-1.1094825142181006,-5.100995453379378,0.00012291327656647436
37,0.3055270910263061,-0.5242763161659241,-0.4373954236507416,0.2880914807319641,-0.6597610712051392,-0.4569706618785858,0.3369451463222503,-0.824772298336029,-0.3801589906215668,0.3342889249324798,-0.7439180612564087,-0.1681657880544662,0.3056179779916716,-0.524300362658797,0.3372688000231182,-0.8248709141913244,0.3343928454088934,-0.7439140134273997,0.3056580951379369,-0.5241685671293109,0.3377873995819198,-0.8242274523766467,0.3343221371471416,-0.7438059980666745,-1.1951600089686591,-5.1406496850335115,6.803657789486373e-05
38,0.305543452501297,-0.5243952870368958,-0.4429352581501007,0.288193792104721,-0.6598690748214722,-0.4624142646789551,0.33713099360466,-0.824874997138977,-0.3834540545940399,0.3343414962291717,-0.744024395942688,-0.1681386977434158,0.3057004605685361,-0.5244035177183993,0.3371272273210949,-0.8250807419382216,0.3345590613988667,-0.7439862972331891,0.3056750404081138,-0.5242625479121994,0.337523330470935,-0.8245687679521829,0.3344169036297004,-0.7438781174124658,-1.2780476832204402,-4.97326045510686,2.0936175049535282e-05
39,0.3057489097118377,-0.5244982838630676,-0.4505152702331543,0.2882643938064575,-0.659988522529602,-0.4684076011180877,0.3372941017150879,-0.8251761794090271,-0.3864409923553467,0.3345166742801666,-0.7440602779388428,-0.1681402325630188,0.3058565289907719,-0.5245094747195476,0.337119724215766,-0.8252588012901413,0.3347868798815122,-0.7440577918447829,0.3057476338066763,-0.5243613199194408,0.3373618887618232,-0.824844786789323,0.3345648841574588,-0.7439499867047296,-1.354947913218558,-4.614013799887071,1.2501613859545158e-05
40,0.3060478866100311,-0.5245274305343628,-0.4537250697612762,0.2884735763072967,-0.6600770354270935,-0.471386045217514,0.3370389342308044,-0.8254664540290833,-0.3900360465049743,0.3350834250450134,-0.7440511584281921,-0.1680413037538528,0.30607036017392,-0.5246102970890407,0.3372255221970183,-0.8254154244454829,0.3350470250006601,-0.7441290498792938,0.3058767223016744,-0.5244609120946726,0.3373073432402816,-0.8250730488680093,0.3347577297795919,-0.7440216115485541,-1.422875419355663,-4.075650368226298,5.514663373441031e-05
41,0.3067148923873901,-0.5247257947921753,-0.4535821378231048,0.2885932624340057,-0.6602285504341125,-0.4664180278778076,0.3375461995601654,-0.825624406337738,-0.3702858984470367,0.3357326090335846,-0.7441607713699341,-0.1674506068229675,0.3063206995770773,-0.5246946652569958,0.337414092871112,-0.825546438802059,0.3353000213488013,-0.7441984699969981,0.3060543117561763,-0.5245544142936431,0.337350044040925,-0.8252624106129838,0.3349746384502889,-0.7440923546575192,-1.4788993340967214,-3.3614348844635034,0.000145928193609408
42,0.306776762008667,-0.5247908234596252,-0.4534503221511841,0.2886118292808532,-0.6604377627372742,-0.4628218114376068,0.3379800021648407,-0.8256910443305969,-0.3603472113609314,0.3357397317886352,-0.7442611455917358,-0.1668690890073776,0.3065939025009632,-0.5247507886844562,0.3376554980442341,-0.8256414581939473,0.335512814086074,-0.7442618939647848,0.3062701473535347,-0.524632964504528,0.3374722262254414,-0.8254140330336265,0.3351899046017665,-0.744160170274749,-1.5202334263127668,-2.480045532962727,0.0002776997190303935
43,0.3068741261959076,-0.5248318314552307,-0.4692099094390869,0.2885047793388366,-0.6604882478713989,-0.4812661707401275,0.3380107879638672,-0.8257129192352295,-0.38582444190979,0.3357132375240326,-0.7443996667861938,-0.1668702065944671,0.3068923921371001,-0.524770647873213,0.3379276868385278,-0.8256922495786725,0.3356716737214503,-0.7443142893625585,0.3065190451852909,-0.5246880379107082,0.3376544106824524,-0.8255253207391533,0.335382611461289,-0.7442218179252931,-1.5446466923373183,-1.464795961473091,0.00043899472289318656
44,0.3069061040878296,-0.5248082876205444,-0.4765145778656006,0.2884652018547058,-0.6604698896408081,-0.4906190633773803,0.3381098508834839,-0.8257343173027039,-0.3963131904602051,0.3354786932468414,-0.7444109320640564,-0.1669616103172302,0.3072324675829561,-0.5247538524564325,0.3382165529529135,-0.825698125892407,0.3357825007177421,-0.7443529741236747,0.3068044144245374,-0.5247143635543472,0.337879267537205,-0.8255944423113509,0.335542568417038,-0.7442742804815993,-1.550966930201994,-0.3792142718805369,0.0006031485632662843
45,0.3077137470245361,-0.5247660875320435,-0.4805422723293304,0.2881438136100769,-0.6601524353027344,-0.491642415523529,0.338214248418808,-0.8257312774658203,-0.3945042192935943,0.3356229364871979,-0.7444156408309937,-0.1669467389583587,0.3076336685960784,-0.524709074603845,0.3385067664229272,-0.8256678378000869,0.3358599057932973,-0.7443801131527146,0.3071361164880932,-0.5247122477237054,0.3381302669091051,-0.8256237993017342,0.3356695053648701,-0.744316613637862,-1.5394765710159986,0.6894215511597235,0.0007240004518522681
46,0.3082394599914551,-0.5246246457099915,-0.4772667288780212,0.2879809737205505,-0.6595761775970459,-0.4890218675136566,0.3385069966316223,-0.8256481885910034,-0.3923413753509521,0.336077332496643,-0.74434494972229,-0.1667737066745758,0.308107626013095,-0.5246518824248826,0.3387684652184596,-0.8256183715617421,0.3359150543416048,-0.7444023705051088,0.3075247206390711,-0.5246881013863067,0.3383855460339258,-0.8256216269656417,0.3357677267693731,-0.7443509164525814,-1.5122221739727324,1.6352638225959693,0.0007493020812276335
47,0.3084820508956909,-0.524453341960907,-0.4750339090824127,0.2879808247089386,-0.6593006253242493,-0.4873851537704468,0.3387957811355591,-0.8254584670066833,-0.3855254054069519,0.3361057937145233,-0.7443332076072693,-0.1667383760213852,0.3086510148702271,-0.5245992508440034,0.3389497348175917,-0.8255708906034253,0.3359506701433578,-0.7444276297657769,0.3079752385424036,-0.5246525610336075,0.3386112213981718,-0.8256013315276521,0.3358409052971765,-0.744381601814747,-1.4733331386900212,2.333342116962669,0.0006458032866167814
48,0.3088797032833099,-0.5244486927986145,-0.4797796607017517,0.2879699766635895,-0.659217894077301,-0.4903184175491333,0.3389295637607574,-0.8254544734954834,-0.3848200440406799,0.3359138369560241,-0.7443953156471252,-0.1667107045650482,0.3092415889745001,-0.5245629361913012,0.338982650854729,-0.825544714700099,0.3359625154490813,-0.7444610108955586,0.3084817787928595,-0.524616711045789,0.338759793102748,-0.8255786843565401,0.3358895498414708,-0.7444133654561884,-1.4292022015691277,2.6478562272536132,0.0004272966264309336
49,0.3098479211330414,-0.5245922803878784,-0.4837124347686767,0.2881064414978027,-0.6594477891921997,-0.4941632747650146,0.3391257524490356,-0.8256034255027771,-0.3845616579055786,0.3357552289962768,-0.7446010708808899,-0.1667505651712417,0.3098375501622382,-0.5245453558323004,0.3388040070575226,-0.825551758509182,0.3359411551121128,-0.7445031167872291,0.309024087322596,-0.5245881689708445,0.3387774786684923,-0.8255679139546432,0.3359101919114164,-0.7444492659798752,-1.3880260960326731,2.470566332187274,0.0001800639419983601
50,0.31061452627182,-0.5246036648750305,-0.4824527204036712,0.2880901396274566,-0.6592921614646912,-0.4924162626266479,0.3391341865062713,-0.8255557417869568,-0.3775639235973358,0.3357440233230591,-0.7446054220199585,-0.1666070371866226,0.3103844290044211,-0.524540526532959,0.3383842549754274,-0.8255938719395837,0.3358715582869391,-0.7445516010009745,0.3095682239304404,-0.5245691120365344,0.3386201892136428,-0.8255782973100626,0.3358947381498418,-0.7444901999724232,-1.3582126966609638,1.788803962302561,5.392271364663563e-05
51,0.3111077845096588,-0.5246096849441528,-0.4840209484100342,0.2877882122993469,-0.6592729091644287,-0.5006279945373535,0.3382075130939483,-0.8256443738937378,-0.3998043835163116,0.3357735574245453,-0.7446153163909912,-0.1667141169309616,0.3108303051476206,-0.5245390347693024,0.3377510900566166,-0.8256633829823087,0.3357343768148221,-0.7446041897164135,0.3100730563460032,-0.5245570811750147,0.3382725495876363,-0.8256123318152037,0.3358305932468506,-0.7445357958549104,-1.3458065851405296,0.7443666912260483,0.00016482227185445303
