Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Neck Green X,Neck Green Y,Back Orange X_smoothed,Back Orange Y_smoothed,Neck Green X_smoothed,Neck Green Y_smoothed,Leg Pink X_smoothed,Leg Pink Y_smoothed,angles,velocity,roughness
1.0,368.8809509,1234.476196,464.5,1693.298828,418.0,1070.376831,517.666687,1243.5,540.5,1016.0,517.6653095802736,1243.4982597037274,540.5000000068005,1015.9999999999966,464.49998781406816,1693.2988128318016,178.99080913399104,,
2.0,368.8809509,1234.476196,464.5,1693.298828,418.5,1069.5,518.333313,1243.333374,540.5,1016.0,517.7760303783501,1243.4320485931617,540.4461098516229,1016.006542329409,464.696504209551,1693.07277191232,178.97847694796152,-0.7399311617706417,
3.0,369.5,1234.0,465.3418884,1692.777832,418.5,1069.0,518.333313,1243.333374,540.5,1016.0,517.848358254468,1243.3959548810317,540.469468382407,1016.0158682944628,464.8493916080253,1692.8659863147968,178.9696801701444,-0.5278066690283367,6.249555614052803e-06
4.0,369.3603516,1234.360352,464.8692932,1692.601318,418.7407532,1069.592651,517.6811523,1243.413086,540.5,1016.0,517.8653240917926,1243.4117432158466,540.6293894008172,1016.0290006141212,464.9283373670732,1692.6954898039176,178.980655534044,0.6585218339762378,0.00015777976383220724
5.0,369.5,1234.5,465.0,1692.5,418.5,1069.5,517.6811523,1243.413086,540.5,1016.0,517.836348590779,1243.4866521565823,540.9493684614877,1016.0440659509454,464.925077093561,1692.5723047771744,179.02157100851755,2.4549284684138684,0.0005958091817532936
6.0,369.5,1234.5,465.0,1692.5,418.6349182,1069.769897,517.666687,1243.5,540.5,1016.0,517.7862956582446,1243.6110197959654,541.4041133914379,1016.056530471958,464.85412896118896,1692.4981910690694,179.09306750854995,4.289790001943743,0.001261098814938078
7.0,369.5,1234.5,464.5,1692.5,418.6231995,1070.0,517.6740723,1243.674072,542.6969604,1016.30304,517.7400257133057,1243.7598601427649,541.9221031705347,1016.0613366319116,464.745548910407,1692.4657940626437,179.1864362686232,5.602125604394814,0.001762994257143704
8.0,369.5,1234.5,464.5,1692.5,418.5,1070.0,517.7056274,1244.090942,543.0,1016.0,517.7123570722181,1243.8990443825958,542.4105203402087,1016.0560658788798,464.6330344436378,1692.462194998915,179.2871281726766,6.041514243204347,0.0014020555545462368
9.0,369.5,1234.5,464.5,1692.5,418.2893066,1070.163574,517.7056274,1244.090942,543.0,1016.0,517.7055224746957,1243.9955044951932,542.7921867243609,1016.0426127825187,464.5424336409677,1692.473561736562,179.38022992044137,5.586104865885773,0.0005946019629201871
10.0,369.5,1234.5,464.5,1692.5,418.2893066,1070.163574,517.7056274,1244.090942,543.0,1016.0,517.7117264484756,1244.0277979702082,543.0317123357582,1016.0258348575604,464.4856294204138,1692.4887166887588,179.45544683967887,4.513015154250297,0.0001610518549121139
11.0,369.5,1234.5,464.5,1692.5,418.2893066,1070.163574,517.7056274,1244.090942,543.0,1016.0,517.7181080830314,1243.9922946838824,543.1377253168595,1016.0106537316238,464.46137256188746,1692.5007382156116,179.50943461161532,3.2392663161868995,0.0003561179729007886
12.0,369.5,1234.5,464.5,1692.5,418.5,1070.0,517.8156738,1243.815674,543.0,1016.0,517.7125008501398,1243.902758602828,543.1471054158905,1016.0000400417026,464.46045046852606,1692.5068430577835,179.54499809426676,2.133808959086423,0.0007326260433818823
13.0,369.5,1234.5,464.5,1692.5,418.5,1070.0,517.8156738,1243.815674,543.0,1016.0,517.6888018146157,1243.7843419622434,543.1048151008282,1015.9946518860852,464.47150032206775,1692.5072993727697,179.56820307505,1.3922988469948905,0.0008107030444258124
14.0,369.5,1234.5,464.5,1692.5,418.2893066,1070.163574,517.666687,1243.5,543.0,1016.0,517.6500130297461,1243.664753544481,543.0487645661811,1015.993502106206,464.4851990006287,1692.504103996441,179.58506173786736,1.0115197690413424,0.0005671241789188431
15.0,369.5,1234.5,464.5,1692.5,417.8863525,1070.348511,517.5,1243.5,543.0,1016.0,517.6068868824935,1243.565864781746,543.002746382144,1015.9949008166948,464.4961769364341,1692.4998806740134,179.5992905255983,0.853727263855717,0.0002665959166540684
16.0,369.5,1234.5,464.5,1692.5,417.8863525,1070.348511,517.5,1243.5,543.0,1016.0,517.5724055018644,1243.4987162218304,542.9762950942505,1015.9972244424984,464.5029888888206,1692.4971310041608,179.61186037688367,0.7541910771226412,8.74247567266004e-05
17.0,369.5,1234.5,464.5,1692.5,417.6396484,1070.360352,517.5,1243.5,543.0,1016.0,517.5553776589278,1243.4634574088116,542.9685892062304,1015.999339888316,464.5068704106526,1692.4977349535789,179.62201113035294,0.6090452081565445,2.499536433003136e-05
18.0,369.5,1234.5,464.5,1692.5,417.8863525,1070.348511,517.5,1243.5,543.0,1016.0,517.556975643049,1243.4532903616146,542.9735202755089,1016.0007034855668,464.5100083957501,1692.5025169175049,179.6287279008256,0.4030062283590041,1.5043992040213298e-05
19.0,369.5,1234.5,464.5,1692.5,417.8863525,1070.348511,517.666687,1243.5,543.0,1016.0,517.5718637479018,1243.4596494290183,542.9839600109567,1016.001247234432,464.5138847182606,1692.5107701842603,179.63170760057693,0.1787819850801497,2.0580918057187498e-05
20.0,369.5,1234.5,464.5,1692.5,418.1635132,1070.289307,517.666687,1243.5,543.0,1016.0,517.5928922961814,1243.47601985686,542.994359290094,1016.0011794858972,464.5180858612207,1692.519825233588,179.63136444101485,-0.0205895737246919,2.7350780494049437e-05
21.0,369.5,1234.5,464.5,1692.5,418.1635132,1070.289307,517.666687,1243.5,543.0,1016.0,517.6164931819617,1243.499198135141,543.0016845368197,1016.0007962105084,464.5198820928427,1692.5249763438844,179.62807249117722,-0.1975169902578955,2.8854893607369825e-05
22.0,369.5,1234.5,464.5,1692.5,418.0,1070.5,517.666687,1243.5,543.0,1016.0,517.6456440684065,1243.5281230004532,543.0051780241952,1016.0003529638232,464.51483911704656,1692.5202367798995,179.62129693852003,-0.4065331594313193,2.7688602056099968e-05
23.0,369.5,1234.5,464.5,1692.5,417.7530823,1070.5,517.666687,1243.5,543.0,1016.0,517.6888813348527,1243.561313681955,543.0055512370797,1016.0000073668162,464.49863323591114,1692.5003498560873,179.60928687184273,-0.7206040006383319,3.359809916193918e-05
24.0,369.5,1234.5,464.5,1692.5,418.0,1070.5,517.666687,1243.5,543.0,1016.0,517.7561174022761,1243.5945667112578,543.004109337609,1015.9998168416048,464.4699803672426,1692.4641341465665,179.58963693350384,-1.1789963003332105,5.8309094687318784e-05
25.0,369.5,1234.5,464.5,1692.5,418.1307068,1070.398682,517.7518311,1243.622192,543.0,1016.0,517.8535871976587,1243.6208318693668,543.0020979830961,1015.9997670644876,464.43409561274314,1692.4185555392146,179.5605170384036,-1.7471937060150822,0.00010780105628908392
26.0,369.5,1234.5,464.5,1692.5,418.2893066,1070.163574,518.0632935,1243.801636,543.0,1016.0,517.980703993726,1243.6334551708037,543.0003652040758,1015.99980872899,464.4054378164458,1692.3820175015976,179.5219509577507,-2.3139648391730816,0.0001648061970852726
27.0,369.5,1234.5,464.5,1692.5,418.2893066,1070.163574,518.0632935,1243.801636,543.0,1016.0,518.1304959607018,1243.6315155844338,542.9992952873566,1015.9998879638512,464.4079125024901,1692.384579456931,179.47643402082412,-2.731016215595332,0.00018510280209851952
28.0,369.5,1234.5,464.5,1692.5,418.1360474,1070.278931,518.4886475,1243.590942,543.0,1016.0,518.2929342301347,1243.6231332379316,542.9989100350865,1015.999964294845,464.4706481017911,1692.4627105776738,179.42851645830785,-2.875053750975667,0.00013843170176539417
