Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,angles,velocity,roughness
1,0.2232263535261154,-0.5730735063552856,-0.3075131475925445,0.262959748506546,-0.716839611530304,-0.3720630407333374,0.4847305417060852,-0.8318052291870117,-0.3833821713924408,0.3692562282085418,-0.810068666934967,-0.1911474764347076,0.2232266292084402,-0.5730736107978411,0.4847317749658976,-0.831828707472029,0.369253807749642,-0.8100680183936838,13.663019678843746,,
2,0.2146380543708801,-0.5737333297729492,-0.211738184094429,0.2619749009609222,-0.7217974066734314,-0.260742723941803,0.4079494476318359,-0.9002670049667358,-0.3368583023548126,0.3740650117397308,-0.8166200518608093,-0.1863449364900589,0.2183052397936785,-0.573816447263524,0.4487026873533715,-0.8648358067087952,0.3732327578552764,-0.8149325387101654,10.456151120500769,-192.41211350057864,
3,0.2109280228614807,-0.5748035907745361,-0.2404648661613464,0.2622464299201965,-0.7271654009819031,-0.2980071902275085,0.3926150202751159,-0.920796036720276,-0.3697613775730133,0.376276433467865,-0.8209499716758728,-0.1861686110496521,0.2139385459737346,-0.5744407276543536,0.4183372285872273,-0.8924555554401016,0.3769206586100112,-0.8192444919939238,5.9040344331287935,-273.1270012423185,0.9048462643280097
4,0.2091258764266967,-0.5753467679023743,-0.2512809038162231,0.2623326480388641,-0.7301875948905945,-0.3046442568302154,0.3893211781978607,-0.9210661053657532,-0.4017845392227173,0.3797272443771362,-0.823814332485199,-0.1859065741300583,0.210479982606598,-0.5748589916382834,0.3972356279799395,-0.9113284346115408,0.3800617919489222,-0.8226042406165877,1.3986492487679174,-270.3231110616526,0.5830036316791006
5,0.2092042118310928,-0.5754041075706482,-0.2671162188053131,0.2623378932476043,-0.7306385040283203,-0.3275589048862457,0.3899664282798767,-0.9202018976211548,-0.4133023023605346,0.3839854001998901,-0.8255206942558289,-0.1859640032052993,0.2080000727033437,-0.5750382056536347,0.3860250466565766,-0.921028196698954,0.3824736734951041,-0.8248567824522098,-2.2419932151208135,-218.43854783332384,0.43872890199091424
6,0.2085338532924652,-0.5746917724609375,-0.269850879907608,0.2621714174747467,-0.7300695776939392,-0.3309473395347595,0.3907768130302429,-0.9085370898246764,-0.4086562097072601,0.3843956291675567,-0.8253017663955688,-0.1851381957530975,0.2063482936377376,-0.57500481727645,0.3828261964474163,-0.9235720466120974,0.3840789918311746,-0.8260887254905451,-4.72121213114523,-148.753134961465,0.7772690200396601
7,0.2058008164167404,-0.5745726227760315,-0.2649072110652923,0.2621749937534332,-0.7297426462173462,-0.3217248618602752,0.3972012102603912,-0.9079081416130066,-0.4065501689910888,0.3850464224815368,-0.8253973722457886,-0.1849331706762313,0.2052885509731779,-0.5748285659360709,0.3845073002671766,-0.922088748047546,0.3849218486852821,-0.8265499622526826,-6.118497810398201,-83.83714075517823,1.8574189528218374
8,0.2046943455934524,-0.5745689868927002,-0.2669799625873565,0.2618891298770904,-0.7292589545249939,-0.3248461186885834,0.3947055339813232,-0.9139518737792968,-0.4105832278728485,0.3847384750843048,-0.8263518214225769,-0.1851760894060135,0.2046134972152836,-0.5745939709945962,0.3879766756915809,-0.9194644994659166,0.3851519149929535,-0.8265465918096,-6.721001918704772,-36.15024649839428,2.534102383962378
9,0.2039128094911575,-0.5740559101104736,-0.2681251168251037,0.2614007592201233,-0.7290130257606506,-0.3262787461280823,0.3919590711593628,-0.9182068705558776,-0.4140705466270447,0.3845556974411011,-0.8259293437004089,-0.1851952672004699,0.2041899797983185,-0.5743739259728164,0.3910321443463878,-0.9175435515296378,0.3849787912025377,-0.8263523095990696,-6.869424745109717,-8.905369584296672,2.016510568791431
10,0.2035873979330063,-0.5742043852806091,-0.2702741324901581,0.2609128355979919,-0.7288428544998169,-0.3340005874633789,0.3919018805027008,-0.9206303954124452,-0.429345041513443,0.3843737542629242,-0.8259691596031189,-0.1849358677864074,0.2039479044218116,-0.5742143819904182,0.3926284121205258,-0.9170106440806745,0.3846181399195522,-0.8261613505105758,-6.8476875612957455,1.304231028838263,1.0604906655064155
11,0.2036647200584411,-0.5742257237434387,-0.288573682308197,0.2606607973575592,-0.7289212942123413,-0.3597107827663421,0.3906207978725433,-0.9223289489746094,-0.4551677703857422,0.3841911554336548,-0.8262613415718079,-0.1851211339235305,0.2038489612419949,-0.5741314888674336,0.3926924842028286,-0.9177178944994278,0.3842505981784345,-0.8260797422879925,-6.832369959733502,0.9190560937345892,0.3616893660014088
12,0.2039160132408142,-0.5741921067237854,-0.2882686257362366,0.2602479457855224,-0.7288142442703247,-0.3586993813514709,0.3896630704402923,-0.9177982211112976,-0.4469777941703796,0.3840412199497223,-0.8263593316078186,-0.1851297914981842,0.2038618585633124,-0.5741182607891265,0.3917294072980447,-0.9191162889537852,0.3840013779919713,-0.8261408668750931,-6.893777386252805,-3.684445591158152,0.06732671447159358
13,0.2040120512247085,-0.5741923451423645,-0.2875686287879944,0.2600157558917999,-0.7288894653320312,-0.3584460914134979,0.3875297605991363,-0.9211715459823608,-0.4409441947937011,0.3839263021945953,-0.8264614343643188,-0.184985265135765,0.2039525585678902,-0.5741553396395312,0.390420862474432,-0.92057310178473,0.3839366381682549,-0.8263308401036109,-7.025831006255041,-7.923217200134172,0.006340336384971415
14,0.2041518688201904,-0.5742552280426025,-0.2880134880542755,0.2599692642688751,-0.7292774319648743,-0.357706755399704,0.3878959715366363,-0.9223119020462036,-0.4408611357212066,0.3838820159435272,-0.826511800289154,-0.1850792616605758,0.2040856197543251,-0.5742203860603373,0.3893294426719531,-0.9215368422076314,0.3840686313450461,-0.8266115647099624,-7.1833126740363955,-9.448900066881263,0.006752878491805049
