Frame #,Nose (X),Nose (Y),Nose (Z),Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.2863828539848327,-0.4800799787044525,-0.7786462306976318,0.3419509530067444,-0.4488398134708404,-0.5512035489082336,0.3364478349685669,-0.4555571675300598,-0.3772851824760437,0.295087456703186,-0.4813291132450104,-0.2367094308137893,0.3419707892981412,-0.4488451726610977,0.286414106755133,-0.4800583894098918,0.2950723299775218,-0.4813583876757499,354.5960887328471,,
2,0.3013591766357422,-0.4727721214294433,-0.4639536738395691,0.3759057223796844,-0.4488507807254791,-0.4600945711135864,0.3614581823348999,-0.4380388855934143,-0.2453475147485733,0.2981508672237396,-0.4764874875545501,0.0606519840657711,0.346241476801793,-0.4492646997768437,0.2900347717139749,-0.4787306408893586,0.2899212083389971,-0.4740317817166228,214.32874755879857,-8416.040470442911,
3,0.2991048395633697,-0.4736094176769256,-0.6508751511573792,0.3675643503665924,-0.4490493237972259,-0.4864225089550018,0.3336668908596039,-0.4427662193775177,-0.4158477485179901,0.2804132401943207,-0.4706286787986755,-0.4566831588745117,0.3488064294080799,-0.4498625893770959,0.2926933203640575,-0.4777757902192818,0.2848249627321303,-0.4675545777545815,132.9935621370222,-4880.111125306583,1736.499490805031
4,0.2905575633049011,-0.4823320209980011,-0.8223423957824707,0.3374871611595154,-0.4505563080310821,-0.495968222618103,0.2899806201457977,-0.4441418349742889,-0.5582753419876099,0.2738367617130279,-0.4570056796073913,-0.7686099410057068,0.3488609686481774,-0.4507507526099299,0.2938403997338779,-0.4774038102623881,0.2798514575110746,-0.4626792954135793,86.21197462819812,-2806.8952505294446,2234.4227081158447
5,0.2909162044525146,-0.4781545102596283,-0.8775858283042908,0.3400594592094421,-0.4515392184257507,-0.5430360436439514,0.2976745665073395,-0.4449949562549591,-0.5133054852485657,0.28542560338974,-0.4554351270198822,-0.5766730308532715,0.3467192394696473,-0.4519419150659259,0.2934582834793484,-0.4776250665571835,0.2750746664796507,-0.4598930226737942,59.49167533782906,-1603.217957422144,2473.7256701133024
6,0.2915021777153015,-0.478154182434082,-0.842849850654602,0.3402060568332672,-0.4534643888473511,-0.5458115339279175,0.3027446568012237,-0.4457878470420837,-0.5104128122329712,0.2664108574390411,-0.4587900936603546,-0.5808667540550232,0.3433444376614748,-0.4533447127743853,0.2919327392224223,-0.4783195031281803,0.2705675189174223,-0.4592813158992846,44.19345619322691,-917.893148676129,2539.2268407838274
7,0.2914146184921264,-0.4778915643692016,-0.8239865303039551,0.3379738926887512,-0.4532771706581116,-0.5270178318023682,0.3083236813545227,-0.4460960030555725,-0.4534620344638824,0.2630127966403961,-0.4645663499832153,-0.5275751352310181,0.3397480061354802,-0.4547886882670518,0.2898551471697356,-0.4792989077019324,0.2664066847038059,-0.4605314612977613,35.19033983640403,-540.1869814093727,853.7203751187994
8,0.2893148362636566,-0.4779136478900909,-0.8313391208648682,0.3383353352546692,-0.4577111005783081,-0.5399103760719299,0.3085851669311523,-0.4495746493339538,-0.5159797072410583,0.264960765838623,-0.4658254384994507,-0.5824844241142273,0.3366449001111113,-0.4560750582027623,0.2878786940405782,-0.4803218473089728,0.2626560038216799,-0.4630931619307043,29.521520267266695,-340.12917414824005,277.10644067789366
9,0.2884629964828491,-0.4830382168292999,-0.7983049750328064,0.3346548080444336,-0.4587885439395904,-0.5060126185417175,0.3087183237075805,-0.4518657922744751,-0.4239433705806732,0.2600205540657043,-0.4659484922885895,-0.4039274454116821,0.3343775353374398,-0.4570471808809958,0.2866053503753235,-0.4811128350075012,0.2593555448501846,-0.466375902710378,25.572484920562257,-236.9421208022663,85.34171509353085
10,0.2791478037834167,-0.4839087128639221,-0.7093183994293213,0.3301245868206024,-0.4579969048500061,-0.4817330241203308,0.3015162944793701,-0.4541005492210388,-0.3248451650142669,0.2574692368507385,-0.4676904678344726,-0.1869578212499618,0.3329688346011819,-0.4576559830004276,0.2864356698374005,-0.4814339972080424,0.2565514440193839,-0.4698555195859284,22.541991842085483,-181.8295847086064,24.73751870482301
